sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
1,January,2021,50-59,Moderna,0,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
1,February,2021,50-59,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
1,March,2021,50-59,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,2021,60-69,UKN,1,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
1,February,2021,80+,Pfizer,0,84,84,84,84,84,84,84,84,84,84,84,0,0,0,0,0,0,0,0,0,0
1,May,2021,25-29,Moderna,0,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
0,March,2021,60-69,AstraZeneca,0,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
0,May,2021,25-29,Moderna,0,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0
0,June,2021,25-29,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,January,2021,60-69,Moderna,0,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
0,February,2021,60-69,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
1,April,2021,60-69,Pfizer,1,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
1,May,2021,60-69,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,June,2021,60-69,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,May,2021,30-39,AstraZeneca,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,June,2021,30-39,AstraZeneca,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,March,2021,50-59,Moderna,0,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0
0,April,2021,50-59,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,April,2021,60-69,AstraZeneca,1,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
0,May,2021,60-69,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,2021,60-69,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,May,2021,18-24,Moderna,0,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
1,January,2021,25-29,Pfizer,0,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0
1,February,2021,25-29,Pfizer,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
1,March,2021,25-29,Pfizer,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,April,2021,25-29,Pfizer,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,January,2021,80+,Pfizer,0,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
0,May,2021,60-69,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,2021,60-69,Pfizer,1,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,April,2021,40-49,Moderna,0,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0
0,May,2021,40-49,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,January,2021,25-29,Pfizer,0,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0
1,March,2021,40-49,Pfizer,1,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
1,April,2021,40-49,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,May,2021,40-49,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,June,2021,18-24,Pfizer,1,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
0,February,2021,25-29,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
0,March,2021,25-29,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,April,2021,25-29,Moderna,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,March,2021,50-59,AstraZeneca,1,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0
1,April,2021,50-59,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,May,2021,50-59,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,June,2021,50-59,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,February,2021,40-49,Moderna,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
1,February,2021,40-49,Pfizer,0,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
1,March,2021,40-49,Pfizer,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,April,2021,40-49,Pfizer,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,50-59,Pfizer,0,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,50-59,Pfizer,0,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,70-79,Pfizer,0,303,303,303,303,303,303,303,303,303,303,303,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,70-79,Pfizer,0,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,30-39,Moderna,0,293,293,293,293,293,293,293,293,293,293,293,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,80+,Pfizer,0,4210,4210,4210,4210,4210,4210,4210,4210,4210,4210,4210,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,80+,Pfizer,0,5523,5523,5523,5523,5523,5523,5523,5523,5523,5523,5523,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,80+,Pfizer,0,5319,5319,5319,5319,5319,5319,5319,5319,5319,5319,5319,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,80+,Pfizer,0,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,50-59,Pfizer,1,94,94,94,94,94,94,94,94,94,94,94,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,70-79,Pfizer,0,2423,2423,2423,2423,2423,2423,2423,2423,2423,2423,2423,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,50-59,Pfizer,0,170,170,170,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,50-59,Pfizer,0,353,353,353,353,353,353,353,353,353,353,353,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,50-59,Pfizer,0,490,490,490,490,490,490,490,490,490,490,490,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,50-59,Pfizer,0,531,531,531,531,531,531,531,531,531,531,531,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,40-49,Pfizer,0,1570,1570,1570,1570,1570,1570,1570,1523,1570,1570,1570,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,70-79,AstraZeneca,0,110,110,110,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,70-79,AstraZeneca,0,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,70-79,AstraZeneca,0,2248,2248,2248,2248,2248,2248,2248,2248,2248,2248,2248,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,70-79,AstraZeneca,0,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,60-69,Moderna,0,115,115,115,115,115,115,115,115,115,115,115,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,60-69,Moderna,0,352,352,352,352,352,352,352,352,352,352,352,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,60-69,Moderna,0,653,653,653,653,653,653,653,653,653,653,653,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,60-69,Moderna,0,750,750,750,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,30-39,Moderna,0,89,89,89,89,89,89,89,89,89,89,89,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,60-69,Pfizer,0,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,60-69,Pfizer,0,3538,3538,3538,3538,3538,3538,3538,3538,3538,3538,3538,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,25-29,Moderna,0,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,50-59,AstraZeneca,0,446,446,446,446,446,446,446,446,446,446,446,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,50-59,AstraZeneca,0,529,529,529,529,529,529,529,529,529,529,529,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,50-59,AstraZeneca,0,612,612,612,612,612,612,612,612,612,612,612,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,50-59,AstraZeneca,0,773,773,773,773,773,773,773,773,773,773,773,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,25-29,Pfizer,0,411,411,411,411,411,411,411,411,411,411,411,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,80+,Pfizer,0,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,60-69,AstraZeneca,0,789,789,789,789,789,789,789,789,789,789,789,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,60-69,AstraZeneca,0,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,25-29,Pfizer,0,59,59,59,59,59,59,59,59,59,59,59,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,25-29,Pfizer,0,123,123,123,123,123,123,123,123,123,123,123,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,25-29,Pfizer,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,25-29,Pfizer,0,137,137,137,137,137,137,137,137,137,137,137,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,60-69,Pfizer,0,166,166,166,166,166,166,166,166,166,166,166,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,60-69,Pfizer,0,292,292,292,292,292,292,292,292,292,292,292,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,60-69,Pfizer,0,426,426,426,426,426,426,426,426,426,426,426,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,60-69,Pfizer,0,463,463,463,463,463,463,463,463,463,463,463,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,30-39,Pfizer,0,723,723,723,723,723,723,723,723,723,723,723,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,60-69,UKN,0,380,380,380,380,380,380,380,380,380,380,380,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,60-69,UKN,0,125,125,125,125,125,125,125,125,125,125,125,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,30-39,Moderna,0,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,30-39,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,50-59,Moderna,0,988,988,988,988,988,988,988,964,988,988,988,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,40-49,AstraZeneca,0,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,40-49,AstraZeneca,0,329,329,329,329,329,329,329,329,329,329,329,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,40-49,AstraZeneca,0,409,409,409,409,409,409,409,409,409,409,409,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,40-49,AstraZeneca,0,474,474,474,474,474,474,474,474,474,474,474,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,40-49,AstraZeneca,0,583,583,583,583,583,583,583,583,583,583,583,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,18-24,Pfizer,0,258,258,258,258,258,258,258,258,258,258,258,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,40-49,Pfizer,0,83,83,83,83,83,83,83,83,83,83,83,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,40-49,Pfizer,0,176,176,176,176,176,176,176,176,176,176,176,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,40-49,Pfizer,0,291,291,291,291,291,291,291,291,291,291,291,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,40-49,Pfizer,0,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,40-49,Pfizer,0,477,477,477,477,477,477,477,469,477,477,477,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,70-79,Moderna,0,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,70-79,Moderna,0,247,247,247,247,247,247,247,247,247,247,247,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,70-79,Moderna,0,440,440,440,440,440,440,440,440,440,440,440,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,70-79,Moderna,0,440,440,440,440,440,440,440,440,440,440,440,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,50-59,AstraZeneca,0,79,79,79,79,79,79,79,79,79,79,79,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,18-24,Moderna,0,96,96,96,96,96,96,96,96,96,96,96,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,12-17,Pfizer,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,40-49,Moderna,1,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,40-49,Moderna,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,40-49,Moderna,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,40-49,Moderna,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,30-39,Pfizer,1,43,43,43,43,43,43,43,43,43,43,43,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,30-39,Pfizer,1,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,30-39,Pfizer,1,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,30-39,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,30-39,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,30-39,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,50-59,Moderna,0,461,461,461,461,461,461,461,461,461,461,461,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,80+,Pfizer,0,106,106,106,106,106,106,106,106,106,106,106,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,50-59,UKN,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,50-59,UKN,0,195,195,195,195,195,195,195,195,195,195,195,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,70-79,UKN,0,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,70-79,UKN,0,155,155,155,155,155,155,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,70-79,UKN,0,150,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,70-79,Pfizer,1,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,70-79,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,70-79,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,80+,Pfizer,1,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,80+,Pfizer,1,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,80+,Pfizer,1,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,80+,Moderna,0,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,80+,Moderna,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,80+,Moderna,0,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,80+,Moderna,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,60-69,AstraZeneca,0,176,176,176,176,176,176,176,176,176,176,176,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,40-49,Pfizer,1,117,117,117,117,117,117,117,117,117,117,117,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,30-39,Pfizer,0,221,221,221,221,221,221,221,221,221,221,221,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,30-39,Pfizer,0,357,357,357,357,357,357,357,357,357,357,357,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,18-24,Pfizer,0,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,18-24,Pfizer,0,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,18-24,Pfizer,0,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,18-24,Pfizer,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,18-24,Pfizer,0,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,18-24,Moderna,0,49,49,49,49,49,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,30-39,Moderna,0,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,30-39,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,30-39,Pfizer,0,137,137,137,137,137,137,137,137,137,137,137,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,30-39,Pfizer,0,209,209,209,209,209,209,209,209,209,209,209,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,30-39,Pfizer,0,102,102,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,25-29,AstraZeneca,0,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,25-29,AstraZeneca,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,25-29,AstraZeneca,0,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,25-29,AstraZeneca,0,61,61,61,61,61,61,61,61,61,61,61,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,25-29,AstraZeneca,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,50-59,Moderna,0,174,174,174,174,174,174,174,174,174,174,174,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,40-49,Moderna,0,174,174,174,174,174,174,174,174,174,174,174,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,40-49,Moderna,0,342,342,342,342,342,342,342,342,342,342,342,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,40-49,AstraZeneca,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,40-49,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,40-49,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,40-49,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,40-49,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,30-39,AstraZeneca,0,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,30-39,AstraZeneca,0,121,121,121,121,121,121,121,121,121,121,121,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,30-39,AstraZeneca,0,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,30-39,AstraZeneca,0,94,94,94,94,94,94,94,94,94,94,94,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,30-39,AstraZeneca,0,120,120,120,120,120,120,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,70-79,AstraZeneca,1,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,70-79,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,70-79,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,70-79,Pfizer,0,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,70-79,Pfizer,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,40-49,Pfizer,1,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,40-49,Pfizer,1,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,50-59,Pfizer,1,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,40-49,Moderna,0,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,40-49,Moderna,0,95,95,95,95,95,95,95,95,95,95,95,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,25-29,Pfizer,1,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,25-29,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,25-29,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,60-69,Moderna,0,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,50-59,Moderna,0,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,50-59,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,50-59,Moderna,0,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,60-69,UKN,1,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,25-29,Moderna,0,77,77,77,77,77,77,77,77,77,77,77,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,60-69,AstraZeneca,0,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,60-69,Moderna,0,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,60-69,Pfizer,1,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,60-69,Pfizer,1,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,60-69,Pfizer,1,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,60-69,AstraZeneca,1,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,60-69,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,60-69,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,25-29,Pfizer,0,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,40-49,Pfizer,1,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,18-24,Pfizer,1,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,25-29,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,25-29,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,25-29,Moderna,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,50-59,AstraZeneca,1,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,50-59,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,50-59,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
