Dose,type_vax,week_fup,sex,ageband_at_study_entry,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
1,J&J,9,1,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82,0,0,654059.82
1,J&J,9,1,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89
1,J&J,9,1,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,9,1,all_birth_cohorts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,327825.6,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97
1,J&J,9,1,0-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1604003.83,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05
1,J&J,9,1,60+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,412037.68,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61
1,J&J,9,both_sexes,0-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,9,both_sexes,5-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,9,both_sexes,12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,9,both_sexes,18-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,9,both_sexes,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,9,both_sexes,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,9,both_sexes,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,9,both_sexes,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,347857.14,42127.11,1256579.61,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47
1,J&J,9,both_sexes,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,482925.89,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69
1,J&J,9,both_sexes,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,397452.28,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98
1,J&J,9,both_sexes,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,9,both_sexes,all_birth_cohorts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,88224.64,10684.41,318697.73,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46
1,J&J,9,both_sexes,0-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,347857.14,42127.11,1256579.61,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47
1,J&J,9,both_sexes,60+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,218019.94,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21,0,0,164513.21
1,J&J,10,0,0-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,10,0,5-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,10,0,12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,10,0,18-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,10,0,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,10,0,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,10,0,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,10,0,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,579761.9,70211.86,2094299.34,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35,0,0,615234.35
1,J&J,10,0,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,816583.77,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05
1,J&J,10,0,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,1020729.71,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5
1,J&J,10,0,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,1020729.71,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72
1,J&J,10,0,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,J&J,10,0,all_birth_cohorts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,172695.04,20914.17,623833.85,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24
