Dose,sex,ageband_at_study_entry,type_vax,week_fup,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,year,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
2,0,70-79,AstraZeneca,2,0,0,0,0,0,0,0,0,1,1,2021,11,11,11,11,11,11,0,0,0,0,0
0,1,80+,,0,1,0,0,0,0,1,0,0,0,1,2020,4103,4103,4103,4103,4103,4103,0,0,0,0,0
0,1,80+,,0,1,0,0,0,0,1,0,0,0,1,2021,976,976,976,976,976,976,0,0,0,0,0
1,1,80+,Pfizer,1,1,0,0,0,0,1,0,0,0,1,2021,56,56,56,56,56,56,0,0,0,0,0
1,1,80+,Pfizer,2,1,0,0,0,0,1,0,0,0,1,2021,56,56,56,56,56,56,0,0,0,0,0
1,1,80+,Pfizer,3,1,0,0,0,0,1,0,0,0,1,2021,49,49,49,49,49,49,0,0,0,0,0
2,1,80+,Pfizer,1,1,0,0,0,0,1,0,0,0,1,2021,42,42,42,42,42,42,0,0,0,0,0
2,1,80+,Pfizer,2,1,0,0,0,0,1,0,0,0,1,2021,42,42,42,42,42,42,0,0,0,0,0
2,1,80+,Pfizer,3,1,0,0,0,0,1,0,0,0,1,2021,42,42,42,42,42,42,0,0,0,0,0
2,1,80+,Pfizer,4,1,0,0,0,0,1,0,0,0,1,2021,42,42,42,42,42,42,0,0,0,0,0
2,1,80+,Pfizer,5,1,0,0,0,0,1,0,0,0,1,2021,42,42,42,42,42,42,0,0,0,0,0
2,1,80+,Pfizer,6,1,0,0,0,0,1,0,0,0,1,2021,42,42,42,42,42,42,0,0,0,0,0
2,1,80+,Pfizer,7,1,0,0,0,0,1,0,0,0,1,2021,37,37,37,37,37,37,0,0,0,0,0
2,1,80+,Pfizer,8,1,0,0,0,0,1,0,0,0,1,2021,34,34,34,34,34,34,0,0,0,0,0
2,1,80+,Pfizer,9,1,0,0,0,0,1,0,0,0,1,2021,28,28,28,28,28,28,0,0,0,0,0
2,1,80+,Pfizer,10,1,0,0,0,0,1,0,0,0,1,2021,27,27,27,27,27,27,0,0,0,0,0
2,1,80+,Pfizer,11,1,0,0,0,0,1,0,0,0,1,2021,19,19,19,19,19,19,0,0,0,0,0
1,1,25-29,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,30,30,30,30,30,30,0,0,0,0,0
1,1,25-29,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,25-29,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,13,13,13,13,13,13,0,0,0,0,0
1,1,70-79,Moderna,1,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,70-79,Moderna,2,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,70-79,Moderna,3,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,70-79,Moderna,4,0,0,0,0,0,1,0,0,0,1,2021,13,13,13,13,13,13,0,0,0,0,0
2,1,70-79,Moderna,1,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Moderna,2,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Moderna,3,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Moderna,4,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Moderna,5,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Moderna,6,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Moderna,7,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Moderna,8,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Moderna,9,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Moderna,10,0,0,0,0,0,1,0,0,0,1,2021,2,2,2,2,2,2,0,0,0,0,0
0,1,30-39,,0,0,0,1,0,0,0,0,0,0,1,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,30-39,,0,0,0,1,0,0,0,0,0,0,1,2021,181,181,181,181,181,181,0,0,0,0,0
0,1,50-59,,0,0,0,1,0,0,0,0,0,1,1,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,50-59,,0,0,0,1,0,0,0,0,0,1,1,2021,304,304,304,304,304,304,0,0,0,0,0
1,1,50-59,Pfizer,1,0,0,1,0,0,0,0,0,1,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,50-59,Pfizer,2,0,0,1,0,0,0,0,0,1,1,2021,10,10,10,10,10,10,0,0,0,0,0
1,1,50-59,Pfizer,3,0,0,1,0,0,0,0,0,1,1,2021,3,3,3,3,3,3,0,0,0,0,0
2,1,50-59,Pfizer,1,0,0,1,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,50-59,Pfizer,2,0,0,1,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,50-59,Pfizer,3,0,0,1,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,50-59,Pfizer,4,0,0,1,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,50-59,Pfizer,5,0,0,1,0,0,0,0,0,1,1,2021,3,3,3,3,3,3,0,0,0,0,0
0,1,70-79,,0,0,1,0,0,0,0,0,0,1,1,2020,1744,1744,1744,1744,1744,1744,0,0,0,0,0
0,1,70-79,,0,0,1,0,0,0,0,0,0,1,1,2021,475,475,475,475,475,475,0,0,0,0,0
1,1,70-79,Pfizer,1,0,1,0,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,Pfizer,2,0,1,0,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,Pfizer,3,0,1,0,0,0,0,0,0,1,1,2021,6,6,6,6,6,6,0,0,0,0,0
2,1,70-79,Pfizer,1,0,1,0,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Pfizer,2,0,1,0,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Pfizer,3,0,1,0,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Pfizer,4,0,1,0,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,70-79,Pfizer,5,0,1,0,0,0,0,0,0,1,1,2021,5,5,5,5,5,5,0,0,0,0,0
1,0,50-59,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,126,126,126,126,126,126,0,0,0,0,0
1,0,50-59,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,126,126,126,126,126,126,0,0,0,0,0
1,0,50-59,AstraZeneca,3,0,0,0,0,0,0,0,0,0,0,2021,126,126,126,126,126,126,0,0,0,0,0
1,0,50-59,AstraZeneca,4,0,0,0,0,0,0,0,0,0,0,2021,126,126,126,126,126,126,0,0,0,0,0
1,0,50-59,AstraZeneca,5,0,0,0,0,0,0,0,0,0,0,2021,118,118,118,118,118,118,0,0,0,0,0
0,1,40-49,,0,0,1,0,0,0,1,0,0,0,1,2020,306,306,306,306,306,306,0,0,0,0,0
2,0,50-59,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,81,81,81,81,81,81,0,0,0,0,0
2,0,50-59,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,77,72,77,77,77,77,1,0,0,0,0
2,0,50-59,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,77,70,77,77,77,77,0,0,0,0,0
2,0,50-59,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,77,70,77,77,77,77,0,0,0,0,0
2,0,50-59,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,75,68,75,75,75,75,0,0,0,0,0
2,0,50-59,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,65,58,65,65,65,65,0,0,0,0,0
2,0,50-59,Pfizer,7,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,8,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,9,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,10,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,11,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,12,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,13,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,14,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,15,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,16,0,0,0,0,0,0,0,0,0,0,2021,63,56,63,63,63,63,0,0,0,0,0
2,0,50-59,Pfizer,17,0,0,0,0,0,0,0,0,0,0,2021,57,50,57,57,57,57,0,0,0,0,0
2,0,50-59,Pfizer,18,0,0,0,0,0,0,0,0,0,0,2021,48,41,48,48,48,48,0,0,0,0,0
2,0,50-59,Pfizer,19,0,0,0,0,0,0,0,0,0,0,2021,42,35,42,42,42,42,0,0,0,0,0
2,0,50-59,Pfizer,20,0,0,0,0,0,0,0,0,0,0,2021,42,35,42,42,42,42,0,0,0,0,0
2,0,50-59,Pfizer,21,0,0,0,0,0,0,0,0,0,0,2021,32,25,32,32,32,32,0,0,0,0,0
2,0,50-59,Pfizer,22,0,0,0,0,0,0,0,0,0,0,2021,19,15,19,19,19,19,0,0,0,0,0
0,1,25-29,,0,0,0,1,0,0,0,0,0,0,1,2020,1098,1098,1098,1098,1098,1098,0,0,0,0,0
0,1,25-29,,0,0,0,1,0,0,0,0,0,0,1,2021,518,518,518,518,518,518,0,0,0,0,0
1,1,25-29,Pfizer,1,0,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,25-29,Pfizer,2,0,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,25-29,Pfizer,3,0,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,25-29,Pfizer,4,0,0,1,0,0,0,0,0,0,1,2021,4,4,4,4,4,4,0,0,0,0,0
1,0,40-49,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,49,42,49,49,49,49,0,0,0,0,0
1,0,40-49,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,49,42,49,49,49,49,0,0,0,0,0
1,0,40-49,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,48,41,48,48,48,48,0,0,0,0,0
1,0,40-49,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,31,24,31,31,31,31,0,0,0,0,0
1,0,40-49,Moderna,5,0,0,0,0,0,0,0,0,0,0,2021,9,7,9,9,9,9,0,0,0,0,0
1,0,40-49,Moderna,6,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Moderna,7,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Moderna,8,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Moderna,9,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Moderna,10,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Moderna,11,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Moderna,12,0,0,0,0,0,0,0,0,0,0,2021,3,3,3,3,3,3,0,0,0,0,0
1,0,70-79,Pfizer,6,1,0,0,0,0,0,0,0,0,1,2021,24,24,24,24,24,24,0,0,0,0,0
0,0,40-49,,0,0,0,1,0,0,0,0,0,0,1,2020,2196,2177,2196,2196,2196,2196,1,0,0,0,0
0,0,40-49,,0,0,0,1,0,0,0,0,0,0,1,2021,1038,857,1038,1038,1038,1038,0,0,0,0,0
2,1,50-59,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,42,42,42,42,42,42,0,0,0,0,0
2,1,50-59,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,42,42,42,42,42,42,0,0,0,0,0
2,1,50-59,AstraZeneca,3,0,0,0,0,0,0,0,0,0,0,2021,42,42,42,42,42,42,0,0,0,0,0
2,1,50-59,AstraZeneca,4,0,0,0,0,0,0,0,0,0,0,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,50-59,AstraZeneca,5,0,0,0,0,0,0,0,0,0,0,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,50-59,AstraZeneca,6,0,0,0,0,0,0,0,0,0,0,2021,26,26,26,26,26,26,0,0,0,0,0
0,1,40-49,,0,1,0,0,0,0,0,0,0,0,1,2020,1464,1464,1464,1464,1464,1464,0,0,0,0,0
0,1,40-49,,0,1,0,0,0,0,0,0,0,0,1,2021,580,580,580,580,580,580,0,0,0,0,0
0,1,80+,,0,1,0,0,0,1,0,0,0,0,1,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,80+,,0,1,0,0,0,1,0,0,0,0,1,2021,187,187,187,187,187,187,0,0,0,0,0
1,1,80+,Pfizer,1,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,80+,Pfizer,2,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,80+,Pfizer,3,1,0,0,0,1,0,0,0,0,1,2021,10,10,10,10,10,10,0,0,0,0,0
2,1,80+,Pfizer,1,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,2,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,3,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,4,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,5,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,6,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,7,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,8,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,9,1,0,0,0,1,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,50-59,AstraZeneca,6,0,0,0,0,0,0,0,0,0,0,2021,90,90,90,90,90,90,0,0,0,0,0
1,0,50-59,AstraZeneca,7,0,0,0,0,0,0,0,0,0,0,2021,79,79,79,79,79,79,0,0,0,0,0
1,0,50-59,AstraZeneca,8,0,0,0,0,0,0,0,0,0,0,2021,70,70,70,70,70,70,0,0,0,0,0
1,0,50-59,AstraZeneca,9,0,0,0,0,0,0,0,0,0,0,2021,70,70,70,70,70,70,0,0,0,0,0
1,0,50-59,AstraZeneca,10,0,0,0,0,0,0,0,0,0,0,2021,70,70,70,70,70,70,0,0,0,0,0
1,0,50-59,AstraZeneca,11,0,0,0,0,0,0,0,0,0,0,2021,70,70,70,70,70,70,0,0,0,0,0
1,0,50-59,AstraZeneca,12,0,0,0,0,0,0,0,0,0,0,2021,65,65,65,65,65,65,0,0,0,0,0
1,0,50-59,AstraZeneca,13,0,0,0,0,0,0,0,0,0,0,2021,20,20,20,20,20,20,0,0,0,0,0
2,0,50-59,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
2,0,50-59,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
2,0,50-59,AstraZeneca,3,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
2,0,50-59,AstraZeneca,4,0,0,0,0,0,0,0,0,0,0,2021,57,57,57,57,57,57,0,0,0,0,0
2,0,50-59,AstraZeneca,5,0,0,0,0,0,0,0,0,0,0,2021,43,43,43,43,43,43,0,0,0,0,0
2,0,50-59,AstraZeneca,6,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
2,0,50-59,AstraZeneca,7,0,0,0,0,0,0,0,0,0,0,2021,19,19,19,19,19,19,0,0,0,0,0
0,0,70-79,,0,0,1,0,0,0,0,0,0,1,1,2020,1098,1098,1098,1098,1098,1098,0,0,0,0,0
0,0,70-79,,0,0,1,0,0,0,0,0,0,1,1,2021,376,376,376,376,376,376,0,0,0,0,0
1,0,70-79,Pfizer,1,0,1,0,0,0,0,0,0,1,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,0,70-79,Pfizer,2,0,1,0,0,0,0,0,0,1,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,0,70-79,Pfizer,3,0,1,0,0,0,0,0,0,1,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,0,70-79,Pfizer,4,0,1,0,0,0,0,0,0,1,1,2021,11,11,11,11,11,11,0,0,0,0,0
1,0,70-79,Pfizer,5,0,1,0,0,0,0,0,0,1,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,70-79,Pfizer,6,0,1,0,0,0,0,0,0,1,1,2021,2,2,2,2,2,2,0,0,0,0,0
1,0,50-59,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,91,91,91,91,91,91,0,0,0,0,0
1,0,50-59,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,91,91,91,91,91,91,0,0,0,0,0
1,0,50-59,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,91,91,91,91,91,91,0,0,0,0,0
1,0,50-59,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,85,85,85,85,85,85,0,0,0,0,0
0,0,60-69,,0,0,1,0,0,0,0,0,0,0,1,2020,1464,1464,1464,1464,1464,1464,0,0,0,0,0
0,0,60-69,,0,0,1,0,0,0,0,0,0,0,1,2021,563,563,563,563,563,563,0,0,0,0,0
1,0,60-69,Pfizer,1,0,1,0,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,60-69,Pfizer,2,0,1,0,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,60-69,Pfizer,3,0,1,0,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,60-69,Pfizer,4,0,1,0,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,60-69,Pfizer,5,0,1,0,0,0,0,0,0,0,1,2021,11,11,11,11,11,11,0,0,0,0,0
1,1,70-79,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,140,140,140,140,140,140,0,0,0,0,0
1,1,70-79,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,140,140,140,140,140,140,0,0,0,0,0
1,1,70-79,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,136,136,136,136,136,136,0,0,0,0,0
1,1,70-79,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,52,52,52,52,52,52,0,0,0,0,0
2,1,70-79,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,100,100,100,100,100,100,0,0,0,0,0
2,1,70-79,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,70-79,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,70-79,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,70-79,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,70-79,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,70-79,Pfizer,7,0,0,0,0,0,0,0,0,0,0,2021,82,82,82,82,82,82,0,0,0,0,0
2,1,70-79,Pfizer,8,0,0,0,0,0,0,0,0,0,0,2021,37,37,37,37,37,37,0,0,0,0,0
2,1,70-79,Pfizer,9,0,0,0,0,0,0,0,0,0,0,2021,19,19,19,19,19,19,0,0,0,0,0
0,0,70-79,,0,0,1,0,0,0,1,0,0,1,1,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,70-79,,0,0,1,0,0,0,1,0,0,1,1,2021,15,15,15,15,15,15,0,0,0,0,0
1,1,60-69,Moderna,1,1,0,0,0,0,0,0,0,0,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,60-69,Moderna,2,1,0,0,0,0,0,0,0,0,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,60-69,Moderna,3,1,0,0,0,0,0,0,0,0,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,60-69,Moderna,4,1,0,0,0,0,0,0,0,0,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,60-69,Moderna,5,1,0,0,0,0,0,0,0,0,1,2021,17,17,17,17,17,17,0,0,0,0,0
2,1,60-69,Moderna,1,1,0,0,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,60-69,Moderna,2,1,0,0,0,0,0,0,0,0,1,2021,10,10,10,10,10,10,0,0,0,0,0
2,1,60-69,Moderna,3,1,0,0,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,60-69,Moderna,4,1,0,0,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,60-69,Moderna,5,1,0,0,0,0,0,0,0,0,1,2021,5,5,5,5,5,5,0,0,0,0,0
2,0,70-79,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,80,80,80,80,80,80,0,0,0,0,0
2,0,70-79,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,77,77,77,77,77,77,0,0,0,0,0
2,0,70-79,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,77,77,77,77,77,77,0,0,0,0,0
2,0,70-79,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,77,77,77,77,77,77,0,0,0,0,0
2,0,70-79,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,70,70,70,70,70,70,0,0,0,0,0
2,0,70-79,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,34,34,34,34,34,34,0,0,0,0,0
0,1,12-17,,0,1,0,0,0,0,0,0,0,0,1,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,12-17,,0,1,0,0,0,0,0,0,0,0,1,2021,344,344,344,344,344,344,0,0,0,0,0
1,1,12-17,Pfizer,1,1,0,0,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,12-17,Pfizer,2,1,0,0,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,12-17,Pfizer,3,1,0,0,0,0,0,0,0,0,1,2021,2,2,2,2,2,2,0,0,0,0,0
2,0,40-49,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,14,7,14,14,14,14,0,0,0,0,0
2,0,40-49,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,14,7,14,14,14,14,0,0,0,0,0
2,0,40-49,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,14,7,14,14,14,14,0,0,0,0,0
2,0,40-49,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,13,6,13,13,13,13,0,0,0,0,0
2,0,40-49,Moderna,5,0,0,0,0,0,0,0,0,0,0,2021,7,0,7,7,7,7,0,0,0,0,0
2,0,40-49,Moderna,6,0,0,0,0,0,0,0,0,0,0,2021,7,0,7,7,7,7,0,0,0,0,0
2,0,40-49,Moderna,7,0,0,0,0,0,0,0,0,0,0,2021,7,0,7,7,7,7,0,0,0,0,0
2,0,40-49,Moderna,8,0,0,0,0,0,0,0,0,0,0,2021,7,0,7,7,7,7,0,0,0,0,0
2,0,40-49,Moderna,9,0,0,0,0,0,0,0,0,0,0,2021,7,0,7,7,7,7,0,0,0,0,0
2,0,40-49,Moderna,10,0,0,0,0,0,0,0,0,0,0,2021,7,0,7,7,7,7,0,0,0,0,0
2,0,40-49,Moderna,11,0,0,0,0,0,0,0,0,0,0,2021,2,0,2,2,2,2,0,0,0,0,0
2,1,80+,Pfizer,11,0,0,0,0,0,0,0,0,0,0,2021,58,58,58,58,58,58,0,0,0,0,0
2,1,80+,Pfizer,12,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
2,1,80+,Pfizer,13,0,0,0,0,0,0,0,0,0,0,2021,50,50,50,50,50,50,0,0,0,0,0
2,1,80+,Pfizer,14,0,0,0,0,0,0,0,0,0,0,2021,16,16,16,16,16,16,0,0,0,0,0
0,0,80+,,0,0,0,0,0,0,1,0,0,0,1,2020,2562,2562,2562,2562,2562,2562,0,0,0,0,0
0,0,80+,,0,0,0,0,0,0,1,0,0,0,1,2021,695,695,695,695,695,695,0,0,0,0,0
1,0,80+,Pfizer,1,0,0,0,0,0,1,0,0,0,1,2021,35,35,35,35,35,35,0,0,0,0,0
1,0,80+,Pfizer,2,0,0,0,0,0,1,0,0,0,1,2021,35,35,35,35,35,35,0,0,0,0,0
1,0,80+,Pfizer,3,0,0,0,0,0,1,0,0,0,1,2021,36,36,36,36,36,36,0,0,0,0,0
1,0,80+,Pfizer,4,0,0,0,0,0,1,0,0,0,1,2021,19,19,19,19,19,19,0,0,0,0,0
1,0,80+,Pfizer,5,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,80+,Pfizer,6,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,80+,Pfizer,7,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,80+,Pfizer,8,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,80+,Pfizer,9,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,80+,Pfizer,10,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,80+,Pfizer,11,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,80+,Pfizer,12,0,0,0,0,0,1,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,80+,Pfizer,13,0,0,0,0,0,1,0,0,0,1,2021,9,9,9,9,9,9,0,0,0,0,0
