sex,ageband_at_study_entry,Dose,type_vax,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,week,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
1,70-79,0,,1,1,0,0,0,0,0,0,0,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,0,1,2021-02-01,154,154,154,154,154,154,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,0,1,2021-02-01,56,56,56,56,56,56,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,1,0,0,0,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,1,1,2021-02-01,35,28,35,35,35,35,0,0,0,0,0
1,60-69,2,Pfizer,0,0,0,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,1,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,1,1,2021-02-01,21,14,14,21,21,21,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,0,0,0,0,1,2021-02-01,35,28,35,35,35,35,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,0,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,0,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,1,0,0,1,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,1,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,0,1,2021-02-01,35,35,35,35,35,35,0,0,0,0,0
0,40-49,1,Pfizer,0,0,0,0,0,0,0,0,1,1,2021-02-01,3,3,3,3,3,3,0,0,0,0,0
0,40-49,2,Pfizer,0,0,0,0,0,0,0,0,1,1,2021-02-01,4,4,4,4,4,4,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,1,1,2021-02-01,42,35,35,42,42,42,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,0,1,2021-02-01,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,1,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,29,29,29,29,29,29,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,1,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,1,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,0,1,2021-02-01,42,42,42,42,42,42,0,0,0,0,0
1,30-39,0,,1,1,0,1,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,18-24,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,0,1,2021-02-01,14,7,14,14,14,14,0,0,0,0,0
1,18-24,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,56,56,56,56,56,56,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,1,1,2021-02-01,28,21,21,28,28,28,0,0,0,0,0
1,30-39,1,Moderna,0,0,0,0,0,0,0,0,0,0,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,30-39,1,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,1,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,28,21,28,28,28,28,0,0,0,0,0
1,60-69,1,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,3,3,3,3,3,3,0,0,0,0,0
1,60-69,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,4,4,4,4,4,4,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,,1,0,0,1,1,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,28,28,28,28,28,28,0,0,0,0,0
0,40-49,0,,0,1,0,0,0,0,0,0,0,1,2021-02-01,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,1,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,1,0,0,0,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,30-39,0,,0,1,0,0,0,0,0,0,1,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,1,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,13,13,13,13,13,13,0,0,0,0,0
1,60-69,0,,0,0,1,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,1,0,0,0,1,2021-02-01,49,49,49,49,49,49,0,0,0,0,0
1,80+,0,,1,1,0,0,0,1,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,0,1,2021-02-01,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,,1,1,0,0,0,0,0,0,0,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,5-11,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,5-11,0,,0,0,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,1,0,0,0,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,18-24,0,,0,1,0,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,1,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,,0,0,1,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,1,0,1,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,5-11,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,0,0,0,1,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,0,0,0,1,2021-02-01,42,42,42,42,42,42,0,0,0,0,0
0,30-39,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,11,11,11,11,11,11,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
1,40-49,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,1,0,1,0,0,0,0,0,1,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,1,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,1,0,0,0,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,0,0,0,0,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,,1,0,1,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,18-24,0,,1,0,0,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,1,0,0,1,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,1,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,1,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
1,50-59,1,Moderna,0,0,0,0,0,0,0,0,0,0,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,1,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,1,0,0,0,0,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,12-17,0,,0,0,1,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,1,1,0,1,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,1,Moderna,0,0,0,0,0,1,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,1,1,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,2,Pfizer,1,0,0,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,1,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
1,70-79,1,Pfizer,1,0,0,0,0,1,0,0,0,1,2021-02-01,4,4,4,4,4,4,0,0,0,0,0
1,70-79,2,Pfizer,1,0,0,0,0,1,0,0,0,1,2021-02-01,3,3,3,3,3,3,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,1,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,1,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,1,0,0,0,0,0,0,1,1,2021-02-01,14,14,14,14,14,14,0,0,0,0,0
0,30-39,1,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,3,3,3,3,3,3,0,0,0,0,0
0,40-49,0,,0,1,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,25-29,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,25-29,0,,0,1,0,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,2,Pfizer,1,0,1,0,0,0,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,0,0,1,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,1,Pfizer,1,0,0,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,0,1,2021-02-01,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,1,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,0,0,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,1,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,18-24,1,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,1,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,1,0,0,0,0,0,0,1,2021-02-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,1031,987,1012,1031,1031,1031,2,1,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,1012,984,1005,1012,1012,1012,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,217,217,217,217,217,217,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,625,604,625,625,625,625,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,888,863,888,888,888,888,1,0,0,0,0
1,25-29,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,315,308,315,315,315,315,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,287,273,280,280,280,280,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,351,351,351,351,351,351,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,1103,1092,1099,1103,1103,1103,1,1,0,0,0
1,60-69,0,,1,0,1,0,0,0,0,0,0,1,2021-02-08,28,28,28,28,28,28,0,0,0,0,0
0,40-49,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-08,51,51,51,51,51,51,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,301,301,301,301,301,301,0,0,0,0,0
0,5-11,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,238,231,238,238,238,238,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,152,152,152,152,152,152,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,343,343,343,343,343,343,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,1,1,2021-02-08,28,28,28,28,28,28,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,737,728,730,730,737,737,1,0,0,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,343,343,343,343,343,343,0,0,0,0,0
0,18-24,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,245,231,245,245,245,245,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,1,0,0,0,1,2021-02-08,28,28,28,28,28,28,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,161,161,161,161,161,161,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,1,0,0,0,1,2021-02-08,63,63,63,63,63,63,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,56,49,49,56,56,56,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,770,749,763,770,770,770,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,203,203,203,203,203,203,0,0,0,0,0
0,0-4,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,84,84,84,84,84,84,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,1,0,0,0,1,2021-02-08,21,21,21,21,21,21,0,0,0,0,0
0,50-59,2,Pfizer,0,0,0,0,0,1,1,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,18-24,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,294,287,294,294,294,294,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,368,361,368,368,368,368,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,630,623,630,630,630,630,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,1,0,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,259,259,259,259,259,259,0,0,0,0,0
1,80+,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,161,161,161,161,161,161,0,0,0,0,0
0,60-69,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-08,31,31,31,31,31,31,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,1,0,0,0,1,2021-02-08,28,21,28,28,28,28,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,1,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,1,0,0,1,0,0,0,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,1,0,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,28,28,28,28,28,28,0,0,0,0,0
0,12-17,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,273,273,273,273,273,273,0,0,0,0,0
1,80+,0,,1,0,1,0,1,0,0,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,1,0,0,0,1,2021-02-08,77,77,77,77,77,77,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,1,0,0,0,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,56,56,56,56,56,56,0,0,0,0,0
1,0-4,0,,0,0,0,0,0,0,0,0,0,0,2021-02-08,140,140,140,140,140,140,0,0,0,0,0
0,40-49,1,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-08,13,13,13,13,13,13,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,1,1,2021-02-08,63,63,63,63,63,63,0,0,0,0,0
1,80+,0,,1,0,0,0,0,1,0,0,0,1,2021-02-08,63,63,63,63,63,63,0,0,0,0,0
1,30-39,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,1,0,0,0,0,0,1,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,1,1,2021-02-08,28,28,28,28,28,28,0,0,0,0,0
0,50-59,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-08,39,33,39,39,39,39,1,0,0,0,0
1,25-29,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,42,35,42,42,42,42,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,,1,0,0,0,1,0,0,0,0,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,1,1,2021-02-08,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,0,1,2021-02-08,28,28,28,28,28,28,0,0,0,0,0
1,12-17,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,0,1,2021-02-08,49,49,49,49,49,49,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,0,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
1,30-39,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-08,14,7,7,14,14,14,0,0,0,0,0
0,60-69,0,,0,1,1,0,0,0,0,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,0,1,2021-02-08,35,35,35,35,35,35,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,63,63,63,63,63,63,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,0,0,0,0,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,0,1,2021-02-08,154,154,154,154,154,154,1,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,0,1,2021-02-08,56,56,56,56,56,56,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,1,0,0,0,1,2021-02-08,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,1,1,2021-02-08,35,28,35,35,35,35,0,0,0,0,0
1,60-69,2,Pfizer,0,0,0,0,0,1,0,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,1,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,1,1,2021-02-08,21,14,14,21,21,21,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,0,0,0,0,1,2021-02-08,28,21,28,28,28,28,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,0,1,2021-02-08,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,0,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,1,0,0,1,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,1,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,50-59,1,AstraZeneca,0,0,0,0,0,0,0,0,0,0,2021-02-08,1,1,1,1,1,1,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,0,1,2021-02-08,35,35,35,35,35,35,0,0,0,0,0
0,50-59,1,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-08,28,28,28,28,28,28,0,0,0,0,0
0,40-49,2,Pfizer,0,0,0,0,0,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,1,1,2021-02-08,42,35,35,42,42,42,0,0,0,0,0
0,60-69,1,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-08,16,16,16,16,16,16,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,0,1,2021-02-08,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,1,1,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,1,1,0,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,0,1,2021-02-08,42,42,42,42,42,42,0,0,0,0,0
1,30-39,0,,1,1,0,1,0,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,18-24,2,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-08,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,0,1,2021-02-08,14,7,14,14,14,14,0,0,0,0,0
1,18-24,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,56,56,56,56,56,56,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,1,1,2021-02-08,28,21,21,28,28,28,0,0,0,0,0
1,30-39,1,Moderna,0,0,0,0,0,0,0,0,0,0,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,30-39,1,Pfizer,0,0,0,0,0,0,0,0,0,0,2021-02-08,12,12,12,12,12,12,0,0,0,0,0
0,25-29,1,AstraZeneca,0,0,0,0,0,0,0,0,0,0,2021-02-08,3,3,3,3,3,3,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,1,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,1,0,0,1,0,0,0,1,2021-02-08,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,0,1,2021-02-08,28,21,28,28,28,28,0,0,0,0,0
