sex,ageband_at_1_jan_2021,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b
0,12-17,2020-08,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-09,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-10,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-11,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-12,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-01,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-02,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-03,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-04,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-05,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-06,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-05,443,443,443,443,443,443,443,443,443,443,443,443,443,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-06,385,385,385,385,385,385,385,385,385,385,385,385,385,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-01,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-02,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-03,4068,4068,4068,4068,4068,4068,4068,4068,4068,4068,4068,4068,4068,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-04,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-05,3999,3999,3999,3999,3999,3999,3999,3999,3999,3999,3999,3999,3999,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-06,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-07,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-08,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-09,3641,3641,3641,3641,3641,3641,3641,3641,3641,3641,3641,3641,3641,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-10,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-11,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-12,3545,3545,3545,3545,3545,3545,3545,3545,3545,3545,3545,3545,3545,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-01,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-02,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-03,3262,3262,3262,3262,3262,3262,3262,3262,3262,3262,3262,3262,3262,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-04,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-01,3279,3279,3279,3279,3279,3279,3279,3279,3279,3279,3279,3279,3279,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-02,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-03,3183,3183,3183,3183,3183,3183,3183,3183,3183,3183,3183,3183,3183,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-04,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-05,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-06,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-07,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-08,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-09,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-10,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-11,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,2768,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-12,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-01,2627,2627,2627,2627,2627,2627,2627,2627,2627,2627,2627,2627,2627,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-02,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-03,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-04,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-05,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-06,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-01,5276,5276,5276,5276,5276,5276,5276,5245,5276,5276,5276,5245,5276,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-02,4878,4878,4878,4878,4878,4878,4878,4849,4878,4878,4878,4849,4878,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-03,5166,5166,5166,5166,5166,5166,5166,5135,5166,5166,5166,5135,5166,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-04,4975,4975,4975,4975,4975,4975,4975,4945,4975,4975,4975,4945,4975,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-05,5084,5084,5084,5084,5084,5084,5084,5053,5084,5084,5084,5053,5084,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-06,4880,4880,4880,4880,4880,4880,4880,4836,4880,4880,4880,4836,4880,0,0,0,0,0,0,1,0,0,0,1,0
1,40-49,2020-07,5000,5000,5000,5000,5000,5000,5000,4938,5000,5000,5000,4938,5000,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-08,4878,4878,4878,4878,4878,4878,4878,4816,4878,4878,4878,4816,4878,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-09,4587,4587,4587,4587,4587,4587,4587,4527,4587,4587,4587,4527,4587,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-10,4678,4678,4678,4678,4678,4678,4678,4616,4678,4678,4678,4616,4678,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-11,4434,4434,4434,4434,4434,4434,4434,4374,4434,4434,4434,4374,4434,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-12,4448,4448,4448,4448,4448,4448,4448,4386,4448,4448,4448,4386,4448,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-01,4340,4340,4340,4340,4340,4340,4340,4278,4340,4340,4340,4278,4340,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-02,3806,3806,3806,3806,3806,3806,3806,3750,3806,3806,3806,3750,3806,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-03,3942,3942,3942,3942,3942,3942,3942,3880,3942,3942,3942,3880,3942,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-04,3634,3634,3634,3634,3634,3634,3634,3574,3634,3634,3634,3574,3634,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-05,3534,3534,3534,3534,3534,3534,3534,3452,3534,3534,3534,3452,3534,0,0,0,0,0,0,1,0,0,0,1,0
1,40-49,2021-06,2570,2570,2570,2570,2570,2570,2570,2527,2570,2570,2570,2527,2570,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-01,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-02,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-03,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-04,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-05,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-06,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-07,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-08,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-09,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-10,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-11,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-12,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-01,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-02,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-03,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-04,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-05,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,0,0,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-06,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-01,6491,6491,6491,6491,6491,6491,6491,6460,6491,6491,6491,6460,6491,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-02,6033,6033,6033,6033,6033,6033,6033,6004,6033,6033,6033,6004,6033,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-03,6359,6359,6359,6359,6359,6359,6359,6328,6359,6359,6359,6328,6359,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-04,6098,6098,6098,6098,6098,6098,6098,6068,6098,6098,6098,6068,6098,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-05,6274,6274,6274,6274,6274,6274,6274,6243,6274,6274,6274,6243,6274,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-06,6060,6060,6060,6060,6060,6060,6060,6030,6060,6060,6060,6030,6060,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-07,6232,6232,6232,6232,6232,6232,6232,6201,6232,6232,6232,6201,6232,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-08,6200,6200,6200,6200,6200,6200,6200,6169,6200,6200,6200,6169,6200,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-09,5975,5975,5975,5975,5975,5975,5975,5945,5975,5975,5975,5945,5975,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-10,6097,6097,6097,6097,6097,6097,6097,6066,6097,6097,6097,6066,6097,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-11,5797,5797,5797,5797,5797,5797,5797,5767,5797,5797,5797,5767,5797,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-12,5866,5866,5866,5866,5866,5866,5866,5835,5866,5866,5866,5835,5866,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-01,5752,5752,5752,5752,5752,5752,5752,5721,5752,5752,5752,5721,5752,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-02,4929,4929,4929,4929,4929,4929,4929,4901,4929,4929,4929,4901,4929,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-03,5101,5101,5101,5101,5101,5101,5101,5070,5101,5101,5101,5070,5101,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-04,4772,4772,4772,4772,4772,4772,4772,4742,4772,4772,4772,4742,4772,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-05,4549,4549,4549,4549,4549,4549,4549,4518,4549,4549,4549,4518,4549,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-06,2715,2715,2715,2715,2715,2715,2715,2709,2715,2715,2715,2709,2715,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-05,781,781,781,781,781,781,781,781,781,781,781,781,781,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-01,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-02,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-03,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-04,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-05,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-06,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-07,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-08,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-09,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-10,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-11,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-12,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-01,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-02,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-03,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-04,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-05,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,0,0,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-06,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-01,5399,5399,5399,5399,5399,5399,5399,5399,5399,5399,5399,5399,5399,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-02,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-03,5301,5301,5301,5301,5301,5301,5301,5301,5301,5301,5301,5301,5301,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-04,5104,5104,5104,5104,5104,5104,5104,5104,5104,5104,5104,5104,5104,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-05,5224,5224,5224,5224,5224,5224,5224,5224,5224,5224,5224,5224,5224,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-06,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-07,5177,5177,5177,5177,5177,5177,5177,5177,5177,5177,5177,5177,5177,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-08,5095,5095,5095,5095,5095,5095,5095,5095,5095,5095,5095,5095,5095,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-09,4879,4879,4879,4879,4879,4879,4879,4879,4879,4879,4879,4879,4879,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-10,5008,5008,5008,5008,5008,5008,5008,5008,5008,5008,5008,5008,5008,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-11,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-12,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-01,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-02,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-03,4484,4484,4484,4484,4484,4484,4484,4484,4484,4484,4484,4484,4484,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-04,4021,4021,4021,4021,4021,4021,4021,4021,4021,4021,4021,4021,4021,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-05,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-01,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-02,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-03,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-04,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-05,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-06,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-07,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-08,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-09,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-10,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-11,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-01,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-02,3377,3377,3377,3377,3377,3377,3377,3377,3377,3377,3377,3377,3377,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-03,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-04,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-05,3441,3441,3441,3441,3441,3441,3441,3441,3441,3441,3441,3441,3441,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-06,3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-07,3377,3377,3377,3377,3377,3377,3377,3377,3377,3377,3377,3377,3377,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-08,3333,3333,3333,3333,3333,3333,3333,3333,3333,3333,3333,3333,3333,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-09,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-10,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-11,3082,3082,3082,3082,3082,3082,3082,3082,3082,3082,3082,3082,3082,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-12,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-01,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-02,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-03,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-12,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-01,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-02,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-03,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-04,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-05,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,0,0,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-06,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-06,339,339,339,339,339,339,339,339,339,339,339,339,339,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-04,836,836,836,836,836,836,836,836,836,836,836,836,836,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-01,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-02,1856,1856,1856,1856,1856,1856,1856,1856,1856,1856,1856,1856,1856,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-03,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-04,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-05,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-06,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-07,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-08,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-09,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-10,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-11,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-12,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,0,0,0,0,0,0,0,0,0,0,0,0
1,12-17,2021-01,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,0,0,0,0,0,0,0,0,0,0,0,0
