Dose,type_vax,week_fup,sex,riskfactor,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
1,Moderna,12,1,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1418277.07,0,0,1418277.07,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1433365.13,0,0,1433365.13,0,0,1095417.25,,,0,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1433365.13,0,0,1433365.13
1,Moderna,12,1,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,886423.17,0,0,886423.17,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,1224875.66,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63
1,Moderna,12,1,COVDIAB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,408291.89,0,0,408291.89,0,0,408291.89,139408.4,3529.52,776733.87,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,115952.38,2935.66,646045.32,115952.38,2935.66,646045.32,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,468269.23,56709.58,1691549.47,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89
1,Moderna,12,1,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,5614013.42,0,0,5614013.42,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,,,0,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12
1,Moderna,12,1,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Moderna,12,1,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Moderna,12,1,CV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,312613.28,0,0,312613.28,0,0,312613.28,86552.13,2191.31,482237.62,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,341970.36,0,0,341970.36,0,0,331047.47,0,0,331047.47,0,0,331047.47,0,0,331047.47,94136.6,2383.33,524495.55,94136.6,2383.33,524495.55,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,335164.98,0,0,335164.98,0,0,312613.28,351201.92,8891.66,1956771.87,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,312613.28,0,0,335164.98,0,0,335164.98
1,Moderna,12,1,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,626680.57,0,0,626680.57,0,0,626680.57,0,0,626680.57,0,0,638560.77,0,0,638560.77,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,641601.53,0,0,641601.53,0,0,563750.3,0,0,2694726.44,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,641601.53,0,0,641601.53
1,Moderna,12,1,any_risk_factors,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,147575.38,0,0,147575.38,0,0,147575.38,43224.85,1094.36,240833.46,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,153808.59,0,0,153808.59,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42,41982.76,1062.91,233912.96,41982.76,1062.91,233912.96,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,152416.65,0,0,152416.65,0,0,147575.38,205196.63,24850.26,741240.78,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,147575.38,0,0,152416.65,0,0,152416.65
1,Moderna,12,both_sexes,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,348155.87,0,0,348155.87,0,0,323885.39,0,0,969326.06,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,323885.39,0,0,348155.87,0,0,348155.87
1,Moderna,12,both_sexes,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,1113523.32,0,0,1113523.32,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,1122802.68,0,0,1122802.68,0,0,904270.62,,,0,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,1122802.68,0,0,1122802.68
1,Moderna,12,both_sexes,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,471106.02,0,0,471106.02,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,1224875.66,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19
1,Moderna,12,both_sexes,COVDIAB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,226447.6,0,0,226447.6,0,0,226447.6,72904.19,1845.77,406196.16,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,126384.08,15305.7,456542.76,126384.08,15305.7,456542.76,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,296951.22,35962.17,1072689.91,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6,0,0,226447.6
1,Moderna,12,both_sexes,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,5614013.42,0,0,5614013.42,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,,,0,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12
1,Moderna,12,both_sexes,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Moderna,12,both_sexes,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Moderna,12,both_sexes,CV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165523.74,0,0,165523.74,0,0,165523.74,45372.67,1148.74,252800.34,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,180611.69,0,0,180611.69,0,0,170552.31,0,0,170552.31,0,0,170552.31,0,0,170552.31,94993.5,11504.15,343149.18,98983.74,11987.39,357563.3,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,172077.04,0,0,171638.63,0,0,171638.63,0,0,165523.74,228281.25,5779.58,1271901.72,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,165523.74,0,0,171638.63,0,0,171638.63
1,Moderna,12,both_sexes,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,296123.78,0,0,296123.78,0,0,296123.78,0,0,296123.78,0,0,298750.16,0,0,298750.16,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,299414.05,0,0,299414.05,0,0,281286.68,0,0,969326.06,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,299414.05,0,0,299414.05
1,Moderna,12,both_sexes,any_risk_factors,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,72128.65,0,0,72128.65,0,0,72128.65,20589.06,521.27,114714.92,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,74853.51,0,0,74853.51,0,0,73067.42,0,0,73067.42,0,0,73067.42,0,0,73067.42,40071.31,4852.82,144751.35,40764.51,4936.77,147255.42,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,73345.85,0,0,73266.08,0,0,73266.08,0,0,72128.65,129751.33,15713.49,468706.42,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,72128.65,0,0,73266.08,0,0,73266.08
1,Moderna,13,0,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,1513891.26,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
1,Moderna,13,0,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,,,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
1,Moderna,13,0,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,,,0,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94
1,Moderna,13,0,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,547708.63,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,135277.78,3424.94,753719.54,135277.78,3424.94,753719.54,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,1497070.25,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13
1,Moderna,13,0,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Moderna,13,0,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Moderna,13,0,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Moderna,13,0,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,382773.64,0,0,382773.64,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,95866.14,2427.12,534131.95,104357.14,2642.09,581440.79,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,382773.64,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,2406005.75,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96
1,Moderna,13,0,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,1513891.26,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34
