datasource,week,vx_manufacturer,dose,riskfactor,percentage
TEST,20200420,AstraZeneca,2,COVSICKLE,0
TEST,20200420,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200420,AstraZeneca,2,any_risk_factors,0
TEST,20200420,J&J,1,CV,0
TEST,20200420,J&J,1,COVCANCER,0
TEST,20200420,J&J,1,COVCOPD,0
TEST,20200420,J&J,1,COVHIV,0
TEST,20200420,J&J,1,COVCKD,0
TEST,20200420,J&J,1,COVDIAB,0
TEST,20200420,J&J,1,COVOBES,0
TEST,20200420,J&J,1,COVSICKLE,0
TEST,20200420,J&J,1,IMMUNOSUPPR,0
TEST,20200420,J&J,1,any_risk_factors,0
TEST,20200420,J&J,2,CV,0
TEST,20200420,J&J,2,COVCANCER,0
TEST,20200420,J&J,2,COVCOPD,0
TEST,20200420,J&J,2,COVHIV,0
TEST,20200420,J&J,2,COVCKD,0
TEST,20200420,J&J,2,COVDIAB,0
TEST,20200420,J&J,2,COVOBES,0
TEST,20200420,J&J,2,COVSICKLE,0
TEST,20200420,J&J,2,IMMUNOSUPPR,0
TEST,20200420,J&J,2,any_risk_factors,0
TEST,20200420,Moderna,1,CV,0
TEST,20200420,Moderna,1,COVCANCER,0
TEST,20200420,Moderna,1,COVCOPD,0
TEST,20200420,Moderna,1,COVHIV,0
TEST,20200420,Moderna,1,COVCKD,0
TEST,20200420,Moderna,1,COVDIAB,0
TEST,20200420,Moderna,1,COVOBES,0
TEST,20200420,Moderna,1,COVSICKLE,0
TEST,20200420,Moderna,1,IMMUNOSUPPR,0
TEST,20200420,Moderna,1,any_risk_factors,0
TEST,20200420,Moderna,2,CV,0
TEST,20200420,Moderna,2,COVCANCER,0
TEST,20200420,Moderna,2,COVCOPD,0
TEST,20200420,Moderna,2,COVHIV,0
TEST,20200420,Moderna,2,COVCKD,0
TEST,20200420,Moderna,2,COVDIAB,0
TEST,20200420,Moderna,2,COVOBES,0
TEST,20200420,Moderna,2,COVSICKLE,0
TEST,20200420,Moderna,2,IMMUNOSUPPR,0
TEST,20200420,Moderna,2,any_risk_factors,0
TEST,20200420,Pfizer,1,CV,0
TEST,20200420,Pfizer,1,COVCANCER,0
TEST,20200420,Pfizer,1,COVCOPD,0
TEST,20200420,Pfizer,1,COVHIV,0
TEST,20200420,Pfizer,1,COVCKD,0
TEST,20200420,Pfizer,1,COVDIAB,0
TEST,20200420,Pfizer,1,COVOBES,0
TEST,20200420,Pfizer,1,COVSICKLE,0
TEST,20200420,Pfizer,1,IMMUNOSUPPR,0
TEST,20200420,Pfizer,1,any_risk_factors,0
TEST,20200420,Pfizer,2,CV,0
TEST,20200420,Pfizer,2,COVCANCER,0
TEST,20200420,Pfizer,2,COVCOPD,0
TEST,20200420,Pfizer,2,COVHIV,0
TEST,20200420,Pfizer,2,COVCKD,0
TEST,20200420,Pfizer,2,COVDIAB,0
TEST,20200420,Pfizer,2,COVOBES,0
TEST,20200420,Pfizer,2,COVSICKLE,0
TEST,20200420,Pfizer,2,IMMUNOSUPPR,0
TEST,20200420,Pfizer,2,any_risk_factors,0
TEST,20200420,UKN,1,CV,0
TEST,20200420,UKN,1,COVCANCER,0
TEST,20200420,UKN,1,COVCOPD,0
TEST,20200420,UKN,1,COVHIV,0
TEST,20200420,UKN,1,COVCKD,0
TEST,20200420,UKN,1,COVDIAB,0
TEST,20200420,UKN,1,COVOBES,0
TEST,20200420,UKN,1,COVSICKLE,0
TEST,20200420,UKN,1,IMMUNOSUPPR,0
TEST,20200420,UKN,1,any_risk_factors,0
TEST,20200420,UKN,2,CV,0
TEST,20200420,UKN,2,COVCANCER,0
TEST,20200420,UKN,2,COVCOPD,0
TEST,20200420,UKN,2,COVHIV,0
TEST,20200420,UKN,2,COVCKD,0
TEST,20200420,UKN,2,COVDIAB,0
TEST,20200420,UKN,2,COVOBES,0
TEST,20200420,UKN,2,COVSICKLE,0
TEST,20200420,UKN,2,IMMUNOSUPPR,0
TEST,20200420,UKN,2,any_risk_factors,0
TEST,20200427,AstraZeneca,1,CV,0
TEST,20200427,AstraZeneca,1,COVCANCER,0
TEST,20200427,AstraZeneca,1,COVCOPD,0
TEST,20200427,AstraZeneca,1,COVHIV,0
TEST,20200427,AstraZeneca,1,COVCKD,0
TEST,20200427,AstraZeneca,1,COVDIAB,0
TEST,20200427,AstraZeneca,1,COVOBES,0
TEST,20200427,AstraZeneca,1,COVSICKLE,0
TEST,20200427,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200427,AstraZeneca,1,any_risk_factors,0
TEST,20200427,AstraZeneca,2,CV,0
TEST,20200427,AstraZeneca,2,COVCANCER,0
TEST,20200427,AstraZeneca,2,COVCOPD,0
TEST,20200427,AstraZeneca,2,COVHIV,0
TEST,20200427,AstraZeneca,2,COVCKD,0
TEST,20200427,AstraZeneca,2,COVDIAB,0
TEST,20200427,AstraZeneca,2,COVOBES,0
TEST,20200427,AstraZeneca,2,COVSICKLE,0
TEST,20200427,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200427,AstraZeneca,2,any_risk_factors,0
TEST,20200427,J&J,1,CV,0
TEST,20200427,J&J,1,COVCANCER,0
TEST,20200427,J&J,1,COVCOPD,0
TEST,20200427,J&J,1,COVHIV,0
TEST,20200427,J&J,1,COVCKD,0
TEST,20200427,J&J,1,COVDIAB,0
TEST,20200427,J&J,1,COVOBES,0
TEST,20200427,J&J,1,COVSICKLE,0
TEST,20200427,J&J,1,IMMUNOSUPPR,0
TEST,20200427,J&J,1,any_risk_factors,0
TEST,20200427,J&J,2,CV,0
TEST,20200427,J&J,2,COVCANCER,0
TEST,20200427,J&J,2,COVCOPD,0
TEST,20200427,J&J,2,COVHIV,0
TEST,20200427,J&J,2,COVCKD,0
TEST,20200427,J&J,2,COVDIAB,0
TEST,20200427,J&J,2,COVOBES,0
TEST,20200427,J&J,2,COVSICKLE,0
TEST,20200427,J&J,2,IMMUNOSUPPR,0
TEST,20200427,J&J,2,any_risk_factors,0
TEST,20200427,Moderna,1,CV,0
TEST,20200427,Moderna,1,COVCANCER,0
TEST,20200427,Moderna,1,COVCOPD,0
TEST,20200427,Moderna,1,COVHIV,0
TEST,20200427,Moderna,1,COVCKD,0
TEST,20200427,Moderna,1,COVDIAB,0
TEST,20200427,Moderna,1,COVOBES,0
TEST,20200427,Moderna,1,COVSICKLE,0
TEST,20200427,Moderna,1,IMMUNOSUPPR,0
TEST,20200427,Moderna,1,any_risk_factors,0
TEST,20200427,Moderna,2,CV,0
TEST,20200427,Moderna,2,COVCANCER,0
TEST,20200427,Moderna,2,COVCOPD,0
TEST,20200427,Moderna,2,COVHIV,0
TEST,20200427,Moderna,2,COVCKD,0
TEST,20200427,Moderna,2,COVDIAB,0
TEST,20200427,Moderna,2,COVOBES,0
TEST,20200427,Moderna,2,COVSICKLE,0
TEST,20200427,Moderna,2,IMMUNOSUPPR,0
TEST,20200427,Moderna,2,any_risk_factors,0
TEST,20200427,Pfizer,1,CV,0
TEST,20200427,Pfizer,1,COVCANCER,0
TEST,20200427,Pfizer,1,COVCOPD,0
TEST,20200427,Pfizer,1,COVHIV,0
TEST,20200427,Pfizer,1,COVCKD,0
TEST,20200427,Pfizer,1,COVDIAB,0
TEST,20200427,Pfizer,1,COVOBES,0
TEST,20200427,Pfizer,1,COVSICKLE,0
TEST,20200427,Pfizer,1,IMMUNOSUPPR,0
TEST,20200427,Pfizer,1,any_risk_factors,0
TEST,20200427,Pfizer,2,CV,0
TEST,20200427,Pfizer,2,COVCANCER,0
TEST,20200427,Pfizer,2,COVCOPD,0
TEST,20200427,Pfizer,2,COVHIV,0
TEST,20200427,Pfizer,2,COVCKD,0
TEST,20200427,Pfizer,2,COVDIAB,0
TEST,20200427,Pfizer,2,COVOBES,0
TEST,20200427,Pfizer,2,COVSICKLE,0
TEST,20200427,Pfizer,2,IMMUNOSUPPR,0
TEST,20200427,Pfizer,2,any_risk_factors,0
TEST,20200427,UKN,1,CV,0
TEST,20200427,UKN,1,COVCANCER,0
TEST,20200427,UKN,1,COVCOPD,0
TEST,20200427,UKN,1,COVHIV,0
TEST,20200427,UKN,1,COVCKD,0
TEST,20200427,UKN,1,COVDIAB,0
TEST,20200427,UKN,1,COVOBES,0
TEST,20200427,UKN,1,COVSICKLE,0
TEST,20200427,UKN,1,IMMUNOSUPPR,0
TEST,20200427,UKN,1,any_risk_factors,0
TEST,20200427,UKN,2,CV,0
TEST,20200427,UKN,2,COVCANCER,0
TEST,20200427,UKN,2,COVCOPD,0
TEST,20200427,UKN,2,COVHIV,0
TEST,20200427,UKN,2,COVCKD,0
TEST,20200427,UKN,2,COVDIAB,0
TEST,20200427,UKN,2,COVOBES,0
TEST,20200427,UKN,2,COVSICKLE,0
TEST,20200427,UKN,2,IMMUNOSUPPR,0
TEST,20200427,UKN,2,any_risk_factors,0
TEST,20200504,AstraZeneca,1,CV,0
TEST,20200504,AstraZeneca,1,COVCANCER,0
TEST,20200504,AstraZeneca,1,COVCOPD,0
TEST,20200504,AstraZeneca,1,COVHIV,0
TEST,20200504,AstraZeneca,1,COVCKD,0
TEST,20200504,AstraZeneca,1,COVDIAB,0
TEST,20200504,AstraZeneca,1,COVOBES,0
TEST,20200504,AstraZeneca,1,COVSICKLE,0
TEST,20200504,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200504,AstraZeneca,1,any_risk_factors,0
TEST,20200504,AstraZeneca,2,CV,0
TEST,20200504,AstraZeneca,2,COVCANCER,0
TEST,20200504,AstraZeneca,2,COVCOPD,0
TEST,20200504,AstraZeneca,2,COVHIV,0
TEST,20200504,AstraZeneca,2,COVCKD,0
TEST,20200504,AstraZeneca,2,COVDIAB,0
TEST,20200504,AstraZeneca,2,COVOBES,0
TEST,20200504,AstraZeneca,2,COVSICKLE,0
TEST,20200504,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200504,AstraZeneca,2,any_risk_factors,0
TEST,20200504,J&J,1,CV,0
TEST,20200504,J&J,1,COVCANCER,0
TEST,20200504,J&J,1,COVCOPD,0
TEST,20200504,J&J,1,COVHIV,0
TEST,20200504,J&J,1,COVCKD,0
TEST,20200504,J&J,1,COVDIAB,0
TEST,20200504,J&J,1,COVOBES,0
TEST,20200504,J&J,1,COVSICKLE,0
TEST,20200504,J&J,1,IMMUNOSUPPR,0
TEST,20200504,J&J,1,any_risk_factors,0
TEST,20200504,J&J,2,CV,0
TEST,20200504,J&J,2,COVCANCER,0
TEST,20200504,J&J,2,COVCOPD,0
TEST,20200504,J&J,2,COVHIV,0
TEST,20200504,J&J,2,COVCKD,0
TEST,20200504,J&J,2,COVDIAB,0
TEST,20200504,J&J,2,COVOBES,0
TEST,20200504,J&J,2,COVSICKLE,0
TEST,20200504,J&J,2,IMMUNOSUPPR,0
TEST,20200504,J&J,2,any_risk_factors,0
TEST,20200504,Moderna,1,CV,0
TEST,20200504,Moderna,1,COVCANCER,0
TEST,20200504,Moderna,1,COVCOPD,0
TEST,20200504,Moderna,1,COVHIV,0
TEST,20200504,Moderna,1,COVCKD,0
TEST,20200504,Moderna,1,COVDIAB,0
TEST,20200504,Moderna,1,COVOBES,0
TEST,20200504,Moderna,1,COVSICKLE,0
TEST,20200504,Moderna,1,IMMUNOSUPPR,0
TEST,20200504,Moderna,1,any_risk_factors,0
TEST,20200504,Moderna,2,CV,0
TEST,20200504,Moderna,2,COVCANCER,0
TEST,20200504,Moderna,2,COVCOPD,0
TEST,20200504,Moderna,2,COVHIV,0
TEST,20200504,Moderna,2,COVCKD,0
TEST,20200504,Moderna,2,COVDIAB,0
TEST,20200504,Moderna,2,COVOBES,0
TEST,20200504,Moderna,2,COVSICKLE,0
TEST,20200504,Moderna,2,IMMUNOSUPPR,0
TEST,20200504,Moderna,2,any_risk_factors,0
TEST,20200504,Pfizer,1,CV,0
TEST,20200504,Pfizer,1,COVCANCER,0
TEST,20200504,Pfizer,1,COVCOPD,0
TEST,20200504,Pfizer,1,COVHIV,0
TEST,20200504,Pfizer,1,COVCKD,0
TEST,20200504,Pfizer,1,COVDIAB,0
TEST,20200504,Pfizer,1,COVOBES,0
TEST,20200504,Pfizer,1,COVSICKLE,0
TEST,20200504,Pfizer,1,IMMUNOSUPPR,0
TEST,20200504,Pfizer,1,any_risk_factors,0
TEST,20200504,Pfizer,2,CV,0
TEST,20200504,Pfizer,2,COVCANCER,0
TEST,20200504,Pfizer,2,COVCOPD,0
TEST,20200504,Pfizer,2,COVHIV,0
TEST,20200504,Pfizer,2,COVCKD,0
TEST,20200504,Pfizer,2,COVDIAB,0
TEST,20200504,Pfizer,2,COVOBES,0
TEST,20200504,Pfizer,2,COVSICKLE,0
TEST,20200504,Pfizer,2,IMMUNOSUPPR,0
TEST,20200504,Pfizer,2,any_risk_factors,0
TEST,20200504,UKN,1,CV,0
TEST,20200504,UKN,1,COVCANCER,0
TEST,20200504,UKN,1,COVCOPD,0
TEST,20200504,UKN,1,COVHIV,0
TEST,20200504,UKN,1,COVCKD,0
TEST,20200504,UKN,1,COVDIAB,0
TEST,20200504,UKN,1,COVOBES,0
TEST,20200504,UKN,1,COVSICKLE,0
TEST,20200504,UKN,1,IMMUNOSUPPR,0
TEST,20200504,UKN,1,any_risk_factors,0
TEST,20200504,UKN,2,CV,0
TEST,20200504,UKN,2,COVCANCER,0
TEST,20200504,UKN,2,COVCOPD,0
TEST,20200504,UKN,2,COVHIV,0
TEST,20200504,UKN,2,COVCKD,0
TEST,20200504,UKN,2,COVDIAB,0
TEST,20200504,UKN,2,COVOBES,0
TEST,20200504,UKN,2,COVSICKLE,0
TEST,20200504,UKN,2,IMMUNOSUPPR,0
TEST,20200504,UKN,2,any_risk_factors,0
TEST,20200511,AstraZeneca,1,CV,0
TEST,20200511,AstraZeneca,1,COVCANCER,0
TEST,20200511,AstraZeneca,1,COVCOPD,0
TEST,20200511,AstraZeneca,1,COVHIV,0
TEST,20200511,AstraZeneca,1,COVCKD,0
TEST,20200511,AstraZeneca,1,COVDIAB,0
TEST,20200511,AstraZeneca,1,COVOBES,0
TEST,20200511,AstraZeneca,1,COVSICKLE,0
TEST,20200511,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200511,AstraZeneca,1,any_risk_factors,0
TEST,20200511,AstraZeneca,2,CV,0
TEST,20200511,AstraZeneca,2,COVCANCER,0
TEST,20200511,AstraZeneca,2,COVCOPD,0
TEST,20200511,AstraZeneca,2,COVHIV,0
TEST,20200511,AstraZeneca,2,COVCKD,0
TEST,20200511,AstraZeneca,2,COVDIAB,0
TEST,20200511,AstraZeneca,2,COVOBES,0
TEST,20200511,AstraZeneca,2,COVSICKLE,0
TEST,20200511,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200511,AstraZeneca,2,any_risk_factors,0
TEST,20200511,J&J,1,CV,0
TEST,20200511,J&J,1,COVCANCER,0
TEST,20200511,J&J,1,COVCOPD,0
TEST,20200511,J&J,1,COVHIV,0
TEST,20200511,J&J,1,COVCKD,0
TEST,20200511,J&J,1,COVDIAB,0
TEST,20200511,J&J,1,COVOBES,0
TEST,20200511,J&J,1,COVSICKLE,0
TEST,20200511,J&J,1,IMMUNOSUPPR,0
TEST,20200511,J&J,1,any_risk_factors,0
TEST,20200511,J&J,2,CV,0
TEST,20200511,J&J,2,COVCANCER,0
TEST,20200511,J&J,2,COVCOPD,0
TEST,20200511,J&J,2,COVHIV,0
TEST,20200511,J&J,2,COVCKD,0
TEST,20200511,J&J,2,COVDIAB,0
TEST,20200511,J&J,2,COVOBES,0
TEST,20200511,J&J,2,COVSICKLE,0
TEST,20200511,J&J,2,IMMUNOSUPPR,0
TEST,20200511,J&J,2,any_risk_factors,0
TEST,20200511,Moderna,1,CV,0
TEST,20200511,Moderna,1,COVCANCER,0
TEST,20200511,Moderna,1,COVCOPD,0
TEST,20200511,Moderna,1,COVHIV,0
TEST,20200511,Moderna,1,COVCKD,0
TEST,20200511,Moderna,1,COVDIAB,0
TEST,20200511,Moderna,1,COVOBES,0
TEST,20200511,Moderna,1,COVSICKLE,0
TEST,20200511,Moderna,1,IMMUNOSUPPR,0
TEST,20200511,Moderna,1,any_risk_factors,0
TEST,20200511,Moderna,2,CV,0
TEST,20200511,Moderna,2,COVCANCER,0
TEST,20200511,Moderna,2,COVCOPD,0
TEST,20200511,Moderna,2,COVHIV,0
TEST,20200511,Moderna,2,COVCKD,0
TEST,20200511,Moderna,2,COVDIAB,0
TEST,20200511,Moderna,2,COVOBES,0
TEST,20200511,Moderna,2,COVSICKLE,0
TEST,20200511,Moderna,2,IMMUNOSUPPR,0
TEST,20200511,Moderna,2,any_risk_factors,0
TEST,20200511,Pfizer,1,CV,0
TEST,20200511,Pfizer,1,COVCANCER,0
TEST,20200511,Pfizer,1,COVCOPD,0
TEST,20200511,Pfizer,1,COVHIV,0
TEST,20200511,Pfizer,1,COVCKD,0
TEST,20200511,Pfizer,1,COVDIAB,0
TEST,20200511,Pfizer,1,COVOBES,0
TEST,20200511,Pfizer,1,COVSICKLE,0
TEST,20200511,Pfizer,1,IMMUNOSUPPR,0
TEST,20200511,Pfizer,1,any_risk_factors,0
TEST,20200511,Pfizer,2,CV,0
TEST,20200511,Pfizer,2,COVCANCER,0
TEST,20200511,Pfizer,2,COVCOPD,0
TEST,20200511,Pfizer,2,COVHIV,0
TEST,20200511,Pfizer,2,COVCKD,0
TEST,20200511,Pfizer,2,COVDIAB,0
TEST,20200511,Pfizer,2,COVOBES,0
TEST,20200511,Pfizer,2,COVSICKLE,0
TEST,20200511,Pfizer,2,IMMUNOSUPPR,0
TEST,20200511,Pfizer,2,any_risk_factors,0
TEST,20200511,UKN,1,CV,0
TEST,20200511,UKN,1,COVCANCER,0
TEST,20200511,UKN,1,COVCOPD,0
TEST,20200511,UKN,1,COVHIV,0
TEST,20200511,UKN,1,COVCKD,0
TEST,20200511,UKN,1,COVDIAB,0
TEST,20200511,UKN,1,COVOBES,0
TEST,20200511,UKN,1,COVSICKLE,0
TEST,20200511,UKN,1,IMMUNOSUPPR,0
TEST,20200511,UKN,1,any_risk_factors,0
TEST,20200511,UKN,2,CV,0
TEST,20200511,UKN,2,COVCANCER,0
TEST,20200511,UKN,2,COVCOPD,0
TEST,20200511,UKN,2,COVHIV,0
TEST,20200511,UKN,2,COVCKD,0
TEST,20200511,UKN,2,COVDIAB,0
TEST,20200511,UKN,2,COVOBES,0
TEST,20200511,UKN,2,COVSICKLE,0
TEST,20200511,UKN,2,IMMUNOSUPPR,0
TEST,20200511,UKN,2,any_risk_factors,0
TEST,20200518,AstraZeneca,1,CV,0
TEST,20200518,AstraZeneca,1,COVCANCER,0
TEST,20200518,AstraZeneca,1,COVCOPD,0
TEST,20200518,AstraZeneca,1,COVHIV,0
TEST,20200518,AstraZeneca,1,COVCKD,0
TEST,20200518,AstraZeneca,1,COVDIAB,0
TEST,20200518,AstraZeneca,1,COVOBES,0
TEST,20200518,AstraZeneca,1,COVSICKLE,0
TEST,20200518,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200518,AstraZeneca,1,any_risk_factors,0
TEST,20200518,AstraZeneca,2,CV,0
TEST,20200518,AstraZeneca,2,COVCANCER,0
TEST,20200518,AstraZeneca,2,COVCOPD,0
TEST,20200518,AstraZeneca,2,COVHIV,0
TEST,20200518,AstraZeneca,2,COVCKD,0
TEST,20200518,AstraZeneca,2,COVDIAB,0
TEST,20200518,AstraZeneca,2,COVOBES,0
TEST,20200518,AstraZeneca,2,COVSICKLE,0
TEST,20200518,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200518,AstraZeneca,2,any_risk_factors,0
TEST,20200518,J&J,1,CV,0
TEST,20200518,J&J,1,COVCANCER,0
TEST,20200518,J&J,1,COVCOPD,0
TEST,20200518,J&J,1,COVHIV,0
TEST,20200518,J&J,1,COVCKD,0
TEST,20200518,J&J,1,COVDIAB,0
TEST,20200518,J&J,1,COVOBES,0
TEST,20200518,J&J,1,COVSICKLE,0
TEST,20200518,J&J,1,IMMUNOSUPPR,0
TEST,20200518,J&J,1,any_risk_factors,0
TEST,20200518,J&J,2,CV,0
TEST,20200518,J&J,2,COVCANCER,0
TEST,20200518,J&J,2,COVCOPD,0
TEST,20200518,J&J,2,COVHIV,0
TEST,20200518,J&J,2,COVCKD,0
TEST,20200518,J&J,2,COVDIAB,0
TEST,20200518,J&J,2,COVOBES,0
TEST,20200518,J&J,2,COVSICKLE,0
TEST,20200518,J&J,2,IMMUNOSUPPR,0
TEST,20200518,J&J,2,any_risk_factors,0
TEST,20200518,Moderna,1,CV,0
TEST,20200518,Moderna,1,COVCANCER,0
TEST,20200518,Moderna,1,COVCOPD,0
TEST,20200518,Moderna,1,COVHIV,0
TEST,20200518,Moderna,1,COVCKD,0
TEST,20200518,Moderna,1,COVDIAB,0
TEST,20200518,Moderna,1,COVOBES,0
TEST,20200518,Moderna,1,COVSICKLE,0
TEST,20200518,Moderna,1,IMMUNOSUPPR,0
TEST,20200518,Moderna,1,any_risk_factors,0
TEST,20200518,Moderna,2,CV,0
TEST,20200518,Moderna,2,COVCANCER,0
TEST,20200518,Moderna,2,COVCOPD,0
TEST,20200518,Moderna,2,COVHIV,0
TEST,20200518,Moderna,2,COVCKD,0
TEST,20200518,Moderna,2,COVDIAB,0
TEST,20200518,Moderna,2,COVOBES,0
TEST,20200518,Moderna,2,COVSICKLE,0
TEST,20200518,Moderna,2,IMMUNOSUPPR,0
TEST,20200518,Moderna,2,any_risk_factors,0
TEST,20200518,Pfizer,1,CV,0
TEST,20200518,Pfizer,1,COVCANCER,0
TEST,20200518,Pfizer,1,COVCOPD,0
TEST,20200518,Pfizer,1,COVHIV,0
TEST,20200518,Pfizer,1,COVCKD,0
TEST,20200518,Pfizer,1,COVDIAB,0
TEST,20200518,Pfizer,1,COVOBES,0
TEST,20200518,Pfizer,1,COVSICKLE,0
TEST,20200518,Pfizer,1,IMMUNOSUPPR,0
TEST,20200518,Pfizer,1,any_risk_factors,0
TEST,20200518,Pfizer,2,CV,0
TEST,20200518,Pfizer,2,COVCANCER,0
TEST,20200518,Pfizer,2,COVCOPD,0
TEST,20200518,Pfizer,2,COVHIV,0
TEST,20200518,Pfizer,2,COVCKD,0
TEST,20200518,Pfizer,2,COVDIAB,0
TEST,20200518,Pfizer,2,COVOBES,0
TEST,20200518,Pfizer,2,COVSICKLE,0
TEST,20200518,Pfizer,2,IMMUNOSUPPR,0
TEST,20200518,Pfizer,2,any_risk_factors,0
TEST,20200518,UKN,1,CV,0
TEST,20200518,UKN,1,COVCANCER,0
TEST,20200518,UKN,1,COVCOPD,0
TEST,20200518,UKN,1,COVHIV,0
TEST,20200518,UKN,1,COVCKD,0
TEST,20200518,UKN,1,COVDIAB,0
TEST,20200518,UKN,1,COVOBES,0
TEST,20200518,UKN,1,COVSICKLE,0
TEST,20200518,UKN,1,IMMUNOSUPPR,0
TEST,20200518,UKN,1,any_risk_factors,0
TEST,20200518,UKN,2,CV,0
TEST,20200518,UKN,2,COVCANCER,0
TEST,20200518,UKN,2,COVCOPD,0
TEST,20200518,UKN,2,COVHIV,0
TEST,20200518,UKN,2,COVCKD,0
TEST,20200518,UKN,2,COVDIAB,0
TEST,20200518,UKN,2,COVOBES,0
TEST,20200518,UKN,2,COVSICKLE,0
TEST,20200518,UKN,2,IMMUNOSUPPR,0
TEST,20200518,UKN,2,any_risk_factors,0
TEST,20200525,AstraZeneca,1,CV,0
TEST,20200525,AstraZeneca,1,COVCANCER,0
TEST,20200525,AstraZeneca,1,COVCOPD,0
TEST,20200525,AstraZeneca,1,COVHIV,0
TEST,20200525,AstraZeneca,1,COVCKD,0
TEST,20200525,AstraZeneca,1,COVDIAB,0
TEST,20200525,AstraZeneca,1,COVOBES,0
TEST,20200525,AstraZeneca,1,COVSICKLE,0
TEST,20200525,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200525,AstraZeneca,1,any_risk_factors,0
TEST,20200525,AstraZeneca,2,CV,0
TEST,20200525,AstraZeneca,2,COVCANCER,0
TEST,20200525,AstraZeneca,2,COVCOPD,0
TEST,20200525,AstraZeneca,2,COVHIV,0
TEST,20200525,AstraZeneca,2,COVCKD,0
TEST,20200525,AstraZeneca,2,COVDIAB,0
TEST,20200525,AstraZeneca,2,COVOBES,0
TEST,20200525,AstraZeneca,2,COVSICKLE,0
TEST,20200525,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200525,AstraZeneca,2,any_risk_factors,0
TEST,20200525,J&J,1,CV,0
TEST,20200525,J&J,1,COVCANCER,0
TEST,20200525,J&J,1,COVCOPD,0
TEST,20200525,J&J,1,COVHIV,0
TEST,20200525,J&J,1,COVCKD,0
TEST,20200525,J&J,1,COVDIAB,0
TEST,20200525,J&J,1,COVOBES,0
TEST,20200525,J&J,1,COVSICKLE,0
TEST,20200525,J&J,1,IMMUNOSUPPR,0
TEST,20200525,J&J,1,any_risk_factors,0
TEST,20200525,J&J,2,CV,0
TEST,20200525,J&J,2,COVCANCER,0
TEST,20200525,J&J,2,COVCOPD,0
TEST,20200525,J&J,2,COVHIV,0
TEST,20200525,J&J,2,COVCKD,0
TEST,20200525,J&J,2,COVDIAB,0
TEST,20200525,J&J,2,COVOBES,0
TEST,20200525,J&J,2,COVSICKLE,0
TEST,20200525,J&J,2,IMMUNOSUPPR,0
TEST,20200525,J&J,2,any_risk_factors,0
TEST,20200525,Moderna,1,CV,0
TEST,20200525,Moderna,1,COVCANCER,0
TEST,20200525,Moderna,1,COVCOPD,0
TEST,20200525,Moderna,1,COVHIV,0
TEST,20200525,Moderna,1,COVCKD,0
TEST,20200525,Moderna,1,COVDIAB,0
TEST,20200525,Moderna,1,COVOBES,0
TEST,20200525,Moderna,1,COVSICKLE,0
TEST,20200525,Moderna,1,IMMUNOSUPPR,0
TEST,20200525,Moderna,1,any_risk_factors,0
TEST,20200525,Moderna,2,CV,0
TEST,20200525,Moderna,2,COVCANCER,0
TEST,20200525,Moderna,2,COVCOPD,0
TEST,20200525,Moderna,2,COVHIV,0
TEST,20200525,Moderna,2,COVCKD,0
TEST,20200525,Moderna,2,COVDIAB,0
TEST,20200525,Moderna,2,COVOBES,0
TEST,20200525,Moderna,2,COVSICKLE,0
TEST,20200525,Moderna,2,IMMUNOSUPPR,0
TEST,20200525,Moderna,2,any_risk_factors,0
TEST,20200525,Pfizer,1,CV,0
TEST,20200525,Pfizer,1,COVCANCER,0
TEST,20200525,Pfizer,1,COVCOPD,0
TEST,20200525,Pfizer,1,COVHIV,0
TEST,20200525,Pfizer,1,COVCKD,0
TEST,20200525,Pfizer,1,COVDIAB,0
TEST,20200525,Pfizer,1,COVOBES,0
TEST,20200525,Pfizer,1,COVSICKLE,0
TEST,20200525,Pfizer,1,IMMUNOSUPPR,0
TEST,20200525,Pfizer,1,any_risk_factors,0
TEST,20200525,Pfizer,2,CV,0
TEST,20200525,Pfizer,2,COVCANCER,0
TEST,20200525,Pfizer,2,COVCOPD,0
TEST,20200525,Pfizer,2,COVHIV,0
TEST,20200525,Pfizer,2,COVCKD,0
TEST,20200525,Pfizer,2,COVDIAB,0
TEST,20200525,Pfizer,2,COVOBES,0
TEST,20200525,Pfizer,2,COVSICKLE,0
TEST,20200525,Pfizer,2,IMMUNOSUPPR,0
TEST,20200525,Pfizer,2,any_risk_factors,0
TEST,20200525,UKN,1,CV,0
TEST,20200525,UKN,1,COVCANCER,0
TEST,20200525,UKN,1,COVCOPD,0
TEST,20200525,UKN,1,COVHIV,0
TEST,20200525,UKN,1,COVCKD,0
TEST,20200525,UKN,1,COVDIAB,0
TEST,20200525,UKN,1,COVOBES,0
TEST,20200525,UKN,1,COVSICKLE,0
TEST,20200525,UKN,1,IMMUNOSUPPR,0
TEST,20200525,UKN,1,any_risk_factors,0
