datasource,week_since_vaccination,vx_manufacturer,dose,birth_cohort,AESI,Numerator,IR,lb,ub,ageband
TEST,0,none,no_dose,<1960,DM_broad,9,1250.44,571.78,2373.73,60+
TEST,0,none,no_dose,>1960,DM_broad,4,309.28,84.27,791.87,
TEST,0,none,no_dose,all_birth_cohorts,DM_broad,13,645.77,343.85,1104.29,all_birth_cohorts
TEST,1,AstraZeneca,1,1940-1949,DM_broad,0,0,0,300750.72,70-79
TEST,1,AstraZeneca,1,1950-1959,DM_broad,0,0,0,384960.92,60-69
TEST,1,AstraZeneca,1,1960-1969,DM_broad,0,0,0,583274.12,50-59
TEST,1,AstraZeneca,1,1970-1979,DM_broad,0,0,0,874911.18,40-49
TEST,1,AstraZeneca,1,1980-1989,DM_broad,0,0,0,4812011.5,30-39
TEST,1,AstraZeneca,1,1990+,DM_broad,0,0,0,4812011.5,<30
TEST,1,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,1,AstraZeneca,1,<1960,DM_broad,0,0,0,168842.51,60+
TEST,1,AstraZeneca,1,>1960,DM_broad,0,0,0,305524.54,
TEST,1,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,108746.02,all_birth_cohorts
TEST,2,AstraZeneca,1,1940-1949,DM_broad,0,0,0,150375.36,70-79
TEST,2,AstraZeneca,1,1950-1959,DM_broad,0,0,0,192480.46,60-69
TEST,2,AstraZeneca,1,1960-1969,DM_broad,0,0,0,291637.06,50-59
TEST,2,AstraZeneca,1,1970-1979,DM_broad,0,0,0,437455.59,40-49
TEST,2,AstraZeneca,1,1980-1989,DM_broad,0,0,0,2406005.75,30-39
TEST,2,AstraZeneca,1,1990+,DM_broad,0,0,0,2406005.75,<30
TEST,2,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,2,AstraZeneca,1,<1960,DM_broad,0,0,0,84421.25,60+
TEST,2,AstraZeneca,1,>1960,DM_broad,0,0,0,152762.27,
TEST,2,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,54373.01,all_birth_cohorts
TEST,3,AstraZeneca,1,1940-1949,DM_broad,0,0,0,100250.24,70-79
TEST,3,AstraZeneca,1,1950-1959,DM_broad,0,0,0,128320.31,60-69
TEST,3,AstraZeneca,1,1960-1969,DM_broad,0,0,0,194424.71,50-59
TEST,3,AstraZeneca,1,1970-1979,DM_broad,0,0,0,291637.06,40-49
TEST,3,AstraZeneca,1,1980-1989,DM_broad,0,0,0,1604003.83,30-39
TEST,3,AstraZeneca,1,1990+,DM_broad,0,0,0,1604003.83,<30
TEST,3,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,3,AstraZeneca,1,<1960,DM_broad,0,0,0,56280.84,60+
TEST,3,AstraZeneca,1,>1960,DM_broad,0,0,0,101841.51,
TEST,3,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,36248.67,all_birth_cohorts
TEST,4,AstraZeneca,1,1940-1949,DM_broad,0,0,0,75187.68,70-79
TEST,4,AstraZeneca,1,1950-1959,DM_broad,0,0,0,96240.23,60-69
TEST,4,AstraZeneca,1,1960-1969,DM_broad,0,0,0,146293.51,50-59
TEST,4,AstraZeneca,1,1970-1979,DM_broad,0,0,0,218727.8,40-49
TEST,4,AstraZeneca,1,1980-1989,DM_broad,0,0,0,1203002.88,30-39
TEST,4,AstraZeneca,1,1990+,DM_broad,0,0,0,1213840.74,<30
TEST,4,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,4,AstraZeneca,1,<1960,DM_broad,0,0,0,42210.63,60+
TEST,4,AstraZeneca,1,>1960,DM_broad,0,0,0,76554.73,
TEST,4,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,27208.47,all_birth_cohorts
TEST,5,AstraZeneca,1,1940-1949,DM_broad,0,0,0,60150.14,70-79
TEST,5,AstraZeneca,1,1950-1959,DM_broad,0,0,0,78062.76,60-69
TEST,5,AstraZeneca,1,1960-1969,DM_broad,0,0,0,119659.26,50-59
TEST,5,AstraZeneca,1,1970-1979,DM_broad,0,0,0,177284.63,40-49
TEST,5,AstraZeneca,1,1980-1989,DM_broad,0,0,0,990708.25,30-39
TEST,5,AstraZeneca,1,1990+,DM_broad,0,0,0,1020729.71,<30
TEST,5,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,5,AstraZeneca,1,<1960,DM_broad,0,0,0,33972.85,60+
TEST,5,AstraZeneca,1,>1960,DM_broad,0,0,0,62551.68,
TEST,5,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,22015.74,all_birth_cohorts
TEST,6,AstraZeneca,1,1940-1949,DM_broad,0,0,0,50218.53,70-79
TEST,6,AstraZeneca,1,1950-1959,DM_broad,0,0,0,66405.28,60-69
TEST,6,AstraZeneca,1,1960-1969,DM_broad,0,0,0,104204.43,50-59
TEST,6,AstraZeneca,1,1970-1979,DM_broad,0,0,0,152072.6,40-49
TEST,6,AstraZeneca,1,1980-1989,DM_broad,0,0,0,858193.13,30-39
TEST,6,AstraZeneca,1,1990+,DM_broad,0,0,0,910380.55,<30
TEST,6,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,6,AstraZeneca,1,<1960,DM_broad,0,0,0,28594.3,60+
TEST,6,AstraZeneca,1,>1960,DM_broad,0,0,0,54241.68,
TEST,6,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,18723.78,all_birth_cohorts
TEST,7,AstraZeneca,1,1940-1949,DM_broad,0,0,0,43129.42,70-79
TEST,7,AstraZeneca,1,1950-1959,DM_broad,0,0,0,58836.82,60-69
TEST,7,AstraZeneca,1,1960-1969,DM_broad,0,0,0,93501.96,50-59
TEST,7,AstraZeneca,1,1970-1979,DM_broad,0,0,0,134467.39,40-49
TEST,7,AstraZeneca,1,1980-1989,DM_broad,0,0,0,756945.63,30-39
TEST,7,AstraZeneca,1,1990+,DM_broad,0,0,0,831705.69,<30
TEST,7,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,7,AstraZeneca,1,<1960,DM_broad,0,0,0,24886.65,60+
TEST,7,AstraZeneca,1,>1960,DM_broad,0,0,0,48414.06,
TEST,7,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,16437.27,all_birth_cohorts
TEST,8,AstraZeneca,1,1940-1949,DM_broad,0,0,0,37794.2,70-79
TEST,8,AstraZeneca,1,1950-1959,DM_broad,0,0,0,54837.74,60-69
TEST,8,AstraZeneca,1,1960-1969,DM_broad,0,0,0,85601.22,50-59
TEST,8,AstraZeneca,1,1970-1979,DM_broad,0,0,0,121713.03,40-49
TEST,8,AstraZeneca,1,1980-1989,DM_broad,0,0,0,677066.95,30-39
TEST,8,AstraZeneca,1,1990+,DM_broad,0,0,0,778822.67,<30
TEST,8,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,8,AstraZeneca,1,<1960,DM_broad,0,0,0,22374.02,60+
TEST,8,AstraZeneca,1,>1960,DM_broad,0,0,0,44132.43,
TEST,8,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,14846.98,all_birth_cohorts
TEST,9,AstraZeneca,1,1940-1949,DM_broad,0,0,0,33938.62,70-79
TEST,9,AstraZeneca,1,1950-1959,DM_broad,0,0,0,51921.51,60-69
TEST,9,AstraZeneca,1,1960-1969,DM_broad,0,0,0,78931.65,50-59
TEST,9,AstraZeneca,1,1970-1979,DM_broad,0,0,0,111168.58,40-49
TEST,9,AstraZeneca,1,1980-1989,DM_broad,0,0,0,612437.83,30-39
TEST,9,AstraZeneca,1,1990+,DM_broad,0,0,0,748535.12,<30
TEST,9,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,9,AstraZeneca,1,<1960,DM_broad,0,0,0,20523.43,60+
TEST,9,AstraZeneca,1,>1960,DM_broad,0,0,0,40595.46,
TEST,9,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,13631.76,all_birth_cohorts
TEST,10,AstraZeneca,1,1940-1949,DM_broad,0,0,0,31038.08,70-79
TEST,10,AstraZeneca,1,1950-1959,DM_broad,0,0,0,49773.3,60-69
TEST,10,AstraZeneca,1,1960-1969,DM_broad,0,0,0,73226.26,50-59
TEST,10,AstraZeneca,1,1970-1979,DM_broad,0,0,0,102305.48,40-49
TEST,10,AstraZeneca,1,1980-1989,DM_broad,0,0,0,559071.88,30-39
TEST,10,AstraZeneca,1,1990+,DM_broad,0,0,0,720515.09,<30
TEST,10,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,10,AstraZeneca,1,<1960,DM_broad,0,0,0,19116.96,60+
TEST,10,AstraZeneca,1,>1960,DM_broad,0,0,0,37583.35,
TEST,10,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,12671.52,all_birth_cohorts
TEST,11,AstraZeneca,1,1940-1949,DM_broad,0,0,0,28722.3,70-79
TEST,11,AstraZeneca,1,1950-1959,DM_broad,0,0,0,47931.81,60-69
TEST,11,AstraZeneca,1,1960-1969,DM_broad,0,0,0,68290.08,50-59
TEST,11,AstraZeneca,1,1970-1979,DM_broad,0,0,0,94751.28,40-49
TEST,11,AstraZeneca,1,1980-1989,DM_broad,0,0,0,514260.77,30-39
TEST,11,AstraZeneca,1,1990+,DM_broad,0,0,0,694517.12,<30
TEST,11,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,11,AstraZeneca,1,<1960,DM_broad,0,0,0,17960.05,60+
TEST,11,AstraZeneca,1,>1960,DM_broad,0,0,0,34987.36,
TEST,11,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,11867.9,all_birth_cohorts
TEST,12,AstraZeneca,1,1940-1949,DM_broad,0,0,0,27033.77,70-79
TEST,12,AstraZeneca,1,1950-1959,DM_broad,0,0,0,46573.22,60-69
TEST,12,AstraZeneca,1,1960-1969,DM_broad,0,0,0,64374.74,50-59
TEST,12,AstraZeneca,1,1970-1979,DM_broad,0,0,0,88525.84,40-49
TEST,12,AstraZeneca,1,1980-1989,DM_broad,0,0,0,477788.38,30-39
TEST,12,AstraZeneca,1,1990+,DM_broad,0,0,0,670329.96,<30
TEST,12,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,12,AstraZeneca,1,<1960,DM_broad,0,0,0,17105.03,60+
TEST,12,AstraZeneca,1,>1960,DM_broad,0,0,0,32878.56,
TEST,12,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,11251.47,all_birth_cohorts
TEST,13,AstraZeneca,1,1940-1949,DM_broad,0,0,0,26791.87,70-79
TEST,13,AstraZeneca,1,1950-1959,DM_broad,0,0,0,46332.99,60-69
TEST,13,AstraZeneca,1,1960-1969,DM_broad,0,0,0,63108.35,50-59
TEST,13,AstraZeneca,1,1970-1979,DM_broad,0,0,0,86926.66,40-49
TEST,13,AstraZeneca,1,1980-1989,DM_broad,0,0,0,471106.02,30-39
TEST,13,AstraZeneca,1,1990+,DM_broad,0,0,0,657250.35,<30
TEST,13,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,13,AstraZeneca,1,<1960,DM_broad,0,0,0,16975.72,60+
TEST,13,AstraZeneca,1,>1960,DM_broad,0,0,0,32264.44,
TEST,13,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,11123.28,all_birth_cohorts
TEST,14,AstraZeneca,1,1940-1949,DM_broad,0,0,0,26781.22,70-79
TEST,14,AstraZeneca,1,1950-1959,DM_broad,0,0,0,46332.99,60-69
TEST,14,AstraZeneca,1,1960-1969,DM_broad,0,0,0,62493.66,50-59
TEST,14,AstraZeneca,1,1970-1979,DM_broad,0,0,0,86148.54,40-49
TEST,14,AstraZeneca,1,1980-1989,DM_broad,0,0,0,471106.02,30-39
TEST,14,AstraZeneca,1,1990+,DM_broad,0,0,0,657250.35,<30
TEST,14,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,14,AstraZeneca,1,<1960,DM_broad,0,0,0,16971.45,60+
TEST,14,AstraZeneca,1,>1960,DM_broad,0,0,0,31996.28,
TEST,14,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,11089.41,all_birth_cohorts
TEST,15,AstraZeneca,1,1940-1949,DM_broad,0,0,0,26781.22,70-79
TEST,15,AstraZeneca,1,1950-1959,DM_broad,0,0,0,46332.99,60-69
TEST,15,AstraZeneca,1,1960-1969,DM_broad,0,0,0,61890.82,50-59
TEST,15,AstraZeneca,1,1970-1979,DM_broad,0,0,0,85384.23,40-49
TEST,15,AstraZeneca,1,1980-1989,DM_broad,0,0,0,471106.02,30-39
TEST,15,AstraZeneca,1,1990+,DM_broad,0,0,0,657250.35,<30
TEST,15,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,15,AstraZeneca,1,<1960,DM_broad,0,0,0,16971.45,60+
TEST,15,AstraZeneca,1,>1960,DM_broad,0,0,0,31732.53,
TEST,15,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,11057.56,all_birth_cohorts
TEST,16,AstraZeneca,1,1940-1949,DM_broad,0,0,0,26781.22,70-79
TEST,16,AstraZeneca,1,1950-1959,DM_broad,0,0,0,46332.99,60-69
TEST,16,AstraZeneca,1,1960-1969,DM_broad,0,0,0,61327.41,50-59
TEST,16,AstraZeneca,1,1970-1979,DM_broad,0,0,0,84633.37,40-49
TEST,16,AstraZeneca,1,1980-1989,DM_broad,0,0,0,471106.02,30-39
TEST,16,AstraZeneca,1,1990+,DM_broad,0,0,0,657250.35,<30
TEST,16,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,16,AstraZeneca,1,<1960,DM_broad,0,0,0,16971.45,60+
TEST,16,AstraZeneca,1,>1960,DM_broad,0,0,0,31480.45,
TEST,16,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,11026.79,all_birth_cohorts
TEST,17,AstraZeneca,1,1940-1949,DM_broad,0,0,0,26781.22,70-79
TEST,17,AstraZeneca,1,1950-1959,DM_broad,0,0,0,46332.99,60-69
TEST,17,AstraZeneca,1,1960-1969,DM_broad,0,0,0,61049.53,50-59
TEST,17,AstraZeneca,1,1970-1979,DM_broad,0,0,0,83895.59,40-49
TEST,17,AstraZeneca,1,1980-1989,DM_broad,0,0,0,471106.02,30-39
TEST,17,AstraZeneca,1,1990+,DM_broad,0,0,0,657250.35,<30
TEST,17,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,17,AstraZeneca,1,<1960,DM_broad,0,0,0,16971.45,60+
TEST,17,AstraZeneca,1,>1960,DM_broad,0,0,0,31304.91,
TEST,17,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,11005.17,all_birth_cohorts
TEST,18,AstraZeneca,1,1940-1949,DM_broad,0,0,0,26781.22,70-79
TEST,18,AstraZeneca,1,1950-1959,DM_broad,0,0,0,46332.99,60-69
TEST,18,AstraZeneca,1,1960-1969,DM_broad,0,0,0,60856.51,50-59
TEST,18,AstraZeneca,1,1970-1979,DM_broad,0,0,0,83376.44,40-49
TEST,18,AstraZeneca,1,1980-1989,DM_broad,0,0,0,471106.02,30-39
TEST,18,AstraZeneca,1,1990+,DM_broad,0,0,0,657250.35,<30
TEST,18,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,18,AstraZeneca,1,<1960,DM_broad,0,0,0,16971.45,60+
TEST,18,AstraZeneca,1,>1960,DM_broad,0,0,0,31181.75,
TEST,18,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,10989.91,all_birth_cohorts
TEST,19,AstraZeneca,1,1940-1949,DM_broad,0,0,0,26781.22,70-79
TEST,19,AstraZeneca,1,1950-1959,DM_broad,0,0,0,46332.99,60-69
TEST,19,AstraZeneca,1,1960-1969,DM_broad,0,0,0,60664.71,50-59
TEST,19,AstraZeneca,1,1970-1979,DM_broad,0,0,0,83119.26,40-49
TEST,19,AstraZeneca,1,1980-1989,DM_broad,0,0,0,471106.02,30-39
TEST,19,AstraZeneca,1,1990+,DM_broad,0,0,0,657250.35,<30
TEST,19,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,19,AstraZeneca,1,<1960,DM_broad,0,0,0,16971.45,60+
TEST,19,AstraZeneca,1,>1960,DM_broad,0,0,0,31095.39,
TEST,19,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,10979.17,all_birth_cohorts
TEST,20,AstraZeneca,1,1940-1949,DM_broad,0,0,0,26781.22,70-79
TEST,20,AstraZeneca,1,1950-1959,DM_broad,0,0,0,46332.99,60-69
TEST,20,AstraZeneca,1,1960-1969,DM_broad,0,0,0,60555.65,50-59
TEST,20,AstraZeneca,1,1970-1979,DM_broad,0,0,0,83119.26,40-49
TEST,20,AstraZeneca,1,1980-1989,DM_broad,0,0,0,471106.02,30-39
TEST,20,AstraZeneca,1,1990+,DM_broad,0,0,0,657250.35,<30
TEST,20,AstraZeneca,1,<1940,DM_broad,0,0,0,0,80+
TEST,20,AstraZeneca,1,<1960,DM_broad,0,0,0,16971.45,60+
TEST,20,AstraZeneca,1,>1960,DM_broad,0,0,0,31066.71,
TEST,20,AstraZeneca,1,all_birth_cohorts,DM_broad,0,0,0,10975.59,all_birth_cohorts
TEST,1,Moderna,1,1940-1949,DM_broad,0,0,0,1374860.43,70-79
TEST,1,Moderna,1,1950-1959,DM_broad,0,0,0,663725.72,60-69
TEST,1,Moderna,1,1960-1969,DM_broad,0,0,0,583274.12,50-59
TEST,1,Moderna,1,1970-1979,DM_broad,0,0,0,1374860.43,40-49
TEST,1,Moderna,1,1980-1989,DM_broad,0,0,0,1044467.61,30-39
TEST,1,Moderna,1,1990+,DM_broad,0,0,0,1749822.36,<30
TEST,1,Moderna,1,<1940,DM_broad,0,0,0,19248046.01,80+
TEST,1,Moderna,1,<1960,DM_broad,0,0,0,437455.59,60+
TEST,1,Moderna,1,>1960,DM_broad,0,0,0,251843.59,
TEST,1,Moderna,1,all_birth_cohorts,DM_broad,0,0,0,159829.56,all_birth_cohorts
TEST,2,Moderna,1,1940-1949,DM_broad,0,0,0,698115.66,70-79
TEST,2,Moderna,1,1950-1959,DM_broad,0,0,0,331862.86,60-69
TEST,2,Moderna,1,1960-1969,DM_broad,0,0,0,291637.06,50-59
TEST,2,Moderna,1,1970-1979,DM_broad,0,0,0,687430.21,40-49
TEST,2,Moderna,1,1980-1989,DM_broad,0,0,0,598828.1,30-39
TEST,2,Moderna,1,1990+,DM_broad,0,0,0,929216.01,<30
TEST,2,Moderna,1,<1940,DM_broad,0,0,0,9624023,80+
TEST,2,Moderna,1,<1960,DM_broad,0,0,0,219798.24,60+
TEST,2,Moderna,1,>1960,DM_broad,0,0,0,131066.46,
TEST,2,Moderna,1,all_birth_cohorts,DM_broad,0,0,0,82106.23,all_birth_cohorts
TEST,3,Moderna,1,1940-1949,DM_broad,0,0,0,474423.67,70-79
TEST,3,Moderna,1,1950-1959,DM_broad,1,60672.76,1536.1,338046.97,60-69
TEST,3,Moderna,1,1960-1969,DM_broad,0,0,0,194424.71,50-59
TEST,3,Moderna,1,1970-1979,DM_broad,0,0,0,464608.01,40-49
TEST,3,Moderna,1,1980-1989,DM_broad,0,0,0,506527.53,30-39
TEST,3,Moderna,1,1990+,DM_broad,0,0,0,716682.56,<30
TEST,3,Moderna,1,<1940,DM_broad,0,0,0,6416015.34,80+
TEST,3,Moderna,1,<1960,DM_broad,1,40270.12,1019.55,224370.76,60+
TEST,3,Moderna,1,>1960,DM_broad,0,0,0,93762.23,
TEST,3,Moderna,1,all_birth_cohorts,DM_broad,1,15582.34,394.51,86819.23,all_birth_cohorts
TEST,4,Moderna,1,1940-1949,DM_broad,0,0,0,364152.22,70-79
TEST,4,Moderna,1,1950-1959,DM_broad,1,46947.3,1188.6,261573.62,60-69
TEST,4,Moderna,1,1960-1969,DM_broad,0,0,0,148879.91,50-59
TEST,4,Moderna,1,1970-1979,DM_broad,0,0,0,384960.92,40-49
TEST,4,Moderna,1,1980-1989,DM_broad,0,0,0,477788.38,30-39
TEST,4,Moderna,1,1990+,DM_broad,0,0,0,590948.78,<30
TEST,4,Moderna,1,<1940,DM_broad,0,0,0,4812011.5,80+
TEST,4,Moderna,1,<1960,DM_broad,1,31058.67,786.34,173047.85,60+
TEST,4,Moderna,1,>1960,DM_broad,0,0,0,76337.86,
TEST,4,Moderna,1,all_birth_cohorts,DM_broad,1,12419.25,314.43,69195.61,all_birth_cohorts
TEST,5,Moderna,1,1940-1949,DM_broad,0,0,0,339386.2,70-79
TEST,5,Moderna,1,1950-1959,DM_broad,1,42869.72,1085.37,238854.78,60-69
TEST,5,Moderna,1,1960-1969,DM_broad,0,0,0,130558.45,50-59
TEST,5,Moderna,1,1970-1979,DM_broad,0,0,0,378472.81,40-49
TEST,5,Moderna,1,1980-1989,DM_broad,0,0,0,466215.65,30-39
TEST,5,Moderna,1,1990+,DM_broad,0,0,0,554470.46,<30
TEST,5,Moderna,1,<1940,DM_broad,0,0,0,4346332.97,80+
TEST,5,Moderna,1,<1960,DM_broad,1,28535.16,722.45,158987.71,60+
TEST,5,Moderna,1,>1960,DM_broad,0,0,0,70175.17,
TEST,5,Moderna,1,all_birth_cohorts,DM_broad,1,11414.06,288.98,63595.09,all_birth_cohorts
TEST,6,Moderna,1,1940-1949,DM_broad,0,0,0,322335.7,70-79
TEST,6,Moderna,1,1950-1959,DM_broad,1,40448.5,1024.07,225364.65,60-69
TEST,6,Moderna,1,1960-1969,DM_broad,0,0,0,122710.68,50-59
TEST,6,Moderna,1,1970-1979,DM_broad,0,0,0,378472.81,40-49
TEST,6,Moderna,1,1980-1989,DM_broad,0,0,0,455190.28,30-39
TEST,6,Moderna,1,1990+,DM_broad,0,0,0,538945.29,<30
TEST,6,Moderna,1,<1940,DM_broad,0,0,0,4346332.97,80+
TEST,6,Moderna,1,<1960,DM_broad,1,27015.53,683.97,150520.91,60+
TEST,6,Moderna,1,>1960,DM_broad,0,0,0,67368.16,
TEST,6,Moderna,1,all_birth_cohorts,DM_broad,1,10896.48,275.87,60711.3,all_birth_cohorts
TEST,7,Moderna,1,1940-1949,DM_broad,0,0,0,307617.17,70-79
TEST,7,Moderna,1,1950-1959,DM_broad,1,39572.05,1001.88,220481.34,60-69
TEST,7,Moderna,1,1960-1969,DM_broad,0,0,0,120300.29,50-59
TEST,7,Moderna,1,1970-1979,DM_broad,0,0,0,378472.81,40-49
TEST,7,Moderna,1,1980-1989,DM_broad,0,0,0,444674.33,30-39
TEST,7,Moderna,1,1990+,DM_broad,0,0,0,524265.84,<30
TEST,7,Moderna,1,<1940,DM_broad,0,0,0,4346332.97,80+
TEST,7,Moderna,1,<1960,DM_broad,1,26239.22,664.32,146195.6,60+
TEST,7,Moderna,1,>1960,DM_broad,0,0,0,66176.98,
TEST,7,Moderna,1,all_birth_cohorts,DM_broad,1,10654.9,269.76,59365.31,all_birth_cohorts
TEST,8,Moderna,1,1940-1949,DM_broad,0,0,0,302099.38,70-79
TEST,8,Moderna,1,1950-1959,DM_broad,1,38980.79,986.91,217187.06,60-69
TEST,8,Moderna,1,1960-1969,DM_broad,0,0,0,118086.17,50-59
TEST,8,Moderna,1,1970-1979,DM_broad,0,0,0,378472.81,40-49
TEST,8,Moderna,1,1980-1989,DM_broad,0,0,0,434633.3,30-39
TEST,8,Moderna,1,1990+,DM_broad,0,0,0,510364.86,<30
TEST,8,Moderna,1,<1940,DM_broad,0,0,0,4346332.97,80+
TEST,8,Moderna,1,<1960,DM_broad,1,25830.98,653.98,143920.99,60+
TEST,8,Moderna,1,>1960,DM_broad,0,0,0,65058.58,
TEST,8,Moderna,1,all_birth_cohorts,DM_broad,1,10480.63,265.35,58394.34,all_birth_cohorts
TEST,9,Moderna,1,1940-1949,DM_broad,0,0,0,297431.17,70-79
TEST,9,Moderna,1,1950-1959,DM_broad,1,38406.94,972.38,213989.77,60-69
TEST,9,Moderna,1,1960-1969,DM_broad,0,0,0,115952.08,50-59
TEST,9,Moderna,1,1970-1979,DM_broad,0,0,0,378472.81,40-49
TEST,9,Moderna,1,1980-1989,DM_broad,0,0,0,427734.36,30-39
TEST,9,Moderna,1,1990+,DM_broad,0,0,0,497182,<30
TEST,9,Moderna,1,<1940,DM_broad,0,0,0,4346332.97,80+
TEST,9,Moderna,1,<1960,DM_broad,1,25452.96,644.41,141814.83,60+
TEST,9,Moderna,1,>1960,DM_broad,0,0,0,64038.18,
TEST,9,Moderna,1,all_birth_cohorts,DM_broad,1,10320.71,261.3,57503.33,all_birth_cohorts
TEST,10,Moderna,1,1940-1949,DM_broad,0,0,0,296123.78,70-79
TEST,10,Moderna,1,1950-1959,DM_broad,1,38007.28,962.26,211763.03,60-69
TEST,10,Moderna,1,1960-1969,DM_broad,0,0,0,114377.18,50-59
TEST,10,Moderna,1,1970-1979,DM_broad,0,0,0,378472.81,40-49
TEST,10,Moderna,1,1980-1989,DM_broad,0,0,0,427734.36,30-39
TEST,10,Moderna,1,1990+,DM_broad,0,0,0,484663.03,<30
TEST,10,Moderna,1,<1940,DM_broad,0,0,0,4346332.97,80+
TEST,10,Moderna,1,<1960,DM_broad,1,25241.88,639.07,140638.75,60+
TEST,10,Moderna,1,>1960,DM_broad,0,0,0,63345.71,
TEST,10,Moderna,1,all_birth_cohorts,DM_broad,1,10219.64,258.74,56940.2,all_birth_cohorts
TEST,11,Moderna,1,1940-1949,DM_broad,0,0,0,296123.78,70-79
TEST,11,Moderna,1,1950-1959,DM_broad,1,37732.44,955.3,210231.69,60-69
TEST,11,Moderna,1,1960-1969,DM_broad,0,0,0,113033.83,50-59
TEST,11,Moderna,1,1970-1979,DM_broad,0,0,0,378472.81,40-49
TEST,11,Moderna,1,1980-1989,DM_broad,0,0,0,427734.36,30-39
TEST,11,Moderna,1,1990+,DM_broad,0,0,0,472759.02,<30
TEST,11,Moderna,1,<1940,DM_broad,0,0,0,4346332.97,80+
TEST,11,Moderna,1,<1960,DM_broad,1,25120.36,635.99,139961.67,60+
TEST,11,Moderna,1,>1960,DM_broad,0,0,0,62726.41,
TEST,11,Moderna,1,all_birth_cohorts,DM_broad,1,10140.2,256.73,56497.58,all_birth_cohorts
TEST,12,Moderna,1,1940-1949,DM_broad,0,0,0,296123.78,70-79
TEST,12,Moderna,1,1950-1959,DM_broad,1,37461.54,948.44,208722.33,60-69
TEST,12,Moderna,1,1960-1969,DM_broad,0,0,0,111721.66,50-59
TEST,12,Moderna,1,1970-1979,DM_broad,0,0,0,378472.81,40-49
TEST,12,Moderna,1,1980-1989,DM_broad,0,0,0,427734.36,30-39
TEST,12,Moderna,1,1990+,DM_broad,0,0,0,461425.76,<30
TEST,12,Moderna,1,<1940,DM_broad,0,0,0,4346332.97,80+
TEST,12,Moderna,1,<1960,DM_broad,1,25000,632.95,139291.08,60+
TEST,12,Moderna,1,>1960,DM_broad,0,0,0,62119.1,
TEST,12,Moderna,1,all_birth_cohorts,DM_broad,1,10061.98,254.75,56061.78,all_birth_cohorts
TEST,13,Moderna,1,1940-1949,DM_broad,0,0,0,296123.78,70-79
TEST,13,Moderna,1,1950-1959,DM_broad,1,37194.5,941.68,207234.5,60-69
TEST,13,Moderna,1,1960-1969,DM_broad,0,0,0,110802.9,50-59
TEST,13,Moderna,1,1970-1979,DM_broad,0,0,0,378472.81,40-49
TEST,13,Moderna,1,1980-1989,DM_broad,0,0,0,427734.36,30-39
TEST,13,Moderna,1,1990+,DM_broad,0,0,0,450623.15,<30
TEST,13,Moderna,1,<1940,DM_broad,0,0,0,4346332.97,80+
TEST,13,Moderna,1,<1960,DM_broad,1,24880.79,629.93,138626.89,60+
TEST,13,Moderna,1,>1960,DM_broad,0,0,0,61636.01,
TEST,13,Moderna,1,all_birth_cohorts,DM_broad,1,9995.89,253.07,55693.56,all_birth_cohorts
