datasource,week,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,20200525,none,no_dose,70-79,L2,0,0,0,437455.59
TEST,20200525,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200525,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200525,none,no_dose,50-59,L2,1,76572.33,1938.64,426633.7
TEST,20200525,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200525,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200525,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200525,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200601,none,no_dose,18-24,L2,0,0,0,916573.62
TEST,20200601,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200601,none,no_dose,80+,L2,0,0,0,534667.94
TEST,20200601,none,no_dose,70-79,L2,0,0,0,437455.59
TEST,20200601,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200601,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200601,none,no_dose,50-59,L2,0,0,0,283059.5
TEST,20200601,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200601,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200601,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200601,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200608,none,no_dose,18-24,L2,0,0,0,916573.62
TEST,20200608,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200608,none,no_dose,80+,L2,0,0,0,534667.94
TEST,20200608,none,no_dose,70-79,L2,0,0,0,437455.59
TEST,20200608,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200608,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200608,none,no_dose,50-59,L2,0,0,0,283059.5
TEST,20200608,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200608,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200608,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200608,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200615,none,no_dose,18-24,L2,0,0,0,955576.75
TEST,20200615,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200615,none,no_dose,80+,L2,0,0,0,534667.94
TEST,20200615,none,no_dose,70-79,L2,0,0,0,446146.76
TEST,20200615,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200615,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200615,none,no_dose,50-59,L2,1,77712.77,1967.52,432987.82
TEST,20200615,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200615,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200615,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200615,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200622,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200622,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200622,none,no_dose,80+,L2,0,0,0,534667.94
TEST,20200622,none,no_dose,70-79,L2,0,0,0,447628.98
TEST,20200622,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200622,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200622,none,no_dose,50-59,L2,0,0,0,289133.74
TEST,20200622,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200622,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200622,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200622,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200629,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200629,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200629,none,no_dose,80+,L2,0,0,0,534667.94
TEST,20200629,none,no_dose,70-79,L2,0,0,0,447628.98
TEST,20200629,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200629,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200629,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200629,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200629,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200629,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200629,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200706,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200706,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200706,none,no_dose,80+,L2,0,0,0,541109.73
TEST,20200706,none,no_dose,70-79,L2,0,0,0,447628.98
TEST,20200706,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200706,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200706,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200706,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200706,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200706,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200706,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200713,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200713,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200713,none,no_dose,80+,L2,0,0,0,549944.17
TEST,20200713,none,no_dose,70-79,L2,0,0,0,450623.15
TEST,20200713,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200713,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200713,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200713,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200713,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200713,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200713,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200720,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200720,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200720,none,no_dose,80+,L2,0,0,0,549944.17
TEST,20200720,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200720,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200720,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200720,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200720,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200720,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200720,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200720,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200727,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200727,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200727,none,no_dose,80+,L2,0,0,0,549944.17
TEST,20200727,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200727,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200727,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200727,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200727,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200727,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200727,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200727,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200803,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200803,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200803,none,no_dose,80+,L2,0,0,0,549944.17
TEST,20200803,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200803,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200803,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200803,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200803,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200803,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200803,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200803,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200810,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200810,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200810,none,no_dose,80+,L2,0,0,0,554470.46
TEST,20200810,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200810,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200810,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200810,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200810,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200810,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200810,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200810,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200817,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200817,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200817,none,no_dose,80+,L2,0,0,0,566119
TEST,20200817,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200817,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200817,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200817,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200817,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200817,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200817,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200817,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200824,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200824,none,no_dose,40-49,L2,0,0,0,343715.11
TEST,20200824,none,no_dose,80+,L2,0,0,0,566119
TEST,20200824,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200824,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200824,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200824,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200824,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200824,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200824,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200824,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200831,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200831,none,no_dose,40-49,L2,0,0,0,346365.87
TEST,20200831,none,no_dose,80+,L2,0,0,0,566119
TEST,20200831,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200831,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200831,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200831,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200831,none,no_dose,12-17,L2,0,0,0,874911.18
TEST,20200831,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200831,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200831,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200907,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200907,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20200907,none,no_dose,80+,L2,0,0,0,566119
TEST,20200907,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200907,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200907,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200907,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200907,none,no_dose,12-17,L2,0,0,0,916573.62
TEST,20200907,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200907,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200907,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200914,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200914,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20200914,none,no_dose,80+,L2,0,0,0,566119
TEST,20200914,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200914,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200914,none,no_dose,60-69,L2,0,0,0,384960.92
TEST,20200914,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200914,none,no_dose,12-17,L2,0,0,0,916573.62
TEST,20200914,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200914,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200914,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200921,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200921,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20200921,none,no_dose,80+,L2,0,0,0,566119
TEST,20200921,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200921,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200921,none,no_dose,60-69,L2,1,104956.9,2657.28,584782.4
TEST,20200921,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200921,none,no_dose,12-17,L2,0,0,0,916573.62
TEST,20200921,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200921,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200921,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20200928,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20200928,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20200928,none,no_dose,80+,L2,0,0,0,566119
TEST,20200928,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20200928,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20200928,none,no_dose,60-69,L2,0,0,0,392817.27
TEST,20200928,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20200928,none,no_dose,12-17,L2,0,0,0,916573.62
TEST,20200928,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20200928,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20200928,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20201005,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201005,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20201005,none,no_dose,80+,L2,0,0,0,566119
TEST,20201005,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20201005,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201005,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201005,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201005,none,no_dose,12-17,L2,0,0,0,916573.62
TEST,20201005,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20201005,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201005,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20201012,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201012,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20201012,none,no_dose,80+,L2,0,0,0,573346.05
TEST,20201012,none,no_dose,70-79,L2,0,0,0,458286.81
TEST,20201012,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201012,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201012,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201012,none,no_dose,12-17,L2,0,0,0,916573.62
TEST,20201012,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20201012,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201012,none,no_dose,0-4,L2,0,0,0,4812011.5
TEST,20201019,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201019,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20201019,none,no_dose,70-79,L2,0,0,0,467834.45
TEST,20201019,none,no_dose,80+,L2,0,0,0,601501.44
TEST,20201019,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201019,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201019,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201019,none,no_dose,12-17,L2,0,0,0,916573.62
TEST,20201019,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20201019,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201019,none,no_dose,0-4,L2,0,0,0,5182166.23
TEST,20201026,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201026,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20201026,none,no_dose,70-79,L2,0,0,0,469464.54
TEST,20201026,none,no_dose,80+,L2,0,0,0,612437.83
TEST,20201026,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201026,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201026,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201026,none,no_dose,12-17,L2,0,0,0,935668.9
TEST,20201026,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20201026,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201026,none,no_dose,0-4,L2,0,0,0,6416015.34
TEST,20201102,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201102,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20201102,none,no_dose,70-79,L2,0,0,0,469464.54
TEST,20201102,none,no_dose,80+,L2,0,0,0,620904.71
TEST,20201102,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201102,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201102,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201102,none,no_dose,12-17,L2,0,0,0,962402.3
TEST,20201102,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20201102,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201102,none,no_dose,0-4,L2,0,0,0,6416015.34
TEST,20201109,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201109,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20201109,none,no_dose,70-79,L2,0,0,0,477788.38
TEST,20201109,none,no_dose,80+,L2,0,0,0,620904.71
TEST,20201109,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201109,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201109,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201109,none,no_dose,12-17,L2,0,0,0,962402.3
TEST,20201109,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20201109,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201109,none,no_dose,0-4,L2,0,0,0,6416015.34
TEST,20201116,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201116,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20201116,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20201116,none,no_dose,80+,L2,0,0,0,620904.71
TEST,20201116,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201116,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201116,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201116,none,no_dose,12-17,L2,0,0,0,962402.3
TEST,20201116,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20201116,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201116,none,no_dose,0-4,L2,0,0,0,6416015.34
TEST,20201123,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201123,none,no_dose,40-49,L2,0,0,0,349964.47
TEST,20201123,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20201123,none,no_dose,80+,L2,0,0,0,623779.27
TEST,20201123,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201123,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201123,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201123,none,no_dose,12-17,L2,0,0,0,962402.3
TEST,20201123,none,no_dose,30-39,L2,0,0,0,469464.54
TEST,20201123,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201123,none,no_dose,0-4,L2,0,0,0,6416015.34
TEST,20201130,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201130,none,no_dose,40-49,L2,0,0,0,351791.96
TEST,20201130,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20201130,none,no_dose,80+,L2,0,0,0,641601.53
TEST,20201130,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201130,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201130,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201130,none,no_dose,12-17,L2,0,0,0,962402.3
TEST,20201130,none,no_dose,30-39,L2,0,0,0,474423.67
TEST,20201130,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201130,none,no_dose,0-4,L2,0,0,0,6416015.34
TEST,20201207,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201207,none,no_dose,40-49,L2,0,0,0,357390.77
TEST,20201207,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20201207,none,no_dose,80+,L2,0,0,0,641601.53
TEST,20201207,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201207,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201207,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201207,none,no_dose,12-17,L2,0,0,0,990708.25
TEST,20201207,none,no_dose,30-39,L2,0,0,0,481201.15
TEST,20201207,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201207,none,no_dose,0-4,L2,0,0,0,6416015.34
TEST,20201214,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201214,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20201214,none,no_dose,80+,L2,0,0,0,641601.53
TEST,20201214,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201214,none,no_dose,40-49,L2,0,0,0,363170.68
TEST,20201214,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201214,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201214,none,no_dose,12-17,L2,0,0,0,1013055.05
TEST,20201214,none,no_dose,30-39,L2,0,0,0,481201.15
TEST,20201214,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201214,none,no_dose,0-4,L2,0,0,0,6416015.34
TEST,20201221,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201221,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20201221,none,no_dose,80+,L2,0,0,0,641601.53
TEST,20201221,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201221,none,no_dose,40-49,L2,0,0,0,363170.68
TEST,20201221,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201221,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201221,none,no_dose,12-17,L2,0,0,0,1013055.05
TEST,20201221,none,no_dose,30-39,L2,0,0,0,481201.15
TEST,20201221,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201221,none,no_dose,0-4,L2,0,0,0,8421020.13
TEST,20201228,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20201228,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20201228,none,no_dose,80+,L2,0,0,0,641601.53
TEST,20201228,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20201228,none,no_dose,40-49,L2,0,0,0,363170.68
TEST,20201228,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20201228,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20201228,none,no_dose,12-17,L2,0,0,0,1013055.05
TEST,20201228,none,no_dose,30-39,L2,0,0,0,481201.15
TEST,20201228,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20201228,none,no_dose,0-4,L2,0,0,0,9624023
TEST,20210104,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20210104,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20210104,none,no_dose,80+,L2,0,0,0,641601.53
TEST,20210104,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20210104,none,no_dose,40-49,L2,0,0,0,366131.31
TEST,20210104,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20210104,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20210104,none,no_dose,12-17,L2,0,0,0,1013055.05
TEST,20210104,none,no_dose,30-39,L2,0,0,0,481201.15
TEST,20210104,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20210104,none,no_dose,0-4,L2,0,0,0,9624023
TEST,20210104,Pfizer,1,40-49,L2,0,0,0,44912107.35
TEST,20210111,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20210111,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20210111,none,no_dose,80+,L2,0,0,0,641601.53
TEST,20210111,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20210111,none,no_dose,40-49,L2,0,0,0,370154.73
TEST,20210111,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20210111,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20210111,none,no_dose,12-17,L2,0,0,0,1013055.05
TEST,20210111,none,no_dose,30-39,L2,0,0,0,481201.15
TEST,20210111,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20210111,none,no_dose,0-4,L2,0,0,0,9624023
TEST,20210111,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,20210118,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20210118,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20210118,none,no_dose,80+,L2,0,0,0,641601.53
TEST,20210118,none,no_dose,25-29,L2,0,0,0,1480618.92
TEST,20210118,none,no_dose,40-49,L2,0,0,0,370154.73
TEST,20210118,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20210118,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20210118,none,no_dose,12-17,L2,0,0,0,1013055.05
TEST,20210118,none,no_dose,30-39,L2,0,0,0,481201.15
TEST,20210118,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20210118,none,no_dose,0-4,L2,0,0,0,9624023
TEST,20210118,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,20210125,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20210125,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20210125,none,no_dose,80+,L2,0,0,0,641601.53
TEST,20210125,none,no_dose,25-29,L2,0,0,0,1497070.25
TEST,20210125,none,no_dose,40-49,L2,1,100897.79,2554.51,562166.51
TEST,20210125,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20210125,none,no_dose,50-59,L2,0,0,0,291637.06
TEST,20210125,none,no_dose,12-17,L2,0,0,0,1013055.05
TEST,20210125,none,no_dose,30-39,L2,0,0,0,481201.15
TEST,20210125,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20210125,none,no_dose,0-4,L2,0,0,0,9624023
TEST,20210125,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,20210201,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20210201,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20210201,none,no_dose,80+,L2,0,0,0,654059.82
TEST,20210201,none,no_dose,25-29,L2,0,0,0,1604003.83
TEST,20210201,none,no_dose,40-49,L2,0,0,0,377412.67
TEST,20210201,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20210201,none,no_dose,50-59,L2,0,0,0,292905.05
TEST,20210201,none,no_dose,12-17,L2,0,0,0,1013055.05
TEST,20210201,none,no_dose,30-39,L2,0,0,0,482925.89
TEST,20210201,none,no_dose,5-11,L2,0,0,0,1013055.05
TEST,20210201,none,no_dose,0-4,L2,0,0,0,9624023
TEST,20210201,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,20210201,Pfizer,1,30-39,L2,0,0,0,134736322.06
TEST,20210208,none,no_dose,18-24,L2,0,0,0,962402.3
TEST,20210208,none,no_dose,70-79,L2,0,0,0,481201.15
TEST,20210208,none,no_dose,80+,L2,0,0,0,663725.72
TEST,20210208,none,no_dose,25-29,L2,0,0,0,1604003.83
TEST,20210208,none,no_dose,40-49,L2,0,0,0,377412.67
TEST,20210208,none,no_dose,60-69,L2,0,0,0,401000.96
TEST,20210208,none,no_dose,50-59,L2,0,0,0,296123.78
TEST,20210208,none,no_dose,12-17,L2,0,0,0,1013055.05
TEST,20210208,none,no_dose,30-39,L2,0,0,0,493539.64
TEST,20210208,none,no_dose,5-11,L2,0,0,0,1013055.05
