datasource,week_since_vaccination,vx_manufacturer,dose,birth_cohort,AESI,Numerator,IR,lb,ub,ageband
TEST,19,Pfizer,2,1970-1979,ADEM_broad,0,0,0,18592.01,40-49
TEST,19,Pfizer,2,1980-1989,ADEM_broad,0,0,0,40693.54,30-39
TEST,19,Pfizer,2,1990+,ADEM_broad,0,0,0,56186.96,<30
TEST,19,Pfizer,2,<1940,ADEM_broad,0,0,0,4137.33,80+
TEST,19,Pfizer,2,<1960,ADEM_broad,0,0,0,2664.88,60+
TEST,19,Pfizer,2,>1960,ADEM_broad,0,0,0,6645.11,
TEST,19,Pfizer,2,all_birth_cohorts,ADEM_broad,0,0,0,1902.09,all_birth_cohorts
TEST,20,Pfizer,2,1940-1949,ADEM_broad,0,0,0,12581.6,70-79
TEST,20,Pfizer,2,1950-1959,ADEM_broad,0,0,0,18129.21,60-69
TEST,20,Pfizer,2,1960-1969,ADEM_broad,0,0,0,18044.24,50-59
TEST,20,Pfizer,2,1970-1979,ADEM_broad,0,0,0,18192.86,40-49
TEST,20,Pfizer,2,1980-1989,ADEM_broad,0,0,0,39780.43,30-39
TEST,20,Pfizer,2,1990+,ADEM_broad,0,0,0,54438.92,<30
TEST,20,Pfizer,2,<1940,ADEM_broad,0,0,0,4129.34,80+
TEST,20,Pfizer,2,<1960,ADEM_broad,0,0,0,2653.86,60+
TEST,20,Pfizer,2,>1960,ADEM_broad,0,0,0,6498.01,
TEST,20,Pfizer,2,all_birth_cohorts,ADEM_broad,0,0,0,1884.29,all_birth_cohorts
TEST,21,Pfizer,2,1940-1949,ADEM_broad,0,0,0,12555.8,70-79
TEST,21,Pfizer,2,1950-1959,ADEM_broad,0,0,0,17888.52,60-69
TEST,21,Pfizer,2,1960-1969,ADEM_broad,0,0,0,17735.46,50-59
TEST,21,Pfizer,2,1970-1979,ADEM_broad,0,0,0,17890.89,40-49
TEST,21,Pfizer,2,1980-1989,ADEM_broad,0,0,0,38986.2,30-39
TEST,21,Pfizer,2,1990+,ADEM_broad,0,0,0,53108.52,<30
TEST,21,Pfizer,2,<1940,ADEM_broad,0,0,0,4121.76,80+
TEST,21,Pfizer,2,<1960,ADEM_broad,0,0,0,2644.38,60+
TEST,21,Pfizer,2,>1960,ADEM_broad,0,0,0,6379.26,
TEST,21,Pfizer,2,all_birth_cohorts,ADEM_broad,0,0,0,1869.44,all_birth_cohorts
TEST,22,Pfizer,2,1940-1949,ADEM_broad,0,0,0,12546.45,70-79
TEST,22,Pfizer,2,1950-1959,ADEM_broad,0,0,0,17786.97,60-69
TEST,22,Pfizer,2,1960-1969,ADEM_broad,0,0,0,17562.09,50-59
TEST,22,Pfizer,2,1970-1979,ADEM_broad,0,0,0,17770.55,40-49
TEST,22,Pfizer,2,1980-1989,ADEM_broad,0,0,0,38551.17,30-39
TEST,22,Pfizer,2,1990+,ADEM_broad,0,0,0,52693.13,<30
TEST,22,Pfizer,2,<1940,ADEM_broad,0,0,0,4116.73,80+
TEST,22,Pfizer,2,<1960,ADEM_broad,0,0,0,2639.66,60+
TEST,22,Pfizer,2,>1960,ADEM_broad,0,0,0,6323.87,
TEST,22,Pfizer,2,all_birth_cohorts,ADEM_broad,0,0,0,1862.31,all_birth_cohorts
TEST,23,Pfizer,2,1940-1949,ADEM_broad,0,0,0,12546.45,70-79
TEST,23,Pfizer,2,1950-1959,ADEM_broad,0,0,0,17772.9,60-69
TEST,23,Pfizer,2,1960-1969,ADEM_broad,0,0,0,17532.38,50-59
TEST,23,Pfizer,2,1970-1979,ADEM_broad,0,0,0,17765.87,40-49
TEST,23,Pfizer,2,1980-1989,ADEM_broad,0,0,0,38507.09,30-39
TEST,23,Pfizer,2,1990+,ADEM_broad,0,0,0,52672.53,<30
TEST,23,Pfizer,2,<1940,ADEM_broad,0,0,0,4116.35,80+
TEST,23,Pfizer,2,<1960,ADEM_broad,0,0,0,2639.2,60+
TEST,23,Pfizer,2,>1960,ADEM_broad,0,0,0,6317.94,
TEST,23,Pfizer,2,all_birth_cohorts,ADEM_broad,0,0,0,1861.56,all_birth_cohorts
TEST,0,none,no_dose,1940-1949,ACUASEARTHRITIS_broad,1,128.86,3.26,717.98,70-79
TEST,0,none,no_dose,1950-1959,ACUASEARTHRITIS_broad,0,0,0,398.54,60-69
TEST,0,none,no_dose,1960-1969,ACUASEARTHRITIS_broad,0,0,0,299.27,50-59
TEST,0,none,no_dose,1970-1979,ACUASEARTHRITIS_broad,0,0,0,319.97,40-49
TEST,0,none,no_dose,1980-1989,ACUASEARTHRITIS_broad,0,0,0,491.45,30-39
TEST,0,none,no_dose,1990+,ACUASEARTHRITIS_broad,0,0,0,242.63,<30
TEST,0,none,no_dose,<1940,ACUASEARTHRITIS_broad,0,0,0,549.68,80+
TEST,0,none,no_dose,<1960,ACUASEARTHRITIS_broad,1,42.15,1.07,234.82,60+
TEST,0,none,no_dose,>1960,ACUASEARTHRITIS_broad,0,0,0,79.22,
TEST,0,none,no_dose,all_birth_cohorts,ACUASEARTHRITIS_broad,1,14.23,0.36,79.26,all_birth_cohorts
TEST,1,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,18437.66,466.8,102728.05,70-79
TEST,1,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,121823.08,60-69
TEST,1,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,200500.48,50-59
TEST,1,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,256640.61,40-49
TEST,1,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,677066.95,30-39
TEST,1,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,874911.18,<30
TEST,1,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,1,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,11831.88,299.56,65922.99,60+
TEST,1,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,86926.66,
TEST,1,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,7876.86,199.42,43887.06,all_birth_cohorts
TEST,2,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,9258.56,234.41,51585.37,70-79
TEST,2,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,60966.66,60-69
TEST,2,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,100549.49,50-59
TEST,2,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,128320.31,40-49
TEST,2,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,343715.11,30-39
TEST,2,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,437455.59,<30
TEST,2,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,2,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,5934.2,150.24,33063.25,60+
TEST,2,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,43603.99,
TEST,2,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,3950.78,100.03,22012.36,all_birth_cohorts
TEST,3,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,6185.44,156.6,34463.04,70-79
TEST,3,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,40718.14,60-69
TEST,3,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,67200.16,50-59
TEST,3,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,85546.87,40-49
TEST,3,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,231904.17,30-39
TEST,3,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,291637.06,<30
TEST,3,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,3,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,3964.08,100.36,22086.42,60+
TEST,3,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,29144.78,
TEST,3,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,2639.66,66.83,14707.25,all_birth_cohorts
TEST,4,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,4643.99,117.58,25874.67,70-79
TEST,4,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,30601.03,60-69
TEST,4,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,50519.81,50-59
TEST,4,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,64343.99,40-49
TEST,4,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,174982.24,30-39
TEST,4,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,218727.8,<30
TEST,4,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,4,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,2977.26,75.38,16588.22,60+
TEST,4,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,21919.04,
TEST,4,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,1983.44,50.22,11051.01,all_birth_cohorts
TEST,5,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,3717.56,94.12,20712.9,70-79
TEST,5,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,24722.26,60-69
TEST,5,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,41191.17,50-59
TEST,5,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,51901.51,40-49
TEST,5,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,141827.71,30-39
TEST,5,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,174982.24,<30
TEST,5,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,5,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,2391.16,60.54,13322.7,60+
TEST,5,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,17758.84,
TEST,5,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,1597.63,40.45,8901.42,all_birth_cohorts
TEST,6,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,3099.28,78.47,17268.08,70-79
TEST,6,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,20967.37,60-69
TEST,6,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,35635.1,50-59
TEST,6,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,43759.77,40-49
TEST,6,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,120515.49,30-39
TEST,6,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,147413.92,<30
TEST,6,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,6,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,2005.66,50.78,11174.8,60+
TEST,6,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,15152.53,
TEST,6,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,1347.64,34.12,7508.55,all_birth_cohorts
TEST,7,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,2657.33,67.28,14805.69,70-79
TEST,7,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,18620.28,60-69
TEST,7,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,31747.48,50-59
TEST,7,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,37985.99,40-49
TEST,7,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,104771.63,30-39
TEST,7,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,127833.32,<30
TEST,7,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,7,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1740.86,44.07,9699.46,60+
TEST,7,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,13299.41,
TEST,7,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,1173.98,29.72,6541.02,all_birth_cohorts
TEST,8,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,2326.88,58.91,12964.53,70-79
TEST,8,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,17441.6,60-69
TEST,8,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,28845.28,50-59
TEST,8,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,33709.36,40-49
TEST,8,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,92665.97,30-39
TEST,8,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,113128.73,<30
TEST,8,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,8,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1559.43,39.48,8688.6,60+
TEST,8,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,11909.87,
TEST,8,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,1051.53,26.62,5858.77,all_birth_cohorts
TEST,9,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,2095.77,53.06,11676.86,70-79
TEST,9,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,16572.73,60-69
TEST,9,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,26429.25,50-59
TEST,9,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,30339.19,40-49
TEST,9,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,83376.44,30-39
TEST,9,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,101764.59,<30
TEST,9,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,9,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1429.1,36.18,7962.45,60+
TEST,9,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,10797.04,
TEST,9,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,960.25,24.31,5350.17,all_birth_cohorts
TEST,10,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1928.15,48.82,10742.98,70-79
TEST,10,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,15888.72,60-69
TEST,10,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,24422.03,50-59
TEST,10,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,27598.59,40-49
TEST,10,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,75822.35,30-39
TEST,10,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,92729.75,<30
TEST,10,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,10,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1331.91,33.72,7420.93,60+
TEST,10,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,9886,
TEST,10,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,889.73,22.53,4957.23,all_birth_cohorts
TEST,11,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1793.96,45.42,9995.3,70-79
TEST,11,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,15335.34,60-69
TEST,11,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,22721.13,50-59
TEST,11,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,25345.43,40-49
TEST,11,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,69523.39,30-39
TEST,11,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,85330.16,<30
TEST,11,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,11,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1253.17,31.73,6982.24,60+
TEST,11,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,9126.62,
TEST,11,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,831.83,21.06,4634.68,all_birth_cohorts
TEST,12,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1697.34,42.97,9456.96,70-79
TEST,12,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,14947.45,60-69
TEST,12,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,21379.93,50-59
TEST,12,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,23588.29,40-49
TEST,12,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,65027.18,30-39
TEST,12,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,80104.83,<30
TEST,12,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,12,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1196.25,30.29,6665.06,60+
TEST,12,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,8544.92,
TEST,12,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,788.86,19.97,4395.25,all_birth_cohorts
TEST,13,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1684.11,42.64,9383.27,70-79
TEST,13,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,14891.28,60-69
TEST,13,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,21036.12,50-59
TEST,13,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,23043.67,40-49
TEST,13,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,64129.62,30-39
TEST,13,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,79210.07,<30
TEST,13,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,13,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1188.35,30.09,6621.04,60+
TEST,13,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,8392.69,
TEST,13,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,780.62,19.76,4349.31,all_birth_cohorts
TEST,14,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1682.79,42.6,9375.92,70-79
TEST,14,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,14891.28,60-69
TEST,14,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,20853.79,50-59
TEST,14,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,22728.8,40-49
TEST,14,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,63705.12,30-39
TEST,14,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,78885.43,<30
TEST,14,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,14,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1187.69,30.07,6617.38,60+
TEST,14,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,8310.9,
TEST,14,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,777.71,19.69,4333.1,all_birth_cohorts
TEST,15,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1682.64,42.6,9375.05,70-79
TEST,15,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,14891.28,60-69
TEST,15,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,20674.59,50-59
TEST,15,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,22489.79,40-49
TEST,15,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,63286.2,30-39
TEST,15,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,78563.45,<30
TEST,15,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,15,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1187.61,30.07,6616.95,60+
TEST,15,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,8239.75,
TEST,15,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,775.36,19.63,4320.04,all_birth_cohorts
TEST,16,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1682.64,42.6,9375.05,70-79
TEST,16,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,14891.28,60-69
TEST,16,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,20501.57,50-59
TEST,16,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,22285.2,40-49
TEST,16,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,62872.76,30-39
TEST,16,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,78244.09,<30
TEST,16,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,16,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1187.61,30.07,6616.95,60+
TEST,16,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,8174.26,
TEST,16,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,773.21,19.58,4308.06,all_birth_cohorts
TEST,17,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1682.64,42.6,9375.05,70-79
TEST,17,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,14891.28,60-69
TEST,17,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,20389.88,50-59
TEST,17,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,22124.19,40-49
TEST,17,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,62493.66,30-39
TEST,17,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,77927.31,<30
TEST,17,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,17,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1187.61,30.07,6616.95,60+
TEST,17,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,8124.97,
TEST,17,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,771.58,19.53,4298.96,all_birth_cohorts
TEST,18,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1682.64,42.6,9375.05,70-79
TEST,18,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,14891.28,60-69
TEST,18,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,20303.85,50-59
TEST,18,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,22030.14,40-49
TEST,18,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,62406.82,30-39
TEST,18,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,77657.82,<30
TEST,18,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,18,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1187.61,30.07,6616.95,60+
TEST,18,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,8094.22,
TEST,18,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,770.55,19.51,4293.25,all_birth_cohorts
TEST,19,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1682.64,42.6,9375.05,70-79
TEST,19,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,14891.28,60-69
TEST,19,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,20239.8,50-59
TEST,19,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,21990.59,40-49
TEST,19,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,62406.82,30-39
TEST,19,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,77657.82,<30
TEST,19,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,19,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1187.61,30.07,6616.95,60+
TEST,19,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,8078.69,
TEST,19,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,770.03,19.5,4290.35,all_birth_cohorts
TEST,20,AstraZeneca,1,1940-1949,ACUASEARTHRITIS_broad,1,1682.64,42.6,9375.05,70-79
TEST,20,AstraZeneca,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,14891.28,60-69
TEST,20,AstraZeneca,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,20215.5,50-59
TEST,20,AstraZeneca,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,21990.59,40-49
TEST,20,AstraZeneca,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,62406.82,30-39
TEST,20,AstraZeneca,1,1990+,ACUASEARTHRITIS_broad,0,0,0,77657.82,<30
TEST,20,AstraZeneca,1,<1940,ACUASEARTHRITIS_broad,0,0,0,0,80+
TEST,20,AstraZeneca,1,<1960,ACUASEARTHRITIS_broad,1,1187.61,30.07,6616.95,60+
TEST,20,AstraZeneca,1,>1960,ACUASEARTHRITIS_broad,0,0,0,8074.81,
TEST,20,AstraZeneca,1,all_birth_cohorts,ACUASEARTHRITIS_broad,1,769.9,19.49,4289.63,all_birth_cohorts
TEST,1,Moderna,1,1940-1949,ACUASEARTHRITIS_broad,0,0,0,401000.96,70-79
TEST,1,Moderna,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,278957.19,60-69
TEST,1,Moderna,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,194144.56,50-59
TEST,1,Moderna,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,373230.81,40-49
TEST,1,Moderna,1,1980-1989,ACUASEARTHRITIS_broad,0,0,0,267333.97,30-39
TEST,1,Moderna,1,1990+,ACUASEARTHRITIS_broad,0,0,0,495354.13,<30
TEST,1,Moderna,1,<1940,ACUASEARTHRITIS_broad,0,0,0,9624023,80+
TEST,1,Moderna,1,<1960,ACUASEARTHRITIS_broad,0,0,0,161748.29,60+
TEST,1,Moderna,1,>1960,ACUASEARTHRITIS_broad,0,0,0,73586.19,
TEST,1,Moderna,1,all_birth_cohorts,ACUASEARTHRITIS_broad,0,0,0,50576.7,all_birth_cohorts
TEST,2,Moderna,1,1940-1949,ACUASEARTHRITIS_broad,0,0,0,200500.48,70-79
TEST,2,Moderna,1,1950-1959,ACUASEARTHRITIS_broad,0,0,0,139478.59,60-69
TEST,2,Moderna,1,1960-1969,ACUASEARTHRITIS_broad,0,0,0,97493.72,50-59
TEST,2,Moderna,1,1970-1979,ACUASEARTHRITIS_broad,0,0,0,193308.93,40-49
