datasource,week,vx_manufacturer,dose,birth_cohort,COVID,Numerator,IR,lb,ub,ageband
TEST,20200518,none,no_dose,<1940,L2,0,0,0,28341.67,80+
TEST,20200525,none,no_dose,1960-1969,L2,0,0,0,15510.11,50-59
TEST,20200525,none,no_dose,1990+,L2,0,0,0,12530.11,<30
TEST,20200525,none,no_dose,1940-1949,L2,0,0,0,24758.6,70-79
TEST,20200525,none,no_dose,1970-1979,L2,1,4497.05,113.86,25055.93,40-49
TEST,20200525,none,no_dose,1950-1959,L2,1,5599.42,141.76,31197.96,60-69
TEST,20200525,none,no_dose,1980-1989,L2,1,6921.55,175.24,38564.39,30-39
TEST,20200525,none,no_dose,<1940,L2,0,0,0,28389.45,80+
TEST,20200601,none,no_dose,1960-1969,L2,0,0,0,15527.98,50-59
TEST,20200601,none,no_dose,1990+,L2,0,0,0,12548.79,<30
TEST,20200601,none,no_dose,1940-1949,L2,0,0,0,24772.26,70-79
TEST,20200601,none,no_dose,1970-1979,L2,0,0,0,16642.33,40-49
TEST,20200601,none,no_dose,1950-1959,L2,0,0,0,20693.64,60-69
TEST,20200601,none,no_dose,1980-1989,L2,0,0,0,25561.81,30-39
TEST,20200601,none,no_dose,<1940,L2,1,7700.82,194.97,42906.24,80+
TEST,20200608,none,no_dose,1960-1969,L2,0,0,0,15547.69,50-59
TEST,20200608,none,no_dose,1990+,L2,0,0,0,12571.03,<30
TEST,20200608,none,no_dose,1940-1949,L2,0,0,0,24772.26,70-79
TEST,20200608,none,no_dose,1970-1979,L2,0,0,0,16685.61,40-49
TEST,20200608,none,no_dose,1950-1959,L2,0,0,0,20715.92,60-69
TEST,20200608,none,no_dose,1980-1989,L2,0,0,0,25561.81,30-39
TEST,20200608,none,no_dose,<1940,L2,0,0,0,28473.44,80+
TEST,20200615,none,no_dose,1960-1969,L2,0,0,0,15554.87,50-59
TEST,20200615,none,no_dose,1990+,L2,0,0,0,12588.65,<30
TEST,20200615,none,no_dose,1940-1949,L2,0,0,0,24781.37,70-79
TEST,20200615,none,no_dose,1970-1979,L2,0,0,0,16720.81,40-49
TEST,20200615,none,no_dose,1950-1959,L2,0,0,0,20735.04,60-69
TEST,20200615,none,no_dose,1980-1989,L2,0,0,0,25561.81,30-39
TEST,20200615,none,no_dose,<1940,L2,0,0,0,28515.62,80+
TEST,20200622,none,no_dose,1960-1969,L2,0,0,0,15560.26,50-59
TEST,20200622,none,no_dose,1990+,L2,0,0,0,12598.07,<30
TEST,20200622,none,no_dose,1940-1949,L2,0,0,0,24817.89,70-79
TEST,20200622,none,no_dose,1970-1979,L2,0,0,0,16737.43,40-49
TEST,20200622,none,no_dose,1950-1959,L2,0,0,0,20744.62,60-69
TEST,20200622,none,no_dose,1980-1989,L2,0,0,0,25586.08,30-39
TEST,20200622,none,no_dose,<1940,L2,0,0,0,28710.06,80+
TEST,20200629,none,no_dose,1960-1969,L2,0,0,0,15576.45,50-59
TEST,20200629,none,no_dose,1990+,L2,0,0,0,12619.31,<30
TEST,20200629,none,no_dose,1940-1949,L2,0,0,0,24900.45,70-79
TEST,20200629,none,no_dose,1970-1979,L2,0,0,0,16745.75,40-49
TEST,20200629,none,no_dose,1950-1959,L2,0,0,0,20770.21,60-69
TEST,20200629,none,no_dose,1980-1989,L2,0,0,0,25595.81,30-39
TEST,20200629,none,no_dose,<1940,L2,0,0,0,28795.97,80+
TEST,20200706,none,no_dose,1960-1969,L2,0,0,0,15596.29,50-59
TEST,20200706,none,no_dose,1990+,L2,0,0,0,12626.4,<30
TEST,20200706,none,no_dose,1940-1949,L2,0,0,0,24965.04,70-79
TEST,20200706,none,no_dose,1970-1979,L2,0,0,0,16760.33,40-49
TEST,20200706,none,no_dose,1950-1959,L2,0,0,0,20811.91,60-69
TEST,20200706,none,no_dose,1980-1989,L2,0,0,0,25600.67,30-39
TEST,20200706,none,no_dose,<1940,L2,0,0,0,28894.77,80+
TEST,20200713,none,no_dose,1960-1969,L2,0,0,0,15610.74,50-59
TEST,20200713,none,no_dose,1990+,L2,0,0,0,12640.62,<30
TEST,20200713,none,no_dose,1940-1949,L2,0,0,0,25020.67,70-79
TEST,20200713,none,no_dose,1970-1979,L2,0,0,0,16789.57,40-49
TEST,20200713,none,no_dose,1950-1959,L2,0,0,0,20840.89,60-69
TEST,20200713,none,no_dose,1980-1989,L2,0,0,0,25708.13,30-39
TEST,20200713,none,no_dose,<1940,L2,0,0,0,29012.99,80+
TEST,20200720,none,no_dose,1960-1969,L2,0,0,0,15634.29,50-59
TEST,20200720,none,no_dose,1990+,L2,0,0,0,12663.19,<30
TEST,20200720,none,no_dose,1940-1949,L2,0,0,0,25085.89,70-79
TEST,20200720,none,no_dose,1970-1979,L2,0,0,0,16795.85,40-49
TEST,20200720,none,no_dose,1950-1959,L2,0,0,0,20899.07,60-69
TEST,20200720,none,no_dose,1980-1989,L2,0,0,0,25747.43,30-39
TEST,20200720,none,no_dose,<1940,L2,0,0,0,29075.6,80+
TEST,20200727,none,no_dose,1960-1969,L2,0,0,0,15636.11,50-59
TEST,20200727,none,no_dose,1990+,L2,0,0,0,12678.68,<30
TEST,20200727,none,no_dose,1940-1949,L2,0,0,0,25128,70-79
TEST,20200727,none,no_dose,1970-1979,L2,0,0,0,16810.52,40-49
TEST,20200727,none,no_dose,1950-1959,L2,0,0,0,20947.81,60-69
TEST,20200727,none,no_dose,1980-1989,L2,0,0,0,25767.13,30-39
TEST,20200727,none,no_dose,<1940,L2,0,0,0,29195.3,80+
TEST,20200803,none,no_dose,1960-1969,L2,0,0,0,15643.37,50-59
TEST,20200803,none,no_dose,1990+,L2,0,0,0,12698.99,<30
TEST,20200803,none,no_dose,1940-1949,L2,0,0,0,25128,70-79
TEST,20200803,none,no_dose,1970-1979,L2,0,0,0,16848.36,40-49
TEST,20200803,none,no_dose,1950-1959,L2,0,0,0,20967.37,60-69
TEST,20200803,none,no_dose,1980-1989,L2,0,0,0,25851.17,30-39
TEST,20200803,none,no_dose,<1940,L2,0,0,0,29239.65,80+
TEST,20200810,none,no_dose,1960-1969,L2,0,0,0,15656.09,50-59
TEST,20200810,none,no_dose,1990+,L2,0,0,0,12732.6,<30
TEST,20200810,none,no_dose,1940-1949,L2,0,0,0,25132.68,70-79
TEST,20200810,none,no_dose,1970-1979,L2,0,0,0,16867.34,40-49
TEST,20200810,none,no_dose,1950-1959,L2,0,0,0,21003.32,60-69
TEST,20200810,none,no_dose,1980-1989,L2,0,0,0,25925.79,30-39
TEST,20200810,none,no_dose,<1940,L2,0,0,0,29316,80+
TEST,20200817,none,no_dose,1960-1969,L2,0,0,0,15674.3,50-59
TEST,20200817,none,no_dose,1990+,L2,0,0,0,12771.22,<30
TEST,20200817,none,no_dose,1940-1949,L2,0,0,0,25226.8,70-79
TEST,20200817,none,no_dose,1970-1979,L2,0,0,0,16913.92,40-49
TEST,20200817,none,no_dose,1950-1959,L2,0,0,0,21022.99,60-69
TEST,20200817,none,no_dose,1980-1989,L2,0,0,0,25975.77,30-39
TEST,20200817,none,no_dose,<1940,L2,0,0,0,29463.44,80+
TEST,20200824,none,no_dose,1960-1969,L2,0,0,0,15705.36,50-59
TEST,20200824,none,no_dose,1990+,L2,0,0,0,12795.47,<30
TEST,20200824,none,no_dose,1940-1949,L2,0,0,0,25226.8,70-79
TEST,20200824,none,no_dose,1970-1979,L2,0,0,0,16930.93,40-49
TEST,20200824,none,no_dose,1950-1959,L2,0,0,0,21072.31,60-69
TEST,20200824,none,no_dose,1980-1989,L2,0,0,0,26046.07,30-39
TEST,20200824,none,no_dose,<1940,L2,0,0,0,29566.89,80+
TEST,20200831,none,no_dose,1960-1969,L2,0,0,0,15747.58,50-59
TEST,20200831,none,no_dose,1990+,L2,0,0,0,12836.92,<30
TEST,20200831,none,no_dose,1940-1949,L2,0,0,0,25240.97,70-79
TEST,20200831,none,no_dose,1970-1979,L2,0,0,0,16982.14,40-49
TEST,20200831,none,no_dose,1950-1959,L2,0,0,0,21161.67,60-69
TEST,20200831,none,no_dose,1980-1989,L2,0,0,0,26116.75,30-39
TEST,20200831,none,no_dose,<1940,L2,0,0,0,29579.87,80+
TEST,20200907,none,no_dose,1960-1969,L2,0,0,0,15762.32,50-59
TEST,20200907,none,no_dose,1990+,L2,0,0,0,12877.41,<30
TEST,20200907,none,no_dose,1940-1949,L2,0,0,0,25259.9,70-79
TEST,20200907,none,no_dose,1970-1979,L2,0,0,0,17022.91,40-49
TEST,20200907,none,no_dose,1950-1959,L2,0,0,0,21231.69,60-69
TEST,20200907,none,no_dose,1980-1989,L2,0,0,0,26116.75,30-39
TEST,20200907,none,no_dose,<1940,L2,0,0,0,29651.48,80+
TEST,20200914,none,no_dose,1960-1969,L2,0,0,0,15782.63,50-59
TEST,20200914,none,no_dose,1990+,L2,0,0,0,12900.84,<30
TEST,20200914,none,no_dose,1940-1949,L2,0,0,0,25269.38,70-79
TEST,20200914,none,no_dose,1970-1979,L2,0,0,0,17072.52,40-49
TEST,20200914,none,no_dose,1950-1959,L2,0,0,0,21292.09,60-69
TEST,20200914,none,no_dose,1980-1989,L2,0,0,0,26142.09,30-39
TEST,20200914,none,no_dose,<1940,L2,0,0,0,29703.77,80+
TEST,20200921,none,no_dose,1960-1969,L2,0,0,0,15815.98,50-59
TEST,20200921,none,no_dose,1990+,L2,0,0,0,12918.15,<30
TEST,20200921,none,no_dose,1940-1949,L2,1,6877.24,174.12,38317.51,70-79
TEST,20200921,none,no_dose,1970-1979,L2,1,4631.04,117.25,25802.49,40-49
TEST,20200921,none,no_dose,1950-1959,L2,0,0,0,21315.67,60-69
TEST,20200921,none,no_dose,1980-1989,L2,0,0,0,26233.71,30-39
TEST,20200921,none,no_dose,<1940,L2,0,0,0,29716.88,80+
TEST,20200928,none,no_dose,1960-1969,L2,0,0,0,15847.6,50-59
TEST,20200928,none,no_dose,1990+,L2,0,0,0,12967.88,<30
TEST,20200928,none,no_dose,1940-1949,L2,0,0,0,25393.2,70-79
TEST,20200928,none,no_dose,1970-1979,L2,0,0,0,17115.89,40-49
TEST,20200928,none,no_dose,1950-1959,L2,0,0,0,21346.06,60-69
TEST,20200928,none,no_dose,1980-1989,L2,0,0,0,26336.26,30-39
TEST,20200928,none,no_dose,<1940,L2,0,0,0,29841.93,80+
TEST,20201005,none,no_dose,1960-1969,L2,0,0,0,15905.6,50-59
TEST,20201005,none,no_dose,1990+,L2,0,0,0,13001.67,<30
TEST,20201005,none,no_dose,1940-1949,L2,0,0,0,25426.75,70-79
TEST,20201005,none,no_dose,1970-1979,L2,0,0,0,17135.49,40-49
TEST,20201005,none,no_dose,1950-1959,L2,0,0,0,21369.76,60-69
TEST,20201005,none,no_dose,1980-1989,L2,0,0,0,26403.36,30-39
TEST,20201005,none,no_dose,<1940,L2,0,0,0,29928.1,80+
TEST,20201012,none,no_dose,1960-1969,L2,0,0,0,15937.58,50-59
TEST,20201012,none,no_dose,1990+,L2,0,0,0,13082.47,<30
TEST,20201012,none,no_dose,1940-1949,L2,0,0,0,25494.1,70-79
TEST,20201012,none,no_dose,1970-1979,L2,0,0,0,17142.03,40-49
TEST,20201012,none,no_dose,1950-1959,L2,0,0,0,21386.72,60-69
TEST,20201012,none,no_dose,1980-1989,L2,0,0,0,26439.62,30-39
TEST,20201012,none,no_dose,<1940,L2,0,0,0,30028.15,80+
TEST,20201019,none,no_dose,1960-1969,L2,0,0,0,15975.38,50-59
TEST,20201019,none,no_dose,1990+,L2,0,0,0,13129.64,<30
TEST,20201019,none,no_dose,1940-1949,L2,0,0,0,25503.75,70-79
TEST,20201019,none,no_dose,1970-1979,L2,0,0,0,17161.68,40-49
TEST,20201019,none,no_dose,1950-1959,L2,0,0,0,21430.94,60-69
TEST,20201019,none,no_dose,1980-1989,L2,0,0,0,26460.39,30-39
TEST,20201019,none,no_dose,<1940,L2,0,0,0,30115.41,80+
TEST,20201026,none,no_dose,1960-1969,L2,0,0,0,16009.54,50-59
TEST,20201026,none,no_dose,1990+,L2,0,0,0,13177.15,<30
TEST,20201026,none,no_dose,1940-1949,L2,0,0,0,25556.97,70-79
TEST,20201026,none,no_dose,1970-1979,L2,0,0,0,17179.18,40-49
TEST,20201026,none,no_dose,1950-1959,L2,0,0,0,21458.25,60-69
TEST,20201026,none,no_dose,1980-1989,L2,0,0,0,26549.03,30-39
TEST,20201026,none,no_dose,<1940,L2,0,0,0,30169.35,80+
TEST,20201102,none,no_dose,1960-1969,L2,0,0,0,16038.13,50-59
TEST,20201102,none,no_dose,1990+,L2,0,0,0,13223.7,<30
TEST,20201102,none,no_dose,1940-1949,L2,0,0,0,25620.14,70-79
TEST,20201102,none,no_dose,1970-1979,L2,0,0,0,17260.61,40-49
TEST,20201102,none,no_dose,1950-1959,L2,0,0,0,21478.77,60-69
TEST,20201102,none,no_dose,1980-1989,L2,0,0,0,26585.7,30-39
TEST,20201102,none,no_dose,<1940,L2,0,0,0,30230.27,80+
TEST,20201109,none,no_dose,1960-1969,L2,0,0,0,16091.76,50-59
TEST,20201109,none,no_dose,1990+,L2,0,0,0,13277.13,<30
TEST,20201109,none,no_dose,1940-1949,L2,0,0,0,25668.95,70-79
TEST,20201109,none,no_dose,1970-1979,L2,0,0,0,17311.62,40-49
TEST,20201109,none,no_dose,1950-1959,L2,0,0,0,21523.37,60-69
TEST,20201109,none,no_dose,1980-1989,L2,0,0,0,26596.19,30-39
TEST,20201109,none,no_dose,<1940,L2,0,0,0,30311.88,80+
TEST,20201116,none,no_dose,1960-1969,L2,0,0,0,16126.43,50-59
TEST,20201116,none,no_dose,1990+,L2,0,0,0,13360.07,<30
TEST,20201116,none,no_dose,1940-1949,L2,0,0,0,25713.04,70-79
TEST,20201116,none,no_dose,1970-1979,L2,0,0,0,17340.58,40-49
TEST,20201116,none,no_dose,1950-1959,L2,0,0,0,21533.69,60-69
TEST,20201116,none,no_dose,1980-1989,L2,0,0,0,26701.61,30-39
TEST,20201116,none,no_dose,<1940,L2,1,8228.2,208.32,45844.62,80+
TEST,20201123,none,no_dose,1960-1969,L2,0,0,0,16165.13,50-59
TEST,20201123,none,no_dose,1990+,L2,0,0,0,13393.27,<30
TEST,20201123,none,no_dose,1940-1949,L2,0,0,0,25772.06,70-79
TEST,20201123,none,no_dose,1970-1979,L2,0,0,0,17405.54,40-49
TEST,20201123,none,no_dose,1950-1959,L2,0,0,0,21568.16,60-69
TEST,20201123,none,no_dose,1980-1989,L2,0,0,0,26845.25,30-39
TEST,20201123,none,no_dose,<1940,L2,0,0,0,30442.01,80+
TEST,20201130,none,no_dose,1960-1969,L2,0,0,0,16227.43,50-59
TEST,20201130,none,no_dose,1990+,L2,0,0,0,13409.27,<30
TEST,20201130,none,no_dose,1940-1949,L2,0,0,0,25871.03,70-79
TEST,20201130,none,no_dose,1970-1979,L2,0,0,0,17432.57,40-49
TEST,20201130,none,no_dose,1950-1959,L2,0,0,0,21578.53,60-69
TEST,20201130,none,no_dose,1980-1989,L2,0,0,0,26893.48,30-39
TEST,20201130,none,no_dose,<1940,L2,0,0,0,30504.03,80+
TEST,20201207,none,no_dose,1960-1969,L2,1,4411.76,111.7,24580.78,50-59
TEST,20201207,none,no_dose,1990+,L2,0,0,0,13448.08,<30
TEST,20201207,none,no_dose,1940-1949,L2,0,0,0,25905.85,70-79
TEST,20201207,none,no_dose,1970-1979,L2,0,0,0,17464.2,40-49
TEST,20201207,none,no_dose,1950-1959,L2,1,5858.06,148.31,32639.02,60-69
TEST,20201207,none,no_dose,1980-1989,L2,1,7310.85,185.09,40733.44,30-39
TEST,20201207,none,no_dose,<1940,L2,1,8291.71,209.93,46198.47,80+
TEST,20201214,none,no_dose,1960-1969,L2,1,4420.31,111.91,24628.38,50-59
TEST,20201214,none,no_dose,1990+,L2,0,0,0,13468.24,<30
TEST,20201214,none,no_dose,1940-1949,L2,0,0,0,25920.8,70-79
TEST,20201214,none,no_dose,1970-1979,L2,0,0,0,17505.04,40-49
TEST,20201214,none,no_dose,1950-1959,L2,1,5867.47,148.55,32691.45,60-69
TEST,20201214,none,no_dose,1980-1989,L2,0,0,0,27109.92,30-39
TEST,20201214,none,no_dose,<1940,L2,0,0,0,30740.66,80+
TEST,20201221,none,no_dose,1960-1969,L2,1,4439.65,112.4,24736.15,50-59
TEST,20201221,none,no_dose,1990+,L2,0,0,0,13508.75,<30
TEST,20201221,none,no_dose,1940-1949,L2,0,0,0,25940.76,70-79
TEST,20201221,none,no_dose,1970-1979,L2,0,0,0,17539.22,40-49
TEST,20201221,none,no_dose,1950-1959,L2,0,0,0,21696.67,60-69
TEST,20201221,none,no_dose,1980-1989,L2,0,0,0,27181.02,30-39
TEST,20201221,none,no_dose,<1940,L2,0,0,0,30803.91,80+
TEST,20201228,none,no_dose,1960-1969,L2,1,4451.01,112.69,24799.45,50-59
TEST,20201228,none,no_dose,1990+,L2,0,0,0,13531.82,<30
TEST,20201228,none,no_dose,1940-1949,L2,0,0,0,25965.76,70-79
TEST,20201228,none,no_dose,1970-1979,L2,0,0,0,17546.08,40-49
TEST,20201228,none,no_dose,1950-1959,L2,2,11833.79,1433.13,42747.73,60-69
TEST,20201228,none,no_dose,1980-1989,L2,2,14808.43,1793.37,53493.15,30-39
TEST,20201228,none,no_dose,<1940,L2,0,0,0,30988.11,80+
TEST,20201228,Pfizer,1,1980-1989,L2,0,0,0,134736322.06,30-39
TEST,20201228,Pfizer,1,<1940,L2,0,0,0,67368161.03,80+
TEST,20201228,Pfizer,1,1950-1959,L2,0,0,0,44912107.35,60-69
TEST,20201228,Pfizer,1,1960-1969,L2,0,0,0,134736322.06,50-59
TEST,20210104,none,no_dose,1960-1969,L2,0,0,0,16574.77,50-59
TEST,20210104,none,no_dose,1990+,L2,1,3682.7,93.24,20518.68,<30
TEST,20210104,none,no_dose,1940-1949,L2,0,0,0,26046.07,70-79
TEST,20210104,none,no_dose,1970-1979,L2,0,0,0,17642.57,40-49
TEST,20210104,none,no_dose,1950-1959,L2,0,0,0,22004.95,60-69
TEST,20210104,Pfizer,1,1970-1979,L2,0,0,0,4812011.5,40-49
TEST,20210104,none,no_dose,1980-1989,L2,1,7455.6,188.76,41539.96,30-39
TEST,20210104,none,no_dose,<1940,L2,1,8504.07,215.3,47381.67,80+
TEST,20210104,Pfizer,1,1980-1989,L2,0,0,0,5614013.42,30-39
TEST,20210104,Pfizer,1,1960-1969,L2,0,0,0,3062189.14,50-59
TEST,20210104,Pfizer,1,<1940,L2,0,0,0,3286251.76,80+
TEST,20210104,Pfizer,1,1950-1959,L2,0,0,0,4346332.97,60-69
TEST,20210104,Pfizer,1,1990+,L2,0,0,0,8421020.13,<30
TEST,20210104,Pfizer,1,1940-1949,L2,0,0,0,67368161.03,70-79
TEST,20210111,none,no_dose,1960-1969,L2,3,13637.21,2812.32,39853.72,50-59
TEST,20210111,none,no_dose,1990+,L2,0,0,0,13688.54,<30
TEST,20210111,none,no_dose,1940-1949,L2,0,0,0,26259.27,70-79
TEST,20210111,none,no_dose,1970-1979,L2,0,0,0,17812.84,40-49
TEST,20210111,none,no_dose,1950-1959,L2,0,0,0,22314.73,60-69
TEST,20210111,Pfizer,1,1970-1979,L2,0,0,0,1497070.25,40-49
TEST,20210111,Pfizer,1,1950-1959,L2,0,0,0,1531094.57,60-69
TEST,20210111,none,no_dose,1980-1989,L2,2,15124.22,1831.61,54633.9,30-39
TEST,20210111,none,no_dose,<1940,L2,1,8636.79,218.66,48121.13,80+
TEST,20210111,Pfizer,1,<1940,L2,0,0,0,1548693.36,80+
TEST,20210111,Pfizer,1,1980-1989,L2,0,0,0,1981416.5,30-39
TEST,20210111,Pfizer,1,1960-1969,L2,0,0,0,1113523.32,50-59
TEST,20210111,Pfizer,1,1990+,L2,0,0,0,2495117.08,<30
TEST,20210111,Pfizer,1,1940-1949,L2,0,0,0,5182166.23,70-79
TEST,20210118,none,no_dose,1960-1969,L2,1,4597.81,116.41,25617.36,50-59
TEST,20210118,none,no_dose,1990+,L2,2,7474.68,905.22,27001.1,<30
TEST,20210118,none,no_dose,1940-1949,L2,0,0,0,26331.12,70-79
TEST,20210118,none,no_dose,1970-1979,L2,1,4883.67,123.64,27210.09,40-49
TEST,20210118,none,no_dose,1950-1959,L2,0,0,0,22527.39,60-69
TEST,20210118,Pfizer,1,1970-1979,L2,0,0,0,847398.25,40-49
TEST,20210118,Pfizer,1,1950-1959,L2,0,0,0,1122802.68,60-69
TEST,20210118,none,no_dose,1980-1989,L2,1,7607.79,192.61,42387.89,30-39
TEST,20210118,none,no_dose,<1940,L2,0,0,0,32095.36,80+
TEST,20210118,Pfizer,1,<1940,L2,0,0,0,1418277.07,80+
TEST,20210118,Pfizer,1,1980-1989,L2,0,0,0,1727388.74,30-39
TEST,20210118,Pfizer,1,1960-1969,L2,0,0,0,811664.59,50-59
TEST,20210118,Pfizer,1,1990+,L2,0,0,0,1772846.34,<30
TEST,20210118,Moderna,1,1980-1989,L2,0,0,0,33684080.52,30-39
TEST,20210118,Pfizer,1,1940-1949,L2,0,0,0,3849609.2,70-79
TEST,20210118,Moderna,1,1960-1969,L2,0,0,0,26947264.41,50-59
TEST,20210118,Pfizer,2,1950-1959,L2,0,0,0,134736322.06,60-69
TEST,20210118,Moderna,1,1990+,L2,0,0,0,16842040.26,<30
TEST,20210118,Moderna,1,1950-1959,L2,0,0,0,44912107.35,60-69
TEST,20210118,Pfizer,2,1960-1969,L2,0,0,0,134736322.06,50-59
TEST,20210125,none,no_dose,1960-1969,L2,3,13893.12,2865.09,40601.58,50-59
TEST,20210125,none,no_dose,1990+,L2,0,0,0,13840.4,<30
TEST,20210125,none,no_dose,1940-1949,L2,0,0,0,26367.19,70-79
TEST,20210125,none,no_dose,1970-1979,L2,0,0,0,18061.17,40-49
TEST,20210125,none,no_dose,1950-1959,L2,0,0,0,22599.18,60-69
TEST,20210125,Pfizer,1,1970-1979,L2,0,0,0,916573.62,40-49
TEST,20210125,Pfizer,2,1970-1979,L2,0,0,0,6416015.34,40-49
TEST,20210125,Pfizer,1,1950-1959,L2,0,0,0,1403503.35,60-69
TEST,20210125,none,no_dose,1980-1989,L2,0,0,0,28199.31,30-39
TEST,20210125,none,no_dose,<1940,L2,1,8752.7,221.6,48766.9,80+
TEST,20210125,Pfizer,1,<1940,L2,0,0,0,2105255.03,80+
TEST,20210125,Pfizer,1,1980-1989,L2,0,0,0,2173166.48,30-39
TEST,20210125,Pfizer,2,1980-1989,L2,0,0,0,6124378.28,30-39
TEST,20210125,Pfizer,1,1960-1969,L2,0,0,0,998046.83,50-59
TEST,20210125,Pfizer,2,1960-1969,L2,0,0,0,2749720.86,50-59
TEST,20210125,Pfizer,2,1950-1959,L2,0,0,0,4491210.74,60-69
TEST,20210125,Pfizer,1,1990+,L2,0,0,0,1924804.6,<30
TEST,20210125,Pfizer,2,1990+,L2,0,0,0,19248046.01,<30
TEST,20210125,Pfizer,2,<1940,L2,0,0,0,4990234.15,80+
TEST,20210125,Moderna,1,1980-1989,L2,0,0,0,19248046.01,30-39
TEST,20210125,Pfizer,1,1940-1949,L2,0,0,0,4082918.85,70-79
TEST,20210125,Moderna,1,1960-1969,L2,0,0,0,19248046.01,50-59
TEST,20210125,Moderna,1,1990+,L2,0,0,0,9624023,<30
TEST,20210125,Moderna,1,1950-1959,L2,0,0,0,19248046.01,60-69
TEST,20210125,Pfizer,2,1940-1949,L2,0,0,0,67368161.03,70-79
TEST,20210201,none,no_dose,1960-1969,L2,0,0,0,17168.24,50-59
TEST,20210201,none,no_dose,1990+,L2,0,0,0,13861.76,<30
TEST,20210201,none,no_dose,1940-1949,L2,0,0,0,26403.36,70-79
TEST,20210201,none,no_dose,1970-1979,L2,0,0,0,18117.03,40-49
TEST,20210201,none,no_dose,1950-1959,L2,0,0,0,22679.06,60-69
TEST,20210201,Pfizer,2,1970-1979,L2,0,0,0,1433365.13,40-49
TEST,20210201,Pfizer,1,1950-1959,L2,0,0,0,3286251.76,60-69
TEST,20210201,Pfizer,2,1950-1959,L2,0,0,0,1585133.2,60-69
TEST,20210201,none,no_dose,1980-1989,L2,0,0,0,28228.85,30-39
TEST,20210201,none,no_dose,<1940,L2,2,17598.17,2131.22,63570.64,80+
TEST,20210201,Pfizer,1,<1940,L2,0,0,0,3962833,80+
TEST,20210201,Pfizer,2,<1940,L2,0,0,0,2245605.37,80+
TEST,20210201,Pfizer,1,1970-1979,L2,0,0,0,1663411.38,40-49
TEST,20210201,Pfizer,2,1980-1989,L2,0,0,0,2245605.37,30-39
TEST,20210201,Pfizer,1,1960-1969,L2,0,0,0,1531094.57,50-59
TEST,20210201,Pfizer,2,1960-1969,L2,0,0,0,1236113.05,50-59
TEST,20210201,Pfizer,1,1980-1989,L2,0,0,0,5614013.42,30-39
TEST,20210201,Pfizer,2,1990+,L2,0,0,0,2994140.49,<30
TEST,20210201,Pfizer,1,1990+,L2,0,0,0,3454777.49,<30
TEST,20210201,Moderna,1,1980-1989,L2,0,0,0,19248046.01,30-39
TEST,20210201,Moderna,1,1990+,L2,0,0,0,7925666,<30
TEST,20210201,Pfizer,2,1940-1949,L2,0,0,0,7091385.37,70-79
TEST,20210201,Moderna,1,1960-1969,L2,0,0,0,19248046.01,50-59
TEST,20210201,Moderna,1,1950-1959,L2,0,0,0,19248046.01,60-69
TEST,20210201,Pfizer,1,1940-1949,L2,0,0,0,8421020.13,70-79
TEST,20210208,none,no_dose,1960-1969,L2,3,14058.89,2899.28,41086.05,50-59
TEST,20210208,none,no_dose,1990+,L2,0,0,0,13920.48,<30
TEST,20210208,none,no_dose,1940-1949,L2,1,7187.13,181.96,40044.13,70-79
TEST,20210208,none,no_dose,1970-1979,L2,0,0,0,18247.06,40-49
TEST,20210208,none,no_dose,1950-1959,L2,0,0,0,22813.46,60-69
TEST,20210208,Pfizer,2,1970-1979,L2,0,0,0,880629.56,40-49
TEST,20210208,Pfizer,2,1950-1959,L2,0,0,0,1104396.08,60-69
TEST,20210208,none,no_dose,1980-1989,L2,0,0,0,28341.67,30-39
TEST,20210208,none,no_dose,<1940,L2,1,8878.22,224.78,49466.28,80+
TEST,20210208,Pfizer,2,<1940,L2,0,0,0,1924804.6,80+
TEST,20210208,Pfizer,2,1980-1989,L2,0,0,0,1845703.04,30-39
TEST,20210208,Pfizer,2,1960-1969,L2,0,0,0,942212.04,50-59
TEST,20210208,Pfizer,1,1980-1989,L2,0,0,0,7091385.37,30-39
TEST,20210208,Pfizer,1,1960-1969,L2,0,0,0,1531094.57,50-59
TEST,20210208,Pfizer,1,1970-1979,L2,0,0,0,3742675.61,40-49
TEST,20210208,AstraZeneca,1,1960-1969,L2,0,0,0,26947264.41,50-59
TEST,20210208,Pfizer,2,1990+,L2,0,0,0,1796484.29,<30
TEST,20210208,Pfizer,1,1950-1959,L2,0,0,0,4990234.15,60-69
TEST,20210208,Moderna,1,1980-1989,L2,0,0,0,11228026.84,30-39
TEST,20210208,AstraZeneca,1,1990+,L2,0,0,0,26947264.41,<30
TEST,20210208,AstraZeneca,1,1970-1979,L2,0,0,0,16842040.26,40-49
TEST,20210208,Moderna,1,1990+,L2,0,0,0,6416015.34,<30
TEST,20210208,Pfizer,1,1990+,L2,0,0,0,11228026.84,<30
TEST,20210208,Moderna,1,1950-1959,L2,0,0,0,9624023,60-69
TEST,20210208,Pfizer,1,<1940,L2,0,0,0,4346332.97,80+
TEST,20210208,Pfizer,2,1940-1949,L2,0,0,0,3849609.2,70-79
TEST,20210208,Moderna,1,1960-1969,L2,0,0,0,19248046.01,50-59
TEST,20210208,Moderna,1,1940-1949,L2,0,0,0,22456053.68,70-79
TEST,20210215,none,no_dose,1960-1969,L2,1,4792.68,121.34,26703.09,50-59
TEST,20210215,none,no_dose,1990+,L2,0,0,0,14021.89,<30
