datasource,week,vx_manufacturer,dose,birth_cohort,COVID,Numerator,IR,lb,ub,ageband
TEST,20210118,Pfizer,1,all_birth_cohorts,L1,0,0,0,598828.1,all_birth_cohorts
TEST,20210118,Moderna,1,all_birth_cohorts,L1,0,0,0,11228026.84,all_birth_cohorts
TEST,20210118,Pfizer,2,all_birth_cohorts,L1,0,0,0,134736322.06,all_birth_cohorts
TEST,20210125,none,no_dose,all_birth_cohorts,L1,1,2876.66,72.83,16027.74,all_birth_cohorts
TEST,20210125,Pfizer,1,all_birth_cohorts,L1,0,0,0,774346.68,all_birth_cohorts
TEST,20210125,Pfizer,2,all_birth_cohorts,L1,0,0,0,2363795.12,all_birth_cohorts
TEST,20210125,Moderna,1,all_birth_cohorts,L1,0,0,0,6416015.34,all_birth_cohorts
TEST,20210201,none,no_dose,all_birth_cohorts,L1,2,5776.07,699.51,20865.16,all_birth_cohorts
TEST,20210201,Pfizer,1,all_birth_cohorts,L1,0,0,0,1320944.33,all_birth_cohorts
TEST,20210201,Pfizer,2,all_birth_cohorts,L1,0,0,0,998046.83,all_birth_cohorts
TEST,20210201,Moderna,1,all_birth_cohorts,L1,0,0,0,4812011.5,all_birth_cohorts
TEST,20210208,none,no_dose,all_birth_cohorts,L1,5,14583.17,4735.11,34032.25,all_birth_cohorts
TEST,20210208,Pfizer,2,all_birth_cohorts,L1,0,0,0,680486.48,all_birth_cohorts
TEST,20210208,Pfizer,1,all_birth_cohorts,L1,0,0,0,1897694.68,all_birth_cohorts
TEST,20210208,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,19248046.01,all_birth_cohorts
TEST,20210208,Moderna,1,all_birth_cohorts,L1,0,0,0,4812011.5,all_birth_cohorts
TEST,20210215,none,no_dose,all_birth_cohorts,L1,2,5906.37,715.29,21335.84,all_birth_cohorts
TEST,20210215,Pfizer,2,all_birth_cohorts,L1,0,0,0,641601.53,all_birth_cohorts
TEST,20210215,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,1981416.5,all_birth_cohorts
TEST,20210215,Pfizer,1,all_birth_cohorts,L1,0,0,0,1389034.25,all_birth_cohorts
TEST,20210215,Moderna,1,all_birth_cohorts,L1,0,0,0,7091385.37,all_birth_cohorts
TEST,20210215,Moderna,2,all_birth_cohorts,L1,0,0,0,14970702.45,all_birth_cohorts
TEST,20210222,none,no_dose,all_birth_cohorts,L1,1,2997.29,75.88,16699.84,all_birth_cohorts
TEST,20210222,Pfizer,2,all_birth_cohorts,L1,0,0,0,629608.98,all_birth_cohorts
TEST,20210222,Pfizer,1,all_birth_cohorts,L1,0,0,0,922851.52,all_birth_cohorts
TEST,20210222,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,1308119.63,all_birth_cohorts
TEST,20210222,Moderna,2,all_birth_cohorts,L1,0,0,0,6416015.34,all_birth_cohorts
TEST,20210222,Moderna,1,all_birth_cohorts,L1,0,0,0,7925666,all_birth_cohorts
TEST,20210301,none,no_dose,all_birth_cohorts,L1,2,6075.35,735.75,21946.25,all_birth_cohorts
TEST,20210301,Pfizer,2,all_birth_cohorts,L1,0,0,0,552198.04,all_birth_cohorts
TEST,20210301,Pfizer,1,all_birth_cohorts,L1,0,0,0,783350.71,all_birth_cohorts
TEST,20210301,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,787931.71,all_birth_cohorts
TEST,20210301,Moderna,2,all_birth_cohorts,L1,0,0,0,6416015.34,all_birth_cohorts
TEST,20210301,Moderna,1,all_birth_cohorts,L1,0,0,0,6416015.34,all_birth_cohorts
TEST,20210308,none,no_dose,all_birth_cohorts,L1,1,3096.13,78.39,17250.51,all_birth_cohorts
TEST,20210308,Pfizer,2,all_birth_cohorts,L1,0,0,0,497182,all_birth_cohorts
TEST,20210308,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,638560.77,all_birth_cohorts
TEST,20210308,Pfizer,1,all_birth_cohorts,L1,0,0,0,461425.76,all_birth_cohorts
TEST,20210308,Moderna,2,all_birth_cohorts,L1,0,0,0,6416015.34,all_birth_cohorts
TEST,20210308,Moderna,1,all_birth_cohorts,L1,0,0,0,5614013.42,all_birth_cohorts
TEST,20210315,none,no_dose,all_birth_cohorts,L1,0,0,0,11670.53,all_birth_cohorts
TEST,20210315,Pfizer,2,all_birth_cohorts,L1,0,0,0,429096.57,all_birth_cohorts
TEST,20210315,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,556761.66,all_birth_cohorts
TEST,20210315,Moderna,1,all_birth_cohorts,L1,0,0,0,3641522.22,all_birth_cohorts
TEST,20210315,Pfizer,1,all_birth_cohorts,L1,0,0,0,323108.69,all_birth_cohorts
TEST,20210315,Moderna,2,all_birth_cohorts,L1,0,0,0,5858100.96,all_birth_cohorts
TEST,20210322,none,no_dose,all_birth_cohorts,L1,0,0,0,11883.61,all_birth_cohorts
TEST,20210322,Pfizer,1,all_birth_cohorts,L1,0,0,0,299414.05,all_birth_cohorts
TEST,20210322,Pfizer,2,all_birth_cohorts,L1,0,0,0,370154.73,all_birth_cohorts
TEST,20210322,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,455190.28,all_birth_cohorts
TEST,20210322,Moderna,1,all_birth_cohorts,L1,0,0,0,2105255.03,all_birth_cohorts
TEST,20210322,Moderna,2,all_birth_cohorts,L1,0,0,0,3849609.2,all_birth_cohorts
TEST,20210329,none,no_dose,all_birth_cohorts,L1,0,0,0,12269.95,all_birth_cohorts
TEST,20210329,Pfizer,1,all_birth_cohorts,L1,0,0,0,294827.84,all_birth_cohorts
TEST,20210329,Pfizer,2,all_birth_cohorts,L1,0,0,0,274972.09,all_birth_cohorts
TEST,20210329,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,338533.47,all_birth_cohorts
TEST,20210329,Moderna,1,all_birth_cohorts,L1,0,0,0,983476.8,all_birth_cohorts
TEST,20210329,Moderna,2,all_birth_cohorts,L1,0,0,0,3849609.2,all_birth_cohorts
TEST,20210405,none,no_dose,all_birth_cohorts,L1,1,3493.88,88.46,19466.64,all_birth_cohorts
TEST,20210405,Pfizer,1,all_birth_cohorts,L1,0,0,0,253740.72,all_birth_cohorts
TEST,20210405,Pfizer,2,all_birth_cohorts,L1,0,0,0,218373.29,all_birth_cohorts
TEST,20210405,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,222337.17,all_birth_cohorts
TEST,20210405,Moderna,1,all_birth_cohorts,L1,0,0,0,736264.05,all_birth_cohorts
TEST,20210405,Moderna,2,all_birth_cohorts,L1,0,0,0,3641522.22,all_birth_cohorts
TEST,20210412,none,no_dose,all_birth_cohorts,L1,1,3657.99,92.61,20381,all_birth_cohorts
TEST,20210412,Pfizer,1,all_birth_cohorts,L1,0,0,0,175666.65,all_birth_cohorts
TEST,20210412,Pfizer,2,all_birth_cohorts,L1,0,0,0,197271.34,all_birth_cohorts
TEST,20210412,AstraZeneca,1,all_birth_cohorts,L1,0,0,0,189769.47,all_birth_cohorts
TEST,20210412,Moderna,1,all_birth_cohorts,L1,0,0,0,680486.48,all_birth_cohorts
TEST,20210412,Moderna,2,all_birth_cohorts,L1,0,0,0,2641888.67,all_birth_cohorts
TEST,20200106,none,no_dose,<1960,L1,0,0,0,24772.26,60+
TEST,20200113,none,no_dose,<1960,L1,0,0,0,24863.69,60+
TEST,20200120,none,no_dose,<1960,L1,0,0,0,24900.45,60+
TEST,20200127,none,no_dose,<1960,L1,0,0,0,24909.65,60+
TEST,20200203,none,no_dose,<1960,L1,0,0,0,24932.7,60+
TEST,20200210,none,no_dose,<1960,L1,0,0,0,25002.1,60+
TEST,20200217,none,no_dose,<1960,L1,0,0,0,25081.22,60+
TEST,20200224,none,no_dose,<1960,L1,0,0,0,25132.68,60+
TEST,20200302,none,no_dose,<1960,L1,0,0,0,25198.49,60+
TEST,20200309,none,no_dose,<1960,L1,0,0,0,25269.38,60+
TEST,20200316,none,no_dose,<1960,L1,0,0,0,25293.1,60+
TEST,20200323,none,no_dose,<1960,L1,0,0,0,25316.86,60+
TEST,20200330,none,no_dose,<1960,L1,0,0,0,25369.29,60+
TEST,20200406,none,no_dose,<1960,L1,0,0,0,25465.19,60+
TEST,20200413,none,no_dose,<1960,L1,0,0,0,25513.41,60+
TEST,20200420,none,no_dose,<1960,L1,1,6950.52,175.97,38725.84,60+
TEST,20200427,none,no_dose,<1960,L1,1,6973.08,176.54,38851.52,60+
TEST,20200504,none,no_dose,<1960,L1,0,0,0,25732.68,60+
TEST,20200511,none,no_dose,<1960,L1,0,0,0,25796.73,60+
TEST,20200518,none,no_dose,<1960,L1,0,0,0,25915.81,60+
TEST,20200525,none,no_dose,<1960,L1,1,7038.93,178.21,39218.4,60+
TEST,20200601,none,no_dose,<1960,L1,0,0,0,26071.27,60+
TEST,20200608,none,no_dose,<1960,L1,0,0,0,26116.75,60+
TEST,20200615,none,no_dose,<1960,L1,0,0,0,26147.16,60+
TEST,20200622,none,no_dose,<1960,L1,0,0,0,26228.6,60+
TEST,20200629,none,no_dose,<1960,L1,0,0,0,26279.76,60+
TEST,20200706,none,no_dose,<1960,L1,0,0,0,26315.69,60+
TEST,20200713,none,no_dose,<1960,L1,0,0,0,26367.19,60+
TEST,20200720,none,no_dose,<1960,L1,0,0,0,26465.59,60+
TEST,20200727,none,no_dose,<1960,L1,0,0,0,26481.2,60+
TEST,20200803,none,no_dose,<1960,L1,0,0,0,26512.46,60+
TEST,20200810,none,no_dose,<1960,L1,0,0,0,26569.97,60+
TEST,20200817,none,no_dose,<1960,L1,0,0,0,26701.61,60+
TEST,20200824,none,no_dose,<1960,L1,0,0,0,26802.53,60+
TEST,20200831,none,no_dose,<1960,L1,0,0,0,26920.34,60+
TEST,20200907,none,no_dose,<1960,L1,0,0,0,27022.93,60+
TEST,20200914,none,no_dose,<1960,L1,0,0,0,27077.24,60+
TEST,20200921,none,no_dose,<1960,L1,1,7372.83,186.66,41078.78,60+
TEST,20200928,none,no_dose,<1960,L1,0,0,0,27274.56,60+
TEST,20201005,none,no_dose,<1960,L1,0,0,0,27340.97,60+
TEST,20201012,none,no_dose,<1960,L1,0,0,0,27379.87,60+
TEST,20201019,none,no_dose,<1960,L1,0,0,0,27418.87,60+
TEST,20201026,none,no_dose,<1960,L1,1,7455.6,188.76,41539.96,60+
TEST,20201102,none,no_dose,<1960,L1,0,0,0,27564.71,60+
TEST,20201109,none,no_dose,<1960,L1,0,0,0,27643.89,60+
TEST,20201116,none,no_dose,<1960,L1,0,0,0,27672.28,60+
TEST,20201123,none,no_dose,<1960,L1,0,0,0,27774.96,60+
TEST,20201130,none,no_dose,<1960,L1,0,0,0,27889.94,60+
TEST,20201207,none,no_dose,<1960,L1,1,7622.08,192.97,42467.5,60+
TEST,20201214,none,no_dose,<1960,L1,0,0,0,28199.31,60+
TEST,20201221,none,no_dose,<1960,L1,1,7660.44,193.95,42681.27,60+
TEST,20201228,none,no_dose,<1960,L1,1,7721.99,195.5,43024.16,60+
TEST,20201228,Pfizer,1,<1960,L1,0,0,0,44912107.35,60+
TEST,20210104,none,no_dose,<1960,L1,0,0,0,28851.46,60+
TEST,20210104,Pfizer,1,<1960,L1,0,0,0,4491210.74,60+
TEST,20210111,none,no_dose,<1960,L1,3,23784.46,4904.93,69508.28,60+
TEST,20210111,Pfizer,1,<1960,L1,0,0,0,1924804.6,60+
TEST,20210118,none,no_dose,<1960,L1,0,0,0,29495.69,60+
TEST,20210118,Pfizer,1,<1960,L1,0,0,0,1604003.83,60+
TEST,20210118,Pfizer,2,<1960,L1,0,0,0,134736322.06,60+
TEST,20210118,Moderna,1,<1960,L1,0,0,0,44912107.35,60+
TEST,20210125,none,no_dose,<1960,L1,0,0,0,29566.89,60+
TEST,20210125,Pfizer,1,<1960,L1,0,0,0,2105255.03,60+
TEST,20210125,Pfizer,2,<1960,L1,0,0,0,6736816.1,60+
TEST,20210125,Moderna,1,<1960,L1,0,0,0,19248046.01,60+
TEST,20210201,none,no_dose,<1960,L1,1,8027.47,203.24,44726.21,60+
TEST,20210201,Pfizer,1,<1960,L1,0,0,0,3849609.2,60+
TEST,20210201,Pfizer,2,<1960,L1,0,0,0,2749720.86,60+
TEST,20210201,Moderna,1,<1960,L1,0,0,0,19248046.01,60+
TEST,20210208,none,no_dose,<1960,L1,1,8104.06,205.18,45152.93,60+
TEST,20210208,Pfizer,2,<1960,L1,0,0,0,1845703.04,60+
TEST,20210208,Pfizer,1,<1960,L1,0,0,0,5389452.88,60+
TEST,20210208,Moderna,1,<1960,L1,0,0,0,19248046.01,60+
TEST,20210215,none,no_dose,<1960,L1,1,8147.45,206.28,45394.66,60+
TEST,20210215,Pfizer,2,<1960,L1,0,0,0,1749822.36,60+
TEST,20210215,Pfizer,1,<1960,L1,0,0,0,4210510.06,60+
TEST,20210215,Moderna,1,<1960,L1,0,0,0,33684080.52,60+
TEST,20210215,Moderna,2,<1960,L1,0,0,0,44912107.35,60+
TEST,20210222,none,no_dose,<1960,L1,0,0,0,30407.66,60+
TEST,20210222,Pfizer,1,<1960,L1,0,0,0,2694726.44,60+
TEST,20210222,Pfizer,2,<1960,L1,0,0,0,1727388.74,60+
TEST,20210222,Moderna,1,<1960,L1,0,0,0,26947264.41,60+
TEST,20210222,Moderna,2,<1960,L1,0,0,0,19248046.01,60+
TEST,20210301,none,no_dose,<1960,L1,0,0,0,30768.74,60+
TEST,20210301,Pfizer,1,<1960,L1,0,0,0,1981416.5,60+
TEST,20210301,Pfizer,2,<1960,L1,0,0,0,1403503.35,60+
TEST,20210301,Moderna,1,<1960,L1,0,0,0,19248046.01,60+
TEST,20210301,Moderna,2,<1960,L1,0,0,0,19248046.01,60+
TEST,20210308,none,no_dose,<1960,L1,0,0,0,31845.03,60+
TEST,20210308,Pfizer,1,<1960,L1,0,0,0,683940.72,60+
TEST,20210308,Pfizer,2,<1960,L1,0,0,0,1320944.33,60+
TEST,20210308,Moderna,1,<1960,L1,0,0,0,19248046.01,60+
TEST,20210308,Moderna,2,<1960,L1,0,0,0,19248046.01,60+
TEST,20210308,AstraZeneca,1,<1960,L1,0,0,0,134736322.06,60+
TEST,20210315,none,no_dose,<1960,L1,0,0,0,33483.18,60+
TEST,20210315,AstraZeneca,1,<1960,L1,0,0,0,7485351.23,60+
TEST,20210315,Pfizer,1,<1960,L1,0,0,0,392817.27,60+
TEST,20210315,Pfizer,2,<1960,L1,0,0,0,1171620.19,60+
TEST,20210315,Moderna,1,<1960,L1,0,0,0,10364332.47,60+
TEST,20210315,Moderna,2,<1960,L1,0,0,0,16842040.26,60+
TEST,20210322,none,no_dose,<1960,L1,0,0,0,34932.93,60+
TEST,20210322,Pfizer,1,<1960,L1,0,0,0,361223.38,60+
TEST,20210322,AstraZeneca,1,<1960,L1,0,0,0,1871337.81,60+
TEST,20210322,Moderna,1,<1960,L1,0,0,0,4646080.07,60+
TEST,20210322,Pfizer,2,<1960,L1,0,0,0,874911.18,60+
TEST,20210322,Moderna,2,<1960,L1,0,0,0,9624023,60+
TEST,20210329,none,no_dose,<1960,L1,0,0,0,38201.4,60+
TEST,20210329,Pfizer,1,<1960,L1,0,0,0,350875.84,60+
TEST,20210329,AstraZeneca,1,<1960,L1,0,0,0,802001.92,60+
TEST,20210329,Moderna,1,<1960,L1,0,0,0,1403503.35,60+
TEST,20210329,Pfizer,2,<1960,L1,0,0,0,479488.69,60+
TEST,20210329,Moderna,2,<1960,L1,0,0,0,9624023,60+
TEST,20210405,none,no_dose,<1960,L1,1,11928.48,302,66461.23,60+
TEST,20210405,Pfizer,1,<1960,L1,0,0,0,288514.61,60+
TEST,20210405,Pfizer,2,<1960,L1,0,0,0,332682.28,60+
TEST,20210405,AstraZeneca,1,<1960,L1,0,0,0,374267.56,60+
TEST,20210405,Moderna,1,<1960,L1,0,0,0,1122802.68,60+
TEST,20210405,Moderna,2,<1960,L1,0,0,0,8421020.13,60+
TEST,20210412,none,no_dose,<1960,L1,0,0,0,51017.16,60+
TEST,20210412,Pfizer,1,<1960,L1,0,0,0,192480.46,60+
TEST,20210412,Pfizer,2,<1960,L1,0,0,0,289133.74,60+
TEST,20210412,AstraZeneca,1,<1960,L1,0,0,0,298750.16,60+
TEST,20210412,Moderna,1,<1960,L1,0,0,0,1028521.54,60+
TEST,20210412,Moderna,2,<1960,L1,0,0,0,5858100.96,60+
TEST,20200106,none,no_dose,1960-1969,L2,0,0,0,52203.15,50-59
TEST,20200106,none,no_dose,1970-1979,L2,0,0,0,58734.23,40-49
TEST,20200106,none,no_dose,1940-1949,L2,0,0,0,80200.19,70-79
TEST,20200106,none,no_dose,1980-1989,L2,0,0,0,90366.41,30-39
TEST,20200106,none,no_dose,1990+,L2,0,0,0,44146.89,<30
TEST,20200106,none,no_dose,<1940,L2,0,0,0,85546.87,80+
TEST,20200106,none,no_dose,1950-1959,L2,0,0,0,61692.46,60-69
TEST,20200113,none,no_dose,1960-1969,L2,0,0,0,52304.47,50-59
TEST,20200113,none,no_dose,1970-1979,L2,0,0,0,58965.57,40-49
TEST,20200113,none,no_dose,1940-1949,L2,0,0,0,80295.78,70-79
TEST,20200113,none,no_dose,1980-1989,L2,0,0,0,90366.41,30-39
TEST,20200113,none,no_dose,1990+,L2,0,0,0,44161.36,<30
TEST,20200113,none,no_dose,<1940,L2,0,0,0,86535.85,80+
TEST,20200113,none,no_dose,1950-1959,L2,0,0,0,61692.46,60-69
TEST,20200120,none,no_dose,1960-1969,L2,0,0,0,52304.47,50-59
TEST,20200120,none,no_dose,1970-1979,L2,0,0,0,59043.09,40-49
TEST,20200120,none,no_dose,1940-1949,L2,0,0,0,80535.76,70-79
TEST,20200120,none,no_dose,1980-1989,L2,0,0,0,90670.47,30-39
TEST,20200120,none,no_dose,1990+,L2,0,0,0,44306.58,<30
TEST,20200120,none,no_dose,<1940,L2,0,0,0,86702.91,80+
TEST,20200120,none,no_dose,1950-1959,L2,0,0,0,61692.46,60-69
TEST,20200127,none,no_dose,1960-1969,L2,0,0,0,52304.47,50-59
TEST,20200127,none,no_dose,1970-1979,L2,0,0,0,59043.09,40-49
TEST,20200127,none,no_dose,1940-1949,L2,0,0,0,80535.76,70-79
TEST,20200127,none,no_dose,1980-1989,L2,0,0,0,90792.67,30-39
TEST,20200127,none,no_dose,1990+,L2,0,0,0,44350.34,<30
TEST,20200127,none,no_dose,<1940,L2,0,0,0,86814.64,80+
TEST,20200127,none,no_dose,1950-1959,L2,0,0,0,61692.46,60-69
TEST,20200203,none,no_dose,1960-1969,L2,0,0,0,52304.47,50-59
TEST,20200203,none,no_dose,1970-1979,L2,0,0,0,59120.81,40-49
TEST,20200203,none,no_dose,1940-1949,L2,0,0,0,80535.76,70-79
TEST,20200203,none,no_dose,1980-1989,L2,0,0,0,91161.25,30-39
TEST,20200203,none,no_dose,1990+,L2,0,0,0,44350.34,<30
TEST,20200203,none,no_dose,<1940,L2,0,0,0,87095.23,80+
TEST,20200203,none,no_dose,1950-1959,L2,0,0,0,61692.46,60-69
TEST,20200210,none,no_dose,1960-1969,L2,0,0,0,52446.99,50-59
TEST,20200210,none,no_dose,1970-1979,L2,0,0,0,59224.76,40-49
TEST,20200210,none,no_dose,1940-1949,L2,0,0,0,80825.63,70-79
TEST,20200210,none,no_dose,1980-1989,L2,0,0,0,91346.66,30-39
TEST,20200210,none,no_dose,1990+,L2,0,0,0,44350.34,<30
TEST,20200210,none,no_dose,<1940,L2,0,0,0,87095.23,80+
TEST,20200210,none,no_dose,1950-1959,L2,0,0,0,61947.73,60-69
TEST,20200217,none,no_dose,1960-1969,L2,0,0,0,52549.27,50-59
TEST,20200217,none,no_dose,1970-1979,L2,0,0,0,59224.76,40-49
TEST,20200217,none,no_dose,1940-1949,L2,0,0,0,80874.14,70-79
TEST,20200217,none,no_dose,1980-1989,L2,0,0,0,91657.36,30-39
TEST,20200217,none,no_dose,1990+,L2,0,0,0,44350.34,<30
TEST,20200217,none,no_dose,<1940,L2,0,0,0,87321.01,80+
TEST,20200217,none,no_dose,1950-1959,L2,0,0,0,62291.41,60-69
TEST,20200224,none,no_dose,1960-1969,L2,0,0,0,52590.29,50-59
TEST,20200224,none,no_dose,1970-1979,L2,0,0,0,59224.76,40-49
TEST,20200224,none,no_dose,1940-1949,L2,0,0,0,80874.14,70-79
TEST,20200224,none,no_dose,1980-1989,L2,0,0,0,91657.36,30-39
TEST,20200224,none,no_dose,1990+,L2,0,0,0,44350.34,<30
TEST,20200224,none,no_dose,<1940,L2,0,0,0,87947.99,80+
TEST,20200224,none,no_dose,1950-1959,L2,0,0,0,62291.41,60-69
TEST,20200302,none,no_dose,1960-1969,L2,0,0,0,52672.53,50-59
TEST,20200302,none,no_dose,1970-1979,L2,0,0,0,59276.87,40-49
TEST,20200302,none,no_dose,1940-1949,L2,0,0,0,81068.79,70-79
TEST,20200302,none,no_dose,1980-1989,L2,0,0,0,91657.36,30-39
TEST,20200302,none,no_dose,1990+,L2,0,0,0,44555.66,<30
TEST,20200302,none,no_dose,<1940,L2,0,0,0,88293.79,80+
TEST,20200302,none,no_dose,1950-1959,L2,0,0,0,62406.82,60-69
TEST,20200309,none,no_dose,1960-1969,L2,0,0,0,52858.5,50-59
TEST,20200309,none,no_dose,1970-1979,L2,0,0,0,59433.75,40-49
TEST,20200309,none,no_dose,1940-1949,L2,0,0,0,81559.52,70-79
TEST,20200309,none,no_dose,1980-1989,L2,0,0,0,91782.24,30-39
TEST,20200309,none,no_dose,1990+,L2,0,0,0,44659.04,<30
TEST,20200309,none,no_dose,<1940,L2,0,0,0,88409.66,80+
TEST,20200309,none,no_dose,1950-1959,L2,0,0,0,62493.66,60-69
TEST,20200316,none,no_dose,1960-1969,L2,0,0,0,52879.25,50-59
TEST,20200316,none,no_dose,1970-1979,L2,0,0,0,59591.47,40-49
TEST,20200316,none,no_dose,1940-1949,L2,0,0,0,81559.52,70-79
TEST,20200316,none,no_dose,1980-1989,L2,0,0,0,92095.91,30-39
TEST,20200316,none,no_dose,1990+,L2,0,0,0,44718.33,<30
TEST,20200316,none,no_dose,<1940,L2,0,0,0,88700.67,80+
TEST,20200316,none,no_dose,1950-1959,L2,0,0,0,62493.66,60-69
TEST,20200323,none,no_dose,1960-1969,L2,0,0,0,52879.25,50-59
TEST,20200323,none,no_dose,1970-1979,L2,0,0,0,59591.47,40-49
TEST,20200323,none,no_dose,1940-1949,L2,0,0,0,81807.12,70-79
TEST,20200323,none,no_dose,1980-1989,L2,0,0,0,92095.91,30-39
TEST,20200323,none,no_dose,1990+,L2,0,0,0,44762.9,<30
TEST,20200323,none,no_dose,<1940,L2,0,0,0,88700.67,80+
TEST,20200323,none,no_dose,1950-1959,L2,0,0,0,62493.66,60-69
TEST,20200330,none,no_dose,1960-1969,L2,0,0,0,52879.25,50-59
TEST,20200330,none,no_dose,1970-1979,L2,0,0,0,59591.47,40-49
TEST,20200330,none,no_dose,1940-1949,L2,0,0,0,82357.17,70-79
TEST,20200330,none,no_dose,1980-1989,L2,0,0,0,92095.91,30-39
TEST,20200330,none,no_dose,1990+,L2,0,0,0,44762.9,<30
TEST,20200330,none,no_dose,<1940,L2,0,0,0,88700.67,80+
TEST,20200330,none,no_dose,1950-1959,L2,0,0,0,62493.66,60-69
TEST,20200406,none,no_dose,1960-1969,L2,0,0,0,52879.25,50-59
TEST,20200406,none,no_dose,1970-1979,L2,0,0,0,59591.47,40-49
TEST,20200406,none,no_dose,1940-1949,L2,0,0,0,82965.72,70-79
TEST,20200406,none,no_dose,1980-1989,L2,0,0,0,92095.91,30-39
TEST,20200406,none,no_dose,1990+,L2,0,0,0,44762.9,<30
TEST,20200406,none,no_dose,<1940,L2,0,0,0,89170.3,80+
TEST,20200406,none,no_dose,1950-1959,L2,0,0,0,62493.66,60-69
TEST,20200413,none,no_dose,1960-1969,L2,0,0,0,52879.25,50-59
TEST,20200413,none,no_dose,1970-1979,L2,0,0,0,59591.47,40-49
TEST,20200413,none,no_dose,1940-1949,L2,0,0,0,82965.72,70-79
TEST,20200413,none,no_dose,1980-1989,L2,0,0,0,92285.15,30-39
TEST,20200413,none,no_dose,1990+,L2,0,0,0,44762.9,<30
TEST,20200413,none,no_dose,<1940,L2,0,0,0,89525.8,80+
TEST,20200413,none,no_dose,1950-1959,L2,0,0,0,62609.82,60-69
TEST,20200420,none,no_dose,1960-1969,L2,0,0,0,52879.25,50-59
TEST,20200420,none,no_dose,1970-1979,L2,0,0,0,59776.54,40-49
TEST,20200420,none,no_dose,1940-1949,L2,1,22532.39,570.47,125542.43,70-79
TEST,20200420,none,no_dose,1980-1989,L2,0,0,0,92538.68,30-39
TEST,20200420,none,no_dose,1990+,L2,0,0,0,45077.39,<30
TEST,20200420,none,no_dose,<1940,L2,0,0,0,89944.14,80+
TEST,20200420,none,no_dose,1950-1959,L2,0,0,0,63078.8,60-69
TEST,20200427,none,no_dose,1960-1969,L2,0,0,0,52879.25,50-59
TEST,20200427,none,no_dose,1970-1979,L2,0,0,0,59962.76,40-49
TEST,20200427,none,no_dose,1940-1949,L2,1,22658.19,573.66,126243.35,70-79
TEST,20200427,none,no_dose,1980-1989,L2,0,0,0,92538.68,30-39
TEST,20200427,none,no_dose,1990+,L2,0,0,0,45289.52,<30
TEST,20200427,none,no_dose,<1940,L2,0,0,0,90366.41,80+
TEST,20200427,none,no_dose,1950-1959,L2,0,0,0,63108.35,60-69
TEST,20200504,none,no_dose,1960-1969,L2,0,0,0,52920.79,50-59
TEST,20200504,none,no_dose,1970-1979,L2,0,0,0,59962.76,40-49
TEST,20200504,none,no_dose,1940-1949,L2,0,0,0,83687.16,70-79
TEST,20200504,none,no_dose,1980-1989,L2,0,0,0,92665.97,30-39
TEST,20200504,none,no_dose,1990+,L2,0,0,0,45289.52,<30
TEST,20200504,none,no_dose,<1940,L2,0,0,0,90366.41,80+
TEST,20200504,none,no_dose,1950-1959,L2,0,0,0,63108.35,60-69
TEST,20200511,none,no_dose,1960-1969,L2,0,0,0,53129.46,50-59
TEST,20200511,none,no_dose,1970-1979,L2,0,0,0,60203.9,40-49
TEST,20200511,none,no_dose,1940-1949,L2,0,0,0,83687.16,70-79
TEST,20200511,none,no_dose,1980-1989,L2,0,0,0,92985.73,30-39
TEST,20200511,none,no_dose,1990+,L2,0,0,0,45289.52,<30
TEST,20200511,none,no_dose,<1940,L2,0,0,0,90853.89,80+
TEST,20200511,none,no_dose,1950-1959,L2,0,0,0,63256.49,60-69
TEST,20200518,none,no_dose,1960-1969,L2,0,0,0,53171.4,50-59
TEST,20200518,none,no_dose,1970-1979,L2,0,0,0,60528.45,40-49
TEST,20200518,none,no_dose,1940-1949,L2,0,0,0,83687.16,70-79
TEST,20200518,none,no_dose,1980-1989,L2,0,0,0,92985.73,30-39
TEST,20200518,none,no_dose,1990+,L2,0,0,0,45289.52,<30
TEST,20200518,none,no_dose,<1940,L2,0,0,0,91657.36,80+
TEST,20200518,none,no_dose,1950-1959,L2,0,0,0,63584.86,60-69
TEST,20200525,none,no_dose,1960-1969,L2,0,0,0,53171.4,50-59
TEST,20200525,none,no_dose,1970-1979,L2,1,16474.97,417.11,91792.64,40-49
TEST,20200525,none,no_dose,1940-1949,L2,0,0,0,83687.16,70-79
TEST,20200525,none,no_dose,1980-1989,L2,0,0,0,92985.73,30-39
TEST,20200525,none,no_dose,1990+,L2,0,0,0,45304.75,<30
TEST,20200525,none,no_dose,<1940,L2,0,0,0,91657.36,80+
TEST,20200525,none,no_dose,1950-1959,L2,1,17318.63,438.47,96493.26,60-69
TEST,20200601,none,no_dose,1960-1969,L2,0,0,0,53171.4,50-59
TEST,20200601,none,no_dose,1970-1979,L2,0,0,0,61104.91,40-49
TEST,20200601,none,no_dose,1940-1949,L2,0,0,0,83843.39,70-79
TEST,20200601,none,no_dose,1980-1989,L2,0,0,0,92985.73,30-39
