datasource,week_since_vaccination,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,9,AstraZeneca,1,70-79,L2,0,0,0,77345.76
TEST,0,none,no_dose,0-4,L2,0,0,0,3570.69
TEST,4,Pfizer,1,50-59,L2,0,0,0,101611.1
TEST,5,Pfizer,1,50-59,L2,0,0,0,137066.45
TEST,6,Pfizer,1,50-59,L2,0,0,0,254700.04
TEST,0,none,no_dose,40-49,L2,2,173.76,21.04,627.68
TEST,1,Pfizer,1,40-49,L2,0,0,0,58811.14
TEST,2,Pfizer,1,40-49,L2,0,0,0,68083.03
TEST,3,Pfizer,1,40-49,L2,0,0,0,83739.17
TEST,4,Pfizer,1,40-49,L2,0,0,0,169693.1
TEST,5,Pfizer,1,40-49,L2,0,0,0,412037.68
TEST,6,Pfizer,1,40-49,L2,0,0,0,638560.77
TEST,1,Pfizer,1,70-79,L2,0,0,0,61692.46
TEST,2,Pfizer,1,70-79,L2,0,0,0,62004.75
TEST,3,Pfizer,1,70-79,L2,0,0,0,66767.26
TEST,1,Pfizer,2,50-59,L2,0,0,0,217316.65
TEST,0,none,no_dose,25-29,L2,0,0,0,1107.3
TEST,1,AstraZeneca,1,25-29,L2,0,0,0,1069335.89
TEST,2,AstraZeneca,1,25-29,L2,0,0,0,1069335.89
TEST,3,AstraZeneca,1,25-29,L2,0,0,0,1069335.89
TEST,4,AstraZeneca,1,25-29,L2,0,0,0,1069335.89
TEST,5,AstraZeneca,1,25-29,L2,0,0,0,1069335.89
TEST,6,AstraZeneca,1,25-29,L2,0,0,0,1113523.32
TEST,7,AstraZeneca,1,25-29,L2,0,0,0,1132238
TEST,8,AstraZeneca,1,25-29,L2,0,0,0,1161520.02
TEST,9,AstraZeneca,1,25-29,L2,0,0,0,1203002.88
TEST,10,AstraZeneca,1,25-29,L2,0,0,0,1247558.54
TEST,11,AstraZeneca,1,25-29,L2,0,0,0,1283203.07
TEST,12,AstraZeneca,1,25-29,L2,0,0,0,1604003.83
TEST,10,AstraZeneca,1,70-79,L2,0,0,0,87833.33
TEST,11,AstraZeneca,1,70-79,L2,0,0,0,94419.29
TEST,12,AstraZeneca,1,70-79,L2,0,0,0,112373.91
TEST,1,AstraZeneca,2,70-79,L2,0,0,0,162921.79
TEST,0,none,no_dose,60-69,L2,4,431.54,117.58,1104.92
TEST,1,Pfizer,1,60-69,L2,0,0,0,47542.81
TEST,2,Pfizer,1,60-69,L2,0,0,0,47660.53
TEST,3,Pfizer,1,60-69,L2,0,0,0,50671.8
TEST,1,Pfizer,2,40-49,L2,0,0,0,218019.94
TEST,2,Pfizer,2,40-49,L2,0,0,0,248133.19
TEST,3,Pfizer,2,40-49,L2,0,0,0,256640.61
TEST,4,Pfizer,2,40-49,L2,0,0,0,256152.7
TEST,5,Pfizer,2,40-49,L2,0,0,0,265228.98
TEST,6,Pfizer,2,40-49,L2,0,0,0,289755.53
TEST,7,Pfizer,2,40-49,L2,0,0,0,323108.69
TEST,8,Pfizer,2,40-49,L2,0,0,0,349964.47
TEST,9,Pfizer,2,40-49,L2,0,0,0,374267.56
TEST,10,Pfizer,2,40-49,L2,0,0,0,377412.67
TEST,11,Pfizer,2,40-49,L2,0,0,0,377412.67
TEST,12,Pfizer,2,40-49,L2,0,0,0,381689.3
TEST,13,Pfizer,2,40-49,L2,0,0,0,401000.96
TEST,14,Pfizer,2,40-49,L2,0,0,0,403402.16
TEST,15,Pfizer,2,40-49,L2,0,0,0,426380.77
TEST,16,Pfizer,2,40-49,L2,0,0,0,486412.72
TEST,17,Pfizer,2,40-49,L2,0,0,0,701751.68
TEST,18,Pfizer,2,40-49,L2,0,0,0,826603.2
TEST,19,Pfizer,2,40-49,L2,0,0,0,836871.57
TEST,20,Pfizer,2,40-49,L2,0,0,0,847398.25
TEST,21,Pfizer,2,40-49,L2,0,0,0,1077890.58
TEST,22,Pfizer,2,40-49,L2,0,0,0,2641888.67
TEST,4,Pfizer,1,60-69,L2,0,0,0,81068.79
TEST,1,Pfizer,2,60-69,L2,0,0,0,137206.03
TEST,2,Pfizer,2,60-69,L2,0,0,0,166546.75
TEST,3,Pfizer,2,60-69,L2,0,0,0,170336.69
TEST,4,Pfizer,2,60-69,L2,0,0,0,171857.55
TEST,5,Pfizer,2,60-69,L2,0,0,0,208570.16
TEST,6,Pfizer,2,60-69,L2,0,0,0,291007.18
TEST,7,Pfizer,2,60-69,L2,0,0,0,374267.56
TEST,8,Pfizer,2,60-69,L2,0,0,0,518216.62
TEST,9,Pfizer,2,60-69,L2,0,0,0,561401.34
TEST,10,Pfizer,2,60-69,L2,0,0,0,570916.62
TEST,11,Pfizer,2,60-69,L2,0,0,0,596178.42
TEST,12,Pfizer,2,60-69,L2,0,0,0,601501.44
TEST,13,Pfizer,2,60-69,L2,0,0,0,601501.44
TEST,14,Pfizer,2,60-69,L2,0,0,0,601501.44
TEST,15,Pfizer,2,60-69,L2,0,0,0,604198.75
TEST,16,Pfizer,2,60-69,L2,0,0,0,654059.82
TEST,17,Pfizer,2,60-69,L2,0,0,0,787931.71
TEST,18,Pfizer,2,60-69,L2,0,0,0,1069335.89
TEST,19,Pfizer,2,60-69,L2,0,0,0,1132238
TEST,20,Pfizer,2,60-69,L2,0,0,0,1132238
TEST,21,Pfizer,2,60-69,L2,0,0,0,1334022.99
TEST,0,none,no_dose,30-39,L2,4,536.23,146.11,1372.97
TEST,1,Moderna,1,30-39,L2,0,0,0,266277.32
TEST,0,none,no_dose,80+,L2,3,447.44,92.27,1307.6
TEST,1,Pfizer,1,80+,L2,0,0,0,37046.01
TEST,2,Pfizer,1,80+,L2,0,0,0,37219.98
TEST,3,Pfizer,1,80+,L2,0,0,0,41078.15
TEST,1,Pfizer,2,80+,L2,0,0,0,43407.32
TEST,2,Pfizer,2,80+,L2,0,0,0,43449.31
TEST,3,Pfizer,2,80+,L2,0,0,0,43491.39
TEST,4,Pfizer,2,80+,L2,0,0,0,43547.62
TEST,5,Pfizer,2,80+,L2,0,0,0,43533.55
TEST,6,Pfizer,2,80+,L2,0,0,0,43759.77
TEST,7,Pfizer,2,80+,L2,0,0,0,44703.49
TEST,8,Pfizer,2,80+,L2,0,0,0,47728.06
TEST,9,Pfizer,2,80+,L2,0,0,0,57407.89
TEST,10,Pfizer,2,80+,L2,0,0,0,77124.4
TEST,11,Pfizer,2,80+,L2,0,0,0,107961.8
TEST,12,Pfizer,2,80+,L2,0,0,0,137486.04
TEST,13,Pfizer,2,80+,L2,0,0,0,176125.91
TEST,14,Pfizer,2,80+,L2,0,0,0,382773.64
TEST,15,Pfizer,2,80+,L2,0,0,0,1113523.32
TEST,16,Pfizer,2,80+,L2,0,0,0,1924804.6
TEST,17,Pfizer,2,80+,L2,0,0,0,2138671.78
TEST,18,Pfizer,2,80+,L2,0,0,0,2138671.78
TEST,19,Pfizer,2,80+,L2,0,0,0,2138671.78
TEST,20,Pfizer,2,80+,L2,0,0,0,2138671.78
TEST,21,Pfizer,2,80+,L2,0,0,0,2245605.37
TEST,2,Moderna,1,30-39,L2,0,0,0,335164.98
TEST,4,Pfizer,1,80+,L2,0,0,0,155047.55
TEST,1,Pfizer,1,25-29,L2,0,0,0,332682.28
TEST,1,Moderna,1,40-49,L2,0,0,0,373230.81
TEST,2,Moderna,1,40-49,L2,0,0,0,401000.96
TEST,3,Moderna,1,40-49,L2,0,0,0,452135.31
TEST,4,Moderna,1,40-49,L2,0,0,0,778822.67
TEST,1,AstraZeneca,1,30-39,L2,0,0,0,677066.95
TEST,2,AstraZeneca,1,30-39,L2,0,0,0,698115.66
TEST,3,AstraZeneca,1,30-39,L2,0,0,0,712890.59
TEST,4,AstraZeneca,1,30-39,L2,0,0,0,712890.59
TEST,5,AstraZeneca,1,30-39,L2,0,0,0,748535.12
TEST,4,Pfizer,1,70-79,L2,0,0,0,183564.47
TEST,5,Pfizer,1,70-79,L2,0,0,0,264707.9
TEST,6,Pfizer,1,70-79,L2,0,0,0,414573.3
TEST,0,none,no_dose,5-11,L2,0,0,0,1231.86
TEST,1,Pfizer,2,70-79,L2,0,0,0,88351.69
TEST,2,Pfizer,2,70-79,L2,0,0,0,92095.91
TEST,3,Pfizer,2,70-79,L2,0,0,0,92411.74
TEST,4,Pfizer,2,70-79,L2,0,0,0,92921.6
TEST,5,Pfizer,2,70-79,L2,0,0,0,101687.79
TEST,6,Pfizer,2,70-79,L2,0,0,0,122265.27
TEST,7,Pfizer,2,70-79,L2,0,0,0,141381.24
TEST,8,Pfizer,2,70-79,L2,0,0,0,264707.9
TEST,9,Pfizer,2,70-79,L2,0,0,0,484663.03
TEST,1,Moderna,1,18-24,L2,0,0,0,769921.84
TEST,2,Moderna,1,18-24,L2,0,0,0,929216.01
TEST,1,AstraZeneca,1,60-69,L2,0,0,0,121823.08
TEST,2,AstraZeneca,1,60-69,L2,0,0,0,122043.77
TEST,3,AstraZeneca,1,60-69,L2,0,0,0,122599.02
TEST,4,AstraZeneca,1,60-69,L2,0,0,0,123046.87
TEST,5,AstraZeneca,1,60-69,L2,0,0,0,128687.99
TEST,6,AstraZeneca,1,60-69,L2,0,0,0,138617.62
TEST,7,AstraZeneca,1,60-69,L2,0,0,0,166959.51
TEST,0,none,no_dose,12-17,L2,0,0,0,1081.85
TEST,1,Moderna,1,70-79,L2,0,0,0,401000.96
TEST,2,Moderna,1,70-79,L2,0,0,0,401000.96
TEST,3,Moderna,1,70-79,L2,0,0,0,401000.96
TEST,4,Moderna,1,70-79,L2,0,0,0,429096.57
TEST,5,Moderna,1,70-79,L2,0,0,0,1334022.99
TEST,6,Moderna,1,70-79,L2,0,0,0,2138671.78
TEST,7,Moderna,1,70-79,L2,0,0,0,2406005.75
TEST,8,Moderna,1,70-79,L2,0,0,0,3545692.69
TEST,1,UKN,1,50-59,L2,0,0,0,401000.96
TEST,2,UKN,1,50-59,L2,0,0,0,401000.96
TEST,3,UKN,1,50-59,L2,0,0,0,450623.15
TEST,4,UKN,1,50-59,L2,0,0,0,606920.37
TEST,5,UKN,1,50-59,L2,0,0,0,1448777.66
TEST,5,Pfizer,1,60-69,L2,0,0,0,116352.61
TEST,6,Pfizer,1,60-69,L2,0,0,0,244530.53
TEST,2,AstraZeneca,2,70-79,L2,0,0,0,384960.92
TEST,2,Pfizer,2,50-59,L2,0,0,0,241896.45
TEST,3,Pfizer,2,50-59,L2,0,0,0,246769.82
TEST,4,Pfizer,2,50-59,L2,0,0,0,247222.61
TEST,5,Pfizer,2,50-59,L2,0,0,0,278957.19
TEST,6,Pfizer,2,50-59,L2,0,0,0,309028.26
TEST,13,AstraZeneca,1,70-79,L2,0,0,0,929216.01
TEST,1,Moderna,1,60-69,L2,0,0,0,278957.19
TEST,2,Moderna,1,60-69,L2,0,0,0,278957.19
TEST,3,Moderna,1,60-69,L2,0,0,0,280700.67
TEST,4,Moderna,1,60-69,L2,0,0,0,302778.25
TEST,5,Moderna,1,60-69,L2,0,0,0,728304.44
TEST,1,Moderna,2,60-69,L2,0,0,0,371174.44
TEST,2,Moderna,2,60-69,L2,0,0,0,423699.13
TEST,3,Moderna,2,60-69,L2,0,0,0,426380.77
TEST,4,Moderna,2,60-69,L2,0,0,0,474423.67
TEST,5,Moderna,2,60-69,L2,0,0,0,554470.46
TEST,6,Moderna,2,60-69,L2,0,0,0,612437.83
TEST,7,Moderna,2,60-69,L2,0,0,0,647770.78
TEST,8,Moderna,2,60-69,L2,0,0,0,863694.37
TEST,9,Moderna,2,60-69,L2,0,0,0,1028521.54
TEST,10,Moderna,2,60-69,L2,0,0,0,1924804.6
TEST,5,Pfizer,1,80+,L2,0,0,0,249974.62
TEST,6,Pfizer,1,80+,L2,0,0,0,256640.61
TEST,7,Pfizer,1,80+,L2,0,0,0,276665.96
TEST,8,Pfizer,1,80+,L2,0,0,0,290380
TEST,9,Pfizer,1,80+,L2,0,0,0,315541.74
TEST,10,Pfizer,1,80+,L2,0,0,0,360257.55
TEST,11,Pfizer,1,80+,L2,0,0,0,452135.31
TEST,1,Pfizer,1,18-24,L2,0,0,0,238471.37
TEST,2,Pfizer,1,18-24,L2,0,0,0,374267.56
TEST,3,Pfizer,1,18-24,L2,0,0,0,635548.69
TEST,8,AstraZeneca,1,60-69,L2,0,0,0,282466.08
TEST,9,AstraZeneca,1,60-69,L2,0,0,0,341104.61
TEST,10,AstraZeneca,1,60-69,L2,0,0,0,390540.06
TEST,11,AstraZeneca,1,60-69,L2,0,0,0,452135.31
TEST,12,AstraZeneca,1,60-69,L2,0,0,0,604198.75
TEST,1,AstraZeneca,2,60-69,L2,0,0,0,1028521.54
TEST,3,Moderna,1,30-39,L2,0,0,0,541109.73
TEST,4,Moderna,1,30-39,L2,0,0,0,1347363.22
TEST,1,Moderna,2,30-39,L2,0,0,0,2406005.75
TEST,2,Moderna,2,30-39,L2,0,0,0,2406005.75
TEST,3,Moderna,2,30-39,L2,0,0,0,2406005.75
TEST,4,Moderna,2,30-39,L2,0,0,0,2994140.49
TEST,1,Pfizer,1,30-39,L2,0,0,0,115455.29
TEST,2,Pfizer,1,30-39,L2,0,0,0,138903.42
TEST,3,Pfizer,1,30-39,L2,0,0,0,210854.96
TEST,1,Pfizer,2,30-39,L2,0,0,0,500878.52
TEST,2,Pfizer,2,30-39,L2,0,0,0,559071.88
TEST,3,Pfizer,2,30-39,L2,0,0,0,583274.12
TEST,4,Pfizer,2,30-39,L2,0,0,0,604198.75
TEST,5,Pfizer,2,30-39,L2,0,0,0,629608.98
TEST,6,Pfizer,2,30-39,L2,0,0,0,654059.82
TEST,7,Pfizer,2,30-39,L2,0,0,0,724388.83
TEST,8,Pfizer,2,30-39,L2,0,0,0,783350.71
TEST,9,Pfizer,2,30-39,L2,0,0,0,836871.57
TEST,10,Pfizer,2,30-39,L2,0,0,0,831705.69
TEST,11,Pfizer,2,30-39,L2,0,0,0,874911.18
TEST,12,Pfizer,2,30-39,L2,0,0,0,874911.18
TEST,13,Pfizer,2,30-39,L2,0,0,0,874911.18
TEST,14,Pfizer,2,30-39,L2,0,0,0,935668.9
TEST,15,Pfizer,2,30-39,L2,0,0,0,969326.06
TEST,16,Pfizer,2,30-39,L2,0,0,0,1036433.25
TEST,17,Pfizer,2,30-39,L2,0,0,0,1643125.88
TEST,18,Pfizer,2,30-39,L2,0,0,0,1924804.6
TEST,19,Pfizer,2,30-39,L2,0,0,0,1924804.6
TEST,20,Pfizer,2,30-39,L2,0,0,0,1952700.32
TEST,21,Pfizer,2,30-39,L2,0,0,0,2173166.48
TEST,22,Pfizer,2,30-39,L2,0,0,0,4210510.06
TEST,1,Moderna,1,25-29,L2,0,0,0,1749822.36
TEST,2,Moderna,1,25-29,L2,0,0,0,1845703.04
TEST,7,Pfizer,2,50-59,L2,0,0,0,335164.98
TEST,8,Pfizer,2,50-59,L2,0,0,0,363170.68
TEST,9,Pfizer,2,50-59,L2,0,0,0,370154.73
TEST,10,Pfizer,2,50-59,L2,0,0,0,377412.67
TEST,11,Pfizer,2,50-59,L2,0,0,0,380611.08
TEST,12,Pfizer,2,50-59,L2,0,0,0,384960.92
TEST,13,Pfizer,2,50-59,L2,0,0,0,388289.11
TEST,14,Pfizer,2,50-59,L2,0,0,0,401000.96
TEST,15,Pfizer,2,50-59,L2,0,0,0,414573.3
TEST,16,Pfizer,2,50-59,L2,0,0,0,464608.01
TEST,17,Pfizer,2,50-59,L2,0,0,0,638560.77
TEST,18,Pfizer,2,50-59,L2,0,0,0,821562.94
TEST,19,Pfizer,2,50-59,L2,0,0,0,916573.62
TEST,20,Pfizer,2,50-59,L2,0,0,0,916573.62
TEST,21,Pfizer,2,50-59,L2,0,0,0,1020729.71
TEST,1,AstraZeneca,1,50-59,L2,0,0,0,204766.45
TEST,2,AstraZeneca,1,50-59,L2,0,0,0,206018.84
TEST,3,AstraZeneca,1,50-59,L2,0,0,0,206968.24
TEST,4,AstraZeneca,1,50-59,L2,0,0,0,206968.24
TEST,5,AstraZeneca,1,50-59,L2,0,0,0,229143.4
TEST,6,AstraZeneca,1,50-59,L2,0,0,0,267865.45
TEST,7,AstraZeneca,1,50-59,L2,0,0,0,296123.78
TEST,8,AstraZeneca,1,50-59,L2,0,0,0,320800.77
TEST,9,AstraZeneca,1,50-59,L2,0,0,0,320038.77
TEST,10,AstraZeneca,1,50-59,L2,0,0,0,327825.6
TEST,11,AstraZeneca,1,50-59,L2,0,0,0,331862.86
TEST,12,AstraZeneca,1,50-59,L2,0,0,0,362194.41
TEST,1,AstraZeneca,2,50-59,L2,0,0,0,427734.36
TEST,2,AstraZeneca,2,50-59,L2,0,0,0,427734.36
TEST,3,AstraZeneca,2,50-59,L2,0,0,0,427734.36
TEST,4,AstraZeneca,2,50-59,L2,0,0,0,461425.76
TEST,5,AstraZeneca,2,50-59,L2,0,0,0,598828.1
TEST,6,AstraZeneca,2,50-59,L2,0,0,0,1259217.96
TEST,6,Moderna,1,60-69,L2,0,0,0,935668.9
TEST,12,Pfizer,1,80+,L2,0,0,0,561401.34
TEST,13,AstraZeneca,1,50-59,L2,0,0,0,1513891.26
TEST,14,AstraZeneca,1,50-59,L2,0,0,0,2749720.86
TEST,15,AstraZeneca,1,50-59,L2,0,0,0,2749720.86
TEST,16,AstraZeneca,1,50-59,L2,0,0,0,2749720.86
TEST,17,AstraZeneca,1,50-59,L2,0,0,0,3742675.61
TEST,3,Moderna,1,18-24,L2,0,0,0,1566701.42
TEST,4,Moderna,1,18-24,L2,0,0,0,1845703.04
TEST,5,Moderna,1,18-24,L2,0,0,0,7091385.37
TEST,6,Moderna,1,18-24,L2,0,0,0,19248046.01
TEST,7,Moderna,1,18-24,L2,0,0,0,19248046.01
TEST,8,Moderna,1,18-24,L2,0,0,0,44912107.35
TEST,4,Pfizer,1,30-39,L2,0,0,0,426380.77
TEST,5,Pfizer,1,30-39,L2,0,0,0,916573.62
TEST,22,Pfizer,2,50-59,L2,0,0,0,1820761.11
TEST,3,AstraZeneca,2,70-79,L2,0,0,0,2994140.49
TEST,1,UKN,1,70-79,L2,0,0,0,1480618.92
TEST,2,UKN,1,70-79,L2,0,0,0,1566701.42
TEST,3,UKN,1,70-79,L2,0,0,0,1604003.83
TEST,4,UKN,1,70-79,L2,0,0,0,1684204.03
TEST,7,Pfizer,1,60-69,L2,0,0,0,1585133.2
TEST,1,AstraZeneca,1,40-49,L2,0,0,0,256640.61
TEST,2,AstraZeneca,1,40-49,L2,0,0,0,256640.61
TEST,3,AstraZeneca,1,40-49,L2,0,0,0,256152.7
TEST,4,AstraZeneca,1,40-49,L2,0,0,0,259607.56
TEST,5,AstraZeneca,1,40-49,L2,0,0,0,268934.77
TEST,6,AstraZeneca,1,40-49,L2,0,0,0,278957.19
TEST,7,AstraZeneca,1,40-49,L2,0,0,0,287898.12
TEST,8,AstraZeneca,1,40-49,L2,0,0,0,299414.05
TEST,9,AstraZeneca,1,40-49,L2,0,0,0,303460.18
TEST,10,AstraZeneca,1,40-49,L2,0,0,0,305524.54
TEST,11,AstraZeneca,1,40-49,L2,0,0,0,310452.35
TEST,12,AstraZeneca,1,40-49,L2,0,0,0,334333.31
TEST,1,AstraZeneca,2,40-49,L2,0,0,0,423699.13
TEST,2,AstraZeneca,2,40-49,L2,0,0,0,427734.36
TEST,3,AstraZeneca,2,40-49,L2,0,0,0,433235.76
TEST,4,AstraZeneca,2,40-49,L2,0,0,0,453657.65
TEST,5,AstraZeneca,2,40-49,L2,0,0,0,481201.15
TEST,6,AstraZeneca,2,40-49,L2,0,0,0,596178.42
TEST,1,Moderna,1,50-59,L2,0,0,0,194424.71
TEST,2,Moderna,1,50-59,L2,0,0,0,195837.68
TEST,3,Moderna,1,50-59,L2,0,0,0,198433.46
TEST,4,Moderna,1,50-59,L2,0,0,0,210197.07
TEST,5,Moderna,1,50-59,L2,0,0,0,381689.3
TEST,6,Moderna,1,50-59,L2,0,0,0,802001.92
TEST,7,Moderna,1,50-59,L2,0,0,0,4346332.97
TEST,8,Moderna,1,50-59,L2,0,0,0,4812011.5
TEST,9,Moderna,1,50-59,L2,0,0,0,4812011.5
TEST,10,Moderna,1,50-59,L2,0,0,0,5858100.96
TEST,11,Moderna,1,50-59,L2,0,0,0,8421020.13
TEST,12,Moderna,1,50-59,L2,0,0,0,9624023
TEST,13,Moderna,1,50-59,L2,0,0,0,13473632.21
TEST,14,Moderna,1,50-59,L2,0,0,0,19248046.01
TEST,15,Moderna,1,50-59,L2,0,0,0,22456053.68
TEST,1,UKN,1,60-69,L2,0,0,0,438880.53
TEST,2,UKN,1,60-69,L2,0,0,0,466215.65
TEST,3,UKN,1,60-69,L2,0,0,0,559071.88
TEST,4,UKN,1,60-69,L2,0,0,0,740309.46
TEST,5,UKN,1,60-69,L2,0,0,0,874911.18
TEST,2,AstraZeneca,2,60-69,L2,0,0,0,1643125.88
TEST,3,AstraZeneca,2,60-69,L2,0,0,0,1871337.81
TEST,4,AstraZeneca,2,60-69,L2,0,0,0,3368408.05
TEST,2,Pfizer,1,25-29,L2,0,0,0,479488.69
TEST,3,Pfizer,1,25-29,L2,0,0,0,724388.83
TEST,4,Pfizer,1,25-29,L2,0,0,0,1548693.36
TEST,5,Pfizer,1,25-29,L2,0,0,0,2449751.31
TEST,6,Pfizer,1,25-29,L2,0,0,0,3454777.49
TEST,7,Pfizer,1,25-29,L2,0,0,0,6736816.1
TEST,8,Pfizer,1,25-29,L2,0,0,0,14970702.45
TEST,9,Pfizer,1,25-29,L2,0,0,0,19248046.01
TEST,10,Pfizer,1,25-29,L2,0,0,0,19248046.01
TEST,11,Pfizer,1,25-29,L2,0,0,0,19248046.01
TEST,12,Pfizer,1,25-29,L2,0,0,0,19248046.01
TEST,13,Pfizer,1,25-29,L2,0,0,0,19248046.01
TEST,14,Pfizer,1,25-29,L2,0,0,0,19248046.01
TEST,15,Pfizer,1,25-29,L2,0,0,0,19248046.01
TEST,16,Pfizer,1,25-29,L2,0,0,0,19248046.01
TEST,17,Pfizer,1,25-29,L2,0,0,0,19248046.01
TEST,18,Pfizer,1,25-29,L2,0,0,0,26947264.41
TEST,1,Pfizer,1,12-17,L2,0,0,0,426380.77
TEST,2,Pfizer,1,12-17,L2,0,0,0,620904.71
TEST,3,Pfizer,1,12-17,L2,0,0,0,1060915.92
TEST,6,UKN,1,60-69,L2,0,0,0,1005494.94
TEST,1,Moderna,2,50-59,L2,0,0,0,578267.48
TEST,2,Moderna,2,50-59,L2,0,0,0,604198.75
TEST,3,Moderna,2,50-59,L2,0,0,0,618056.52
TEST,4,Moderna,2,50-59,L2,0,0,0,709138.54
TEST,5,Moderna,2,50-59,L2,0,0,0,892293.52
TEST,6,Moderna,2,50-59,L2,0,0,0,935668.9
TEST,7,Moderna,2,50-59,L2,0,0,0,955576.75
TEST,8,Moderna,2,50-59,L2,0,0,0,1104396.08
TEST,9,Moderna,2,50-59,L2,0,0,0,1334022.99
TEST,10,Moderna,2,50-59,L2,0,0,0,1924804.6
TEST,11,Moderna,2,50-59,L2,0,0,0,2323040.04
TEST,1,AstraZeneca,2,25-29,L2,0,0,0,1924804.6
TEST,2,AstraZeneca,2,25-29,L2,0,0,0,1924804.6
TEST,3,AstraZeneca,2,25-29,L2,0,0,0,1924804.6
TEST,4,AstraZeneca,2,25-29,L2,0,0,0,2041459.43
TEST,5,AstraZeneca,2,25-29,L2,0,0,0,2138671.78
TEST,6,AstraZeneca,2,25-29,L2,0,0,0,2363795.12
TEST,7,AstraZeneca,2,25-29,L2,0,0,0,3454777.49
TEST,1,Pfizer,2,18-24,L2,0,0,0,2138671.78
TEST,2,Pfizer,2,18-24,L2,0,0,0,2138671.78
TEST,3,Pfizer,2,18-24,L2,0,0,0,2406005.75
TEST,4,Pfizer,2,18-24,L2,0,0,0,2363795.12
TEST,3,Moderna,1,25-29,L2,0,0,0,2138671.78
TEST,4,Moderna,1,25-29,L2,0,0,0,2245605.37
TEST,5,Moderna,1,25-29,L2,0,0,0,22456053.68
TEST,1,Moderna,2,25-29,L2,0,0,0,2138671.78
TEST,2,Moderna,2,25-29,L2,0,0,0,2138671.78
TEST,3,Moderna,2,25-29,L2,0,0,0,2138671.78
TEST,4,Moderna,2,25-29,L2,0,0,0,2694726.44
TEST,5,Moderna,2,25-29,L2,0,0,0,4812011.5
TEST,6,Moderna,2,25-29,L2,0,0,0,4812011.5
TEST,7,Moderna,2,25-29,L2,0,0,0,4812011.5
TEST,8,Moderna,2,25-29,L2,0,0,0,5182166.23
TEST,9,Moderna,2,25-29,L2,0,0,0,6416015.34
TEST,10,Moderna,2,25-29,L2,0,0,0,10364332.47
TEST,7,Moderna,1,60-69,L2,0,0,0,3286251.76
TEST,1,Moderna,2,18-24,L2,0,0,0,1749822.36
TEST,2,Moderna,2,18-24,L2,0,0,0,1749822.36
TEST,3,Moderna,2,18-24,L2,0,0,0,1727388.74
TEST,4,Moderna,2,18-24,L2,0,0,0,2542194.76
TEST,5,Moderna,2,18-24,L2,0,0,0,4491210.74
TEST,6,AstraZeneca,1,30-39,L2,0,0,0,802001.92
TEST,7,AstraZeneca,1,30-39,L2,0,0,0,802001.92
TEST,8,AstraZeneca,1,30-39,L2,0,0,0,797256.34
TEST,9,AstraZeneca,1,30-39,L2,0,0,0,836871.57
TEST,10,AstraZeneca,1,30-39,L2,0,0,0,836871.57
TEST,11,AstraZeneca,1,30-39,L2,0,0,0,836871.57
TEST,12,AstraZeneca,1,30-39,L2,0,0,0,983476.8
TEST,13,AstraZeneca,1,30-39,L2,0,0,0,5182166.23
TEST,7,AstraZeneca,2,40-49,L2,0,0,0,1192356.83
TEST,8,AstraZeneca,2,40-49,L2,0,0,0,4812011.5
TEST,1,AstraZeneca,2,30-39,L2,0,0,0,1013055.05
TEST,2,AstraZeneca,2,30-39,L2,0,0,0,1013055.05
TEST,3,AstraZeneca,2,30-39,L2,0,0,0,1013055.05
TEST,4,AstraZeneca,2,30-39,L2,0,0,0,1069335.89
TEST,8,Pfizer,1,60-69,L2,0,0,0,2363795.12
TEST,9,Pfizer,1,60-69,L2,0,0,0,3641522.22
TEST,10,Pfizer,1,60-69,L2,0,0,0,4082918.85
TEST,1,Moderna,1,12-17,L2,0,0,0,6736816.1
TEST,2,Moderna,1,12-17,L2,0,0,0,26947264.41
TEST,7,Pfizer,1,70-79,L2,0,0,0,910380.55
TEST,1,Moderna,2,70-79,L2,0,0,0,506527.53
TEST,2,Moderna,2,70-79,L2,0,0,0,506527.53
TEST,3,Moderna,2,70-79,L2,0,0,0,506527.53
TEST,4,Moderna,2,70-79,L2,0,0,0,526313.76
TEST,5,Moderna,2,70-79,L2,0,0,0,561401.34
TEST,6,Moderna,2,70-79,L2,0,0,0,580760.01
TEST,7,Moderna,2,70-79,L2,0,0,0,638560.77
TEST,8,Moderna,2,70-79,L2,0,0,0,831705.69
TEST,9,Moderna,2,70-79,L2,0,0,0,1036433.25
TEST,10,Moderna,2,70-79,L2,0,0,0,1924804.6
TEST,5,Moderna,1,40-49,L2,0,0,0,5614013.42
TEST,6,Moderna,1,40-49,L2,0,0,0,19248046.01
TEST,7,Moderna,1,40-49,L2,0,0,0,19248046.01
TEST,8,Moderna,1,40-49,L2,0,0,0,19248046.01
TEST,9,Moderna,1,40-49,L2,0,0,0,19248046.01
TEST,10,Moderna,1,40-49,L2,0,0,0,19248046.01
TEST,11,Moderna,1,40-49,L2,0,0,0,19248046.01
TEST,12,Moderna,1,40-49,L2,0,0,0,44912107.35
TEST,7,AstraZeneca,2,50-59,L2,0,0,0,2323040.04
TEST,4,Pfizer,1,18-24,L2,0,0,0,1464525.24
TEST,5,Pfizer,1,18-24,L2,0,0,0,2363795.12
TEST,6,Pfizer,1,18-24,L2,0,0,0,4990234.15
TEST,7,Pfizer,1,18-24,L2,0,0,0,6416015.34
