sex,ageband_at_study_entry,Dose,type_vax,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,week,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
0,40-49,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,28,28,28,28,28,28,0,0,0,0,0
1,40-49,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,"",1,0,0,0,1,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
1,12-17,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-16,49,49,49,49,49,49,0,0,0,0,0
0,70-79,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,"",1,1,0,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,"",0,1,1,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-16,126,126,126,126,126,126,0,0,0,0,0
0,80+,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-16,35,35,35,35,35,35,0,0,0,0,0
0,70-79,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-16,182,182,182,182,182,182,0,0,0,0,0
0,50-59,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-16,70,70,70,70,70,70,0,0,0,0,0
1,70-79,0,"",1,1,0,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-16,63,63,63,63,63,63,0,0,0,0,0
1,80+,0,"",0,0,1,0,0,1,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,35,35,35,35,35,35,0,0,0,0,0
1,60-69,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-16,84,84,84,84,84,84,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
0,80+,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-16,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-16,35,35,35,35,35,35,0,0,0,0,0
0,70-79,0,"",1,1,0,0,1,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",0,1,0,0,1,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-16,42,42,42,42,42,42,0,0,0,0,0
1,80+,0,"",1,1,1,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-16,42,42,42,42,42,42,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
0,80+,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
1,40-49,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",1,0,0,0,1,1,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-16,70,70,70,70,70,70,0,0,0,0,0
0,80+,0,"",1,0,1,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,30-39,0,"",1,1,0,1,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,18-19,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,42,42,42,42,42,42,0,0,0,0,0
0,20-29,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,1,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,28,28,28,28,28,28,0,0,0,0,0
1,12-17,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,0,1,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
0,30-39,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,5-11,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,30-39,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-16,56,56,56,56,56,56,0,0,0,0,0
1,40-49,0,"",1,1,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",1,1,0,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,5-11,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
0,5-11,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",0,0,1,0,0,1,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,20-29,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
1,70-79,0,"",1,0,1,0,0,1,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,"",0,0,1,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-16,28,28,28,28,28,28,0,0,0,0,0
0,60-69,0,"",1,0,1,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,0-4,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
0,30-39,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,18-19,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,1,0,0,1,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",1,1,0,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,"",1,0,0,0,0,0,1,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,0,0,0,1,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,12-17,0,"",0,0,1,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",0,0,0,0,0,1,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",1,1,0,1,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,1,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,1,1,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,"",0,0,0,0,1,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",1,0,1,0,0,0,0,0,1,1,2020-03-16,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,"",1,1,0,0,0,1,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,"",0,0,1,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,1,0,0,0,0,0,0,1,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,20-29,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",0,0,0,0,0,1,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",0,0,0,0,1,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-16,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",0,0,1,0,0,1,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,0,0,0,0,1,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,20-29,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-16,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,1092,1092,1092,1092,1092,1092,0,0,0,0,0
0,40-49,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,1029,1029,1029,1029,1029,1029,0,0,0,0,0
1,70-79,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,196,196,196,196,196,196,0,0,0,0,0
1,30-39,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,630,630,630,630,630,630,0,0,0,0,0
1,40-49,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,952,952,952,952,952,952,0,0,0,0,0
1,20-29,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,581,581,581,581,581,581,0,0,0,0,0
0,80+,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,259,259,259,259,259,259,0,0,0,0,0
0,80+,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,350,350,350,350,350,350,0,0,0,0,0
1,50-59,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,1064,1064,1064,1064,1064,1064,0,0,0,0,0
1,60-69,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,231,231,231,231,231,231,0,0,0,0,0
0,30-39,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,749,749,749,749,749,749,0,0,0,0,0
0,5-11,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,245,245,245,245,245,245,0,0,0,0,0
1,5-11,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,308,308,308,308,308,308,0,0,0,0,0
1,60-69,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,133,133,133,133,133,133,0,0,0,0,0
1,70-79,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,336,336,336,336,336,336,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,798,798,798,798,798,798,0,0,0,0,0
0,18-19,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,84,84,84,84,84,84,0,0,0,0,0
0,40-49,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,35,35,35,35,35,35,0,0,0,0,0
0,60-69,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,140,140,140,140,140,140,0,0,0,0,0
1,70-79,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,63,63,63,63,63,63,0,0,0,0,0
0,20-29,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,581,581,581,581,581,581,0,0,0,0,0
0,0-4,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,112,112,112,112,112,112,0,0,0,0,0
1,80+,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,49,49,49,49,49,49,0,0,0,0,0
0,70-79,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,360,360,360,360,360,360,0,0,0,0,0
0,50-59,0,"",0,0,0,0,0,1,1,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,42,42,42,42,42,42,0,0,0,0,0
1,60-69,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,658,658,658,658,658,658,0,0,0,0,0
1,80+,0,"",1,1,0,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",0,0,1,0,0,1,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,280,280,280,280,280,280,0,0,0,0,0
1,80+,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,168,168,168,168,168,168,0,0,0,0,0
0,50-59,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,"",1,1,0,0,0,0,0,1,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,5-11,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,"",1,0,1,0,0,1,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,18-19,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,35,35,35,35,35,35,0,0,0,0,0
0,20-29,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,28,28,28,28,28,28,0,0,0,0,0
0,12-17,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,301,301,301,301,301,301,0,0,0,0,0
1,80+,0,"",1,0,1,0,1,0,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,49,49,49,49,49,49,0,0,0,0,0
0,70-79,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,70,70,70,70,70,70,0,0,0,0,0
1,80+,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-23,77,77,77,77,77,77,0,0,0,0,0
1,30-39,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",0,0,1,0,0,0,0,0,1,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-23,28,28,28,28,28,28,0,0,0,0,0
1,20-29,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,28,28,28,28,28,28,0,0,0,0,0
0,40-49,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,28,28,28,28,28,28,0,0,0,0,0
1,40-49,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,"",1,0,0,0,1,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
1,12-17,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,49,49,49,49,49,49,0,0,0,0,0
0,70-79,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,"",1,1,0,0,0,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,"",0,1,1,0,0,0,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,"",0,0,0,0,0,0,0,0,0,0,2020-03-23,126,126,126,126,126,126,0,0,0,0,0
0,80+,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-23,35,35,35,35,35,35,0,0,0,0,0
0,70-79,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,182,182,182,182,182,182,0,0,0,0,0
0,50-59,0,"",1,0,0,0,0,0,0,0,0,1,2020-03-23,70,70,70,70,70,70,0,0,0,0,0
1,70-79,0,"",1,1,0,0,0,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-23,63,63,63,63,63,63,0,0,0,0,0
1,80+,0,"",0,0,1,0,0,1,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,35,35,35,35,35,35,0,0,0,0,0
1,60-69,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,84,84,84,84,84,84,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
0,80+,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-23,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-23,35,35,35,35,35,35,0,0,0,0,0
0,70-79,0,"",1,1,0,0,1,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",0,1,0,0,1,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-23,41,41,41,41,41,41,0,0,0,0,0
1,80+,0,"",1,1,1,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-23,42,42,42,42,42,42,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
0,80+,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
1,40-49,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",1,0,0,0,1,1,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-23,70,70,70,70,70,70,0,0,0,0,0
0,80+,0,"",1,0,1,0,0,0,0,0,1,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,30-39,0,"",1,1,0,1,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,18-19,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,42,42,42,42,42,42,0,0,0,0,0
0,20-29,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,1,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,0,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,28,28,28,28,28,28,0,0,0,0,0
1,12-17,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,0,1,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
0,30-39,0,"",0,1,0,0,0,0,0,0,1,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
1,5-11,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,30-39,0,"",0,0,0,0,0,1,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-23,56,56,56,56,56,56,0,0,0,0,0
1,40-49,0,"",1,1,0,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",1,0,0,0,0,1,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",1,1,0,0,0,0,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,5-11,0,"",0,0,1,0,0,0,0,0,0,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
0,5-11,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",0,0,1,0,0,1,0,0,0,1,2020-03-23,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,20-29,0,"",0,1,0,0,0,0,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",0,0,0,0,0,0,0,0,1,1,2020-03-23,21,21,21,21,21,21,0,0,0,0,0
1,70-79,0,"",1,0,1,0,0,1,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,"",0,0,1,0,0,0,0,0,1,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",1,0,1,0,0,0,0,0,0,1,2020-03-23,7,7,7,7,7,7,0,0,0,0,0
