datasource,week,vx_manufacturer,dose,ageband,percentage
TEST,20200601,Pfizer,1,25-29,0
TEST,20200601,Pfizer,1,30-39,0
TEST,20200601,Pfizer,1,40-49,0
TEST,20200601,Pfizer,1,5-11,0
TEST,20200601,Pfizer,1,50-59,0
TEST,20200601,Pfizer,1,60+,0
TEST,20200601,Pfizer,1,60-69,0
TEST,20200601,Pfizer,1,70-79,0
TEST,20200601,Pfizer,1,80+,0
TEST,20200601,Pfizer,1,all_agebands,0
TEST,20200601,Pfizer,2,0-4,0
TEST,20200601,Pfizer,2,12-17,0
TEST,20200601,Pfizer,2,18-24,0
TEST,20200601,Pfizer,2,25-29,0
TEST,20200601,Pfizer,2,30-39,0
TEST,20200601,Pfizer,2,40-49,0
TEST,20200601,Pfizer,2,5-11,0
TEST,20200601,Pfizer,2,50-59,0
TEST,20200601,Pfizer,2,60+,0
TEST,20200601,Pfizer,2,60-69,0
TEST,20200601,Pfizer,2,70-79,0
TEST,20200601,Pfizer,2,80+,0
TEST,20200601,Pfizer,2,all_agebands,0
TEST,20200601,UKN,1,0-4,0
TEST,20200601,UKN,1,12-17,0
TEST,20200601,UKN,1,18-24,0
TEST,20200601,UKN,1,25-29,0
TEST,20200601,UKN,1,30-39,0
TEST,20200601,UKN,1,40-49,0
TEST,20200601,UKN,1,5-11,0
TEST,20200601,UKN,1,50-59,0
TEST,20200601,UKN,1,60+,0
TEST,20200601,UKN,1,60-69,0
TEST,20200601,UKN,1,70-79,0
TEST,20200601,UKN,1,80+,0
TEST,20200601,UKN,1,all_agebands,0
TEST,20200601,UKN,2,0-4,0
TEST,20200601,UKN,2,12-17,0
TEST,20200601,UKN,2,18-24,0
TEST,20200601,UKN,2,25-29,0
TEST,20200601,UKN,2,30-39,0
TEST,20200601,UKN,2,40-49,0
TEST,20200601,UKN,2,5-11,0
TEST,20200601,UKN,2,50-59,0
TEST,20200601,UKN,2,60+,0
TEST,20200601,UKN,2,60-69,0
TEST,20200601,UKN,2,70-79,0
TEST,20200601,UKN,2,80+,0
TEST,20200601,UKN,2,all_agebands,0
TEST,20200608,AstraZeneca,1,0-4,0
TEST,20200608,AstraZeneca,1,12-17,0
TEST,20200608,AstraZeneca,1,18-24,0
TEST,20200608,AstraZeneca,1,25-29,0
TEST,20200608,AstraZeneca,1,30-39,0
TEST,20200608,AstraZeneca,1,40-49,0
TEST,20200608,AstraZeneca,1,5-11,0
TEST,20200608,AstraZeneca,1,50-59,0
TEST,20200608,AstraZeneca,1,60+,0
TEST,20200608,AstraZeneca,1,60-69,0
TEST,20200608,AstraZeneca,1,70-79,0
TEST,20200608,AstraZeneca,1,80+,0
TEST,20200608,AstraZeneca,1,all_agebands,0
TEST,20200608,AstraZeneca,2,0-4,0
TEST,20200608,AstraZeneca,2,12-17,0
TEST,20200608,AstraZeneca,2,18-24,0
TEST,20200608,AstraZeneca,2,25-29,0
TEST,20200608,AstraZeneca,2,30-39,0
TEST,20200608,AstraZeneca,2,40-49,0
TEST,20200608,AstraZeneca,2,5-11,0
TEST,20200608,AstraZeneca,2,50-59,0
TEST,20200608,AstraZeneca,2,60+,0
TEST,20200608,AstraZeneca,2,60-69,0
TEST,20200608,AstraZeneca,2,70-79,0
TEST,20200608,AstraZeneca,2,80+,0
TEST,20200608,AstraZeneca,2,all_agebands,0
TEST,20200608,J&J,1,0-4,0
TEST,20200608,J&J,1,12-17,0
TEST,20200608,J&J,1,18-24,0
TEST,20200608,J&J,1,25-29,0
TEST,20200608,J&J,1,30-39,0
TEST,20200608,J&J,1,40-49,0
TEST,20200608,J&J,1,5-11,0
TEST,20200608,J&J,1,50-59,0
TEST,20200608,J&J,1,60+,0
TEST,20200608,J&J,1,60-69,0
TEST,20200608,J&J,1,70-79,0
TEST,20200608,J&J,1,80+,0
TEST,20200608,J&J,1,all_agebands,0
TEST,20200608,J&J,2,0-4,0
TEST,20200608,J&J,2,12-17,0
TEST,20200608,J&J,2,18-24,0
TEST,20200608,J&J,2,25-29,0
TEST,20200608,J&J,2,30-39,0
TEST,20200608,J&J,2,40-49,0
TEST,20200608,J&J,2,5-11,0
TEST,20200608,J&J,2,50-59,0
TEST,20200608,J&J,2,60+,0
TEST,20200608,J&J,2,60-69,0
TEST,20200608,J&J,2,70-79,0
TEST,20200608,J&J,2,80+,0
TEST,20200608,J&J,2,all_agebands,0
TEST,20200608,Moderna,1,0-4,0
TEST,20200608,Moderna,1,12-17,0
TEST,20200608,Moderna,1,18-24,0
TEST,20200608,Moderna,1,25-29,0
TEST,20200608,Moderna,1,30-39,0
TEST,20200608,Moderna,1,40-49,0
TEST,20200608,Moderna,1,5-11,0
TEST,20200608,Moderna,1,50-59,0
TEST,20200608,Moderna,1,60+,0
TEST,20200608,Moderna,1,60-69,0
TEST,20200608,Moderna,1,70-79,0
TEST,20200608,Moderna,1,80+,0
TEST,20200608,Moderna,1,all_agebands,0
TEST,20200608,Moderna,2,0-4,0
TEST,20200608,Moderna,2,12-17,0
TEST,20200608,Moderna,2,18-24,0
TEST,20200608,Moderna,2,25-29,0
TEST,20200608,Moderna,2,30-39,0
TEST,20200608,Moderna,2,40-49,0
TEST,20200608,Moderna,2,5-11,0
TEST,20200608,Moderna,2,50-59,0
TEST,20200608,Moderna,2,60+,0
TEST,20200608,Moderna,2,60-69,0
TEST,20200608,Moderna,2,70-79,0
TEST,20200608,Moderna,2,80+,0
TEST,20200608,Moderna,2,all_agebands,0
TEST,20200608,Pfizer,1,0-4,0
TEST,20200608,Pfizer,1,12-17,0
TEST,20200608,Pfizer,1,18-24,0
TEST,20200608,Pfizer,1,25-29,0
TEST,20200608,Pfizer,1,30-39,0
TEST,20200608,Pfizer,1,40-49,0
TEST,20200608,Pfizer,1,5-11,0
TEST,20200608,Pfizer,1,50-59,0
TEST,20200608,Pfizer,1,60+,0
TEST,20200608,Pfizer,1,60-69,0
TEST,20200608,Pfizer,1,70-79,0
TEST,20200608,Pfizer,1,80+,0
TEST,20200608,Pfizer,1,all_agebands,0
TEST,20200608,Pfizer,2,0-4,0
TEST,20200608,Pfizer,2,12-17,0
TEST,20200608,Pfizer,2,18-24,0
TEST,20200608,Pfizer,2,25-29,0
TEST,20200608,Pfizer,2,30-39,0
TEST,20200608,Pfizer,2,40-49,0
TEST,20200608,Pfizer,2,5-11,0
TEST,20200608,Pfizer,2,50-59,0
TEST,20200608,Pfizer,2,60+,0
TEST,20200608,Pfizer,2,60-69,0
TEST,20200608,Pfizer,2,70-79,0
TEST,20200608,Pfizer,2,80+,0
TEST,20200608,Pfizer,2,all_agebands,0
TEST,20200608,UKN,1,0-4,0
TEST,20200608,UKN,1,12-17,0
TEST,20200608,UKN,1,18-24,0
TEST,20200608,UKN,1,25-29,0
TEST,20200608,UKN,1,30-39,0
TEST,20200608,UKN,1,40-49,0
TEST,20200608,UKN,1,5-11,0
TEST,20200608,UKN,1,50-59,0
TEST,20200608,UKN,1,60+,0
TEST,20200608,UKN,1,60-69,0
TEST,20200608,UKN,1,70-79,0
TEST,20200608,UKN,1,80+,0
TEST,20200608,UKN,1,all_agebands,0
TEST,20200608,UKN,2,0-4,0
TEST,20200608,UKN,2,12-17,0
TEST,20200608,UKN,2,18-24,0
TEST,20200608,UKN,2,25-29,0
TEST,20200608,UKN,2,30-39,0
TEST,20200608,UKN,2,40-49,0
TEST,20200608,UKN,2,5-11,0
TEST,20200608,UKN,2,50-59,0
TEST,20200608,UKN,2,60+,0
TEST,20200608,UKN,2,60-69,0
TEST,20200608,UKN,2,70-79,0
TEST,20200608,UKN,2,80+,0
TEST,20200608,UKN,2,all_agebands,0
TEST,20200615,AstraZeneca,1,0-4,0
TEST,20200615,AstraZeneca,1,12-17,0
TEST,20200615,AstraZeneca,1,18-24,0
TEST,20200615,AstraZeneca,1,25-29,0
TEST,20200615,AstraZeneca,1,30-39,0
TEST,20200615,AstraZeneca,1,40-49,0
TEST,20200615,AstraZeneca,1,5-11,0
TEST,20200615,AstraZeneca,1,50-59,0
TEST,20200615,AstraZeneca,1,60+,0
TEST,20200615,AstraZeneca,1,60-69,0
TEST,20200615,AstraZeneca,1,70-79,0
TEST,20200615,AstraZeneca,1,80+,0
TEST,20200615,AstraZeneca,1,all_agebands,0
TEST,20200615,AstraZeneca,2,0-4,0
TEST,20200615,AstraZeneca,2,12-17,0
TEST,20200615,AstraZeneca,2,18-24,0
TEST,20200615,AstraZeneca,2,25-29,0
TEST,20200615,AstraZeneca,2,30-39,0
TEST,20200615,AstraZeneca,2,40-49,0
TEST,20200615,AstraZeneca,2,5-11,0
TEST,20200615,AstraZeneca,2,50-59,0
TEST,20200615,AstraZeneca,2,60+,0
TEST,20200615,AstraZeneca,2,60-69,0
TEST,20200615,AstraZeneca,2,70-79,0
TEST,20200615,AstraZeneca,2,80+,0
TEST,20200615,AstraZeneca,2,all_agebands,0
TEST,20200615,J&J,1,0-4,0
TEST,20200615,J&J,1,12-17,0
TEST,20200615,J&J,1,18-24,0
TEST,20200615,J&J,1,25-29,0
TEST,20200615,J&J,1,30-39,0
TEST,20200615,J&J,1,40-49,0
TEST,20200615,J&J,1,5-11,0
TEST,20200615,J&J,1,50-59,0
TEST,20200615,J&J,1,60+,0
TEST,20200615,J&J,1,60-69,0
TEST,20200615,J&J,1,70-79,0
TEST,20200615,J&J,1,80+,0
TEST,20200615,J&J,1,all_agebands,0
TEST,20200615,J&J,2,0-4,0
TEST,20200615,J&J,2,12-17,0
TEST,20200615,J&J,2,18-24,0
TEST,20200615,J&J,2,25-29,0
TEST,20200615,J&J,2,30-39,0
TEST,20200615,J&J,2,40-49,0
TEST,20200615,J&J,2,5-11,0
TEST,20200615,J&J,2,50-59,0
TEST,20200615,J&J,2,60+,0
TEST,20200615,J&J,2,60-69,0
TEST,20200615,J&J,2,70-79,0
TEST,20200615,J&J,2,80+,0
TEST,20200615,J&J,2,all_agebands,0
TEST,20200615,Moderna,1,0-4,0
TEST,20200615,Moderna,1,12-17,0
TEST,20200615,Moderna,1,18-24,0
TEST,20200615,Moderna,1,25-29,0
TEST,20200615,Moderna,1,30-39,0
TEST,20200615,Moderna,1,40-49,0
TEST,20200615,Moderna,1,5-11,0
TEST,20200615,Moderna,1,50-59,0
TEST,20200615,Moderna,1,60+,0
TEST,20200615,Moderna,1,60-69,0
TEST,20200615,Moderna,1,70-79,0
TEST,20200615,Moderna,1,80+,0
TEST,20200615,Moderna,1,all_agebands,0
TEST,20200615,Moderna,2,0-4,0
TEST,20200615,Moderna,2,12-17,0
TEST,20200615,Moderna,2,18-24,0
TEST,20200615,Moderna,2,25-29,0
TEST,20200615,Moderna,2,30-39,0
TEST,20200615,Moderna,2,40-49,0
TEST,20200615,Moderna,2,5-11,0
TEST,20200615,Moderna,2,50-59,0
TEST,20200615,Moderna,2,60+,0
TEST,20200615,Moderna,2,60-69,0
TEST,20200615,Moderna,2,70-79,0
TEST,20200615,Moderna,2,80+,0
TEST,20200615,Moderna,2,all_agebands,0
TEST,20200615,Pfizer,1,0-4,0
TEST,20200615,Pfizer,1,12-17,0
TEST,20200615,Pfizer,1,18-24,0
TEST,20200615,Pfizer,1,25-29,0
TEST,20200615,Pfizer,1,30-39,0
TEST,20200615,Pfizer,1,40-49,0
TEST,20200615,Pfizer,1,5-11,0
TEST,20200615,Pfizer,1,50-59,0
TEST,20200615,Pfizer,1,60+,0
TEST,20200615,Pfizer,1,60-69,0
TEST,20200615,Pfizer,1,70-79,0
TEST,20200615,Pfizer,1,80+,0
TEST,20200615,Pfizer,1,all_agebands,0
TEST,20200615,Pfizer,2,0-4,0
TEST,20200615,Pfizer,2,12-17,0
TEST,20200615,Pfizer,2,18-24,0
TEST,20200615,Pfizer,2,25-29,0
TEST,20200615,Pfizer,2,30-39,0
TEST,20200615,Pfizer,2,40-49,0
TEST,20200615,Pfizer,2,5-11,0
TEST,20200615,Pfizer,2,50-59,0
TEST,20200615,Pfizer,2,60+,0
TEST,20200615,Pfizer,2,60-69,0
TEST,20200615,Pfizer,2,70-79,0
TEST,20200615,Pfizer,2,80+,0
TEST,20200615,Pfizer,2,all_agebands,0
TEST,20200615,UKN,1,0-4,0
TEST,20200615,UKN,1,12-17,0
TEST,20200615,UKN,1,18-24,0
TEST,20200615,UKN,1,25-29,0
TEST,20200615,UKN,1,30-39,0
TEST,20200615,UKN,1,40-49,0
TEST,20200615,UKN,1,5-11,0
TEST,20200615,UKN,1,50-59,0
TEST,20200615,UKN,1,60+,0
TEST,20200615,UKN,1,60-69,0
TEST,20200615,UKN,1,70-79,0
TEST,20200615,UKN,1,80+,0
TEST,20200615,UKN,1,all_agebands,0
TEST,20200615,UKN,2,0-4,0
TEST,20200615,UKN,2,12-17,0
TEST,20200615,UKN,2,18-24,0
TEST,20200615,UKN,2,25-29,0
TEST,20200615,UKN,2,30-39,0
TEST,20200615,UKN,2,40-49,0
TEST,20200615,UKN,2,5-11,0
TEST,20200615,UKN,2,50-59,0
TEST,20200615,UKN,2,60+,0
TEST,20200615,UKN,2,60-69,0
TEST,20200615,UKN,2,70-79,0
TEST,20200615,UKN,2,80+,0
TEST,20200615,UKN,2,all_agebands,0
TEST,20200622,AstraZeneca,1,0-4,0
TEST,20200622,AstraZeneca,1,12-17,0
TEST,20200622,AstraZeneca,1,18-24,0
TEST,20200622,AstraZeneca,1,25-29,0
TEST,20200622,AstraZeneca,1,30-39,0
TEST,20200622,AstraZeneca,1,40-49,0
TEST,20200622,AstraZeneca,1,5-11,0
TEST,20200622,AstraZeneca,1,50-59,0
TEST,20200622,AstraZeneca,1,60+,0
TEST,20200622,AstraZeneca,1,60-69,0
TEST,20200622,AstraZeneca,1,70-79,0
TEST,20200622,AstraZeneca,1,80+,0
TEST,20200622,AstraZeneca,1,all_agebands,0
TEST,20200622,AstraZeneca,2,0-4,0
TEST,20200622,AstraZeneca,2,12-17,0
TEST,20200622,AstraZeneca,2,18-24,0
TEST,20200622,AstraZeneca,2,25-29,0
TEST,20200622,AstraZeneca,2,30-39,0
TEST,20200622,AstraZeneca,2,40-49,0
TEST,20200622,AstraZeneca,2,5-11,0
TEST,20200622,AstraZeneca,2,50-59,0
TEST,20200622,AstraZeneca,2,60+,0
TEST,20200622,AstraZeneca,2,60-69,0
TEST,20200622,AstraZeneca,2,70-79,0
TEST,20200622,AstraZeneca,2,80+,0
TEST,20200622,AstraZeneca,2,all_agebands,0
TEST,20200622,J&J,1,0-4,0
TEST,20200622,J&J,1,12-17,0
TEST,20200622,J&J,1,18-24,0
TEST,20200622,J&J,1,25-29,0
TEST,20200622,J&J,1,30-39,0
TEST,20200622,J&J,1,40-49,0
TEST,20200622,J&J,1,5-11,0
TEST,20200622,J&J,1,50-59,0
TEST,20200622,J&J,1,60+,0
TEST,20200622,J&J,1,60-69,0
TEST,20200622,J&J,1,70-79,0
TEST,20200622,J&J,1,80+,0
TEST,20200622,J&J,1,all_agebands,0
TEST,20200622,J&J,2,0-4,0
TEST,20200622,J&J,2,12-17,0
TEST,20200622,J&J,2,18-24,0
TEST,20200622,J&J,2,25-29,0
TEST,20200622,J&J,2,30-39,0
TEST,20200622,J&J,2,40-49,0
TEST,20200622,J&J,2,5-11,0
TEST,20200622,J&J,2,50-59,0
TEST,20200622,J&J,2,60+,0
TEST,20200622,J&J,2,60-69,0
TEST,20200622,J&J,2,70-79,0
TEST,20200622,J&J,2,80+,0
TEST,20200622,J&J,2,all_agebands,0
TEST,20200622,Moderna,1,0-4,0
TEST,20200622,Moderna,1,12-17,0
TEST,20200622,Moderna,1,18-24,0
TEST,20200622,Moderna,1,25-29,0
TEST,20200622,Moderna,1,30-39,0
TEST,20200622,Moderna,1,40-49,0
TEST,20200622,Moderna,1,5-11,0
TEST,20200622,Moderna,1,50-59,0
TEST,20200622,Moderna,1,60+,0
TEST,20200622,Moderna,1,60-69,0
TEST,20200622,Moderna,1,70-79,0
TEST,20200622,Moderna,1,80+,0
TEST,20200622,Moderna,1,all_agebands,0
TEST,20200622,Moderna,2,0-4,0
TEST,20200622,Moderna,2,12-17,0
TEST,20200622,Moderna,2,18-24,0
TEST,20200622,Moderna,2,25-29,0
TEST,20200622,Moderna,2,30-39,0
TEST,20200622,Moderna,2,40-49,0
TEST,20200622,Moderna,2,5-11,0
TEST,20200622,Moderna,2,50-59,0
TEST,20200622,Moderna,2,60+,0
TEST,20200622,Moderna,2,60-69,0
TEST,20200622,Moderna,2,70-79,0
TEST,20200622,Moderna,2,80+,0
TEST,20200622,Moderna,2,all_agebands,0
TEST,20200622,Pfizer,1,0-4,0
TEST,20200622,Pfizer,1,12-17,0
TEST,20200622,Pfizer,1,18-24,0
TEST,20200622,Pfizer,1,25-29,0
TEST,20200622,Pfizer,1,30-39,0
TEST,20200622,Pfizer,1,40-49,0
TEST,20200622,Pfizer,1,5-11,0
TEST,20200622,Pfizer,1,50-59,0
TEST,20200622,Pfizer,1,60+,0
TEST,20200622,Pfizer,1,60-69,0
TEST,20200622,Pfizer,1,70-79,0
TEST,20200622,Pfizer,1,80+,0
TEST,20200622,Pfizer,1,all_agebands,0
TEST,20200622,Pfizer,2,0-4,0
TEST,20200622,Pfizer,2,12-17,0
TEST,20200622,Pfizer,2,18-24,0
TEST,20200622,Pfizer,2,25-29,0
TEST,20200622,Pfizer,2,30-39,0
TEST,20200622,Pfizer,2,40-49,0
TEST,20200622,Pfizer,2,5-11,0
TEST,20200622,Pfizer,2,50-59,0
TEST,20200622,Pfizer,2,60+,0
TEST,20200622,Pfizer,2,60-69,0
TEST,20200622,Pfizer,2,70-79,0
TEST,20200622,Pfizer,2,80+,0
TEST,20200622,Pfizer,2,all_agebands,0
TEST,20200622,UKN,1,0-4,0
TEST,20200622,UKN,1,12-17,0
TEST,20200622,UKN,1,18-24,0
TEST,20200622,UKN,1,25-29,0
TEST,20200622,UKN,1,30-39,0
TEST,20200622,UKN,1,40-49,0
TEST,20200622,UKN,1,5-11,0
TEST,20200622,UKN,1,50-59,0
TEST,20200622,UKN,1,60+,0
TEST,20200622,UKN,1,60-69,0
TEST,20200622,UKN,1,70-79,0
TEST,20200622,UKN,1,80+,0
TEST,20200622,UKN,1,all_agebands,0
TEST,20200622,UKN,2,0-4,0
TEST,20200622,UKN,2,12-17,0
TEST,20200622,UKN,2,18-24,0
TEST,20200622,UKN,2,25-29,0
TEST,20200622,UKN,2,30-39,0
TEST,20200622,UKN,2,40-49,0
TEST,20200622,UKN,2,5-11,0
TEST,20200622,UKN,2,50-59,0
TEST,20200622,UKN,2,60+,0
TEST,20200622,UKN,2,60-69,0
TEST,20200622,UKN,2,70-79,0
TEST,20200622,UKN,2,80+,0
TEST,20200622,UKN,2,all_agebands,0
TEST,20200629,AstraZeneca,1,0-4,0
TEST,20200629,AstraZeneca,1,12-17,0
TEST,20200629,AstraZeneca,1,18-24,0
TEST,20200629,AstraZeneca,1,25-29,0
TEST,20200629,AstraZeneca,1,30-39,0
TEST,20200629,AstraZeneca,1,40-49,0
TEST,20200629,AstraZeneca,1,5-11,0
TEST,20200629,AstraZeneca,1,50-59,0
TEST,20200629,AstraZeneca,1,60+,0
TEST,20200629,AstraZeneca,1,60-69,0
TEST,20200629,AstraZeneca,1,70-79,0
TEST,20200629,AstraZeneca,1,80+,0
TEST,20200629,AstraZeneca,1,all_agebands,0
TEST,20200629,AstraZeneca,2,0-4,0
TEST,20200629,AstraZeneca,2,12-17,0
TEST,20200629,AstraZeneca,2,18-24,0
TEST,20200629,AstraZeneca,2,25-29,0
TEST,20200629,AstraZeneca,2,30-39,0
TEST,20200629,AstraZeneca,2,40-49,0
TEST,20200629,AstraZeneca,2,5-11,0
TEST,20200629,AstraZeneca,2,50-59,0
TEST,20200629,AstraZeneca,2,60+,0
TEST,20200629,AstraZeneca,2,60-69,0
TEST,20200629,AstraZeneca,2,70-79,0
TEST,20200629,AstraZeneca,2,80+,0
TEST,20200629,AstraZeneca,2,all_agebands,0
TEST,20200629,J&J,1,0-4,0
TEST,20200629,J&J,1,12-17,0
TEST,20200629,J&J,1,18-24,0
TEST,20200629,J&J,1,25-29,0
TEST,20200629,J&J,1,30-39,0
TEST,20200629,J&J,1,40-49,0
TEST,20200629,J&J,1,5-11,0
TEST,20200629,J&J,1,50-59,0
TEST,20200629,J&J,1,60+,0
TEST,20200629,J&J,1,60-69,0
TEST,20200629,J&J,1,70-79,0
TEST,20200629,J&J,1,80+,0
TEST,20200629,J&J,1,all_agebands,0
TEST,20200629,J&J,2,0-4,0
TEST,20200629,J&J,2,12-17,0
TEST,20200629,J&J,2,18-24,0
TEST,20200629,J&J,2,25-29,0
TEST,20200629,J&J,2,30-39,0
TEST,20200629,J&J,2,40-49,0
TEST,20200629,J&J,2,5-11,0
TEST,20200629,J&J,2,50-59,0
TEST,20200629,J&J,2,60+,0
TEST,20200629,J&J,2,60-69,0
TEST,20200629,J&J,2,70-79,0
TEST,20200629,J&J,2,80+,0
TEST,20200629,J&J,2,all_agebands,0
TEST,20200629,Moderna,1,0-4,0
TEST,20200629,Moderna,1,12-17,0
TEST,20200629,Moderna,1,18-24,0
TEST,20200629,Moderna,1,25-29,0
TEST,20200629,Moderna,1,30-39,0
TEST,20200629,Moderna,1,40-49,0
TEST,20200629,Moderna,1,5-11,0
TEST,20200629,Moderna,1,50-59,0
TEST,20200629,Moderna,1,60+,0
TEST,20200629,Moderna,1,60-69,0
TEST,20200629,Moderna,1,70-79,0
TEST,20200629,Moderna,1,80+,0
TEST,20200629,Moderna,1,all_agebands,0
TEST,20200629,Moderna,2,0-4,0
TEST,20200629,Moderna,2,12-17,0
TEST,20200629,Moderna,2,18-24,0
TEST,20200629,Moderna,2,25-29,0
TEST,20200629,Moderna,2,30-39,0
TEST,20200629,Moderna,2,40-49,0
TEST,20200629,Moderna,2,5-11,0
TEST,20200629,Moderna,2,50-59,0
TEST,20200629,Moderna,2,60+,0
TEST,20200629,Moderna,2,60-69,0
TEST,20200629,Moderna,2,70-79,0
TEST,20200629,Moderna,2,80+,0
TEST,20200629,Moderna,2,all_agebands,0
TEST,20200629,Pfizer,1,0-4,0
TEST,20200629,Pfizer,1,12-17,0
TEST,20200629,Pfizer,1,18-24,0
TEST,20200629,Pfizer,1,25-29,0
TEST,20200629,Pfizer,1,30-39,0
TEST,20200629,Pfizer,1,40-49,0
TEST,20200629,Pfizer,1,5-11,0
TEST,20200629,Pfizer,1,50-59,0
TEST,20200629,Pfizer,1,60+,0
TEST,20200629,Pfizer,1,60-69,0
TEST,20200629,Pfizer,1,70-79,0
TEST,20200629,Pfizer,1,80+,0
TEST,20200629,Pfizer,1,all_agebands,0
TEST,20200629,Pfizer,2,0-4,0
TEST,20200629,Pfizer,2,12-17,0
TEST,20200629,Pfizer,2,18-24,0
TEST,20200629,Pfizer,2,25-29,0
TEST,20200629,Pfizer,2,30-39,0
TEST,20200629,Pfizer,2,40-49,0
TEST,20200629,Pfizer,2,5-11,0
TEST,20200629,Pfizer,2,50-59,0
TEST,20200629,Pfizer,2,60+,0
TEST,20200629,Pfizer,2,60-69,0
TEST,20200629,Pfizer,2,70-79,0
TEST,20200629,Pfizer,2,80+,0
TEST,20200629,Pfizer,2,all_agebands,0
TEST,20200629,UKN,1,0-4,0
TEST,20200629,UKN,1,12-17,0
TEST,20200629,UKN,1,18-24,0
TEST,20200629,UKN,1,25-29,0
TEST,20200629,UKN,1,30-39,0
TEST,20200629,UKN,1,40-49,0
TEST,20200629,UKN,1,5-11,0
TEST,20200629,UKN,1,50-59,0
TEST,20200629,UKN,1,60+,0
TEST,20200629,UKN,1,60-69,0
TEST,20200629,UKN,1,70-79,0
TEST,20200629,UKN,1,80+,0
TEST,20200629,UKN,1,all_agebands,0
TEST,20200629,UKN,2,0-4,0
TEST,20200629,UKN,2,12-17,0
TEST,20200629,UKN,2,18-24,0
TEST,20200629,UKN,2,25-29,0
TEST,20200629,UKN,2,30-39,0
TEST,20200629,UKN,2,40-49,0
TEST,20200629,UKN,2,5-11,0
TEST,20200629,UKN,2,50-59,0
TEST,20200629,UKN,2,60+,0
TEST,20200629,UKN,2,60-69,0
TEST,20200629,UKN,2,70-79,0
TEST,20200629,UKN,2,80+,0
TEST,20200629,UKN,2,all_agebands,0
TEST,20200706,AstraZeneca,1,0-4,0
TEST,20200706,AstraZeneca,1,12-17,0
TEST,20200706,AstraZeneca,1,18-24,0
TEST,20200706,AstraZeneca,1,25-29,0
TEST,20200706,AstraZeneca,1,30-39,0
TEST,20200706,AstraZeneca,1,40-49,0
TEST,20200706,AstraZeneca,1,5-11,0
TEST,20200706,AstraZeneca,1,50-59,0
TEST,20200706,AstraZeneca,1,60+,0
TEST,20200706,AstraZeneca,1,60-69,0
TEST,20200706,AstraZeneca,1,70-79,0
TEST,20200706,AstraZeneca,1,80+,0
TEST,20200706,AstraZeneca,1,all_agebands,0
TEST,20200706,AstraZeneca,2,0-4,0
TEST,20200706,AstraZeneca,2,12-17,0
TEST,20200706,AstraZeneca,2,18-24,0
TEST,20200706,AstraZeneca,2,25-29,0
TEST,20200706,AstraZeneca,2,30-39,0
TEST,20200706,AstraZeneca,2,40-49,0
TEST,20200706,AstraZeneca,2,5-11,0
TEST,20200706,AstraZeneca,2,50-59,0
TEST,20200706,AstraZeneca,2,60+,0
TEST,20200706,AstraZeneca,2,60-69,0
TEST,20200706,AstraZeneca,2,70-79,0
TEST,20200706,AstraZeneca,2,80+,0
TEST,20200706,AstraZeneca,2,all_agebands,0
TEST,20200706,J&J,1,0-4,0
TEST,20200706,J&J,1,12-17,0
TEST,20200706,J&J,1,18-24,0
TEST,20200706,J&J,1,25-29,0
TEST,20200706,J&J,1,30-39,0
TEST,20200706,J&J,1,40-49,0
TEST,20200706,J&J,1,5-11,0
TEST,20200706,J&J,1,50-59,0
TEST,20200706,J&J,1,60+,0
TEST,20200706,J&J,1,60-69,0
TEST,20200706,J&J,1,70-79,0
TEST,20200706,J&J,1,80+,0
TEST,20200706,J&J,1,all_agebands,0
TEST,20200706,J&J,2,0-4,0
TEST,20200706,J&J,2,12-17,0
TEST,20200706,J&J,2,18-24,0
TEST,20200706,J&J,2,25-29,0
TEST,20200706,J&J,2,30-39,0
TEST,20200706,J&J,2,40-49,0
TEST,20200706,J&J,2,5-11,0
TEST,20200706,J&J,2,50-59,0
TEST,20200706,J&J,2,60+,0
TEST,20200706,J&J,2,60-69,0
TEST,20200706,J&J,2,70-79,0
TEST,20200706,J&J,2,80+,0
TEST,20200706,J&J,2,all_agebands,0
TEST,20200706,Moderna,1,0-4,0
TEST,20200706,Moderna,1,12-17,0
TEST,20200706,Moderna,1,18-24,0
TEST,20200706,Moderna,1,25-29,0
TEST,20200706,Moderna,1,30-39,0
TEST,20200706,Moderna,1,40-49,0
TEST,20200706,Moderna,1,5-11,0
TEST,20200706,Moderna,1,50-59,0
TEST,20200706,Moderna,1,60+,0
TEST,20200706,Moderna,1,60-69,0
TEST,20200706,Moderna,1,70-79,0
TEST,20200706,Moderna,1,80+,0
TEST,20200706,Moderna,1,all_agebands,0
TEST,20200706,Moderna,2,0-4,0
TEST,20200706,Moderna,2,12-17,0
TEST,20200706,Moderna,2,18-24,0
TEST,20200706,Moderna,2,25-29,0
TEST,20200706,Moderna,2,30-39,0
TEST,20200706,Moderna,2,40-49,0
TEST,20200706,Moderna,2,5-11,0
TEST,20200706,Moderna,2,50-59,0
TEST,20200706,Moderna,2,60+,0
TEST,20200706,Moderna,2,60-69,0
TEST,20200706,Moderna,2,70-79,0
TEST,20200706,Moderna,2,80+,0
TEST,20200706,Moderna,2,all_agebands,0
TEST,20200706,Pfizer,1,0-4,0
TEST,20200706,Pfizer,1,12-17,0
TEST,20200706,Pfizer,1,18-24,0
TEST,20200706,Pfizer,1,25-29,0
TEST,20200706,Pfizer,1,30-39,0
