datasource,week_since_vaccination,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,9,Pfizer,2,70-79,L2,0,0,0,1727388.74
TEST,1,Moderna,2,40-49,L2,0,0,0,2138671.78
TEST,2,Moderna,2,40-49,L2,0,0,0,2138671.78
TEST,3,Moderna,2,40-49,L2,0,0,0,2138671.78
TEST,4,Moderna,2,40-49,L2,0,0,0,2283666.48
TEST,5,Moderna,2,40-49,L2,0,0,0,3208007.67
TEST,6,Moderna,2,40-49,L2,0,0,0,3208007.67
TEST,7,Moderna,2,40-49,L2,0,0,0,3208007.67
TEST,8,Moderna,2,40-49,L2,0,0,0,3962833
TEST,9,Moderna,2,40-49,L2,0,0,0,4812011.5
TEST,10,Moderna,2,40-49,L2,0,0,0,6124378.28
TEST,11,Moderna,2,40-49,L2,0,0,0,14970702.45
TEST,10,Pfizer,1,80+,L2,0,0,0,1077890.58
TEST,11,Pfizer,1,80+,L2,0,0,0,1513891.26
TEST,12,Pfizer,1,80+,L2,0,0,0,1749822.36
TEST,13,Pfizer,1,80+,L2,0,0,0,2542194.76
TEST,1,Pfizer,2,30-39,L2,0,0,0,1418277.07
TEST,2,Pfizer,2,30-39,L2,0,0,0,1604003.83
TEST,3,Pfizer,2,30-39,L2,0,0,0,1749822.36
TEST,4,Pfizer,2,30-39,L2,0,0,0,1871337.81
TEST,5,Pfizer,2,30-39,L2,0,0,0,1924804.6
TEST,6,Pfizer,2,30-39,L2,0,0,0,1952700.32
TEST,7,Pfizer,2,30-39,L2,0,0,0,2542194.76
TEST,8,Pfizer,2,30-39,L2,0,0,0,3286251.76
TEST,9,Pfizer,2,30-39,L2,0,0,0,3849609.2
TEST,10,Pfizer,2,30-39,L2,0,0,0,3742675.61
TEST,11,Pfizer,2,30-39,L2,0,0,0,4812011.5
TEST,12,Pfizer,2,30-39,L2,0,0,0,4812011.5
TEST,13,Pfizer,2,30-39,L2,0,0,0,4812011.5
TEST,14,Pfizer,2,30-39,L2,0,0,0,6416015.34
TEST,15,Pfizer,2,30-39,L2,0,0,0,6416015.34
TEST,16,Pfizer,2,30-39,L2,0,0,0,6416015.34
TEST,17,Pfizer,2,30-39,L2,0,0,0,6736816.1
TEST,18,Pfizer,2,30-39,L2,0,0,0,9624023
TEST,19,Pfizer,2,30-39,L2,0,0,0,9624023
TEST,20,Pfizer,2,30-39,L2,0,0,0,9624023
TEST,21,Pfizer,2,30-39,L2,0,0,0,9624023
TEST,22,Pfizer,2,30-39,L2,0,0,0,26947264.41
TEST,14,Pfizer,1,80+,L2,0,0,0,4812011.5
TEST,15,Pfizer,1,80+,L2,0,0,0,4646080.07
TEST,16,Pfizer,1,80+,L2,0,0,0,7091385.37
TEST,4,Pfizer,1,30-39,L2,0,0,0,1433365.13
TEST,5,J&J,1,50-59,L2,0,0,0,6736816.1
TEST,6,J&J,1,50-59,L2,0,0,0,44912107.35
TEST,5,J&J,1,70-79,L2,0,0,0,3208007.67
TEST,6,J&J,1,70-79,L2,0,0,0,3208007.67
TEST,7,J&J,1,70-79,L2,0,0,0,3208007.67
TEST,8,J&J,1,70-79,L2,0,0,0,3208007.67
TEST,9,J&J,1,70-79,L2,0,0,0,3208007.67
TEST,22,Pfizer,2,60-69,L2,0,0,0,8982421.47
TEST,10,J&J,1,70-79,L2,0,0,0,16842040.26
TEST,6,Moderna,1,60-69,L2,0,0,0,2591083.12
TEST,7,Moderna,1,60-69,L2,0,0,0,7091385.37
TEST,8,Moderna,1,60-69,L2,0,0,0,9624023
TEST,9,Moderna,1,60-69,L2,0,0,0,9624023
TEST,10,Moderna,1,60-69,L2,0,0,0,13473632.21
TEST,1,Moderna,1,80+,L2,0,0,0,19248046.01
TEST,2,Moderna,1,80+,L2,0,0,0,19248046.01
TEST,3,Moderna,1,80+,L2,0,0,0,19248046.01
TEST,4,Moderna,1,80+,L2,0,0,0,19248046.01
TEST,5,Moderna,1,80+,L2,0,0,0,44912107.35
TEST,1,Moderna,2,80+,L2,0,0,0,19248046.01
TEST,2,Moderna,2,80+,L2,0,0,0,19248046.01
TEST,3,Moderna,2,80+,L2,0,0,0,19248046.01
TEST,4,Moderna,2,80+,L2,0,0,0,19248046.01
TEST,5,Moderna,2,80+,L2,0,0,0,19248046.01
TEST,6,Moderna,2,80+,L2,0,0,0,19248046.01
TEST,7,Moderna,2,80+,L2,0,0,0,19248046.01
TEST,8,Moderna,2,80+,L2,0,0,0,19248046.01
TEST,9,Moderna,2,80+,L2,0,0,0,19248046.01
TEST,10,Moderna,2,80+,L2,0,0,0,33684080.52
TEST,1,Pfizer,1,18-24,L2,0,0,0,1295541.56
TEST,7,J&J,1,60-69,L2,0,0,0,3849609.2
TEST,8,J&J,1,60-69,L2,0,0,0,8982421.47
TEST,7,Pfizer,1,50-59,L2,0,0,0,3849609.2
TEST,8,Pfizer,1,50-59,L2,0,0,0,3849609.2
TEST,9,Pfizer,1,50-59,L2,0,0,0,3849609.2
TEST,10,Pfizer,1,50-59,L2,0,0,0,3849609.2
TEST,11,Pfizer,1,50-59,L2,0,0,0,3849609.2
TEST,12,Pfizer,1,50-59,L2,0,0,0,4491210.74
TEST,13,Pfizer,1,50-59,L2,0,0,0,4812011.5
TEST,14,Pfizer,1,50-59,L2,0,0,0,4812011.5
TEST,15,Pfizer,1,50-59,L2,0,0,0,4812011.5
TEST,16,Pfizer,1,50-59,L2,0,0,0,6416015.34
TEST,17,Pfizer,1,50-59,L2,0,0,0,8421020.13
TEST,18,Pfizer,1,50-59,L2,0,0,0,9624023
TEST,19,Pfizer,1,50-59,L2,0,0,0,9624023
TEST,20,Pfizer,1,50-59,L2,0,0,0,9624023
TEST,21,Pfizer,1,50-59,L2,0,0,0,9624023
TEST,22,Pfizer,1,50-59,L2,0,0,0,14970702.45
TEST,23,Pfizer,1,50-59,L2,0,0,0,19248046.01
TEST,24,Pfizer,1,50-59,L2,0,0,0,19248046.01
TEST,25,Pfizer,1,50-59,L2,0,0,0,44912107.35
TEST,2,Pfizer,1,18-24,L2,0,0,0,1871337.81
TEST,3,Pfizer,1,18-24,L2,0,0,0,2641888.67
TEST,1,Pfizer,2,18-24,L2,0,0,0,6416015.34
TEST,2,Pfizer,2,18-24,L2,0,0,0,6416015.34
TEST,3,Pfizer,2,18-24,L2,0,0,0,6416015.34
TEST,4,Pfizer,2,18-24,L2,0,0,0,6416015.34
TEST,5,Pfizer,2,18-24,L2,0,0,0,6416015.34
TEST,6,Pfizer,2,18-24,L2,0,0,0,6416015.34
TEST,7,Pfizer,2,18-24,L2,0,0,0,6416015.34
TEST,8,Pfizer,2,18-24,L2,0,0,0,8421020.13
TEST,9,Pfizer,2,18-24,L2,0,0,0,9624023
TEST,10,Pfizer,2,18-24,L2,0,0,0,9624023
TEST,11,Pfizer,2,18-24,L2,0,0,0,9624023
TEST,12,Pfizer,2,18-24,L2,0,0,0,9624023
TEST,13,Pfizer,2,18-24,L2,0,0,0,9624023
TEST,14,Pfizer,2,18-24,L2,0,0,0,9624023
TEST,15,Pfizer,2,18-24,L2,0,0,0,11228026.84
TEST,16,Pfizer,2,18-24,L2,0,0,0,19248046.01
TEST,17,Pfizer,2,18-24,L2,0,0,0,19248046.01
TEST,18,Pfizer,2,18-24,L2,0,0,0,19248046.01
TEST,19,Pfizer,2,18-24,L2,0,0,0,19248046.01
TEST,20,Pfizer,2,18-24,L2,0,0,0,19248046.01
TEST,21,Pfizer,2,18-24,L2,0,0,0,19248046.01
TEST,22,Pfizer,2,18-24,L2,0,0,0,33684080.52
TEST,5,Pfizer,1,30-39,L2,0,0,0,2749720.86
TEST,6,Pfizer,1,30-39,L2,0,0,0,3545692.69
TEST,7,Pfizer,1,70-79,L2,0,0,0,7485351.23
TEST,13,AstraZeneca,1,40-49,L2,0,0,0,5389452.88
TEST,14,AstraZeneca,1,40-49,L2,0,0,0,9624023
TEST,15,AstraZeneca,1,40-49,L2,0,0,0,9624023
TEST,16,AstraZeneca,1,40-49,L2,0,0,0,9624023
TEST,17,AstraZeneca,1,40-49,L2,0,0,0,9624023
TEST,18,AstraZeneca,1,40-49,L2,0,0,0,13473632.21
TEST,19,AstraZeneca,1,40-49,L2,0,0,0,26947264.41
TEST,5,Moderna,1,70-79,L2,0,0,0,3641522.22
TEST,6,Moderna,1,70-79,L2,0,0,0,4812011.5
TEST,7,Moderna,1,70-79,L2,0,0,0,4812011.5
TEST,8,Moderna,1,70-79,L2,0,0,0,9624023
TEST,9,Moderna,1,70-79,L2,0,0,0,9624023
TEST,10,Moderna,1,70-79,L2,0,0,0,14970702.45
TEST,5,Moderna,2,30-39,L2,0,0,0,9624023
TEST,6,Moderna,2,30-39,L2,0,0,0,9624023
TEST,7,Moderna,2,30-39,L2,0,0,0,9624023
TEST,8,Moderna,2,30-39,L2,0,0,0,11228026.84
TEST,9,Moderna,2,30-39,L2,0,0,0,19248046.01
TEST,10,Moderna,2,30-39,L2,0,0,0,19248046.01
TEST,11,Moderna,2,30-39,L2,0,0,0,19248046.01
TEST,12,Moderna,2,30-39,L2,0,0,0,33684080.52
TEST,13,AstraZeneca,1,60-69,L2,0,0,0,9624023
TEST,1,Moderna,2,50-59,L2,0,0,0,1871337.81
TEST,2,Moderna,2,50-59,L2,0,0,0,1952700.32
TEST,3,Moderna,2,50-59,L2,0,0,0,2105255.03
TEST,7,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,8,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,9,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,10,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,11,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,12,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,13,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,14,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,15,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,16,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,17,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,18,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,19,Pfizer,1,30-39,L2,0,0,0,14970702.45
TEST,20,Pfizer,1,30-39,L2,0,0,0,19248046.01
TEST,21,Pfizer,1,30-39,L2,0,0,0,19248046.01
TEST,22,Pfizer,1,30-39,L2,0,0,0,19248046.01
TEST,23,Pfizer,1,30-39,L2,0,0,0,19248046.01
TEST,24,Pfizer,1,30-39,L2,0,0,0,19248046.01
TEST,25,Pfizer,1,30-39,L2,0,0,0,26947264.41
TEST,4,Moderna,2,50-59,L2,0,0,0,2749720.86
TEST,1,AstraZeneca,1,25-29,L2,0,0,0,3849609.2
TEST,2,AstraZeneca,1,25-29,L2,0,0,0,3849609.2
TEST,3,AstraZeneca,1,25-29,L2,0,0,0,3849609.2
TEST,4,AstraZeneca,1,25-29,L2,0,0,0,3962833
TEST,5,AstraZeneca,1,25-29,L2,0,0,0,4812011.5
TEST,6,AstraZeneca,1,25-29,L2,0,0,0,5858100.96
TEST,7,AstraZeneca,1,25-29,L2,0,0,0,6416015.34
TEST,8,AstraZeneca,1,25-29,L2,0,0,0,8982421.47
TEST,9,AstraZeneca,1,25-29,L2,0,0,0,19248046.01
TEST,10,AstraZeneca,1,25-29,L2,0,0,0,19248046.01
TEST,11,AstraZeneca,1,25-29,L2,0,0,0,19248046.01
TEST,12,AstraZeneca,1,25-29,L2,0,0,0,19248046.01
TEST,13,AstraZeneca,1,25-29,L2,0,0,0,33684080.52
TEST,1,AstraZeneca,2,25-29,L2,0,0,0,19248046.01
TEST,2,AstraZeneca,2,25-29,L2,0,0,0,19248046.01
TEST,3,AstraZeneca,2,25-29,L2,0,0,0,19248046.01
TEST,4,AstraZeneca,2,25-29,L2,0,0,0,19248046.01
TEST,5,AstraZeneca,2,25-29,L2,0,0,0,19248046.01
TEST,6,AstraZeneca,2,25-29,L2,0,0,0,19248046.01
TEST,7,AstraZeneca,2,25-29,L2,0,0,0,19248046.01
TEST,8,AstraZeneca,2,25-29,L2,0,0,0,67368161.03
TEST,5,Moderna,2,50-59,L2,0,0,0,3849609.2
TEST,6,Moderna,2,50-59,L2,0,0,0,3849609.2
TEST,7,Moderna,2,50-59,L2,0,0,0,3849609.2
TEST,8,Moderna,2,50-59,L2,0,0,0,3849609.2
TEST,9,Moderna,2,50-59,L2,0,0,0,4812011.5
TEST,5,Moderna,1,30-39,L2,0,0,0,19248046.01
TEST,6,Moderna,1,30-39,L2,0,0,0,19248046.01
TEST,7,Moderna,1,30-39,L2,0,0,0,19248046.01
TEST,8,Moderna,1,30-39,L2,0,0,0,19248046.01
TEST,9,Moderna,1,30-39,L2,0,0,0,26947264.41
TEST,1,Pfizer,2,25-29,L2,0,0,0,6416015.34
TEST,2,Pfizer,2,25-29,L2,0,0,0,6416015.34
TEST,3,Pfizer,2,25-29,L2,0,0,0,6416015.34
TEST,4,Pfizer,2,25-29,L2,0,0,0,6416015.34
TEST,5,Pfizer,2,25-29,L2,0,0,0,6416015.34
TEST,6,Pfizer,2,25-29,L2,0,0,0,6416015.34
TEST,7,Pfizer,2,25-29,L2,0,0,0,6416015.34
TEST,8,Pfizer,2,25-29,L2,0,0,0,6416015.34
TEST,9,Pfizer,2,25-29,L2,0,0,0,8421020.13
TEST,10,Pfizer,2,25-29,L2,0,0,0,9624023
TEST,11,Pfizer,2,25-29,L2,0,0,0,9624023
TEST,12,Pfizer,2,25-29,L2,0,0,0,9624023
TEST,13,Pfizer,2,25-29,L2,0,0,0,9624023
TEST,14,Pfizer,2,25-29,L2,0,0,0,9624023
TEST,15,Pfizer,2,25-29,L2,0,0,0,9624023
TEST,22,Pfizer,2,40-49,L2,0,0,0,8421020.13
TEST,10,Pfizer,2,70-79,L2,0,0,0,4812011.5
TEST,11,Pfizer,2,70-79,L2,0,0,0,7091385.37
TEST,12,Pfizer,2,70-79,L2,0,0,0,9624023
TEST,13,Pfizer,2,70-79,L2,0,0,0,12248756.55
TEST,11,Moderna,1,70-79,L2,0,0,0,19248046.01
TEST,12,Moderna,1,70-79,L2,0,0,0,19248046.01
TEST,13,Moderna,1,70-79,L2,0,0,0,67368161.03
TEST,2,AstraZeneca,1,30-39,L2,0,0,0,4812011.5
TEST,3,AstraZeneca,1,30-39,L2,0,0,0,4812011.5
TEST,4,AstraZeneca,1,30-39,L2,0,0,0,4812011.5
TEST,5,AstraZeneca,1,30-39,L2,0,0,0,5614013.42
TEST,6,AstraZeneca,1,30-39,L2,0,0,0,6416015.34
TEST,7,AstraZeneca,1,30-39,L2,0,0,0,6416015.34
TEST,8,AstraZeneca,1,30-39,L2,0,0,0,6416015.34
TEST,9,AstraZeneca,1,30-39,L2,0,0,0,6416015.34
TEST,10,AstraZeneca,1,30-39,L2,0,0,0,6416015.34
TEST,11,AstraZeneca,1,30-39,L2,0,0,0,6416015.34
TEST,12,AstraZeneca,1,30-39,L2,0,0,0,6736816.1
TEST,13,AstraZeneca,1,30-39,L2,0,0,0,33684080.52
TEST,1,AstraZeneca,2,30-39,L2,0,0,0,6416015.34
TEST,2,AstraZeneca,2,30-39,L2,0,0,0,6416015.34
TEST,3,AstraZeneca,2,30-39,L2,0,0,0,6416015.34
TEST,4,AstraZeneca,2,30-39,L2,0,0,0,6416015.34
TEST,5,AstraZeneca,2,30-39,L2,0,0,0,7091385.37
TEST,8,Pfizer,1,70-79,L2,0,0,0,12248756.55
TEST,9,Pfizer,1,70-79,L2,0,0,0,19248046.01
TEST,10,Pfizer,1,70-79,L2,0,0,0,19248046.01
TEST,11,Pfizer,1,70-79,L2,0,0,0,19248046.01
TEST,12,Pfizer,1,70-79,L2,0,0,0,33684080.52
TEST,6,AstraZeneca,2,30-39,L2,0,0,0,11228026.84
TEST,14,Pfizer,2,70-79,L2,0,0,0,19248046.01
TEST,15,Pfizer,2,70-79,L2,0,0,0,19248046.01
TEST,16,Pfizer,2,70-79,L2,0,0,0,19248046.01
TEST,2,AstraZeneca,2,60-69,L2,0,0,0,6416015.34
TEST,3,AstraZeneca,2,60-69,L2,0,0,0,8982421.47
TEST,8,AstraZeneca,2,50-59,L2,0,0,0,13473632.21
TEST,11,Moderna,2,60-69,L2,0,0,0,5182166.23
TEST,12,Moderna,2,60-69,L2,0,0,0,7091385.37
TEST,13,Moderna,2,60-69,L2,0,0,0,9624023
TEST,14,Moderna,2,60-69,L2,0,0,0,9624023
TEST,15,Moderna,2,60-69,L2,0,0,0,12248756.55
TEST,10,Moderna,2,50-59,L2,0,0,0,8421020.13
TEST,11,Moderna,2,50-59,L2,0,0,0,9624023
TEST,12,Moderna,2,50-59,L2,0,0,0,13473632.21
TEST,13,Moderna,2,50-59,L2,0,0,0,19248046.01
TEST,14,Moderna,2,50-59,L2,0,0,0,19248046.01
TEST,15,Moderna,2,50-59,L2,0,0,0,19248046.01
TEST,16,Moderna,2,50-59,L2,0,0,0,19248046.01
TEST,17,Moderna,2,50-59,L2,0,0,0,19248046.01
TEST,18,Moderna,2,50-59,L2,0,0,0,19248046.01
TEST,19,Moderna,2,50-59,L2,0,0,0,44912107.35
TEST,4,Pfizer,1,18-24,L2,0,0,0,9624023
TEST,23,Pfizer,2,60-69,L2,0,0,0,33684080.52
TEST,4,Pfizer,1,12-17,L2,0,0,0,67368161.03
TEST,16,Pfizer,2,80+,L2,0,0,0,9624023
TEST,17,Pfizer,2,80+,L2,0,0,0,9624023
TEST,18,Pfizer,2,80+,L2,0,0,0,9624023
TEST,19,Pfizer,2,80+,L2,0,0,0,9624023
TEST,20,Pfizer,2,80+,L2,0,0,0,9624023
TEST,21,Pfizer,2,80+,L2,0,0,0,9624023
TEST,22,Pfizer,2,80+,L2,0,0,0,13473632.21
TEST,23,Pfizer,2,50-59,L2,0,0,0,44912107.35
TEST,16,Moderna,2,60-69,L2,0,0,0,19248046.01
TEST,17,Moderna,2,60-69,L2,0,0,0,19248046.01
TEST,18,Moderna,2,60-69,L2,0,0,0,19248046.01
TEST,19,Moderna,2,60-69,L2,0,0,0,22456053.68
TEST,4,AstraZeneca,2,60-69,L2,0,0,0,33684080.52
TEST,23,Pfizer,2,40-49,L2,0,0,0,67368161.03
TEST,11,Moderna,1,60-69,L2,0,0,0,19248046.01
TEST,12,Moderna,1,60-69,L2,0,0,0,19248046.01
TEST,13,Moderna,1,60-69,L2,0,0,0,19248046.01
TEST,14,Moderna,1,60-69,L2,0,0,0,33684080.52
TEST,5,Pfizer,1,18-24,L2,0,0,0,16842040.26
TEST,5,Moderna,1,18-24,L2,0,0,0,33684080.52
TEST,16,Pfizer,2,25-29,L2,0,0,0,19248046.01
TEST,17,Pfizer,2,25-29,L2,0,0,0,19248046.01
TEST,18,Pfizer,2,25-29,L2,0,0,0,19248046.01
TEST,19,Pfizer,2,25-29,L2,0,0,0,19248046.01
TEST,20,Pfizer,2,25-29,L2,0,0,0,19248046.01
TEST,21,Pfizer,2,25-29,L2,0,0,0,19248046.01
TEST,22,Pfizer,2,25-29,L2,0,0,0,16842040.26
TEST,17,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,18,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,19,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,20,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,21,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,22,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,23,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,24,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,25,Pfizer,1,80+,L2,0,0,0,16842040.26
TEST,7,Pfizer,1,40-49,L2,0,0,0,6416015.34
TEST,8,Pfizer,1,40-49,L2,0,0,0,6416015.34
TEST,9,Pfizer,1,40-49,L2,0,0,0,6416015.34
TEST,10,Pfizer,1,40-49,L2,0,0,0,6416015.34
TEST,11,Pfizer,1,40-49,L2,0,0,0,6416015.34
TEST,12,Pfizer,1,40-49,L2,0,0,0,7485351.23
TEST,13,Pfizer,1,40-49,L2,0,0,0,9624023
TEST,14,Pfizer,1,40-49,L2,0,0,0,9624023
TEST,15,Pfizer,1,40-49,L2,0,0,0,9624023
TEST,16,Pfizer,1,40-49,L2,0,0,0,9624023
TEST,17,Pfizer,1,40-49,L2,0,0,0,9624023
TEST,18,Pfizer,1,40-49,L2,0,0,0,9624023
TEST,19,Pfizer,1,40-49,L2,0,0,0,9624023
TEST,20,Pfizer,1,40-49,L2,0,0,0,12248756.55
TEST,21,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,22,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,23,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,24,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,25,Pfizer,1,40-49,L2,0,0,0,26947264.41
TEST,11,Moderna,2,70-79,L2,0,0,0,67368161.03
TEST,14,AstraZeneca,1,70-79,L2,0,0,0,67368161.03
TEST,18,AstraZeneca,1,50-59,L2,0,0,0,19248046.01
TEST,19,AstraZeneca,1,50-59,L2,0,0,0,19248046.01
TEST,20,AstraZeneca,1,50-59,L2,0,0,0,33684080.52
TEST,7,AstraZeneca,2,30-39,L2,0,0,0,16842040.26
TEST,12,Moderna,2,40-49,L2,0,0,0,19248046.01
TEST,13,Moderna,2,40-49,L2,0,0,0,19248046.01
TEST,14,Moderna,2,40-49,L2,0,0,0,19248046.01
TEST,15,Moderna,2,40-49,L2,0,0,0,33684080.52
TEST,0,none,no_dose,all_birth_cohorts,L2,9,392.68,179.56,745.44
TEST,1,Pfizer,1,all_birth_cohorts,L2,0,0,0,24479.71
TEST,2,Pfizer,1,all_birth_cohorts,L2,0,0,0,26611.95
TEST,3,Pfizer,1,all_birth_cohorts,L2,0,0,0,31598.57
TEST,4,Pfizer,1,all_birth_cohorts,L2,0,0,0,72205.96
TEST,5,Pfizer,1,all_birth_cohorts,L2,0,0,0,109541.73
TEST,6,Pfizer,1,all_birth_cohorts,L2,0,0,0,193586.67
TEST,1,Moderna,1,all_birth_cohorts,L2,0,0,0,138049.51
TEST,1,Pfizer,2,all_birth_cohorts,L2,0,0,0,56304.36
TEST,2,Pfizer,2,all_birth_cohorts,L2,0,0,0,59565.13
TEST,3,Pfizer,2,all_birth_cohorts,L2,0,0,0,59962.76
TEST,4,Pfizer,2,all_birth_cohorts,L2,0,0,0,60069.69
TEST,5,Pfizer,2,all_birth_cohorts,L2,0,0,0,63584.86
TEST,6,Pfizer,2,all_birth_cohorts,L2,0,0,0,70138.64
TEST,7,Pfizer,2,all_birth_cohorts,L2,0,0,0,75355.88
TEST,8,Pfizer,2,all_birth_cohorts,L2,0,0,0,88467.71
TEST,9,Pfizer,2,all_birth_cohorts,L2,0,0,0,106258.93
TEST,10,Pfizer,2,all_birth_cohorts,L2,0,0,0,134199.52
TEST,11,Pfizer,2,all_birth_cohorts,L2,0,0,0,163316.75
TEST,12,Pfizer,2,all_birth_cohorts,L2,0,0,0,188971
TEST,13,Pfizer,2,all_birth_cohorts,L2,0,0,0,220157.39
TEST,14,Pfizer,2,all_birth_cohorts,L2,0,0,0,308321.1
TEST,15,Pfizer,2,all_birth_cohorts,L2,0,0,0,395121.18
TEST,16,Pfizer,2,all_birth_cohorts,L2,0,0,0,450623.15
TEST,17,Pfizer,2,all_birth_cohorts,L2,0,0,0,532554.63
TEST,18,Pfizer,2,all_birth_cohorts,L2,0,0,0,604198.75
TEST,19,Pfizer,2,all_birth_cohorts,L2,0,0,0,641601.53
TEST,20,Pfizer,2,all_birth_cohorts,L2,0,0,0,647770.78
TEST,21,Pfizer,2,all_birth_cohorts,L2,0,0,0,826603.2
TEST,1,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,94155.36
TEST,2,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,94353.17
TEST,3,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,94353.17
TEST,4,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,94485.5
TEST,5,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,99436.4
TEST,6,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,107445.23
TEST,7,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,116252.22
TEST,8,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,135006.33
TEST,9,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,147575.38
TEST,10,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,160209.66
TEST,11,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,167166.65
TEST,12,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,189236.41
TEST,1,AstraZeneca,2,all_birth_cohorts,L2,0,0,0,272194.59
TEST,2,AstraZeneca,2,all_birth_cohorts,L2,0,0,0,408291.89
TEST,13,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,1122802.68
TEST,2,Moderna,1,all_birth_cohorts,L2,0,0,0,145190
TEST,3,Moderna,1,all_birth_cohorts,L2,0,0,0,164312.59
TEST,4,Moderna,1,all_birth_cohorts,L2,0,0,0,191659.06
TEST,5,Moderna,1,all_birth_cohorts,L2,0,0,0,499023.42
TEST,1,Moderna,2,all_birth_cohorts,L2,0,0,0,277806.85
TEST,2,Moderna,2,all_birth_cohorts,L2,0,0,0,286064.38
TEST,3,Moderna,2,all_birth_cohorts,L2,0,0,0,290380
TEST,4,Moderna,2,all_birth_cohorts,L2,0,0,0,334333.31
TEST,5,Moderna,2,all_birth_cohorts,L2,0,0,0,455190.28
TEST,6,Moderna,2,all_birth_cohorts,L2,0,0,0,479488.69
TEST,7,Moderna,2,all_birth_cohorts,L2,0,0,0,500878.52
TEST,8,Moderna,2,all_birth_cohorts,L2,0,0,0,559071.88
TEST,9,Moderna,2,all_birth_cohorts,L2,0,0,0,667011.5
TEST,10,Moderna,2,all_birth_cohorts,L2,0,0,0,1122802.68
TEST,7,Pfizer,1,all_birth_cohorts,L2,0,0,0,449121.07
TEST,8,Pfizer,1,all_birth_cohorts,L2,0,0,0,522233.81
TEST,9,Pfizer,1,all_birth_cohorts,L2,0,0,0,563750.3
TEST,14,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,4491210.74
TEST,15,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,4812011.5
TEST,16,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,4812011.5
TEST,17,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,5614013.42
TEST,22,Pfizer,2,all_birth_cohorts,L2,0,0,0,1623329.18
TEST,3,AstraZeneca,2,all_birth_cohorts,L2,0,0,0,588368.22
TEST,1,J&J,1,all_birth_cohorts,L2,0,0,0,641601.53
TEST,2,J&J,1,all_birth_cohorts,L2,0,0,0,641601.53
TEST,3,J&J,1,all_birth_cohorts,L2,0,0,0,698115.66
TEST,4,J&J,1,all_birth_cohorts,L2,0,0,0,898242.15
TEST,6,Moderna,1,all_birth_cohorts,L2,0,0,0,836871.57
TEST,7,Moderna,1,all_birth_cohorts,L2,0,0,0,1643125.88
TEST,8,Moderna,1,all_birth_cohorts,L2,0,0,0,2138671.78
TEST,9,Moderna,1,all_birth_cohorts,L2,0,0,0,2208792.16
TEST,10,Moderna,1,all_birth_cohorts,L2,0,0,0,3208007.67
TEST,11,Moderna,1,all_birth_cohorts,L2,0,0,0,3849609.2
TEST,12,Moderna,1,all_birth_cohorts,L2,0,0,0,4346332.97
TEST,13,Moderna,1,all_birth_cohorts,L2,0,0,0,7091385.37
TEST,14,Moderna,1,all_birth_cohorts,L2,0,0,0,12248756.55
TEST,15,Moderna,1,all_birth_cohorts,L2,0,0,0,22456053.68
TEST,10,Pfizer,1,all_birth_cohorts,L2,0,0,0,609666.62
TEST,11,Pfizer,1,all_birth_cohorts,L2,0,0,0,778822.67
