Dose,type_vax,week_fup,sex,riskfactor,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,ALI_narrow_b,ALI_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,MISCC_narrow_b,MISCC_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,Sinusthrom_narrow_b,Sinusthrom_broad_b,VTE_narrow_b,VTE_broad_b,TP_narrow_b,TP_broad_b,BP_narrow_b,BP_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,CVSTNoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_ALI_narrow,lb_ALI_narrow,ub_ALI_narrow,IR_ALI_broad,lb_ALI_broad,ub_ALI_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MISCC_narrow,lb_MISCC_narrow,ub_MISCC_narrow,IR_MISCC_broad,lb_MISCC_broad,ub_MISCC_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_Sinusthrom_narrow,lb_Sinusthrom_narrow,ub_Sinusthrom_narrow,IR_Sinusthrom_broad,lb_Sinusthrom_broad,ub_Sinusthrom_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_TP_narrow,lb_TP_narrow,ub_TP_narrow,IR_TP_broad,lb_TP_broad,ub_TP_broad,IR_BP_narrow,lb_BP_narrow,ub_BP_narrow,IR_BP_broad,lb_BP_broad,ub_BP_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP,IR_CVSTNoTP,lb_CVSTNoTP,ub_CVSTNoTP
1,Pfizer,11,both_sexes,IMMUNOSUPPR,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,37137.91,10311.97,261.08,57454.62,10311.97,261.08,57454.62,0,0,36762.98,0,0,39054.01,10453.63,264.66,58243.93,10453.63,264.66,58243.93,0,0,37117.44,0,0,37117.44,0,0,37117.44,0,0,37117.44,0,0,36762.98,0,0,36762.98,0,0,37699.03,0,0,37699.03,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,37076.59,0,0,37076.59,0,0,37127.67,0,0,37127.67,0,0,36762.98,0,0,36762.98,0,0,36762.98,75673.34,15605.66,221149.62,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,36762.98,0,0,37076.59,0,0,37076.59,0,0,36762.98
1,Pfizer,11,both_sexes,any_risk_factors,0,0,0,0,2,3,2,2,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,2,0,0,0,0,0,0,5560.03,0,0,5560.03,0,0,5565.09,0,0,5908.97,3143.15,380.65,11354.15,4798.34,989.53,14022.8,3072.81,372.13,11100.06,3244.36,392.91,11719.74,6510.41,1773.87,16669.22,6510.41,1773.87,16669.22,0,0,5590.49,0,0,5590.49,0,0,5590.49,0,0,5590.49,0,0,5560.03,0,0,5560.03,1535.05,38.86,8552.76,1537.77,38.93,8567.88,0,0,5560.03,0,0,5560.03,0,0,5560.03,0,0,5576.37,0,0,5576.37,0,0,5560.03,0,0,5560.03,0,0,5560.03,0,0,5570.38,0,0,5574.3,0,0,5574.3,0,0,5602.81,0,0,5624.79,0,0,5560.72,0,0,5560.72,0,0,5599.78,0,0,5599.78,0,0,5568.31,0,0,5568.31,0,0,5560.03,0,0,5560.03,0,0,5560.03,72439.44,39603.32,121541.07,0,0,5560.03,0,0,5570.38,0,0,5560.03,3096.91,375.05,11187.12,0,0,5599.78,3119.66,377.81,11269.29,0,0,5560.72
1,Pfizer,12,0,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,112467.71,0,0,119025.02,0,0,119025.02,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,119025.02,0,0,119025.02,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,340243.24,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9,0,0,110802.9
1,Pfizer,12,0,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,423699.13,0,0,536798.1,0,0,910380.55,0,0,335164.98,0,0,456733.3,0,0,709138.54,0,0,709138.54,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,395121.18,0,0,395121.18,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,423699.13,0,0,423699.13,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,6124378.28,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,456733.3,0,0,317026.64,0,0,456733.3,0,0,317026.64
1,Pfizer,12,0,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,69847.76,0,0,68290.08,0,0,69024.76,0,0,66933.1,0,0,66933.1,0,0,68394.07,0,0,68394.07,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,67774.81,0,0,68498.38,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,67672.69,0,0,67672.69,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,45828.11,1160.27,255337.86,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,66933.1,0,0,67672.69,0,0,67672.69,0,0,66933.1
1,Pfizer,12,0,COVDIAB,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,46285.24,0,0,38430.21,0,0,39898.23,10179.77,257.73,56718.03,10758.47,272.38,59942.35,0,0,39675.01,0,0,39675.01,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37478.81,0,0,37478.81,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,38840.1,0,0,39651.65,0,0,37271.46,0,0,37271.46,0,0,37457.97,0,0,37457.97,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,0,0,37271.46,41224.6,1043.72,229688.8,0,0,37271.46,0,0,37271.46,0,0,37271.46,10611.56,268.66,59123.85,0,0,37457.97,10667.35,270.07,59434.66,0,0,37271.46
1,Pfizer,12,0,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Pfizer,12,0,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,4990234.15,0,0,2807006.71,0,0,4990234.15,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71
1,Pfizer,12,0,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,1069335.89,0,0,2245605.37,0,0,2245605.37,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,2245605.37,0,0,2245605.37,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,3286251.76,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9
1,Pfizer,12,0,CV,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,14336.7,0,0,14336.7,0,0,14336.7,0,0,15184.98,0,0,15238.22,0,0,15738.39,3985.27,100.9,22204.5,4217.18,106.77,23496.63,4201.17,106.36,23407.44,4201.17,106.36,23407.44,0,0,14421.1,0,0,14421.1,0,0,14421.1,0,0,14421.1,0,0,14336.7,0,0,14336.7,3990.49,101.03,22233.61,4008.89,101.5,22336.11,0,0,14336.7,0,0,14336.7,0,0,14336.7,0,0,14445.84,0,0,14445.84,0,0,14336.7,0,0,14336.7,0,0,14336.7,0,0,14370.34,0,0,14405.68,0,0,14405.68,0,0,14603.98,0,0,14717.24,0,0,14341.28,0,0,14341.28,0,0,14494.01,0,0,14494.01,0,0,14336.7,0,0,14336.7,0,0,14336.7,0,0,14336.7,0,0,14336.7,140635.31,56542.69,289762.5,0,0,14336.7,0,0,14370.34,0,0,14336.7,4061.49,102.83,22629.19,0,0,14494.01,4108.09,104.01,22888.79,0,0,14341.28
1,Pfizer,12,0,IMMUNOSUPPR,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,16824.04,425.95,93737.57,16824.04,425.95,93737.57,0,0,60474.11,0,0,62726.41,16640.09,421.29,92712.65,16640.09,421.29,92712.65,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,61132.63,0,0,61132.63,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,61327.41,0,0,61327.41,0,0,61467.3,0,0,61467.3,0,0,60474.11,0,0,60474.11,0,0,60474.11,91312.5,11058.37,329852.15,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,60474.11,0,0,61327.41,0,0,61327.41,0,0,60474.11
1,Pfizer,12,0,any_risk_factors,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,9837.64,0,0,9837.64,0,0,9837.64,0,0,10425.28,2781.8,70.43,15499.18,2842.63,71.97,15838.14,2712.99,68.69,15115.82,2818.5,71.36,15703.7,5647.03,683.88,20399.02,5647.03,683.88,20399.02,0,0,9877.31,0,0,9877.31,0,0,9877.31,0,0,9877.31,0,0,9837.64,0,0,9837.64,2715.41,68.75,15129.3,2723.92,68.96,15176.69,0,0,9837.64,0,0,9837.64,0,0,9837.64,0,0,9888.9,0,0,9888.9,0,0,9837.64,0,0,9837.64,0,0,9837.64,0,0,9853.47,0,0,9870.07,0,0,9870.07,0,0,9962.76,0,0,10015.34,0,0,9839.8,0,0,9839.8,0,0,9950.25,0,0,9950.25,0,0,9863.57,0,0,9863.57,0,0,9837.64,0,0,9837.64,0,0,9837.64,87823.94,40158.7,166717.19,0,0,9837.64,0,0,9853.47,0,0,9837.64,2748.1,69.58,15311.43,0,0,9950.25,2780.53,70.4,15492.1,0,0,9839.8
1,Pfizer,12,1,COVCANCER,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178695.39,0,0,178695.39,0,0,184066.01,0,0,194705.67,52253.22,1322.94,291136.3,53951.26,1365.93,300597.16,0,0,184066.01,0,0,184066.01,0,0,194705.67,0,0,194705.67,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,184570.3,0,0,184570.3,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,506527.53,0,0,178695.39,0,0,178695.39,0,0,178695.39,0,0,184066.01,0,0,178695.39,0,0,184066.01,0,0,178695.39
1,Pfizer,12,1,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,836871.57,0,0,816583.77,0,0,816583.77,0,0,740309.46,0,0,1141833.24,0,0,1727388.74,0,0,1727388.74,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,806804.32,0,0,806804.32,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,6124378.28,0,0,660472.17,0,0,660472.17,0,0,660472.17,0,0,740309.46,0,0,660472.17,0,0,740309.46,0,0,660472.17
1,Pfizer,12,1,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,87547.97,0,0,90548.6,0,0,93049.95,0,0,84105.07,0,0,88993.61,0,0,90004.22,0,0,90004.22,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,85438.38,0,0,85438.38,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,85007.14,0,0,85007.14,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,85007.14,0,0,85007.14,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,98983.74,11987.39,357563.3,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,84105.07,0,0,85007.14,0,0,85007.14,0,0,84105.07
1,Pfizer,12,1,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37625.33,0,0,37625.33,0,0,37857.92,0,0,45797.53,0,0,38728.46,0,0,38952.39,0,0,38584.28,0,0,42316.68,0,0,41973.93,0,0,41973.93,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,38299.13,0,0,38299.13,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37836.65,0,0,37836.65,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,153633.21,0,0,37625.33,0,0,37625.33,0,0,37625.33,0,0,38806.54,0,0,37625.33,0,0,38806.54,0,0,37625.33
1,Pfizer,12,1,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,904270.62,0,0,904270.62,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,2641888.67,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71
1,Pfizer,12,1,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,,,0,,,0,0,0,2010989.88,,,0,,,0,,,0,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,,,0,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88
1,Pfizer,12,1,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,,,0,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76
1,Pfizer,12,1,CV,0,0,0,0,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,17693.54,0,0,17693.54,0,0,17744.81,0,0,19103.41,5071.51,128.4,28256.63,10301.79,1247.59,37213.61,4943.83,125.17,27545.25,5479.3,138.72,30528.69,11043.08,1337.37,39891.42,11043.08,1337.37,39891.42,0,0,17791.67,0,0,17791.67,0,0,17791.67,0,0,17791.67,0,0,17693.54,0,0,17693.54,0,0,18202.69,0,0,18202.69,0,0,17693.54,0,0,17693.54,0,0,17693.54,0,0,17693.54,0,0,17693.54,0,0,17693.54,0,0,17693.54,0,0,17693.54,0,0,17747.14,0,0,17733.13,0,0,17733.13,0,0,17740.13,0,0,17794.02,0,0,17693.54,0,0,17693.54,0,0,17733.13,0,0,17733.13,0,0,17693.54,0,0,17693.54,0,0,17693.54,0,0,17693.54,0,0,17693.54,65456.99,13498.8,191293.1,0,0,17693.54,0,0,17747.14,0,0,17693.54,4957.25,125.51,27620.02,0,0,17733.13,4968.71,125.8,27683.89,0,0,17693.54
1,Pfizer,12,1,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,94353.17,0,0,96309.02,0,0,96309.02,0,0,91970.19,0,0,101305.51,0,0,101534.53,0,0,101534.53,0,0,94221.2,0,0,94221.2,0,0,94221.2,0,0,94221.2,0,0,91970.19,0,0,91970.19,0,0,96377.91,0,0,96377.91,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,55763.36,1411.81,310693.55,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19,0,0,91970.19
