sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible
1,March,2021,70-79,Pfizer,0,127,127,127,127,127,127,127,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
0,April,2021,40-49,Pfizer,1,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
1,March,2021,40-49,Moderna,0,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29
0,April,2021,25-29,Pfizer,1,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37
0,May,2021,25-29,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,January,2021,70-79,Pfizer,0,57,57,57,57,57,57,57,57,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12
1,January,2021,40-49,Pfizer,0,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
1,January,2021,50-59,Moderna,0,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
1,February,2021,50-59,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,February,2021,25-29,AstraZeneca,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
1,March,2021,25-29,AstraZeneca,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,January,2021,25-29,Pfizer,0,71,71,71,71,71,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68
0,February,2021,70-79,Moderna,0,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,January,2021,18-24,Moderna,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
0,February,2021,18-24,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,March,2021,18-24,Moderna,0,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
0,April,2021,18-24,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
0,January,2021,18-24,Moderna,0,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
0,January,2021,60-69,Moderna,0,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
0,February,2021,60-69,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,January,2021,25-29,Pfizer,0,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67
1,April,2021,60-69,Pfizer,1,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
1,March,2021,70-79,Moderna,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06
1,April,2021,70-79,Moderna,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
1,May,2021,70-79,Moderna,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,June,2021,70-79,Moderna,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
0,January,2021,70-79,Pfizer,0,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37
0,February,2021,70-79,Pfizer,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,April,2021,60-69,AstraZeneca,1,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85
0,May,2021,60-69,AstraZeneca,1,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
0,June,2021,60-69,AstraZeneca,1,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
0,February,2021,40-49,Moderna,0,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37
0,March,2021,40-49,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,June,2021,12-17,Moderna,0,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
0,March,2021,40-49,Pfizer,1,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,April,2021,60-69,J&J,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41
1,May,2021,60-69,AstraZeneca,1,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47
1,June,2021,60-69,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
0,January,2021,50-59,Pfizer,1,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49
0,February,2021,80+,Pfizer,1,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
0,May,2021,12-17,Pfizer,0,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,March,2021,40-49,Pfizer,1,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
1,April,2021,40-49,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
1,May,2021,40-49,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,March,2021,50-59,AstraZeneca,1,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1
1,April,2021,50-59,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
1,May,2021,50-59,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,June,2021,50-59,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
1,February,2021,40-49,Moderna,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41
0,April,2021,60-69,Moderna,1,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
both_sexes,June,2021,50-59,Pfizer,1,504,504,504,504,504,504,504,504,504,504,504,0,0,0,0,0,0,0,0,0,0,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97,0,0,267333.97
both_sexes,May,2021,70-79,AstraZeneca,0,9355,9355,9355,9355,9355,9355,9355,9355,9355,9355,9355,0,0,0,0,0,0,0,0,0,0,0,0,14402.6,0,0,14402.6,0,0,14402.6,0,0,14402.6,0,0,14402.6,0,0,14402.6,0,0,14402.6,0,0,14402.6,0,0,14402.6,0,0,14402.6
both_sexes,June,2021,70-79,AstraZeneca,0,9070,9070,9070,9070,9070,9070,9070,9070,9070,9070,9070,0,0,0,0,0,0,0,0,0,0,0,0,14855.16,0,0,14855.16,0,0,14855.16,0,0,14855.16,0,0,14855.16,0,0,14855.16,0,0,14855.16,0,0,14855.16,0,0,14855.16,0,0,14855.16
both_sexes,May,2021,50-59,Pfizer,0,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,0,0,0,0,0,0,0,0,0,0,0,0,34627.68,0,0,34627.68,0,0,34627.68,0,0,34627.68,0,0,34627.68,0,0,34627.68,0,0,34627.68,0,0,34627.68,0,0,34627.68,0,0,34627.68
both_sexes,June,2021,50-59,Pfizer,0,11286,11286,11286,11286,11286,11286,11286,11286,11286,11286,11286,0,0,0,0,0,0,0,0,0,0,0,0,11938.36,0,0,11938.36,0,0,11938.36,0,0,11938.36,0,0,11938.36,0,0,11938.36,0,0,11938.36,0,0,11938.36,0,0,11938.36,0,0,11938.36
both_sexes,April,2021,70-79,Pfizer,0,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,0,0,0,0,0,0,0,0,0,0,0,0,114864.72,0,0,114864.72,0,0,114864.72,0,0,114864.72,0,0,114864.72,0,0,114864.72,0,0,114864.72,0,0,114864.72,0,0,114864.72,0,0,114864.72
both_sexes,May,2021,70-79,Pfizer,0,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,0,0,0,0,0,0,0,0,0,0,0,0,24542.14,0,0,24542.14,0,0,24542.14,0,0,24542.14,0,0,24542.14,0,0,24542.14,0,0,24542.14,0,0,24542.14,0,0,24542.14,0,0,24542.14
both_sexes,April,2021,25-29,AstraZeneca,0,392,392,392,392,392,392,392,392,392,392,392,0,0,0,0,0,0,0,0,0,0,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11
both_sexes,May,2021,25-29,AstraZeneca,0,426,426,426,426,426,426,426,426,426,426,426,0,0,0,0,0,0,0,0,0,0,0,0,316282.45,0,0,316282.45,0,0,316282.45,0,0,316282.45,0,0,316282.45,0,0,316282.45,0,0,316282.45,0,0,316282.45,0,0,316282.45,0,0,316282.45
both_sexes,June,2021,25-29,AstraZeneca,0,420,420,420,420,420,420,420,420,420,420,420,0,0,0,0,0,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
both_sexes,April,2021,70-79,AstraZeneca,0,6133,6133,6133,6133,6133,6133,6133,6133,6133,6133,6133,0,0,0,0,0,0,0,0,0,0,0,0,21969.07,0,0,21969.07,0,0,21969.07,0,0,21969.07,0,0,21969.07,0,0,21969.07,0,0,21969.07,0,0,21969.07,0,0,21969.07,0,0,21969.07
both_sexes,June,2021,60-69,Pfizer,0,11372,11372,11372,11372,11372,11372,11372,11372,11372,11372,11372,0,0,0,0,0,0,0,0,0,0,0,0,11848.08,0,0,11848.08,0,0,11848.08,0,0,11848.08,0,0,11848.08,0,0,11848.08,0,0,11848.08,0,0,11848.08,0,0,11848.08,0,0,11848.08
both_sexes,January,2021,50-59,Pfizer,0,583,583,583,583,583,583,583,583,583,583,583,0,0,0,0,0,0,0,0,0,0,0,0,231108.61,0,0,231108.61,0,0,231108.61,0,0,231108.61,0,0,231108.61,0,0,231108.61,0,0,231108.61,0,0,231108.61,0,0,231108.61,0,0,231108.61
both_sexes,February,2021,50-59,Pfizer,0,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,0,0,0,0,0,0,0,0,0,0,0,0,110894.09,0,0,110894.09,0,0,110894.09,0,0,110894.09,0,0,110894.09,0,0,110894.09,0,0,110894.09,0,0,110894.09,0,0,110894.09,0,0,110894.09
both_sexes,March,2021,50-59,Pfizer,0,2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,0,0,0,0,0,0,0,0,0,0,0,0,65660.98,0,0,65660.98,0,0,65660.98,0,0,65660.98,0,0,65660.98,0,0,65660.98,0,0,65660.98,0,0,65660.98,0,0,65660.98,0,0,65660.98
both_sexes,April,2021,50-59,Pfizer,0,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,0,0,0,0,0,0,0,0,0,0,0,0,60939.09,0,0,60939.09,0,0,60939.09,0,0,60939.09,0,0,60939.09,0,0,60939.09,0,0,60939.09,0,0,60939.09,0,0,60939.09,0,0,60939.09
both_sexes,January,2021,60-69,Pfizer,0,414,414,414,414,414,414,414,414,414,414,414,0,0,0,0,0,0,0,0,0,0,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05,0,0,325450.05
both_sexes,February,2021,60-69,Pfizer,0,790,790,790,790,790,790,790,790,790,790,790,0,0,0,0,0,0,0,0,0,0,0,0,170552.31,0,0,170552.31,0,0,170552.31,0,0,170552.31,0,0,170552.31,0,0,170552.31,0,0,170552.31,0,0,170552.31,0,0,170552.31,0,0,170552.31
both_sexes,March,2021,60-69,Pfizer,0,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,0,0,0,0,0,0,0,0,0,0,0,0,112373.91,0,0,112373.91,0,0,112373.91,0,0,112373.91,0,0,112373.91,0,0,112373.91,0,0,112373.91,0,0,112373.91,0,0,112373.91,0,0,112373.91
both_sexes,April,2021,60-69,Pfizer,0,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,0,0,0,0,0,0,0,0,0,0,0,0,99436.4,0,0,99436.4,0,0,99436.4,0,0,99436.4,0,0,99436.4,0,0,99436.4,0,0,99436.4,0,0,99436.4,0,0,99436.4,0,0,99436.4
both_sexes,May,2021,60-69,Pfizer,0,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,0,0,0,0,0,0,0,0,0,0,0,0,29469.89,0,0,29469.89,0,0,29469.89,0,0,29469.89,0,0,29469.89,0,0,29469.89,0,0,29469.89,0,0,29469.89,0,0,29469.89,0,0,29469.89
both_sexes,June,2021,30-39,Moderna,0,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,0,0,0,0,0,0,0,0,0,0,0,0,118293.52,0,0,118293.52,0,0,118293.52,0,0,118293.52,0,0,118293.52,0,0,118293.52,0,0,118293.52,0,0,118293.52,0,0,118293.52,0,0,118293.52
both_sexes,March,2021,80+,Pfizer,0,4024,4024,4024,4024,4015,4024,4015,4024,4024,4024,4024,0,0,0,1,0,1,0,0,0,0,0,0,33483.18,0,0,33483.18,0,0,33483.18,9097.14,230.32,50686,0,0,33483.18,9097.14,230.32,50686,0,0,33483.18,0,0,33483.18,0,0,33483.18,0,0,33483.18
both_sexes,April,2021,80+,Pfizer,0,13184,13184,13184,13184,13179,13184,13179,13184,13184,13184,13184,0,0,0,0,0,0,0,0,0,0,0,0,10219.68,0,0,10219.68,0,0,10219.68,0,0,10223.56,0,0,10219.68,0,0,10223.56,0,0,10219.68,0,0,10219.68,0,0,10219.68,0,0,10219.68
both_sexes,May,2021,80+,Pfizer,0,17638,17638,17638,17638,17638,17638,17638,17638,17638,17638,17638,0,0,0,0,0,0,0,0,0,0,0,0,7638.98,0,0,7638.98,0,0,7638.98,0,0,7638.98,0,0,7638.98,0,0,7638.98,0,0,7638.98,0,0,7638.98,0,0,7638.98,0,0,7638.98
both_sexes,June,2021,80+,Pfizer,0,17067,17067,17067,17067,17067,17067,17067,17067,17067,17067,17067,0,0,0,0,0,0,0,0,0,0,0,0,7894.55,0,0,7894.55,0,0,7894.55,0,0,7894.55,0,0,7894.55,0,0,7894.55,0,0,7894.55,0,0,7894.55,0,0,7894.55,0,0,7894.55
both_sexes,January,2021,80+,Pfizer,0,338,338,338,338,338,338,338,338,338,338,338,0,0,0,0,0,0,0,0,0,0,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17
both_sexes,February,2021,80+,Pfizer,0,460,460,460,460,460,460,460,460,460,460,460,0,0,0,0,0,0,0,0,0,0,0,0,292905.05,0,0,292905.05,0,0,292905.05,0,0,292905.05,0,0,292905.05,0,0,292905.05,0,0,292905.05,0,0,292905.05,0,0,292905.05,0,0,292905.05
both_sexes,June,2021,40-49,Moderna,1,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
both_sexes,June,2021,40-49,Pfizer,1,328,328,328,328,328,328,328,328,328,328,328,0,0,0,0,0,0,0,0,0,0,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47,0,0,410781.47
both_sexes,June,2021,40-49,Pfizer,0,6374,6374,6374,6374,6374,6374,6374,6327,6374,6374,6374,0,0,0,0,0,0,0,0,0,0,0,0,21138.43,0,0,21138.43,0,0,21138.43,0,0,21138.43,0,0,21138.43,0,0,21138.43,0,0,21295.45,0,0,21138.43,0,0,21138.43,0,0,21138.43
both_sexes,June,2021,25-29,Pfizer,0,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,0,0,0,0,0,0,0,0,0,0,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14
