sex,age_at_1_jan_2021,month,at_risk_at_study_entry,Persontime,Persontime_ADEM_broad,Persontime_ACUASEARTHRITIS_broad,Persontime_DM_narrow,Persontime_DM_broad,Persontime_HF_narrow,Persontime_HF_broad,Persontime_CAD_narrow,Persontime_CAD_broad,Persontime_ARR_narrow,Persontime_ARR_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_broad,Persontime_ALI_narrow,Persontime_ALI_broad,Persontime_AKI_narrow,Persontime_AKI_broad,Persontime_MENINGOENC_broad,Persontime_ARD_narrow,Persontime_ARD_broad,Persontime_KD_narrow,Persontime_KD_broad,Persontime_MISCC_narrow,Persontime_MISCC_broad,Persontime_Hemostroke_narrow,Persontime_Hemostroke_broad,Persontime_Ischstroke_narrow,Persontime_Ischstroke_broad,Persontime_Sinusthrom_narrow,Persontime_Sinusthrom_broad,Persontime_VTE_narrow,Persontime_VTE_broad,Persontime_TP_narrow,Persontime_TP_broad,Persontime_BP_narrow,Persontime_BP_broad,Persontime_CONTRDIVERTIC,Persontime_CONTRHYPERT,Persontime_MIS_KD_narrow,Persontime_MIS_KD_broad,Persontime_DEATH,Persontime_ArterialNoTP,Persontime_VTENoTP,Persontime_ArterialVTENoTP,Persontime_CVSTNoTP,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM_narrow_b,DM_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,ALI_narrow_b,ALI_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,KD_narrow_b,KD_broad_b,MISCC_narrow_b,MISCC_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,Sinusthrom_narrow_b,Sinusthrom_broad_b,VTE_narrow_b,VTE_broad_b,TP_narrow_b,TP_broad_b,BP_narrow_b,BP_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,CVSTNoTP_b,Persontime_GENCONV_narrow,Persontime_GENCONV_broad,Persontime_ANAPHYL_broad,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b
0,50-59,2020-02,0,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,8700,9164,9164,9164,9164,9164,9164,9164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9164,9164,9164,0,0,0
0,50-59,2020-02,1,1798,1798,1798,1798,1768,1798,1798,1798,1798,1769,1769,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1421,1798,1798,1798,1798,1798,1798,1798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,1798,1798,0,0,0
0,50-59,2020-03,0,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9280,9796,9796,9796,9796,9796,9796,9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9796,9796,9796,0,0,0
0,50-59,2020-03,1,1922,1922,1922,1922,1860,1922,1922,1922,1922,1891,1891,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1503,1922,1922,1922,1922,1922,1922,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1922,1922,1922,0,0,0
0,50-59,2020-04,0,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,8965,9480,9480,9480,9480,9480,9480,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9480,9480,9480,0,0,0
0,50-59,2020-04,1,1860,1860,1860,1860,1800,1860,1860,1860,1860,1830,1830,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1415,1860,1860,1860,1860,1860,1860,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1860,1860,1860,0,0,0
0,50-59,2020-05,0,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9233,9796,9796,9796,9796,9796,9796,9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9796,9796,9796,0,0,0
0,50-59,2020-05,1,1922,1922,1922,1922,1860,1922,1922,1922,1922,1881,1881,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1445,1922,1922,1922,1922,1922,1922,1922,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1922,1922,1922,0,0,0
0,50-59,2020-06,0,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,8910,9480,9480,9480,9480,9480,9480,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9480,9480,9480,0,0,0
0,50-59,2020-06,1,1860,1860,1860,1860,1800,1860,1860,1860,1860,1800,1800,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1380,1860,1860,1860,1860,1860,1860,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,1860,1860,0,0,0
0,50-59,2020-07,0,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9207,9796,9796,9796,9796,9796,9796,9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9796,9796,9796,0,0,0
0,50-59,2020-07,1,1922,1922,1922,1922,1860,1922,1922,1922,1922,1860,1860,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1426,1922,1922,1922,1922,1922,1922,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,1922,1922,0,0,0
0,50-59,2020-08,0,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9205,9796,9796,9796,9796,9796,9796,9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9796,9796,9796,0,0,0
0,50-59,2020-08,1,1922,1922,1922,1922,1860,1922,1922,1922,1922,1860,1860,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1426,1922,1922,1922,1922,1922,1922,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,1922,1922,0,0,0
0,50-59,2020-09,0,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,8880,9480,9480,9480,9480,9480,9480,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9480,9480,9480,0,0,0
0,50-59,2020-09,1,1860,1860,1860,1860,1800,1860,1860,1860,1860,1800,1800,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1380,1860,1860,1860,1860,1860,1860,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,1860,1860,0,0,0
0,50-59,2020-10,0,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9159,9796,9796,9796,9796,9796,9796,9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9796,9796,9796,0,0,0
0,50-59,2020-10,1,1922,1922,1922,1922,1860,1922,1922,1922,1922,1860,1860,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1426,1922,1922,1922,1922,1922,1922,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,1922,1922,0,0,0
0,50-59,2020-11,0,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,9480,8686,9480,9480,9480,9480,9480,9480,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9480,9480,9480,0,0,0
0,50-59,2020-11,1,1860,1860,1860,1860,1800,1860,1860,1860,1860,1800,1800,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1342,1860,1860,1860,1860,1860,1860,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1860,1860,1860,0,0,0
0,50-59,2020-12,0,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,9796,8790,9796,9796,9796,9796,9796,9796,9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9796,9796,9796,0,0,0
0,50-59,2020-12,1,1922,1922,1922,1922,1860,1922,1922,1922,1922,1860,1860,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1364,1922,1922,1922,1922,1922,1922,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,1922,1922,0,0,0
0,50-59,2021-01,0,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,8410,9366,9366,9366,9366,9366,9366,9366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9366,9366,9366,0,0,0
0,50-59,2021-01,1,1900,1900,1900,1900,1838,1900,1900,1900,1900,1838,1838,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1263,1900,1900,1900,1900,1900,1900,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1900,1900,1900,0,0,0
0,50-59,2021-02,0,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7817,7040,7817,7817,7817,7817,7817,7817,7817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7817,7817,7817,0,0,0
0,50-59,2021-02,1,1692,1692,1692,1692,1636,1692,1692,1692,1692,1636,1636,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1048,1692,1692,1692,1692,1692,1692,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,1692,1692,0,0,0
0,50-59,2021-03,0,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7562,7562,7570,7570,7570,7570,7570,7570,7570,7570,7570,6773,7570,7570,7570,7562,7570,7562,7570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,7561,7561,7570,1,1,0
0,50-59,2021-03,1,1698,1698,1698,1698,1613,1698,1698,1698,1698,1656,1656,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1002,1698,1698,1698,1698,1698,1698,1698,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1698,1698,1698,0,0,0
0,50-59,2021-04,0,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6920,6920,6950,6950,6950,6950,6950,6950,6950,6950,6950,6167,6950,6950,6950,6920,6950,6920,6950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6929,6929,6950,0,0,0
0,50-59,2021-04,1,1445,1445,1445,1445,1355,1445,1445,1415,1415,1415,1415,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,829,1445,1445,1445,1415,1445,1415,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1445,1445,1445,0,0,0
0,50-59,2021-05,0,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6195,6164,6164,6195,6195,6195,6195,6195,6195,6195,6195,6195,5550,6195,6195,6195,6164,6195,6164,6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6195,6195,6195,0,0,0
0,50-59,2021-05,1,1086,1086,1086,1086,1030,1086,1086,1055,1055,1055,1055,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,643,1086,1086,1086,1055,1086,1055,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1086,1086,1086,0,0,0
0,50-59,2021-06,0,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2084,2084,2105,2105,2105,2105,2105,2105,2105,2105,2105,1964,2105,2105,2105,2084,2105,2084,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105,2105,2105,0,0,0
0,50-59,2021-06,1,195,195,195,195,191,195,195,193,193,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,125,195,195,195,193,195,193,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,195,0,0,0
0,60-69,2020-01,0,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,7316,8277,8277,8277,8277,8277,8277,8277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8277,8277,8277,0,0,0
0,60-69,2020-01,1,3007,3007,3007,3007,2976,2976,2976,3007,2945,2976,2976,3007,3007,3007,3007,2976,2976,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,2976,2976,3007,3007,3007,1808,3007,3007,3007,3007,3007,3007,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3007,3007,3007,0,0,0
0,60-69,2020-02,0,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,6834,7743,7743,7743,7743,7743,7743,7743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7743,7743,7743,0,0,0
0,60-69,2020-02,1,2813,2813,2813,2813,2784,2784,2784,2813,2755,2784,2784,2813,2813,2813,2813,2784,2784,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2784,2784,2813,2813,2813,1613,2813,2813,2813,2813,2813,2813,2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2813,2813,2813,0,0,0
0,60-69,2020-03,0,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,7285,8277,8277,8277,8277,8277,8277,8277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8277,8277,8277,0,0,0
0,60-69,2020-03,1,3007,3007,3007,3007,2976,2976,2976,3007,2945,2976,2976,3007,3007,3007,3007,2976,2976,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,2976,2976,3007,3007,3007,1701,3007,3007,3007,3007,3007,3007,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3007,3007,3007,0,0,0
0,60-69,2020-04,0,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,7036,8010,8010,8010,8010,8010,8010,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8010,8010,8010,0,0,0
0,60-69,2020-04,1,2910,2910,2910,2910,2880,2880,2880,2910,2850,2880,2880,2910,2910,2910,2910,2880,2880,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2880,2880,2910,2910,2910,1620,2910,2910,2910,2910,2910,2910,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,2910,2910,0,0,0
0,60-69,2020-05,0,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8275,8275,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,7233,8277,8277,8277,8277,8277,8277,8277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8277,8277,8277,0,0,0
0,60-69,2020-05,1,3007,3007,3007,3007,2976,2976,2976,3007,2945,2976,2976,3007,3007,3007,3007,2976,2976,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,2976,2976,3007,3007,3007,1674,3007,3007,3007,3007,3007,3007,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,3007,3007,0,0,0
0,60-69,2020-06,0,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,7980,7980,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,6990,8010,8010,8010,8010,8010,8010,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,8010,8010,0,0,0
0,60-69,2020-06,1,2910,2910,2910,2910,2880,2880,2880,2910,2850,2880,2880,2910,2910,2910,2910,2880,2880,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2880,2880,2910,2910,2910,1607,2910,2910,2910,2910,2910,2910,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2910,2910,2910,0,0,0
0,60-69,2020-07,0,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8246,8246,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,7223,8277,8277,8277,8277,8277,8277,8277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8277,8277,8277,0,0,0
0,60-69,2020-07,1,3007,3007,3007,3007,2976,2976,2976,3007,2945,2976,2976,3007,3007,3007,3007,2976,2976,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,2976,2976,3007,3007,3007,1643,3007,3007,3007,3007,3007,3007,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,3007,3007,0,0,0
0,60-69,2020-08,0,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8246,8246,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,8277,7223,8277,8277,8277,8277,8277,8277,8277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8277,8277,8277,0,0,0
0,60-69,2020-08,1,3007,3007,3007,3007,2976,2976,2976,3007,2945,2976,2976,3007,3007,3007,3007,2976,2976,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,2976,2976,3007,3007,3007,1643,3007,3007,3007,3007,3007,3007,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,3007,3007,0,0,0
0,60-69,2020-09,0,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,7980,7980,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,6990,8010,8010,8010,8010,8010,8010,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,8010,8010,0,0,0
