DAP,Gender,COVID19,Comorbity_at_study_entry,Comorbity_at_date_vax,Vaccine1,Vaccine2,Dose1,Dose2,month,Persontime,Persontime_ADEM_broad,Persontime_ACUASEARTHRITIS_broad,Persontime_DM1_narrow,Persontime_DM1_broad,Persontime_HF_narrow,Persontime_HF_broad,Persontime_CAD_narrow,Persontime_CAD_broad,Persontime_ARR_narrow,Persontime_ARR_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_broad,Persontime_PERICARD_narrow,Persontime_PERICARD_broad,Persontime_ALI_narrow,Persontime_ALI_broad,Persontime_AKI_narrow,Persontime_AKI_broad,Persontime_MENINGOENC_broad,Persontime_ARD_narrow,Persontime_ARD_broad,Persontime_KD_narrow,Persontime_KD_broad,Persontime_MISCC_narrow,Persontime_MISCC_broad,Persontime_MIS_broad,Persontime_Hemostroke_narrow,Persontime_Hemostroke_broad,Persontime_Ischstroke_narrow,Persontime_Ischstroke_broad,Persontime_Sinusthrom_narrow,Persontime_Sinusthrom_broad,Persontime_VTE_narrow,Persontime_VTE_broad,Persontime_TP_narrow,Persontime_TP_broad,Persontime_BP_narrow,Persontime_BP_broad,Persontime_CONTRDIVERTIC,Persontime_CONTRHYPERT,Persontime_MIS_KD_narrow,Persontime_MIS_KD_broad,Persontime_DEATH,Persontime_ArterialNoTP,Persontime_VTENoTP,Persontime_ArterialVTENoTP,Persontime_CVSTNoTP,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,ALI_narrow_b,ALI_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,KD_narrow_b,KD_broad_b,MISCC_narrow_b,MISCC_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,Sinusthrom_narrow_b,Sinusthrom_broad_b,VTE_narrow_b,VTE_broad_b,TP_narrow_b,TP_broad_b,BP_narrow_b,BP_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,CVSTNoTP_b,Persontime_GENCONV_narrow,Persontime_GENCONV_broad,Persontime_ANAPHYL_broad,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b
TEST_HOSP,0,1,1,0,none,none,0,0,2020-05,5422,5422,5422,5422,5329,5391,5236,5391,5391,5236,5236,5422,5422,5422,5422,5422,5422,5391,5382,5422,5422,5422,5422,5422,5422,5422,5421,5391,5391,5391,5360,5422,5422,5391,5391,5422,5422,5422,5422,5422,4176,5422,5421,5422,5360,5391,5329,5422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,5422,5422,5422,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2020-06,5112,5112,5112,5112,5022,5080,4937,5082,5082,4932,4932,5112,5112,5112,5112,5112,5112,5082,5082,5112,5112,5112,5112,5112,5112,5112,5112,5082,5082,5082,5052,5112,5112,5082,5082,5112,5112,5112,5112,5112,3926,5112,5112,5112,5052,5082,5022,5112,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112,5112,5112,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2020-07,5066,5066,5066,5066,4973,5004,4880,5035,5035,4880,4880,5066,5066,5066,5066,5066,5066,5035,5035,5066,5066,5066,5066,5066,5066,5066,5066,5035,5035,5035,5004,5066,5066,5035,5035,5066,5066,5066,5066,5066,3953,5066,5066,5066,5004,5035,4973,5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5066,5066,5066,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2020-08,4978,4978,4978,4978,4885,4916,4792,4947,4947,4792,4792,4978,4978,4978,4978,4970,4970,4947,4947,4978,4978,4970,4978,4978,4978,4978,4978,4947,4947,4947,4916,4978,4978,4947,4947,4978,4978,4978,4978,4978,3906,4978,4978,4978,4916,4947,4885,4978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4978,4978,4978,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2020-09,4718,4718,4718,4718,4628,4658,4538,4688,4688,4538,4538,4718,4718,4718,4718,4708,4708,4688,4688,4718,4718,4708,4718,4718,4718,4718,4718,4688,4688,4688,4658,4718,4718,4688,4688,4718,4718,4718,4718,4718,3722,4718,4718,4718,4658,4688,4628,4718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4718,4718,4718,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2020-10,4783,4783,4783,4783,4690,4721,4597,4752,4752,4597,4597,4783,4783,4783,4783,4783,4783,4752,4752,4783,4783,4783,4783,4783,4783,4783,4783,4752,4752,4752,4721,4783,4783,4752,4752,4783,4783,4783,4783,4783,3730,4783,4783,4783,4721,4752,4690,4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4783,4783,4783,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2020-11,4518,4518,4518,4518,4428,4458,4325,4488,4488,4338,4338,4518,4518,4518,4518,4518,4518,4488,4488,4518,4518,4518,4518,4518,4518,4518,4518,4488,4488,4488,4458,4518,4518,4488,4488,4518,4518,4518,4518,4518,3492,4518,4518,4518,4458,4488,4428,4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4518,4518,4518,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2020-12,4610,4610,4610,4610,4517,4548,4393,4579,4579,4424,4424,4610,4610,4610,4610,4610,4610,4579,4579,4610,4610,4610,4610,4610,4610,4610,4610,4579,4579,4579,4548,4610,4610,4579,4579,4610,4610,4610,4610,4610,3322,4610,4610,4610,4548,4579,4517,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4610,4610,4610,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2021-01,4441,4441,4441,4441,4326,4403,4262,4410,4410,4271,4271,4441,4441,4441,4441,4441,4441,4434,4434,4441,4441,4441,4441,4441,4441,4441,4441,4410,4410,4388,4357,4441,4441,4410,4410,4441,4441,4441,4441,4441,3061,4441,4441,4441,4357,4410,4326,4441,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,4441,4441,4441,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2021-02,3791,3791,3791,3791,3679,3763,3670,3763,3763,3651,3651,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3763,3763,3735,3707,3791,3791,3763,3763,3791,3791,3791,3791,3791,2522,3791,3791,3791,3707,3763,3679,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3791,3791,3791,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2021-03,4050,4050,4050,4050,3943,4019,3926,4019,4019,3912,3912,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4019,4019,4005,3974,4050,4050,4019,4019,4050,4050,4050,4050,4050,2615,4050,4050,4050,3974,4019,3943,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4050,4050,4050,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2021-04,3772,3772,3772,3772,3682,3715,3652,3742,3742,3625,3625,3772,3772,3772,3772,3772,3772,3772,3772,3772,3772,3772,3772,3772,3772,3772,3772,3742,3742,3742,3712,3772,3772,3742,3742,3772,3772,3772,3772,3772,2432,3772,3772,3772,3712,3742,3682,3772,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3772,3772,3772,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2021-05,3813,3813,3813,3813,3720,3751,3689,3782,3782,3658,3658,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3803,3782,3782,3782,3751,3813,3813,3782,3782,3813,3813,3813,3813,3813,2468,3813,3803,3813,3751,3782,3720,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3813,3813,3813,0,0,0
TEST_HOSP,0,1,1,0,none,none,0,0,2021-06,3646,3646,3646,3646,3537,3604,3544,3616,3616,3514,3514,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3616,3616,3616,3616,3586,3646,3646,3634,3634,3646,3646,3646,3646,3646,2333,3646,3616,3646,3586,3634,3574,3646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3646,3646,3646,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,AstraZeneca,1,0,2021-02,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,AstraZeneca,1,0,2021-03,205,205,205,205,205,205,205,205,188,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,159,205,205,205,205,205,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,205,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,AstraZeneca,1,0,2021-04,722,722,722,722,722,722,722,722,711,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,697,697,722,722,722,722,722,346,722,722,722,722,697,697,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,722,722,722,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,AstraZeneca,1,0,2021-05,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,31,31,34,34,34,34,34,19,34,34,34,34,31,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,AstraZeneca,1,1,2021-05,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,AstraZeneca,1,1,2021-06,356,356,356,356,356,356,356,356,331,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,224,356,356,356,356,356,356,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,356,356,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,none,1,0,2021-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,none,1,0,2021-04,250,250,250,250,250,250,250,250,226,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,100,250,250,250,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,none,1,0,2021-05,652,652,652,652,652,624,624,652,648,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,193,652,652,652,652,652,652,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,652,652,0,0,0
TEST_HOSP,0,1,1,1,AstraZeneca,none,1,0,2021-06,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,71,162,162,162,162,162,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,162,0,0,0
TEST_HOSP,0,1,1,1,J&J,none,1,0,2021-04,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
TEST_HOSP,0,1,1,1,J&J,none,1,0,2021-05,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,35,59,59,59,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,59,59,0,0,0
TEST_HOSP,0,1,1,1,J&J,none,1,0,2021-06,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,123,187,187,187,187,187,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,187,187,0,0,0
TEST_HOSP,0,1,1,1,Moderna,Moderna,1,0,2021-02,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,0,0,0
TEST_HOSP,0,1,1,1,Moderna,Moderna,1,0,2021-03,33,33,33,33,33,33,33,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,33,33,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0
TEST_HOSP,0,1,1,1,Moderna,Moderna,1,0,2021-04,211,211,211,211,211,211,211,187,187,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,140,211,211,211,187,211,187,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211,211,0,0,0
TEST_HOSP,0,1,1,1,Moderna,Moderna,1,0,2021-05,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,87,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,34,115,115,115,115,115,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,115,0,0,0
TEST_HOSP,0,1,1,1,Moderna,Moderna,1,0,2021-06,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0
TEST_HOSP,0,1,1,1,Moderna,Moderna,1,1,2021-03,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0
TEST_HOSP,0,1,1,1,Moderna,Moderna,1,1,2021-04,35,35,35,35,35,35,35,29,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,29,35,35,35,29,35,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,0,0,0
TEST_HOSP,0,1,1,1,Moderna,Moderna,1,1,2021-05,223,223,223,223,223,223,223,201,201,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,148,223,223,223,201,223,201,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,223,223,0,0,0
TEST_HOSP,0,1,1,1,Moderna,Moderna,1,1,2021-06,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,77,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,25,104,104,104,104,104,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104,104,0,0,0
TEST_HOSP,0,1,1,1,Moderna,none,1,0,2021-04,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,0,54,54,54,54,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,0,0,0
TEST_HOSP,0,1,1,1,Moderna,none,1,0,2021-05,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,16,61,61,61,61,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,61,0,0,0
TEST_HOSP,0,1,1,1,Moderna,none,1,0,2021-06,234,234,234,234,208,234,234,234,234,206,206,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,58,234,234,234,234,234,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,234,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,0,2021-01,74,74,74,74,74,74,55,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,36,74,74,74,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,0,2021-02,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,11,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,0,2021-03,647,647,647,647,647,612,612,647,630,613,613,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,630,630,647,647,647,647,647,162,647,647,647,647,630,630,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,647,647,647,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,0,2021-04,1364,1364,1364,1364,1355,1338,1312,1340,1298,1358,1358,1364,1364,1364,1364,1364,1364,1364,1351,1364,1364,1364,1364,1364,1364,1364,1343,1364,1364,1340,1340,1364,1364,1343,1343,1364,1364,1364,1364,1364,269,1364,1343,1364,1316,1343,1295,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1364,1364,1364,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,0,2021-05,1057,1057,1057,1057,1026,1041,1000,1041,1034,1033,1033,1057,1057,1057,1057,1057,1057,1057,1049,1057,1057,1057,1057,1057,1057,1057,1056,1057,1057,1055,1055,1057,1057,1056,1056,1057,1057,1057,1057,1057,305,1057,1056,1057,1039,1056,1038,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1057,1057,1057,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,0,2021-06,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,62,141,141,141,141,141,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,141,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,1,2021-01,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,1,2021-02,94,94,94,94,94,94,71,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,49,94,94,94,94,94,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,94,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,1,2021-03,111,111,111,111,111,106,106,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,30,111,111,111,111,111,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,111,0,0,0
TEST_HOSP,0,1,1,1,Pfizer,Pfizer,1,1,2021-04,972,972,972,972,972,921,921,970,940,920,920,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,944,944,972,972,972,972,972,166,972,972,972,970,944,942,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,972,972,972,0,0,0
