sex,ageband_at_study_entry,month,at_risk_at_study_entry,Persontime,Persontime_ADEM_broad,Persontime_ACUASEARTHRITIS_broad,Persontime_DM1_narrow,Persontime_DM1_broad,Persontime_HF_narrow,Persontime_HF_broad,Persontime_CAD_narrow,Persontime_CAD_broad,Persontime_ARR_narrow,Persontime_ARR_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_broad,Persontime_PERICARD_narrow,Persontime_PERICARD_broad,Persontime_ALI_narrow,Persontime_ALI_broad,Persontime_AKI_narrow,Persontime_AKI_broad,Persontime_MENINGOENC_broad,Persontime_ARD_narrow,Persontime_ARD_broad,Persontime_KD_narrow,Persontime_KD_broad,Persontime_MISCC_narrow,Persontime_MISCC_broad,Persontime_MIS_broad,Persontime_Hemostroke_narrow,Persontime_Hemostroke_broad,Persontime_Ischstroke_narrow,Persontime_Ischstroke_broad,Persontime_Sinusthrom_narrow,Persontime_Sinusthrom_broad,Persontime_VTE_narrow,Persontime_VTE_broad,Persontime_TP_narrow,Persontime_TP_broad,Persontime_BP_narrow,Persontime_BP_broad,Persontime_CONTRDIVERTIC,Persontime_CONTRHYPERT,Persontime_MIS_KD_narrow,Persontime_MIS_KD_broad,Persontime_DEATH,Persontime_ArterialNoTP,Persontime_VTENoTP,Persontime_ArterialVTENoTP,Persontime_CVSTNoTP,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,ALI_narrow_b,ALI_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,KD_narrow_b,KD_broad_b,MISCC_narrow_b,MISCC_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,Sinusthrom_narrow_b,Sinusthrom_broad_b,VTE_narrow_b,VTE_broad_b,TP_narrow_b,TP_broad_b,BP_narrow_b,BP_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,CVSTNoTP_b,Persontime_GENCONV_narrow,Persontime_GENCONV_broad,Persontime_ANAPHYL_broad,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b
0,40-49,2020-07,0,7099,7099,7099,7099,7099,7099,7099,7099,7068,7099,7099,7099,7099,7099,7099,7099,7099,7099,7068,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,6758,7099,7099,7099,7099,7099,7099,7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7099,7099,7099,0,0,0
0,40-49,2020-07,< 5,775,775,775,775,744,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,744,744,775,775,775,775,775,775,775,620,775,775,775,775,775,775,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,775,775,0,0,0
0,40-49,2020-08,0,7099,7099,7099,7099,7099,7099,7099,7099,7068,7099,7099,7099,7099,7099,7099,7099,7099,7099,7068,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,6757,7099,7099,7099,7099,7099,7099,7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,7099,7099,7099,0,0,0
0,40-49,2020-08,< 5,775,775,775,775,744,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,744,744,775,775,775,775,775,775,775,620,775,775,775,775,775,775,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,775,775,0,0,0
0,40-49,2020-09,0,6870,6870,6870,6870,6870,6870,6870,6870,6840,6870,6870,6870,6870,6870,6870,6870,6870,6870,6840,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6510,6870,6870,6870,6870,6870,6870,6870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6863,6863,6870,< 5,< 5,0
0,40-49,2020-09,< 5,750,750,750,750,720,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,720,720,750,750,750,750,750,750,750,600,750,750,750,750,750,750,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,721,750,< 5,< 5,0
0,40-49,2020-10,0,7099,7099,7099,7099,7099,7099,7099,7099,7068,7099,7099,7099,7099,7099,7099,7099,7099,7099,7068,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,6727,7099,7099,7099,7099,7099,7099,7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7076,7076,7099,0,0,0
0,40-49,2020-10,< 5,775,775,775,775,744,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,744,744,775,775,775,775,775,775,775,620,775,775,775,775,775,775,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,774,775,0,0,0
0,40-49,2020-11,0,6870,6850,6870,6870,6870,6870,6870,6870,6840,6870,6870,6870,6870,6870,6870,6870,6870,6870,6840,6850,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6494,6870,6870,6870,6870,6870,6870,6870,< 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,6870,6870,6870,0,0,0
0,40-49,2020-11,< 5,750,750,750,750,720,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,720,720,750,750,750,750,750,750,750,600,750,750,750,750,750,750,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,750,750,0,0,0
0,40-49,2020-12,0,7099,7068,7099,7099,7099,7099,7099,7099,7068,7099,7099,7099,7099,7099,7099,7099,7099,7099,7068,7068,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,7099,6645,7099,7099,7099,7099,7099,7099,7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,7099,7099,7099,0,0,0
0,40-49,2020-12,< 5,775,775,775,775,744,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,744,744,775,775,775,775,775,775,775,601,775,775,775,775,775,775,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,775,775,775,0,0,0
0,40-49,2021-01,0,6791,6760,6791,6791,6791,6791,6791,6791,6760,6791,6791,6791,6791,6791,6791,6791,6791,6791,6760,6760,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6791,6326,6791,6791,6791,6791,6791,6791,6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,6791,6791,6791,0,0,0
0,40-49,2021-01,< 5,758,758,758,758,727,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,727,727,758,758,758,758,758,758,758,558,758,758,758,758,758,758,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,758,758,758,0,0,0
0,40-49,2021-02,0,5500,5472,5500,5500,5500,5500,5500,5500,5472,5500,5500,5500,5500,5500,5500,5500,5500,5500,5472,5472,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5106,5500,5500,5500,5500,5500,5500,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,5500,5500,5500,0,0,0
0,40-49,2021-02,< 5,625,625,625,625,597,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,597,597,625,625,625,625,625,625,625,429,625,625,625,625,625,625,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,625,625,0,0,0
0,40-49,2021-03,0,5006,4975,5006,5006,5006,5006,5006,5006,4975,5006,5006,5006,5006,5006,5006,5006,5006,5006,4975,4975,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,5006,4646,5006,5006,5006,5006,5006,5006,5006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,5006,5006,5006,0,0,0
0,40-49,2021-03,< 5,506,506,506,506,475,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,475,475,506,506,506,506,506,506,506,289,506,506,506,506,506,506,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,506,506,0,0,0
0,40-49,2021-04,0,4368,4338,4368,4368,4368,4368,4368,4368,4338,4368,4368,4368,4368,4368,4368,4368,4368,4368,4350,4338,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4008,4368,4368,4368,4368,4368,4368,4368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4368,4368,4368,0,0,0
0,40-49,2021-04,< 5,407,407,407,407,377,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,377,377,407,407,407,407,407,407,407,240,407,407,407,407,407,407,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,407,407,0,0,0
0,40-49,2021-05,0,3898,3867,3898,3898,3898,3898,3898,3898,3893,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3867,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3589,3898,3898,3898,3898,3898,3898,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,3898,3898,3898,0,0,0
0,40-49,2021-05,< 5,304,304,304,304,273,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,273,273,304,304,304,304,304,304,304,198,304,304,304,304,304,304,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,304,304,0,0,0
0,40-49,2021-06,0,1286,1271,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1271,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1185,1286,1286,1286,1286,1286,1286,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,1286,1286,0,0,0
0,40-49,2021-06,< 5,112,112,112,112,108,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,85,85,112,112,112,112,112,112,112,81,112,112,112,112,112,112,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,0,0,0
0,50-59,2020-01,0,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,9463,10137,10137,10137,10137,10137,10137,10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,10137,10137,10137,0,0,0
0,50-59,2020-01,< 5,2511,2511,2511,2511,2480,2480,2480,2511,2480,2480,2480,2511,2511,2511,2511,2511,2511,2480,2480,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,1984,2511,2511,2511,2511,2511,2511,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,2511,2511,0,0,0
0,50-59,2020-02,0,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,9483,8845,9483,9483,9483,9483,9483,9483,9483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9483,9483,9483,0,0,0
0,50-59,2020-02,< 5,2349,2349,2349,2349,2319,2320,2320,2349,2320,2320,2320,2349,2349,2349,2349,2349,2349,2320,2320,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,1836,2349,2349,2349,2349,2349,2349,2349,0,0,0,< 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,2349,2349,2349,0,0,0
0,50-59,2020-03,0,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,9435,10137,10137,10137,10137,10137,10137,10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,10137,10137,10137,0,0,0
0,50-59,2020-03,< 5,2511,2511,2511,2511,2449,2480,2480,2511,2480,2480,2480,2511,2511,2511,2511,2511,2511,2480,2480,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,1933,2511,2511,2511,2511,2511,2511,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,2511,2511,2511,0,0,0
0,50-59,2020-04,0,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9101,9810,9810,9810,9810,9810,9810,9810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,9810,9810,9810,0,0,0
0,50-59,2020-04,< 5,2430,2430,2430,2430,2370,2400,2400,2430,2400,2400,2400,2430,2430,2430,2430,2430,2430,2400,2400,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,1830,2430,2430,2430,2430,2430,2430,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,2430,2430,0,0,0
0,50-59,2020-05,0,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,9357,10137,10137,10137,10137,10137,10137,10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,10137,10137,10137,0,0,0
0,50-59,2020-05,< 5,2511,2511,2511,2511,2449,2480,2480,2511,2480,2470,2470,2511,2511,2511,2511,2511,2511,2480,2480,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,1891,2511,2511,2511,2511,2511,2511,2511,0,0,0,0,0,0,0,0,< 5,< 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,2511,2511,0,0,0
0,50-59,2020-06,0,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9030,9810,9810,9810,9810,9810,9810,9810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9810,9810,9810,0,0,0
0,50-59,2020-06,< 5,2430,2430,2430,2430,2370,2400,2400,2430,2400,2370,2370,2430,2430,2430,2430,2430,2430,2400,2400,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,1830,2430,2430,2430,2430,2430,2430,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,2430,2430,0,0,0
0,50-59,2020-07,0,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,9331,10137,10137,10137,10137,10137,10137,10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10137,10137,10137,0,0,0
0,50-59,2020-07,< 5,2511,2511,2511,2511,2449,2480,2480,2511,2480,2449,2449,2511,2511,2511,2511,2511,2511,2480,2480,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,1891,2511,2511,2511,2511,2511,2511,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,2511,2511,0,0,0
0,50-59,2020-08,0,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,9329,10137,10137,10137,10137,10137,10137,10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,10137,10137,10137,0,0,0
0,50-59,2020-08,< 5,2511,2511,2511,2511,2449,2480,2480,2511,2480,2449,2449,2511,2511,2511,2511,2511,2511,2480,2480,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,1891,2511,2511,2511,2511,2511,2511,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,2511,2511,0,0,0
0,50-59,2020-09,0,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9000,9810,9810,9810,9810,9810,9810,9810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9810,9810,9810,0,0,0
0,50-59,2020-09,< 5,2430,2430,2430,2430,2370,2400,2400,2430,2400,2370,2370,2430,2430,2430,2430,2430,2430,2400,2400,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,1830,2430,2430,2430,2430,2430,2430,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,2430,2430,0,0,0
0,50-59,2020-10,0,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,9283,10137,10137,10137,10137,10137,10137,10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,10137,10137,10137,0,0,0
0,50-59,2020-10,< 5,2511,2511,2511,2511,2449,2480,2480,2511,2480,2449,2449,2511,2511,2511,2511,2511,2511,2480,2480,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,1891,2511,2511,2511,2511,2511,2511,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,2511,2511,0,0,0
0,50-59,2020-11,0,9810,9810,9810,9810,9810,9810,9790,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,9810,8818,9810,9810,9810,9810,9810,9810,9810,0,0,0,0,0,< 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9810,9810,9810,0,0,0
0,50-59,2020-11,< 5,2430,2430,2430,2430,2370,2400,2400,2430,2400,2370,2370,2430,2430,2430,2430,2430,2430,2400,2400,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,1771,2430,2430,2430,2430,2430,2430,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,2430,2430,2430,0,0,0
0,50-59,2020-12,0,10137,10137,10137,10137,10137,10137,10106,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,10137,8890,10137,10137,10137,10137,10137,10137,10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10137,10137,10137,0,0,0
0,50-59,2020-12,< 5,2511,2511,2511,2511,2449,2480,2480,2511,2480,2449,2449,2511,2511,2511,2511,2511,2511,2480,2480,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,1772,2511,2511,2511,2511,2511,2511,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,2511,2511,2511,0,0,0
0,50-59,2021-01,0,9737,9737,9737,9737,9737,9737,9706,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,9737,8458,9737,9737,9737,9737,9737,9737,9737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 5,0,0,0,0,0,0,0,9737,9737,9737,0,0,0
