sex,ageband_at_study_entry,Dose,type_vax,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,week,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
1,50-59,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,140,140,140,140,140,140,0,0,0,0,0
1,70-79,0,"",1,0,0,0,0,0,0,0,1,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",0,0,1,0,0,1,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,119,119,119,119,119,119,0,0,0,0,0
0,80+,0,"",1,1,0,0,0,0,0,1,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,105,105,105,105,105,105,0,0,0,0,0
1,70-79,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",1,0,1,0,0,1,0,0,0,1,2020-06-01,42,42,42,42,42,42,0,0,0,0,0
1,5-11,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,70,70,70,70,70,70,0,0,0,0,0
0,50-59,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,56,56,56,56,56,56,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,0,0,0,1,1,2020-06-01,84,84,84,84,84,84,0,0,0,0,0
0,60-69,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,140,140,140,140,140,140,0,0,0,0,0
1,12-17,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,56,56,56,56,56,56,0,0,0,0,0
0,18-24,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,"",1,0,0,0,1,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,56,56,56,56,56,56,0,0,0,0,0
0,25-29,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",1,0,0,0,0,1,0,0,0,1,2020-06-01,70,70,70,70,70,70,0,0,0,0,0
0,70-79,0,"",1,1,0,0,0,0,0,0,0,1,2020-06-01,42,42,42,42,42,42,0,0,0,0,0
0,50-59,0,"",0,1,1,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,105,105,105,105,105,105,0,0,0,0,0
1,80+,0,"",1,0,1,0,1,0,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,231,231,231,231,231,231,0,0,0,0,0
0,50-59,0,"",0,0,0,1,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,147,147,147,147,147,147,0,0,0,0,0
1,30-39,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,98,98,98,98,98,98,0,0,0,0,0
0,80+,0,"",1,0,1,0,0,0,0,0,1,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,154,154,154,154,154,154,0,0,0,0,0
0,70-79,0,"",1,0,1,0,0,0,0,0,0,1,2020-06-01,91,91,91,91,91,91,0,0,0,0,0
1,30-39,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,42,42,42,42,42,42,0,0,0,0,0
1,50-59,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,42,42,42,42,42,42,0,0,0,0,0
0,70-79,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,98,98,98,98,98,98,0,0,0,0,0
0,0-4,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,36,36,36,36,36,36,0,0,0,0,0
1,40-49,0,"",0,1,0,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,112,112,112,112,112,112,0,0,0,0,0
1,70-79,0,"",1,0,0,0,1,0,1,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",1,0,0,0,1,0,0,0,0,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
1,18-24,0,"",0,0,0,1,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,0,0,0,0,0,0,0,1,1,2020-06-01,126,126,126,126,126,126,0,0,0,0,0
1,18-24,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,49,49,49,49,49,49,0,0,0,0,0
0,70-79,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,42,42,42,42,42,42,0,0,0,0,0
1,40-49,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,119,119,119,119,119,119,0,0,0,0,0
0,70-79,0,"",0,1,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,105,105,105,105,105,105,0,0,0,0,0
1,80+,0,"",1,0,1,0,0,0,0,0,1,1,2020-06-01,42,42,42,42,42,42,0,0,0,0,0
1,80+,0,"",1,1,0,0,0,0,0,0,0,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,"",0,1,1,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,77,77,77,77,77,77,0,0,0,0,0
1,70-79,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,56,56,56,56,56,56,0,0,0,0,0
0,50-59,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,140,140,140,140,140,140,0,0,0,0,0
1,70-79,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,35,35,35,35,35,35,0,0,0,0,0
0,18-24,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,"",1,0,1,0,0,0,0,0,0,1,2020-06-01,112,112,112,112,112,112,1,1,0,0,0
0,60-69,0,"",1,1,0,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,63,63,63,63,63,63,0,0,0,0,0
1,80+,0,"",1,1,0,0,0,1,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,35,35,35,35,35,35,0,0,0,0,0
0,50-59,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-01,168,168,168,168,168,168,0,0,0,0,0
1,70-79,0,"",1,1,0,0,0,0,0,0,0,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
0,30-39,0,"",0,0,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,0,1,0,0,1,0,0,0,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,"",0,0,1,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",0,0,0,0,1,0,1,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,56,56,56,56,56,56,0,0,0,0,0
0,80+,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,35,35,35,35,35,35,0,0,0,0,0
0,70-79,0,"",1,1,0,0,1,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,"",0,1,0,0,1,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-01,35,35,35,35,35,35,0,0,0,0,0
1,40-49,0,"",1,0,0,1,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",1,1,1,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,"",1,0,0,0,0,1,0,0,0,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,"",1,0,0,0,0,0,1,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,91,91,91,91,91,91,0,0,0,0,0
1,50-59,0,"",1,1,0,0,0,0,0,0,0,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
0,80+,0,"",1,0,0,0,1,1,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",0,0,0,0,1,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,1,1,1,0,0,0,1,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,0,0,0,1,0,0,0,1,2020-06-01,182,182,182,182,182,182,0,0,0,0,0
1,60-69,0,"",1,0,1,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,"",1,1,0,1,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,42,42,42,42,42,42,0,0,0,0,0
0,80+,0,"",1,0,0,0,1,0,0,0,0,1,2020-06-01,35,35,35,35,35,35,0,0,0,0,0
1,50-59,0,"",0,1,1,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,"",0,0,0,1,0,0,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,"",0,0,0,1,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",1,0,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,0,0,0,0,0,0,0,1,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,"",0,0,0,0,1,0,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,"",0,0,0,1,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,1,1,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,"",1,0,0,1,1,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,35,35,35,35,35,35,0,0,0,0,0
0,80+,0,"",1,1,0,0,0,1,0,1,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,5-11,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,42,42,42,42,42,42,0,0,0,0,0
0,50-59,0,"",1,0,1,0,0,1,1,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,1,0,1,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",1,0,1,0,0,0,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,49,49,49,49,49,49,0,0,0,0,0
0,30-39,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,56,56,56,56,56,56,0,0,0,0,0
1,70-79,0,"",1,0,1,0,0,1,0,0,0,1,2020-06-01,42,42,42,42,42,42,0,0,0,0,0
1,18-24,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-01,35,35,35,35,35,35,0,0,0,0,0
0,40-49,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,63,63,63,63,63,63,0,0,0,0,0
0,80+,0,"",1,0,0,0,0,1,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,"",0,0,1,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,"",1,0,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,0,0,0,0,1,1,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,"",0,0,0,0,0,0,0,1,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,"",1,0,0,1,1,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,"",1,0,0,0,0,0,1,0,0,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
1,5-11,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
1,50-59,0,"",1,0,0,0,0,0,0,0,1,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,"",1,1,0,0,0,1,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,30-39,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,"",0,0,1,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",1,1,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",0,0,0,0,0,1,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,5-11,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,"",0,0,1,0,0,1,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,18-24,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",1,0,1,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,"",0,0,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,1,1,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,12-17,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,0,0,0,0,1,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",1,0,1,0,1,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",0,1,0,1,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",1,0,0,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
0,80+,0,"",1,1,0,0,1,0,0,1,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,30-39,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,0,1,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",1,0,1,0,0,0,0,0,1,1,2020-06-01,35,35,35,35,35,35,0,0,0,0,0
0,50-59,0,"",1,1,0,1,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,0,0,0,0,0,1,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",0,0,0,1,0,0,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,1,0,0,0,0,0,1,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,0,1,1,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,1,0,0,1,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,1,0,0,1,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,18-24,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,18-24,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
0,60-69,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,1,1,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,"",1,1,0,0,0,0,1,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",1,0,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,25-29,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",1,0,1,0,0,1,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,0,1,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",0,0,1,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,0,0,1,0,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,"",1,0,1,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,12-17,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,0-4,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",0,0,0,0,0,1,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",1,1,0,1,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",0,0,0,1,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,"",0,0,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,1,1,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",1,1,0,1,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",1,0,0,0,1,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,0,0,0,1,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,25-29,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",1,0,1,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,1,0,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",0,1,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,0,0,1,1,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",1,0,1,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,18-24,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,"",1,0,0,0,1,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,12-17,0,"",0,0,1,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,1,0,0,0,1,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,"",0,1,0,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",0,0,1,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,25-29,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,"",1,0,0,0,0,0,0,0,1,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,"",1,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",1,0,0,0,1,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",0,0,1,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,"",0,0,0,0,0,1,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,"",1,1,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,5-11,0,"",0,1,0,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",1,0,1,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",0,0,0,1,0,0,0,0,0,1,2020-06-01,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,"",1,0,1,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,25-29,0,"",1,0,1,0,1,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,"",0,0,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,0,0,0,1,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,"",1,0,0,0,0,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,"",1,0,0,0,1,1,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,"",1,0,1,0,1,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",1,1,1,0,0,0,0,0,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,"",1,0,1,0,0,0,1,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,"",0,1,0,0,0,0,0,1,0,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,"",0,0,0,0,0,0,0,0,0,0,2020-06-08,3626,3612,3626,3626,3626,3626,0,0,0,0,0
1,18-24,0,"",0,0,0,0,0,0,0,0,0,0,2020-06-08,1337,1337,1337,1337,1337,1337,0,0,0,0,0
0,70-79,0,"",0,0,0,0,0,0,0,0,0,0,2020-06-08,1274,1274,1274,1274,1274,1274,0,0,0,0,0
0,0-4,0,"",0,0,0,0,0,0,0,0,0,0,2020-06-08,357,357,357,357,357,357,0,0,0,0,0
0,40-49,0,"",0,0,0,0,0,0,0,0,0,0,2020-06-08,3781,3767,3774,3781,3781,3781,0,0,0,0,0
1,70-79,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-08,574,574,574,574,574,574,0,0,0,0,0
1,25-29,0,"",0,0,0,0,0,0,0,0,0,0,2020-06-08,1155,1155,1155,1155,1155,1155,0,0,0,0,0
0,50-59,0,"",0,1,0,0,0,0,0,0,1,1,2020-06-08,35,35,35,35,35,35,0,0,0,0,0
0,40-49,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-08,105,105,105,105,105,105,0,0,0,0,0
0,70-79,0,"",1,0,0,0,0,0,0,0,0,1,2020-06-08,721,721,721,721,721,721,0,0,0,0,0
