sex,month,year,Ageband,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MISCC_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MISCC_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MISCC_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MISCC_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
0,November,2020,80+,12602,12602,12602,12602,12602,12602,12602,12602,12602,12602,12602,12602,12602,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,80+,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,80+,12528,12528,12528,12528,12528,12528,12528,12528,12528,12528,12528,12528,12528,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,80+,10994,10994,10994,10994,10994,10994,10994,10994,10994,10994,10994,10994,10994,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,80+,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,50-59,19240,19240,19240,19240,19240,19240,19240,19240,19240,19209,19240,19240,19240,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,50-59,17980,17980,17980,17980,17980,17980,17980,17980,17980,17951,17980,17980,17980,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,50-59,19162,19162,19162,19162,19162,19162,19162,19162,19162,19131,19162,19162,19162,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2020,50-59,18466,18466,18466,18466,18466,18466,18466,18466,18466,18436,18466,18466,18466,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2020,50-59,19017,19017,19017,19017,19017,19017,19017,19017,19017,18986,19017,19017,19017,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,50-59,18363,18363,18363,18363,18363,18363,18363,18363,18363,18333,18363,18363,18363,0,0,0,0,0,0,0,0,0,0,0,0
1,July,2020,50-59,18907,18907,18907,18907,18907,18907,18907,18907,18907,18876,18907,18907,18907,0,0,0,0,0,0,0,0,0,0,0,0
1,August,2020,50-59,18831,18831,18831,18831,18831,18831,18831,18831,18831,18800,18831,18831,18831,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,50-59,18110,18110,18110,18110,18110,18110,18110,18110,18110,18080,18110,18110,18110,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,50-59,18547,18547,18547,18547,18547,18547,18547,18547,18547,18516,18547,18547,18547,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,50-59,17689,17689,17689,17689,17689,17689,17689,17689,17689,17659,17689,17689,17689,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,50-59,17958,17958,17958,17958,17958,17958,17958,17958,17958,17927,17958,17958,17958,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,50-59,17477,17477,17477,17477,17477,17477,17477,17477,17477,17446,17477,17477,17477,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,50-59,15210,15210,15210,15210,15210,15210,15210,15210,15210,15182,15210,15210,15210,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,50-59,15631,15631,15631,15631,15631,15631,15631,15631,15631,15600,15631,15631,15631,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,50-59,14483,14483,14483,14483,14483,14483,14483,14483,14483,14453,14483,14483,14483,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,50-59,13659,13659,13659,13659,13659,13659,13659,13659,13659,13628,13659,13659,13659,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,50-59,7927,7927,7927,7927,7927,7927,7927,7927,7927,7921,7927,7927,7927,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,80+,10073,10073,10073,10073,10073,10073,10073,10073,10073,10042,10073,10073,10073,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,80+,9285,9285,9285,9285,9285,9285,9285,9285,9285,9256,9285,9285,9285,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,80+,9793,9793,9793,9793,9793,9793,9793,9793,9793,9762,9793,9793,9793,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2020,80+,9407,9407,9407,9407,9407,9407,9407,9407,9407,9377,9407,9407,9407,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2020,80+,9614,9614,9614,9614,9614,9614,9614,9614,9614,9583,9614,9614,9614,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,80+,9207,9207,9207,9207,9207,9207,9207,9207,9207,9177,9207,9207,9207,0,0,0,0,0,0,0,0,0,0,0,0
1,July,2020,80+,9325,9325,9325,9325,9325,9325,9325,9325,9325,9294,9325,9325,9325,0,0,0,0,0,0,0,0,0,0,0,0
1,August,2020,80+,9155,9155,9155,9155,9155,9155,9155,9155,9155,9124,9155,9155,9155,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,80+,8761,8761,8761,8761,8761,8761,8761,8761,8761,8731,8761,8761,8761,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,80+,8974,8974,8974,8974,8974,8974,8974,8974,8974,8943,8974,8974,8974,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,80+,8575,8575,8575,8575,8575,8575,8575,8575,8575,8545,8575,8575,8575,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,80+,8715,8715,8715,8715,8715,8715,8715,8715,8715,8684,8715,8715,8715,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,80+,8335,8335,8335,8335,8335,8335,8335,8335,8335,8304,8335,8335,8335,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,30-39,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,30-39,11122,11122,11122,11122,11122,11122,11122,11122,11122,11122,11122,11122,11122,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,30-39,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,30-39,11270,11270,11270,11270,11270,11270,11270,11270,11270,11270,11270,11270,11270,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,30-39,11553,11553,11553,11553,11553,11553,11553,11553,11553,11553,11553,11553,11553,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2020,30-39,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,0,0,0,0,0,0,0,0,0,0,0,0
0,July,2020,30-39,11448,11448,11448,11448,11448,11448,11448,11448,11448,11448,11448,11448,11448,0,0,0,0,0,0,0,0,0,0,0,0
0,August,2020,30-39,11336,11336,11336,11336,11336,11336,11336,11336,11336,11336,11336,11336,11336,0,0,0,0,0,0,0,0,0,0,0,0
0,September,2020,30-39,10932,10932,10932,10932,10932,10932,10932,10932,10932,10932,10932,10932,10932,0,0,0,0,0,0,0,0,0,0,0,0
0,October,2020,30-39,11189,11189,11189,11189,11189,11189,11189,11189,11189,11189,11189,11189,11189,0,0,0,0,0,0,0,0,0,0,0,0
0,November,2020,30-39,10769,10769,10769,10769,10769,10769,10769,10769,10769,10769,10769,10769,10769,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,30-39,10896,10896,10896,10896,10896,10896,10896,10896,10896,10896,10896,10896,10896,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,30-39,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,30-39,9230,9230,9230,9230,9230,9230,9230,9230,9230,9230,9230,9230,9230,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,30-39,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,30-39,8725,8725,8725,8725,8725,8725,8725,8725,8725,8725,8725,8725,8725,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,30-39,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,5-11,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,5-11,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,5-11,3746,3746,3746,3746,3746,3746,3746,3746,3746,3746,3746,3746,3746,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,5-11,3589,3589,3589,3589,3589,3589,3589,3589,3589,3589,3589,3589,3589,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,5-11,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2020,5-11,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,0,0,0,0,0,0,0,0,0,0,0,0
0,July,2020,5-11,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,0,0,0,0,0,0,0,0,0,0,0,0
0,August,2020,5-11,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,0,0,0,0,0,0,0,0,0,0,0,0
0,September,2020,5-11,3536,3536,3536,3536,3536,3536,3536,3536,3536,3536,3536,3536,3536,0,0,0,0,0,0,0,0,0,0,0,0
0,October,2020,5-11,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,0,0,0,0,0,0,0,0,0,0,0,0
0,November,2020,5-11,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,5-11,3335,3335,3335,3335,3335,3335,3335,3335,3335,3335,3335,3335,3335,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,5-11,3252,3252,3252,3252,3252,3252,3252,3252,3252,3252,3252,3252,3252,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,5-11,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,5-11,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,5-11,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,5-11,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,5-11,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,80+,7230,7230,7230,7230,7230,7230,7230,7230,7230,7202,7230,7230,7230,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,80+,6451,6451,6451,6451,6451,6451,6451,6451,6451,6420,6451,6451,6451,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,80+,2269,2269,2269,2269,2269,2269,2269,2269,2269,2269,2269,2269,2269,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,80+,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,80+,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,80+,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,30-39,6740,6740,6740,6740,6740,6740,6740,6740,6740,6740,6740,6740,6740,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,20-29,8972,8972,8972,8972,8972,8972,8972,8972,8972,8972,8972,8972,8972,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,20-29,8309,8309,8309,8309,8309,8309,8309,8309,8309,8309,8309,8309,8309,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,20-29,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,20-29,8476,8476,8476,8476,8476,8476,8476,8476,8476,8476,8476,8476,8476,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,20-29,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2020,20-29,8369,8369,8369,8369,8369,8369,8369,8369,8369,8369,8369,8369,8369,0,0,0,0,0,0,0,0,0,0,0,0
0,July,2020,20-29,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,0,0,0,0,0,0,0,0,0,0,0,0
0,August,2020,20-29,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,0,0,0,0,0,0,0,0,0,0,0,0
0,September,2020,20-29,8198,8198,8198,8198,8198,8198,8198,8198,8198,8198,8198,8198,8198,0,0,0,0,0,0,0,0,0,0,0,0
0,October,2020,20-29,8310,8310,8310,8310,8310,8310,8310,8310,8310,8310,8310,8310,8310,0,0,0,0,0,0,0,0,0,0,0,0
0,November,2020,20-29,7983,7983,7983,7983,7983,7983,7983,7983,7983,7983,7983,7983,7983,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,20-29,8081,8081,8081,8081,8081,8081,8081,8081,8081,8081,8081,8081,8081,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,20-29,7791,7791,7791,7791,7791,7791,7791,7791,7791,7791,7791,7791,7791,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,20-29,6698,6698,6698,6698,6698,6698,6698,6698,6698,6698,6698,6698,6698,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,20-29,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,20-29,6514,6514,6514,6514,6514,6514,6514,6514,6514,6514,6514,6514,6514,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,20-29,6482,6482,6482,6482,6482,6482,6482,6482,6482,6482,6482,6482,6482,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,20-29,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,50-59,7638,7638,7638,7638,7638,7638,7638,7638,7638,7638,7638,7638,7638,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,70-79,2250,2250,2250,2250,2250,2250,2250,2250,2250,2243,2250,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,5-11,4863,4863,4863,4863,4863,4863,4863,4863,4863,4863,4863,4863,4863,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,5-11,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,5-11,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2020,5-11,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2020,5-11,4805,4805,4805,4805,4805,4805,4805,4805,4805,4805,4805,4805,4805,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,5-11,4628,4628,4628,4628,4628,4628,4628,4628,4628,4628,4628,4628,4628,0,0,0,0,0,0,0,0,0,0,0,0
1,July,2020,5-11,4774,4774,4774,4774,4774,4774,4774,4774,4774,4774,4774,4774,4774,0,0,0,0,0,0,0,0,0,0,0,0
1,August,2020,5-11,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,5-11,4562,4562,4562,4562,4562,4562,4562,4562,4562,4562,4562,4562,4562,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,5-11,4648,4648,4648,4648,4648,4648,4648,4648,4648,4648,4648,4648,4648,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,5-11,4399,4399,4399,4399,4399,4399,4399,4399,4399,4399,4399,4399,4399,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,5-11,4522,4522,4522,4522,4522,4522,4522,4522,4522,4522,4522,4522,4522,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,5-11,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,5-11,4006,4006,4006,4006,4006,4006,4006,4006,4006,4006,4006,4006,4006,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,18-19,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,18-19,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,18-19,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,18-19,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,18-19,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2020,18-19,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,0,0,0,0,0,0,0,0,0,0,0,0
0,July,2020,18-19,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,0,0,0,0,0,0,0,0,0,0,0,0
0,August,2020,18-19,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,0,0,0,0,0,0,0,0,0,0,0,0
0,September,2020,18-19,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,0,0,0,0,0,0,0,0,0,0,0,0
0,October,2020,18-19,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,0,0,0,0,0,0,0,0,0,0,0,0
0,November,2020,18-19,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,18-19,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,18-19,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,18-19,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,18-19,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,18-19,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,18-19,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,18-19,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,60-69,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,11554,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,60-69,12264,12264,12264,12264,12264,12264,12264,12264,12264,12264,12264,12264,12264,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,60-69,11159,11159,11159,11159,11159,11159,11159,11159,11159,11159,11159,11159,11159,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,60-69,8191,8191,8191,8191,8191,8191,8191,8191,8191,8191,8191,8191,8191,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,12-17,5009,5009,5009,5009,5009,5009,5009,5009,5009,5009,5009,5009,5009,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,12-17,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,12-17,4916,4916,4916,4916,4916,4916,4916,4916,4916,4916,4916,4916,4916,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,12-17,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,12-17,4840,4840,4840,4840,4840,4840,4840,4840,4840,4840,4840,4840,4840,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2020,12-17,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,0,0,0,0,0,0,0,0,0,0,0,0
0,July,2020,12-17,4743,4743,4743,4743,4743,4743,4743,4743,4743,4743,4743,4743,4743,0,0,0,0,0,0,0,0,0,0,0,0
0,August,2020,12-17,4672,4672,4672,4672,4672,4672,4672,4672,4672,4672,4672,4672,4672,0,0,0,0,0,0,0,0,0,0,0,0
0,September,2020,12-17,4442,4442,4442,4442,4442,4442,4442,4442,4442,4442,4442,4442,4442,0,0,0,0,0,0,0,0,0,0,0,0
0,October,2020,12-17,4566,4566,4566,4566,4566,4566,4566,4566,4566,4566,4566,4566,4566,0,0,0,0,0,0,0,0,0,0,0,0
0,November,2020,12-17,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,12-17,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,12-17,4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,12-17,3527,3527,3527,3527,3527,3527,3527,3527,3527,3527,3527,3527,3527,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,12-17,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,12-17,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,12-17,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,12-17,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,60-69,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,80+,600,600,600,600,600,600,600,600,600,600,600,600,600,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,80+,516,516,516,516,516,516,516,516,516,516,516,516,516,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,5-11,4402,4402,4402,4402,4402,4402,4402,4402,4402,4402,4402,4402,4402,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,5-11,4260,4260,4260,4260,4260,4260,4260,4260,4260,4260,4260,4260,4260,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,5-11,4402,4402,4402,4402,4402,4402,4402,4402,4402,4402,4402,4402,4402,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,5-11,4236,4236,4236,4236,4236,4236,4236,4236,4236,4236,4236,4236,4236,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,18-19,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,18-19,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,18-19,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2020,18-19,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2020,18-19,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,18-19,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,0,0,0,0,0,0,0,0,0,0,0,0
1,July,2020,18-19,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,0,0,0,0,0,0,0,0,0,0,0,0
1,August,2020,18-19,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,18-19,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,18-19,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,18-19,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,18-19,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,18-19,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,18-19,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,18-19,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,18-19,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,18-19,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,18-19,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,70-79,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,12-17,6281,6281,6281,6281,6281,6281,6281,6281,6281,6281,6281,6281,6281,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,12-17,5812,5812,5812,5812,5812,5812,5812,5812,5812,5812,5812,5812,5812,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,12-17,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2020,12-17,5856,5856,5856,5856,5856,5856,5856,5856,5856,5856,5856,5856,5856,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2020,12-17,6044,6044,6044,6044,6044,6044,6044,6044,6044,6044,6044,6044,6044,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,12-17,5820,5820,5820,5820,5820,5820,5820,5820,5820,5820,5820,5820,5820,0,0,0,0,0,0,0,0,0,0,0,0
1,July,2020,12-17,5999,5999,5999,5999,5999,5999,5999,5999,5999,5999,5999,5999,5999,0,0,0,0,0,0,0,0,0,0,0,0
