sex,ageband_at_1_jan_2021,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
1,80+,2020-12,465,465,465,465,465,465,465,465,465,465,465,0,0,0,0,0,0,0,0,0,0
1,80+,2021-01,465,465,465,465,465,465,465,465,465,465,465,0,0,0,0,0,0,0,0,0,0
1,80+,2021-02,420,420,420,420,420,420,420,420,420,420,420,0,0,0,0,0,0,0,0,0,0
1,80+,2021-03,465,465,465,465,465,465,465,465,465,465,465,0,0,0,0,0,0,0,0,0,0
1,80+,2021-04,143,143,143,143,143,143,143,143,143,143,143,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-01,186,155,186,155,155,186,155,186,186,186,186,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-02,169,140,169,140,140,169,140,169,169,169,169,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-03,155,124,155,124,124,155,124,155,155,155,155,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-04,150,120,150,120,120,150,120,150,150,150,150,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-05,155,124,155,124,124,155,124,155,155,155,155,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-06,135,105,135,105,105,135,105,135,135,135,135,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-01,248,248,248,248,248,248,248,248,248,248,248,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-02,232,232,232,232,232,232,232,232,232,232,232,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-03,248,248,248,248,248,248,248,248,248,248,248,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-04,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-05,248,248,248,248,248,248,248,248,248,248,248,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-06,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-07,248,248,248,248,248,248,248,248,248,248,248,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-08,248,248,248,248,248,248,248,248,248,248,248,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-09,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-10,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-11,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0
1,5-11,2020-12,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-01,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-02,196,196,196,196,196,196,196,196,196,196,196,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-03,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,5-11,2021-04,77,77,77,77,77,77,77,77,77,77,77,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-07,124,93,124,93,93,124,93,124,124,124,124,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-08,124,93,124,93,93,124,93,124,124,124,124,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-09,120,90,120,90,90,120,90,120,120,120,120,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-10,124,93,124,93,93,124,93,124,124,124,124,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-11,120,90,120,90,90,120,90,120,120,120,120,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-12,124,93,124,93,93,124,93,124,124,124,124,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-01,124,93,124,93,93,124,93,124,124,124,124,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-02,112,84,112,84,84,112,84,112,112,112,112,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-03,124,93,124,93,93,124,93,124,124,124,124,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-04,44,33,44,33,33,44,33,44,44,44,44,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-01,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-02,261,261,261,261,261,261,261,261,261,261,261,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-03,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-04,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-05,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-06,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-07,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-08,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-09,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-10,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-11,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
1,18-24,2020-12,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-01,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-02,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-03,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,18-24,2021-04,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-01,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-02,58,58,58,58,58,58,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-03,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-04,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-05,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-06,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-07,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-08,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-09,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-10,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-11,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-12,53,53,53,53,53,53,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-01,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-02,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-03,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-04,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-01,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-02,261,261,261,261,261,261,261,261,261,261,261,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-03,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-04,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-05,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-06,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-07,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-08,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-09,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-10,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-11,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
0,5-11,2020-12,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
0,5-11,2021-01,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
0,5-11,2021-02,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0
0,5-11,2021-03,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
0,5-11,2021-04,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0
